
[00:00:00.000 --> 00:00:03.000]  今天很高興再跟大家見面
[00:00:03.000 --> 00:00:05.500]  今天很高興再次跟大家見面
[00:00:05.500 --> 00:00:12.000]  上世紀有一個大家公認很出名的科學家
[00:00:12.000 --> 00:00:16.000]  上世紀有一個很出名的科學家
[00:00:16.000 --> 00:00:19.000]  他就是愛因斯坦
[00:00:19.000 --> 00:00:21.500]  Albert Einstein
[00:00:21.500 --> 00:00:23.500]  為什麼他這麼有名呢?
[00:00:23.500 --> 00:00:25.000]  為什麼他這麼出名呢?
[00:00:25.000 --> 00:00:28.500]  人們覺得他簡直是一個天才
[00:00:28.500 --> 00:00:31.000]  人們都覺得他是一位天才
[00:00:31.000 --> 00:00:32.000]  他是一個科學家
[00:00:32.000 --> 00:00:33.000]  他是一個科學家
[00:00:33.000 --> 00:00:36.500]  大家以為科學家當然是躲在實驗室裡做實驗
[00:00:36.500 --> 00:00:41.000]  因為大家認為科學家已經是呆在實驗室裡
[00:00:41.000 --> 00:00:42.500]  但他又不用做實驗
[00:00:42.500 --> 00:00:44.000]  但他不需要做實驗
[00:00:44.000 --> 00:00:45.500]  他是靠腦想出來的
[00:00:45.500 --> 00:00:47.500]  他是靠腦袋想出來的
[00:00:47.500 --> 00:00:49.500]  他的科叫做理論物理
[00:00:49.500 --> 00:00:53.000]  他的科就是理論物理
[00:00:53.000 --> 00:00:56.000]  今天看到Robin在後面翻譯,我幫一下他
[00:00:56.000 --> 00:00:58.500]  今天看到Robin在後面翻譯,我幫一下他
[00:00:58.500 --> 00:01:02.000]  理論物理就是不用做實驗的,靠腦想出來的
[00:01:02.000 --> 00:01:06.000]  理論物理就是靠腦想出來的
[00:01:06.000 --> 00:01:09.000]  他的腦袋真的不像我們一般人的腦袋
[00:01:09.000 --> 00:01:11.000]  他的腦袋跟我們普通人不一樣
[00:01:11.000 --> 00:01:15.500]  他最出名的理論就是相對論
[00:01:15.500 --> 00:01:18.000]  他最出名的理論就是相對論
[00:01:18.000 --> 00:01:20.500]  Theory of Relativity
[00:01:20.500 --> 00:01:28.500]  這個相對論可以說是將整個舊的科學的觀點改了
[00:01:28.500 --> 00:01:32.500]  這個相對論就是將舊的科學的觀點都改變了
[00:01:32.500 --> 00:01:35.000]  他不是推翻舊的科學
[00:01:35.000 --> 00:01:37.000]  他不是推翻舊的科學
[00:01:37.000 --> 00:01:40.500]  他是將舊的科學再走一大步
[00:01:40.500 --> 00:01:43.000]  他是將舊的科學再推前一步
[00:01:43.000 --> 00:01:46.500]  舊的不好的東西他就將它除掉了
[00:01:46.500 --> 00:01:49.000]  舊的不好的他把它除掉了
[00:01:49.000 --> 00:01:53.000]  舊好的東西他將它更加發揚光大
[00:01:53.000 --> 00:01:55.500]  好的,他把它更發揚光大
[00:01:55.500 --> 00:01:58.500]  那麼他相對論最有趣的地方是什麼呢?
[00:01:58.500 --> 00:02:00.500]  他相對論最有趣的地方是什麼呢?
[00:02:00.500 --> 00:02:02.500]  以前我讀物理的時候
[00:02:02.500 --> 00:02:04.500]  案主以前念物理的時候
[00:02:04.500 --> 00:02:06.500]  最有趣的就是他所說的
[00:02:06.500 --> 00:02:12.000]  就是將物體越走得快,它的時間就越慢
[00:02:12.000 --> 00:02:14.500]  就是他以前最感興趣的就是
[00:02:14.500 --> 00:02:19.000]  將物體裝得更多,它走的速度就越慢
[00:02:19.000 --> 00:02:20.500]  好像很複雜
[00:02:20.500 --> 00:02:22.000]  就感覺是很複雜
[00:02:22.000 --> 00:02:24.000]  原來每一樣東西都是相對的
[00:02:24.000 --> 00:02:26.500]  原來每一件事情都是相對的
[00:02:26.500 --> 00:02:29.500]  舉個很簡單的例子
[00:02:29.500 --> 00:02:31.000]  我們舉一個很簡單的例子
[00:02:31.000 --> 00:02:36.000]  你在公路上走70mph
[00:02:36.000 --> 00:02:38.500]  你在公路上走70mph
[00:02:38.500 --> 00:02:40.000]  旁邊有人爬你的頭
[00:02:40.000 --> 00:02:42.500]  就是旁邊有一個人爬頭了
[00:02:42.500 --> 00:02:44.500]  你見到他好像走得很慢
[00:02:44.500 --> 00:02:46.500]  你覺得他走得好像很慢
[00:02:46.500 --> 00:02:48.000]  但其實他已經在走80mph
[00:02:48.000 --> 00:02:50.000]  其實他已經走了80mph
[00:02:50.000 --> 00:02:51.000]  你覺得他慢了
[00:02:51.000 --> 00:02:53.500]  因為你自己本身在走70mph
[00:02:53.500 --> 00:02:54.500]  你覺得他慢
[00:02:54.500 --> 00:02:57.000]  因為你本身就是自己走70mph
[00:02:57.000 --> 00:02:58.500]  他只不過是快你10mph
[00:02:58.500 --> 00:03:00.000]  他只是比你快10mph
[00:03:00.000 --> 00:03:03.000]  但是在公路旁壞了車的人呢?
[00:03:03.000 --> 00:03:05.000]  但在公路旁壞車的人呢?
[00:03:05.000 --> 00:03:07.000]  他看見我的車走70mph
[00:03:07.000 --> 00:03:08.500]  他看到我的車子走70mph
[00:03:08.500 --> 00:03:10.500]  他看見另一個車子走80mph
[00:03:10.500 --> 00:03:12.500]  他看到另一輛車子走80mph
[00:03:12.500 --> 00:03:14.500]  他就覺得這兩輛車子都開得很快
[00:03:14.500 --> 00:03:17.000]  他就覺得這兩輛車子都開得很快
[00:03:17.000 --> 00:03:19.000]  這就是很簡單的理論
[00:03:19.000 --> 00:03:20.500]  這是很簡單的理論
[00:03:20.500 --> 00:03:22.000]  就是同一個速度
[00:03:22.000 --> 00:03:23.500]  就是同一個速度
[00:03:23.500 --> 00:03:25.000]  你不同一個人去觀察
[00:03:25.000 --> 00:03:26.500]  可能是有不同的結果
[00:03:26.500 --> 00:03:29.000]  你不同人觀察就有不同的結果
[00:03:29.000 --> 00:03:31.000]  視乎你跟他的速度的相對
[00:03:31.000 --> 00:03:33.000]  還有視乎你跟他的速度的相對
[00:03:33.000 --> 00:03:34.000]  大家明白了嗎?
[00:03:34.000 --> 00:03:36.000]  這是相對論最簡單的解釋
[00:03:36.000 --> 00:03:39.000]  大家明白這就是相對論最簡單的解釋
[00:03:39.000 --> 00:03:41.000]  原來很多東西都是相對的
[00:03:41.000 --> 00:03:43.000]  原來很多事情都是相對的
[00:03:43.000 --> 00:03:45.000]  原來時間也是可以相對的
[00:03:45.000 --> 00:03:46.500]  原來時間也是可以相對的
[00:03:46.500 --> 00:03:48.000]  這個我們就很難明白了
[00:03:48.000 --> 00:03:49.000]  這個我們就很難明白了
[00:03:49.000 --> 00:03:51.500]  要靠愛因斯坦的腦才可以想得通
[00:03:51.500 --> 00:03:53.500]  就要靠愛因斯坦的腦袋
[00:03:53.500 --> 00:03:56.500]  如果是以很快的速度行呢?
[00:03:56.500 --> 00:03:59.000]  他說當你要走很快速度的時候
[00:03:59.000 --> 00:04:01.000]  你的時間是慢了
[00:04:01.000 --> 00:04:02.500]  你的時間是慢了
[00:04:02.500 --> 00:04:05.500]  那你的時間其實不是絕對的
[00:04:05.500 --> 00:04:07.500]  因為時間不是絕對的
[00:04:07.500 --> 00:04:09.500]  我們就舉一個很簡單的例子
[00:04:09.500 --> 00:04:11.000]  我們就舉一個很簡單的例子
[00:04:11.000 --> 00:04:12.500]  有一對雙生兄弟
[00:04:12.500 --> 00:04:14.500]  有一對雙生兄弟
[00:04:14.500 --> 00:04:16.000]  哥哥是太空人
[00:04:16.000 --> 00:04:17.000]  哥哥是太空人
[00:04:17.000 --> 00:04:18.500]  他就去宇宙飛行
[00:04:18.500 --> 00:04:20.000]  他就去宇宙飛行
[00:04:20.000 --> 00:04:24.000]  當然他是想出來的
[00:04:24.000 --> 00:04:25.500]  科學上是做不到的
[00:04:25.500 --> 00:04:26.500]  這是想出來的
[00:04:26.500 --> 00:04:28.000]  科學上是做不出來的
[00:04:28.000 --> 00:04:31.000]  哥哥坐的太空船是飛得很快的
[00:04:31.000 --> 00:04:34.000]  哥哥坐的太空船是飛得很快的
[00:04:34.000 --> 00:04:38.000]  他差不多接近光速的速度去行
[00:04:38.000 --> 00:04:41.000]  他差不多接近光速的速度去行走
[00:04:41.000 --> 00:04:42.500]  知不知道光速有多快?
[00:04:42.500 --> 00:04:45.000]  大家知道光速有多快
[00:04:45.000 --> 00:04:46.000]  很快是不是?
[00:04:46.000 --> 00:04:48.000]  這可以是很快的
[00:04:48.000 --> 00:04:50.000]  快也是一個相對的
[00:04:50.000 --> 00:04:51.000]  快也是相對的
[00:04:51.000 --> 00:04:52.000]  我行得快過你
[00:04:52.000 --> 00:04:54.000]  不代表我很快
[00:04:54.000 --> 00:04:55.000]  我比你快
[00:04:55.000 --> 00:04:56.500]  並不代表我是很快
[00:04:56.500 --> 00:04:58.500]  光是絕對是最快的
[00:04:58.500 --> 00:05:00.000]  光是絕對是最快的
[00:05:00.000 --> 00:05:03.000]  他一秒鐘可以環繞地球七次
[00:05:03.000 --> 00:05:05.000]  他一秒鐘可以環繞地球七次
[00:05:05.000 --> 00:05:06.000]  快不快?
[00:05:06.000 --> 00:05:07.000]  快不快?
[00:05:07.000 --> 00:05:08.000]  一秒鐘你可以回到香港
[00:05:08.000 --> 00:05:10.000]  回來七次也可以
[00:05:10.000 --> 00:05:13.000]  一秒鐘他會去香港回來七次也可以
[00:05:13.000 --> 00:05:16.000]  當然我們做不到一個太空船
[00:05:16.000 --> 00:05:19.000]  他可以行得像光那麼快
[00:05:19.000 --> 00:05:22.000]  但我們不能做一艘太空船跟光一樣的速度
[00:05:22.000 --> 00:05:23.000]  這是假設性的一件事
[00:05:23.000 --> 00:05:25.000]  所以這只是解釋
[00:05:25.000 --> 00:05:26.000]  他是接近光速行
[00:05:26.000 --> 00:05:28.000]  他是接近光速的
[00:05:28.000 --> 00:05:31.000]  他就行了一段時間
[00:05:31.000 --> 00:05:32.000]  他走了一段時間
[00:05:32.000 --> 00:05:33.000]  走了兩天
[00:05:33.000 --> 00:05:34.000]  走了兩天
[00:05:34.000 --> 00:05:35.000]  回到地球
[00:05:35.000 --> 00:05:37.000]  然後他回到地球上
[00:05:37.000 --> 00:05:40.000]  原來地球已經不止過了兩天
[00:05:40.000 --> 00:05:43.000]  原來地球不單過了兩天
[00:05:43.000 --> 00:05:47.000]  可能地球已經過了二十年也說不定
[00:05:47.000 --> 00:05:49.000]  可能地球已經過了二十年
[00:05:49.000 --> 00:05:50.000]  很奇怪
[00:05:50.000 --> 00:05:51.000]  這很奇怪
[00:05:51.000 --> 00:05:52.000]  站在他的立場
[00:05:52.000 --> 00:05:54.000]  他只是走了兩天
[00:05:54.000 --> 00:05:55.000]  站在他的立場上
[00:05:55.000 --> 00:05:56.000]  他只走了兩天
[00:05:56.000 --> 00:06:00.000]  地球的孿生子女覺得他走了二十年
[00:06:00.000 --> 00:06:03.000]  因為在地球上他的弟弟覺得他走了二十年
[00:06:03.000 --> 00:06:05.000]  所以結果一對孿生兄弟
[00:06:05.000 --> 00:06:10.000]  哥哥比弟弟年輕二十年
[00:06:10.000 --> 00:06:13.000]  哥哥比弟弟年輕二十年
[00:06:13.000 --> 00:06:14.000]  是不是非常有趣
[00:06:14.000 --> 00:06:16.000]  所以我們開玩笑
[00:06:16.000 --> 00:06:17.000]  如果你想年輕一點
[00:06:17.000 --> 00:06:19.000]  所以我們開玩笑
[00:06:19.000 --> 00:06:20.000]  如果你要年輕的話
[00:06:20.000 --> 00:06:22.000]  去韓國走一圈是沒有用的
[00:06:22.000 --> 00:06:24.000]  單單去韓國走一圈是沒有用的
[00:06:24.000 --> 00:06:26.000]  你最好用光速走幾圈
[00:06:26.000 --> 00:06:28.000]  你最好用光速走幾圈
[00:06:28.000 --> 00:06:29.000]  這樣真的有用
[00:06:29.000 --> 00:06:30.000]  這真的是有用的
[00:06:30.000 --> 00:06:36.000]  這些科學我們是沒有辦法可以完全明白
