
[00:00:00.000 --> 00:00:02.080]  讓我們一齊同心禱告
[00:00:02.080 --> 00:00:06.440]  親愛的天父,你就是那位以馬來歷的神
[00:00:06.440 --> 00:00:09.280]  當我們回想你的時候
[00:00:09.280 --> 00:00:10.760]  我們就感受得到
[00:00:10.760 --> 00:00:13.900]  好像剛才師哥所表述一樣
[00:00:13.900 --> 00:00:16.940]  那個寧靜的清流
[00:00:16.940 --> 00:00:21.860]  就好像活水湧進在我們的生命當中
[00:00:21.860 --> 00:00:23.840]  主我們要讚美你
[00:00:23.840 --> 00:00:27.460]  因為你讓我們能夠靠主剛強
[00:00:27.460 --> 00:00:29.420]  靠主得勝
[00:00:30.000 --> 00:00:34.140]  主將到我們心裡面的波濤洶湧
[00:00:34.140 --> 00:00:35.780]  讓我們欣著你
[00:00:35.780 --> 00:00:38.940]  在我們的內心得以平靜
[00:00:38.940 --> 00:00:40.740]  也藉著你的話語
[00:00:40.740 --> 00:00:43.580]  再一次去建立我們
[00:00:43.580 --> 00:00:45.740]  使我們能夠去確信
[00:00:45.740 --> 00:00:47.340]  你與我們同行
[00:00:47.340 --> 00:00:49.540]  你與我們同在的時候
[00:00:49.540 --> 00:00:54.380]  以致我們能夠過一個活潑而有盼望的生命
[00:00:54.380 --> 00:00:56.820]  主我們要讚揚你
[00:00:56.820 --> 00:00:58.740]  我們要稱謝你
[00:00:58.740 --> 00:01:03.660]  因為你是配得我們高歌歡頌的那位上帝
[00:01:03.660 --> 00:01:04.540]  多謝你
[00:01:04.540 --> 00:01:05.740]  垂聽我們的禱告
[00:01:05.740 --> 00:01:07.740]  奉耶穌基督得勝的名球
[00:01:07.740 --> 00:01:08.740]  阿們
[00:01:08.740 --> 00:01:10.260]  各位弟兄姊妹早晨
[00:01:10.260 --> 00:01:11.100]  早安
[00:01:11.100 --> 00:01:13.820]  過去星期三、四、五
[00:01:13.820 --> 00:01:14.900]  我們一班教睦同工
[00:01:14.900 --> 00:01:16.100]  知不知道我們去了哪裡呢?
[00:01:16.100 --> 00:01:20.900]  我們去了一個營地
[00:01:20.900 --> 00:01:22.540]  在張木頭
[00:01:22.540 --> 00:01:23.780]  不是國內那個
[00:01:23.780 --> 00:01:25.740]  在西貢那裡
[00:01:25.740 --> 00:01:27.620]  一個老人度假中心
[00:01:27.620 --> 00:01:30.980]  我們有三天的同工計劃營
[00:01:30.980 --> 00:01:32.540]  在當中很感恩
[00:01:32.540 --> 00:01:36.700]  我們能夠一起來為教會未來的發展
[00:01:36.700 --> 00:01:38.860]  我們一起有傾談
[00:01:38.860 --> 00:01:41.060]  更重要的是我們真的來到神的面前
[00:01:41.060 --> 00:01:44.180]  我們去禱告尋求神的心意
[00:01:44.180 --> 00:01:46.220]  所以在三天裡面
[00:01:46.220 --> 00:01:49.180]  我們都是懷著歡欣快樂的心
[00:01:49.180 --> 00:01:54.660]  因為我們知道上帝是掌管教會的那位元首
[00:01:54.660 --> 00:01:57.660]  所以我內心裡很雀躍
[00:01:57.660 --> 00:01:59.700]  對教會很有盼望
[00:01:59.700 --> 00:02:01.500]  因為神與我們同在
[00:02:01.500 --> 00:02:08.420]  所以我鼓勵大家繼續為教會切切祈禱守望
[00:02:08.420 --> 00:02:13.380]  讓我們能夠成為一個合神心意的家庭
[00:02:13.380 --> 00:02:15.860]  一起繼續為福音的緣故
[00:02:15.860 --> 00:02:18.580]  去建立神家
[00:02:18.580 --> 00:02:23.540]  我不知道大家認為自己的眼力是怎樣
[00:02:23.540 --> 00:02:27.340]  圖裡面你看到什麼數字
[00:02:27.340 --> 00:02:31.260]  看到1,又看到5,又看到7
[00:02:31.260 --> 00:02:33.500]  可能都不太能考你
[00:02:33.500 --> 00:02:35.140]  5,7,1
[00:02:35.140 --> 00:02:38.620]  不同的人可能有不同的體見
[00:02:38.620 --> 00:02:41.100]  最考我你猜是什麼呢
[00:02:41.100 --> 00:02:44.540]  師母由我二十多年前跟我一起去拍拖
[00:02:44.540 --> 00:02:47.740]  就經常去挑戰我的眼力
[00:02:47.740 --> 00:02:50.020]  她經常都會問我一個問題
[00:02:50.020 --> 00:02:53.420]  你覺得我今天有什麼不同
[00:02:53.420 --> 00:02:56.220]  可能你都會問過你身邊的人
[00:02:56.220 --> 00:02:58.340]  亦都嘗試過回答
[00:02:58.340 --> 00:03:02.140]  「今天你……」
[00:03:02.140 --> 00:03:05.180]  我還記得開始時經常都答錯
[00:03:05.180 --> 00:03:06.540]  後來我醒目了
[00:03:06.540 --> 00:03:08.420]  懂得回答model answer
[00:03:08.420 --> 00:03:12.540]  「今天你特別靚」
[00:03:12.540 --> 00:03:15.860]  有時我們以為自己看到一些東西
[00:03:15.860 --> 00:03:18.420]  原來是看不到的
[00:03:18.420 --> 00:03:20.420]  沒錯這一刻我站在台上
[00:03:20.420 --> 00:03:23.620]  好像看到在座每一個一樣
[00:03:23.620 --> 00:03:28.020]  但其實在後面的這班席我是看不到的
[00:03:28.020 --> 00:03:30.180]  因為我站在這個角度
[00:03:30.180 --> 00:03:32.860]  正正影響了有些東西我是看到
[00:03:32.860 --> 00:03:34.900]  有些東西我是看不到
[00:03:34.900 --> 00:03:36.660]  環境的因素
[00:03:36.660 --> 00:03:38.620]  身處的角度
[00:03:38.620 --> 00:03:43.980]  都會影響我們看到對事情的真相
[00:03:43.980 --> 00:03:48.540]  尤其是人生和生命
[00:03:48.540 --> 00:03:52.180]  在這段時間我們不斷看《小仙之書》
[00:03:52.180 --> 00:03:53.380]  特別看《撒加利亞書》
[00:03:53.380 --> 00:03:58.740]  我們看到以色列民回歸耶路撒冷
[00:03:58.740 --> 00:04:02.700]  香港亦都回歸祖國
[00:04:02.700 --> 00:04:05.540]  同樣一個信仰的群體
[00:04:05.540 --> 00:04:12.580]  面對回歸帶來給我們的不穩定和衝擊
[00:04:12.580 --> 00:04:14.980]  不知道我們看到什麼呢?
[00:04:14.980 --> 00:04:22.700]  我們看不看見耶和華就是那位掌管明天的神呢?
[00:04:22.700 --> 00:04:27.580]  今天我們會一齊去看《撒加利亞書》第九章
[00:04:27.580 --> 00:04:30.180]  讓我們一起翻開聖經
[00:04:30.180 --> 00:04:34.500]  《撒加利亞書》第九章
[00:04:34.500 --> 00:04:38.140]  過去我們已經看了一至八章
[00:04:38.140 --> 00:04:39.940]  直到八個二章
[00:04:39.940 --> 00:04:46.140]  讓我們看見神透過先知對以色列民的說話
[00:04:46.140 --> 00:04:51.100]  由第九章開始到尾六章的篇幅
[00:04:51.100 --> 00:04:55.460]  主要是講到將來的預言
[00:04:55.460 --> 00:04:58.860]  對於預言大家都很想知道
[00:04:58.860 --> 00:05:01.380]  究竟明天會發生什麼事
[00:05:01.380 --> 00:05:03.900]  明年香港又會變成怎樣
[00:05:03.900 --> 00:05:05.660]  當然你和我都不知道
[00:05:05.660 --> 00:05:07.740]  所以當我們看預言的時候
[00:05:07.740 --> 00:05:13.260]  我們會看到神對以色列的永恆救贖計劃
[00:05:13.260 --> 00:05:16.420]  六章的經文裡面分成兩個大段
[00:05:16.420 --> 00:05:21.020]  今天我們會一口氣看完九至十一章
[00:05:21.020 --> 00:05:24.620]  而第二個大段就會在十二到十四章
[00:05:24.620 --> 00:05:29.260]  大致的內容就是預言耶穌基督第一次
[00:05:29.260 --> 00:05:35.420]  和第二次再回來的時候所要發生的事情
[00:05:35.420 --> 00:05:40.580]  在裡面我們看到第九章一開始的時候
[00:05:40.580 --> 00:05:45.300]  我們會看見周遭的鄰國
[00:05:45.300 --> 00:05:52.060]  怎樣一個又一個地被以色列的上帝審判
[00:05:52.060 --> 00:05:54.020]  特別是第九節
[00:05:54.020 --> 00:05:57.300]  就會是第九章的核心經文
[00:05:57.300 --> 00:05:59.820]  「錫安的民應當大大喜樂
[00:05:59.820 --> 00:06:03.180]  耶路撒冷的民應當歡呼
[00:06:03.180 --> 00:06:05.980]  看啊!你們王來到這裡
[00:06:05.980 --> 00:06:07.220]  祂是公義的
[00:06:07.220 --> 00:06:08.900]  並且私行請救
[00:06:08.900 --> 00:06:11.060]  謙謙和和的騎著驢
[00:06:11.060 --> 00:06:14.180]  就是騎著驢的驅子」
[00:06:14.180 --> 00:06:17.980]  是一段我們可能都似曾相識的經文
[00:06:17.980 --> 00:06:21.220]  接著在第九章第十章
[00:06:21.220 --> 00:06:23.700]  去到預言這位君王來到的時候
[00:06:23.700 --> 00:06:25.980]  由第十一節開始
[00:06:25.980 --> 00:06:28.340]  九章的十一節開始
[00:06:28.340 --> 00:06:31.340]  就講到神子民的復興
[00:06:31.340 --> 00:06:34.620]  我們看見上帝怎樣去恩代
[00:06:34.620 --> 00:06:38.980]  保守去為這一群以色列民增善
[00:06:38.980 --> 00:06:41.900]  去到第十章一開始的時候
[00:06:41.900 --> 00:06:44.140]  就講到耶和華的英許
[00:06:44.140 --> 00:06:49.300]  怎樣從這一群以色列悔改的人裡面
[00:06:49.300 --> 00:06:51.020]  救贖他們出來
[00:06:51.020 --> 00:06:54.860]  我們看見上帝怎樣去建立他們
[00:06:54.860 --> 00:06:57.340]  怎樣在第六節裡面
[00:06:57.340 --> 00:07:00.420]  又是第十章的重心經文
[00:07:00.420 --> 00:07:01.420]  我們一齊讀
[00:07:01.420 --> 00:07:02.420]  預備起
[00:07:02.420 --> 00:07:04.820]  「我要堅固尤大家
[00:07:04.820 --> 00:07:06.700]  拯救弱失家
[00:07:06.700 --> 00:07:08.940]  要領他們歸回
[00:07:08.940 --> 00:07:11.180]  我要連率他們
[00:07:11.180 --> 00:07:15.020]  他們必像未曾棄絕的一樣
[00:07:15.020 --> 00:07:18.660]  都因我是耶和華他們的神
[00:07:18.660 --> 00:07:23.180]  我必應允他們的禱告」
[00:07:23.180 --> 00:07:25.820]  接著去到第十一章裡面
[00:07:25.820 --> 00:07:31.820]  講到牧人和羊群
[00:07:31.820 --> 00:07:34.220]  牧羊就代表著百姓
[00:07:34.220 --> 00:07:38.620]  這群百姓嫌棄了這位好牧人
[00:07:38.620 --> 00:07:40.260]  即是嫌棄了上帝
[00:07:40.260 --> 00:07:44.900]  以致他們被惡的牧人苦待
[00:07:44.900 --> 00:07:47.980]  我們看見在後半部分
[00:07:47.980 --> 00:07:52.820]  這群百姓遭受的懲罰
[00:07:52.820 --> 00:07:56.660]  撒加利亞書在這六章的經文裡面
[00:07:56.660 --> 00:07:58.380]  每一隻字我們都認識
[00:07:58.380 --> 00:08:00.060]  但當它們放在一起的時候
[00:08:00.060 --> 00:08:01.820]  就有種感覺
[00:08:01.820 --> 00:08:03.620]  不知道它在說什麼
[00:08:03.620 --> 00:08:05.220]  因為它背後用了很多
[00:08:05.220 --> 00:08:08.700]  天啟文學的寫作手法
[00:08:08.700 --> 00:08:10.900]  所以當我們去看的時候
[00:08:10.900 --> 00:08:13.100]  我們也很難在這半個小時裡面
[00:08:13.100 --> 00:08:15.180]  逐節逐節地去看
[00:08:15.180 --> 00:08:17.220]  我們只能夠憑信心
[00:08:17.220 --> 00:08:20.100]  相信聖靈透過我
[00:08:20.100 --> 00:08:22.340]  透過我們當中運行
[00:08:22.340 --> 00:08:24.780]  去展明、去展示
[00:08:24.780 --> 00:08:28.060]  祂要我們明白祂的意思
[00:08:28.060 --> 00:08:29.900]  在兩部分的經文
[00:08:29.900 --> 00:08:33.340]  都是以耶和華的默示
[00:08:33.340 --> 00:08:35.940]  成為那個開始
[00:08:35.940 --> 00:08:37.340]  默示的意思
[00:08:37.340 --> 00:08:39.740]  可能過去我們都經常重複
[00:08:39.740 --> 00:08:41.420]  記不記得什麼意思
[00:08:41.420 --> 00:08:43.540]  就是在說那個負擔
[00:08:43.540 --> 00:08:47.020]  是耶和華交付給先知的責任
[00:08:47.020 --> 00:08:52.220]  要承擔一個傳遞重要訊息的任務
[00:08:52.220 --> 00:08:53.300]  所以今天
[00:08:53.300 --> 00:08:55.180]  我們要和大家分享
[00:08:55.180 --> 00:08:58.660]  我們對耶和華神是要有所期待
[00:08:58.660 --> 00:09:01.780]  因為祂就是那位德性的戰士
[00:09:01.780 --> 00:09:03.140]  和平的君王
[00:09:03.140 --> 00:09:07.340]  和那位良善的牧人
[00:09:07.340 --> 00:09:08.580]  在經文裡面
[00:09:08.580 --> 00:09:09.540]  讓我們看到
[00:09:09.540 --> 00:09:13.060]  耶和華神就是那位德性的戰士
[00:09:13.060 --> 00:09:15.540]  從我們一路看撒加利亞書的時候
[00:09:15.540 --> 00:09:20.380]  我們都知道神的寶貝是哪一個
[00:09:20.380 --> 00:09:22.940]  哪一個是上帝的寶貝
[00:09:22.940 --> 00:09:25.180]  就是以色列文
[00:09:25.180 --> 00:09:28.100]  就是今天你和我
[00:09:28.100 --> 00:09:30.460]  我不知道你生命裡面
[00:09:30.460 --> 00:09:33.620]  哪一個是你的寶貝
[00:09:33.620 --> 00:09:35.820]  我其中一個兒子叫做Jonathan
[00:09:35.820 --> 00:09:37.260]  哥哥有一天
[00:09:37.260 --> 00:09:38.820]  不知為何幫他改了一個名字
[00:09:38.820 --> 00:09:41.500]  叫做Jonathan Bevan
[00:09:41.500 --> 00:09:43.700]  意思就是Baby
[00:09:43.700 --> 00:09:45.780]  Jonathan BB
[00:09:45.780 --> 00:09:49.380]  是一個寶貝的意思
[00:09:49.380 --> 00:09:51.180]  是不是你身邊的人
[00:09:51.180 --> 00:09:52.660]  是不是你家裡的寵物
[00:09:52.660 --> 00:09:55.740]  是不是你最親的人
[00:09:55.740 --> 00:09:58.220]  原來在上帝的眼中
[00:09:58.220 --> 00:10:02.220]  我們每一個都是上帝的同人
[00:10:02.220 --> 00:10:04.460]  是祂心所牽掛
[00:10:04.460 --> 00:10:06.980]  神的眼目從來都沒有離開過
[00:10:06.980 --> 00:10:08.620]  這一群以色列人
[00:10:08.620 --> 00:10:12.580]  也從來沒有離開過你和我
[00:10:12.580 --> 00:10:14.780]  即使當時以色列國民
[00:10:14.780 --> 00:10:18.380]  被列國包圍著
[00:10:18.380 --> 00:10:19.780]  就像今天你和我
[00:10:19.780 --> 00:10:25.540]  被很多工作、數字、人、恐懼包圍一樣
[00:10:25.540 --> 00:10:31.380]  但神的眼目從來都沒有離開過祂的寶貝
[00:10:31.380 --> 00:10:34.060]  在第九和第十章裡面
[00:10:34.060 --> 00:10:37.420]  我們都看到不少
[00:10:37.420 --> 00:10:43.140]  上帝為以色列人爭戰的場景
[00:10:43.140 --> 00:10:46.380]  單單在螢光幕就有三節
[00:10:46.380 --> 00:10:49.220]  在當中,其實今天我們都幾次
[00:10:49.220 --> 00:10:51.300]  以色列人的處境
[00:10:51.300 --> 00:10:55.540]  整天都在一個好像要作戰、戒備的狀態
[00:10:55.540 --> 00:10:56.860]  不知道你覺不覺得
[00:10:56.860 --> 00:11:00.380]  我們要不停地去Kill Task
[00:11:00.380 --> 00:11:01.260]  Kill Bill
[00:11:01.260 --> 00:11:03.020]  去Kill Deadline
