
[00:00:00.000 --> 00:00:06.000]  好,我今日先講少少自己日常生活嘅嘢先啦
[00:00:06.000 --> 00:00:13.000]  唔知大家見唔見到,見到一啲好嘢會唔會開心share㗎?
[00:00:13.000 --> 00:00:16.000]  即係見到啲好嘢就會同人分享
[00:00:16.000 --> 00:00:22.000]  然後呢,即係推介畀佢,令到佢都一同享受到呢個好嘢
[00:00:22.000 --> 00:00:25.000]  咁有好嘢梗係要益下啲朋友啦
[00:00:25.000 --> 00:00:30.000]  所以呢,即係我身邊啲朋友都好鍾意玩board game嘅
[00:00:30.000 --> 00:00:33.000]  咁就,即係嗰啲桌上遊戲啦
[00:00:33.000 --> 00:00:38.000]  早前疫情好嚴重啦,咁佢哋就買咗一大堆嗰啲board game
[00:00:38.000 --> 00:00:43.000]  咁最近疫情開始好轉,咁佢哋就開始約人玩啦
[00:00:43.000 --> 00:00:47.000]  咁就不斷咁樣介紹啲唔同嘅board games嘅
[00:00:47.000 --> 00:00:53.000]  咁畀我同我身邊嗰啲朋友啦,即係開心share啦,大家都知道啦
[00:00:53.000 --> 00:00:57.000]  咁我簡單介紹下近排玩啲乜嘢先
[00:00:57.000 --> 00:01:06.000]  呢隻呢就係好有趣嘅,呢個係對抗一隻哥斯拉嘅怪獸嘅一個桌上遊戲
[00:01:06.000 --> 00:01:13.000]  跟住呢隻呢,呢隻呢就係扮演嗰啲偵探去查案嘅
[00:01:13.000 --> 00:01:17.000]  咁見到,佢哋見到有好玩嘅一啲桌上遊戲
[00:01:17.000 --> 00:01:24.000]  就會不斷咁樣推介,不斷喺個whatsapp group度同你講玩啦玩啦,搵嘢出嚟玩啦
[00:01:24.000 --> 00:01:29.000]  不斷咁樣漏你玩嘅,呢個行為呢我哋叫做推入坑
[00:01:29.000 --> 00:01:33.000]  即係我哋後生嗰啲就會叫佢做推入坑
[00:01:33.000 --> 00:01:38.000]  即係點呢,即係推薦畀對方,令到佢要迷上嗰件事
[00:01:38.000 --> 00:01:41.000]  令到佢同你一樣都咁愛呢樣嘢
[00:01:41.000 --> 00:01:45.000]  講到好似好沉迷好即係好狂熱咁樣喎
[00:01:45.000 --> 00:01:48.000]  不過其實呢可能大家身邊都有啲咁嘅朋友
[00:01:48.000 --> 00:01:51.000]  不過呢只不過係唔係玩下啲桌上遊戲咁樣嘅啫
[00:01:51.000 --> 00:01:53.000]  我哋睇下一張先
[00:01:53.000 --> 00:01:56.000]  話唔定你係煲劇嘅
[00:01:56.000 --> 00:02:00.000]  即係呢張poster又見到啦,即係想見你啦
[00:02:00.000 --> 00:02:04.000]  近排都即係睇劇大家都會知呀如果有睇的話
[00:02:04.000 --> 00:02:07.000]  又或者下一張全部都係韓文嚟嘅
[00:02:07.000 --> 00:02:09.000]  但係見到啲主角又會知啦
[00:02:09.000 --> 00:02:14.000]  呢個係咩,雖然是精神病但沒關係都係一套劇嚟嘅
[00:02:14.000 --> 00:02:19.000]  即係啲大熱嘅啲劇,即係身邊啲朋友呢都總會即係推薦咁樣啦
[00:02:19.000 --> 00:02:22.000]  咁面對住我哋嘅興趣
[00:02:22.000 --> 00:02:27.000]  其實我哋都會不斷不斷咁樣去推薦畀身邊嗰啲朋友
[00:02:27.000 --> 00:02:31.000]  我哋話即係推佢哋入坑咁樣啦
[00:02:31.000 --> 00:02:35.000]  咁但係面對住我哋嘅信仰
[00:02:35.000 --> 00:02:39.000]  面對住我哋嘅上帝呢樣咁好嘅嘢嘅時候
[00:02:39.000 --> 00:02:43.000]  我哋有冇推薦到畀對方呢
[00:02:43.000 --> 00:02:46.000]  我哋有冇令對方愛上呢個信仰
[00:02:46.000 --> 00:02:49.000]  讓到對方愛上呢個上帝呢
[00:02:49.000 --> 00:02:51.000]  好,我哋今日呢個主日呢
[00:02:51.000 --> 00:02:55.000]  我哋一齊去研讀《使徒行傳》最撈尾嘅呢一段
[00:02:55.000 --> 00:02:58.000]  係作為總結嘅一段
[00:02:58.000 --> 00:03:01.000]  今日講題係使命成全啦
[00:03:01.000 --> 00:03:06.000]  我哋先有祈禱,然後我哋請YY師母為我哋讀經
[00:03:06.000 --> 00:03:08.000]  好,我哋一齊祈禱
[00:03:11.000 --> 00:03:13.000]  我哋嘅主,我哋嘅神
[00:03:13.000 --> 00:03:16.000]  我哋感謝你賜下你寶貴嘅話語
[00:03:16.000 --> 00:03:19.000]  當你嘅話語被揭開
[00:03:19.000 --> 00:03:22.000]  你嘅話語散發住能力
[00:03:22.000 --> 00:03:25.000]  我哋求主你嘅聖靈去光照
[00:03:25.000 --> 00:03:29.000]  讓到我哋講嘅講得清楚
[00:03:29.000 --> 00:03:32.000]  聽嘅亦都聽得明白
[00:03:32.000 --> 00:03:36.000]  更加重要嘅係要激發我哋
[00:03:36.000 --> 00:03:41.000]  喺你嘅話語之中得到更新,得到改變
[00:03:41.000 --> 00:03:43.000]  求主你去幫助
[00:03:43.000 --> 00:03:45.000]  我哋咁樣祈禱,交托
[00:03:45.000 --> 00:03:47.000]  奉主命求,阿門
[00:03:47.000 --> 00:03:50.000]  好,我哋先讀
[00:03:50.000 --> 00:03:53.000]  讀經係17至22節先
[00:03:53.000 --> 00:03:54.000]  麻煩YY
[00:03:54.000 --> 00:03:59.000]  過了三天,保羅請當地猶太人的領袖來
[00:03:59.000 --> 00:04:03.000]  他們來了,保羅對他們說
[00:04:03.000 --> 00:04:05.000]  諸位弟兄
[00:04:05.000 --> 00:04:12.000]  雖然我沒有做什麼事干犯本國的百姓和我們祖宗的規矩
[00:04:12.000 --> 00:04:15.000]  卻在耶路撒冷被囚禁
[00:04:15.000 --> 00:04:18.000]  交在羅馬人的手裡
[00:04:18.000 --> 00:04:20.000]  他們審問了我
[00:04:20.000 --> 00:04:22.000]  有意要釋放我
[00:04:22.000 --> 00:04:26.000]  因為在我身上並沒有該死的罪狀
[00:04:26.000 --> 00:04:28.000]  但猶太人反對
[00:04:28.000 --> 00:04:31.000]  我不得已只好上訴於凱撒
[00:04:31.000 --> 00:04:36.000]  並不是有什麼事要控告我本國的百姓
[00:04:36.000 --> 00:04:41.000]  為這緣故,我請你們來見我當面談話
[00:04:41.000 --> 00:04:44.000]  我原是為以色列所指望的那位
