
[00:00:00.000 --> 00:00:01.880]  今日我跟大家講一個故事
[00:00:01.880 --> 00:00:03.080]  不過在講故事之前
[00:00:03.080 --> 00:00:06.000]  我要介紹兩個人物出場
[00:00:06.000 --> 00:00:07.880]  第一個人物就是小青
[00:00:07.880 --> 00:00:09.680]  很細粒吧
[00:00:09.680 --> 00:00:11.200]  真的很細粒
[00:00:11.200 --> 00:00:16.680]  第二個人物就是她不太喜歡的飛龍
[00:00:16.680 --> 00:00:23.200]  我請小青和飛龍上螢幕做給大家看
[00:00:23.200 --> 00:00:25.680]  小青有些事情不太明白
[00:00:25.680 --> 00:00:31.880]  就是有時候飛龍會突然之間出現
[00:00:31.880 --> 00:00:34.880]  飛龍一出現的時候
[00:00:34.880 --> 00:00:38.480]  小青都不知道沒有發覺
[00:00:38.480 --> 00:00:41.080]  飛龍靜靜跟著她
[00:00:41.080 --> 00:00:42.280]  怎樣都不肯走
[00:00:42.280 --> 00:00:44.480]  到小青意識到的時候
[00:00:44.480 --> 00:00:46.480]  小青一轉身看一看
[00:00:46.480 --> 00:00:48.680]  飛龍真的在那裏
[00:00:48.680 --> 00:00:50.080]  小青就在想
[00:00:50.080 --> 00:00:51.880]  我是不是在做夢
[00:00:51.880 --> 00:00:55.480]  於是她很大力地捏了自己一下
[00:00:55.480 --> 00:00:56.680]  好痛啊
[00:00:56.680 --> 00:00:59.880]  痛即是不是做夢
[00:00:59.880 --> 00:01:01.080]  有時候飛龍來了
[00:01:01.080 --> 00:01:03.080]  小青就覺得心跳得很快
[00:01:03.080 --> 00:01:04.880]  啵啵啵啵啵地跳
[00:01:04.880 --> 00:01:06.680]  頭有點脹
[00:01:06.680 --> 00:01:08.280]  有時候飛龍來了
[00:01:08.280 --> 00:01:09.680]  小青的手會顫抖
[00:01:09.680 --> 00:01:11.080]  腳也會顫抖
[00:01:11.080 --> 00:01:12.880]  有時候飛龍來了
[00:01:12.880 --> 00:01:14.680]  小青會覺得自己有點冷
[00:01:14.680 --> 00:01:16.680]  有時候會覺得有點熱
[00:01:16.680 --> 00:01:17.680]  有時候飛龍來了
[00:01:17.680 --> 00:01:19.480]  小青會覺得不能呼吸
[00:01:19.480 --> 00:01:20.680]  還有些時候
[00:01:20.680 --> 00:01:23.280]  她會覺得肚痛、肚瀉
[00:01:23.280 --> 00:01:26.080]  為什麼會這樣呢?小青問
[00:01:26.080 --> 00:01:28.880]  為什麼飛龍會來呢?
[00:01:28.880 --> 00:01:33.280]  是不是因為我頑皮做了錯事呢?
[00:01:33.280 --> 00:01:36.280]  小青雖然試過有一點點頑皮
[00:01:36.280 --> 00:01:38.680]  你們每個人都有吧?
[00:01:38.680 --> 00:01:41.680]  但是其實她也是一個好孩子
[00:01:41.680 --> 00:01:42.680]  是的
[00:01:42.680 --> 00:01:44.080]  我們也可以告訴小青
[00:01:44.080 --> 00:01:45.880]  其實在這個世界上
[00:01:45.880 --> 00:01:47.080]  每一個人
[00:01:47.080 --> 00:01:49.880]  都可以有飛龍突然出現在她身邊
[00:01:49.880 --> 00:01:51.480]  跟著她們
[00:01:51.480 --> 00:01:54.680]  不是因為我們有一點點頑皮
[00:01:54.680 --> 00:01:57.080]  而是就算我們是很好的人
[00:01:57.080 --> 00:01:59.480]  也會有飛龍來找我們
[00:01:59.480 --> 00:02:00.280]  小青就想
[00:02:00.280 --> 00:02:02.280]  我怎樣可以令飛龍走呢?
[00:02:02.280 --> 00:02:05.080]  她想到一個方法
[00:02:05.080 --> 00:02:07.080]  就是當它們不在
[00:02:07.080 --> 00:02:09.680]  當它們不在就行了
[00:02:09.680 --> 00:02:11.480]  但是回頭看一看
[00:02:11.480 --> 00:02:13.880]  它們還在
[00:02:13.880 --> 00:02:15.280]  小青發覺
[00:02:15.280 --> 00:02:18.080]  原來要當它們不在
[00:02:18.080 --> 00:02:20.680]  是很艱難的事
[00:02:20.680 --> 00:02:24.680]  有時候反而令自己更加留意飛龍在不在
[00:02:24.680 --> 00:02:26.880]  要將這麼大的飛龍當不在
[00:02:26.880 --> 00:02:27.880]  真的很難
[00:02:27.880 --> 00:02:29.880]  很累
[00:02:29.880 --> 00:02:31.280]  小青又想到第二個方法
[00:02:31.280 --> 00:02:32.880]  不如這樣
[00:02:32.880 --> 00:02:35.080]  我就當那個飛龍
[00:02:35.080 --> 00:02:38.280]  將它縮小變成一個小老鼠
[00:02:38.280 --> 00:02:39.280]  那麼小隻
[00:02:39.280 --> 00:02:41.880]  應該沒有那麼可怕吧?
[00:02:41.880 --> 00:02:43.680]  不過小青望一望那隻
[00:02:43.680 --> 00:02:46.280]  她想是小老鼠的飛龍
[00:02:46.280 --> 00:02:48.280]  那個影子還是一個大飛龍的影子
[00:02:48.280 --> 00:02:51.480]  她又嚇了一跳
[00:02:51.480 --> 00:02:52.880]  當飛龍來了
[00:02:52.880 --> 00:02:57.280]  有時候小青就覺得很擔心
[00:02:57.280 --> 00:02:59.080]  尤其是晚上
[00:02:59.080 --> 00:03:00.080]  一關燈
[00:03:00.080 --> 00:03:03.080]  她就覺得飛龍來了
[00:03:03.080 --> 00:03:05.480]  於是小青就會和爸爸媽媽說
[00:03:05.480 --> 00:03:08.080]  可不可以開燈睡覺?
[00:03:08.080 --> 00:03:11.880]  有時候飛龍突然會在她上學的時候出現
[00:03:11.880 --> 00:03:13.480]  上課的時候出現
[00:03:13.480 --> 00:03:15.080]  放學的時候出現
