
[00:00:00.000 --> 00:00:04.320]  今天我講的題目可以說是很嚴肅的題目
[00:00:04.320 --> 00:00:11.640]  我亦都深信不會有很多教會崇拜會講到一個這樣的題目
[00:00:11.640 --> 00:00:13.960]  因為我們不太喜歡聽這個題目
[00:00:13.960 --> 00:00:16.480]  就是關於在《使徒信經》那邊
[00:00:16.480 --> 00:00:20.840]  關於耶穌那一部份到最後的部份
[00:00:20.840 --> 00:00:24.920]  就是講到耶穌的再來,祂做甚麼
[00:00:24.920 --> 00:00:29.000]  耶穌會再來,我們一定相信耶穌會再一次回來
[00:00:29.000 --> 00:00:33.320]  但耶穌再來,在地上跟我們人有關係的
[00:00:33.320 --> 00:00:34.600]  祂做了一件事
[00:00:34.600 --> 00:00:38.840]  這件事就是祂審判活人和死人
[00:00:38.840 --> 00:00:44.680]  今天我就會跟大家分享審判活人死人這個題目
[00:00:44.680 --> 00:00:51.080]  因為我深信這個題目我們很多時候都比較少去聆聽
[00:00:51.080 --> 00:00:55.000]  因為當我自己去思考去講《使徒信經》的時候
[00:00:55.000 --> 00:01:03.000]  我很希望我們的信仰是建基在一個穩固的根基
[00:01:03.000 --> 00:01:05.560]  教義,很多時候講到教義
[00:01:05.560 --> 00:01:10.760]  很多信徒都不是很喜歡,不是很想聽教義
[00:01:10.760 --> 00:01:14.480]  因為我們經常都覺得教義是一些很死固固的東西
[00:01:14.480 --> 00:01:15.920]  是一些很悶的東西
[00:01:15.920 --> 00:01:17.960]  的而且確我都覺得是挺悶的
[00:01:17.960 --> 00:01:20.400]  有時候我自己讀書的時候都覺得挺悶
[00:01:20.400 --> 00:01:24.720]  但我仍然深信教義是我們很多的根基
[00:01:24.720 --> 00:01:27.720]  我們讀經祈禱是我們的根基
[00:01:27.720 --> 00:01:29.680]  以致到在我們的根基裏面
[00:01:29.680 --> 00:01:32.040]  我們打得穩陣的時候
[00:01:32.040 --> 00:01:36.840]  我們的信仰去建立信仰的生活
[00:01:36.840 --> 00:01:40.000]  建立一個屬靈生命的成長
[00:01:40.000 --> 00:01:43.200]  我們就會比較安全一點
[00:01:43.200 --> 00:01:45.200]  如果我們的根基不穩陣
[00:01:45.200 --> 00:01:48.400]  我們隨時這層樓都會塌樓
[00:01:48.400 --> 00:01:50.560]  在過去當我自己去思考
[00:01:50.560 --> 00:01:54.120]  一年裏面,我就明白香港發生很多事
[00:01:54.120 --> 00:01:57.040]  一年裏面我們都不知道明天會發生什麼事
[00:01:57.040 --> 00:02:01.880]  明天是928,明天是佔中一週年的一個時間
[00:02:01.880 --> 00:02:04.520]  我們都不知道明天會發生什麼事
[00:02:04.520 --> 00:02:08.120]  不過當我自己去思考我們的信仰的時候
[00:02:08.120 --> 00:02:11.640]  究竟我們的信仰在這個時代
[00:02:11.640 --> 00:02:14.560]  究竟我們今天所信的耶穌基督
[00:02:14.560 --> 00:02:16.960]  我們所信耶穌基督所做的事
[00:02:16.960 --> 00:02:19.480]  或者他在聖經裏面所教導的
[00:02:19.480 --> 00:02:22.520]  對我們今天有什麼提醒
[00:02:22.520 --> 00:02:25.480]  而且我們今天再傳承下去
[00:02:25.480 --> 00:02:30.160]  在下一代我們會怎樣將這個信仰傳給我們下一代
[00:02:30.160 --> 00:02:34.240]  弟兄姊妹,我經常都說我已經去到六十幾歲
[00:02:34.240 --> 00:02:35.720]  我就快六十三歲了
[00:02:35.720 --> 00:02:37.680]  你們覺得信不信是你們的事
[00:02:37.680 --> 00:02:38.760]  我真的六十三歲了
[00:02:38.760 --> 00:02:40.640]  不過我的臉仍然都是
[00:02:40.640 --> 00:02:43.280]  有人說我都像,我都像六十三歲了
[00:02:43.280 --> 00:02:46.080]  行人一點就像,行雨一點就沒那麼像
[00:02:46.080 --> 00:02:48.520]  所以鏡頭不要那麼近
[00:02:48.520 --> 00:02:50.880]  我相信我都是六十三歲
[00:02:50.880 --> 00:02:53.920]  我都不會忌諱將我自己的年紀說出來
[00:02:53.920 --> 00:02:55.520]  人生去到我這個年紀
[00:02:55.520 --> 00:02:58.320]  一定會思考一個傳承
[00:02:58.320 --> 00:03:00.640]  當我想這個題目的時候
[00:03:00.640 --> 00:03:02.400]  審判活人死人
[00:03:02.400 --> 00:03:04.400]  為什麼我要說
[00:03:04.400 --> 00:03:08.000]  我們都不知道什麼時候會面對這個審判
[00:03:08.000 --> 00:03:12.600]  但是這個審判對我們今天仍然有它的含義
[00:03:12.600 --> 00:03:15.080]  審判活人死人
[00:03:15.080 --> 00:03:20.360]  可以說是耶穌在人的身上做最後一件事
[00:03:20.360 --> 00:03:23.960]  使徒聖經說將來耶穌會一定回來
[00:03:23.960 --> 00:03:25.320]  一定會再來
[00:03:25.320 --> 00:03:27.000]  但是祂再回來之後
[00:03:27.000 --> 00:03:29.840]  祂會審判活人死人
[00:03:29.840 --> 00:03:30.880]  所以換言之
[00:03:30.880 --> 00:03:32.880]  耶穌和人的關係
[00:03:32.880 --> 00:03:35.600]  耶穌在人身上所做的事
[00:03:35.600 --> 00:03:36.640]  最後一件事
[00:03:36.640 --> 00:03:38.080]  祂是要審判我們
[00:03:38.080 --> 00:03:39.240]  我們審判哪會說
[00:03:39.240 --> 00:03:40.280]  哇,耶穌有沒有搞錯
[00:03:40.280 --> 00:03:41.400]  這麼愛我們
[00:03:41.400 --> 00:03:43.280]  原來還有審判的
[00:03:43.280 --> 00:03:44.160]  還有
[00:03:44.160 --> 00:03:45.520]  因為聖經說得很清楚
[00:03:45.520 --> 00:03:47.160]  將來會有審判
[00:03:47.160 --> 00:03:49.240]  我們中國人很有趣
[00:03:49.240 --> 00:03:50.800]  我們中國人有一句話
[00:03:50.800 --> 00:03:53.080]  我們生不入官門
[00:03:53.080 --> 00:03:55.560]  死不入地獄
[00:03:55.560 --> 00:03:57.320]  我們很怕去官門
[00:03:57.320 --> 00:03:59.920]  我們很怕去惹上官非
[00:03:59.920 --> 00:04:02.320]  就因為我們很怕去惹上官非
[00:04:02.320 --> 00:04:04.760]  以致到最近這幾個月
[00:04:04.760 --> 00:04:07.040]  為什麼這麼多電話的騙案
[00:04:07.040 --> 00:04:10.840]  都可以騙到幾億錢
[00:04:10.840 --> 00:04:14.120]  就因為我們不想面對任何的官非
[00:04:14.120 --> 00:04:16.600]  當然官門對於中國人傳統的官門
[00:04:16.600 --> 00:04:17.560]  真的害怕
[00:04:17.560 --> 00:04:19.560]  你見到包青天,你不要說不怕
[00:04:19.560 --> 00:04:21.280]  整個黑面人進去
[00:04:21.280 --> 00:04:24.240]  然後一有官門就肅靜迴避
[00:04:24.240 --> 00:04:27.080]  真的很害怕
[00:04:27.080 --> 00:04:29.720]  所以官門和地獄
[00:04:29.720 --> 00:04:31.760]  在我們中國人觀點裡面
[00:04:31.760 --> 00:04:34.200]  我們是不想去面對
[00:04:34.200 --> 00:04:35.200]  但是很可惜
[00:04:35.200 --> 00:04:38.000]  縱然我們人未必去面對這些事
[00:04:38.000 --> 00:04:39.120]  我們真的不想
[00:04:39.120 --> 00:04:42.600]  但是聖經卻很清楚告訴我們
[00:04:42.600 --> 00:04:44.920]  他說將來每個人都要面對
[00:04:44.920 --> 00:04:48.560]  一個白色大寶座的審判
[00:04:48.560 --> 00:04:50.440]  究竟這個審判活人死人
[00:04:50.440 --> 00:04:52.000]  我們怎樣去詮釋
[00:04:52.000 --> 00:04:55.520]  也都怎樣和我們今天有關係
[00:04:55.520 --> 00:04:59.920]  今天我們嘗試從四方面去詮釋這句話
[00:04:59.920 --> 00:05:01.600]  將來的有審判
[00:05:01.600 --> 00:05:03.600]  如果審判活人死人
[00:05:03.600 --> 00:05:05.360]  我們透過四方面去思考
[00:05:05.360 --> 00:05:05.880]  這四方面
[00:05:05.880 --> 00:05:08.440]  第一就是我用四個英文字
[00:05:08.440 --> 00:05:09.800]  第一就是一個judgment
[00:05:09.800 --> 00:05:12.000]  我們一定會面對一個審判
[00:05:12.000 --> 00:05:14.040]  第二是一個universal
[00:05:14.040 --> 00:05:15.600]  沒有人含冕
[00:05:15.600 --> 00:05:17.600]  第三是有一個標準
[00:05:17.600 --> 00:05:18.880]  是一個standard
[00:05:18.880 --> 00:05:20.880]  第四是一個terminal
[00:05:20.880 --> 00:05:23.280]  是一個終極
[00:05:23.280 --> 00:05:25.000]  我今天就透過這四方面
[00:05:25.000 --> 00:05:26.200]  和大家去分析
[00:05:26.200 --> 00:05:28.840]  這個審判活人死人
[00:05:28.840 --> 00:05:30.200]  而最後
[00:05:30.200 --> 00:05:33.760]  究竟我們明白了這句觀點
[00:05:33.760 --> 00:05:36.760]  帶給我們今天有什麼提醒
[00:05:36.760 --> 00:05:38.920]  第一judgment 審判
[00:05:38.920 --> 00:05:40.160]  一個最後的審判
[00:05:40.160 --> 00:05:42.280]  我們讀一讀啟示錄20章
[00:05:42.280 --> 00:05:43.880]  第11節到12節
[00:05:43.880 --> 00:05:45.240]  一二三
[00:05:45.240 --> 00:05:48.680]  我又看見一個白色大寶座的
[00:05:48.680 --> 00:05:50.480]  與主坐上的
[00:05:50.480 --> 00:05:51.800]  從他面前
[00:05:51.800 --> 00:05:53.520]  天地都逃避
[00:05:53.520 --> 00:05:55.960]  再無可見之處了
[00:05:55.960 --> 00:05:58.120]  我又看見死了的人
[00:05:58.120 --> 00:06:01.400]  無論大小都站在寶座前
[00:06:01.400 --> 00:06:03.200]  案卷展開了
[00:06:03.200 --> 00:06:05.680]  並且另有一卷展開
[00:06:05.680 --> 00:06:07.320]  就是生命冊
[00:06:07.320 --> 00:06:09.080]  死了的人都憑著
[00:06:09.080 --> 00:06:11.400]  寫下案卷所記載的
[00:06:11.400 --> 00:06:14.320]  照他們所行的受審判
[00:06:14.320 --> 00:06:15.640]  我們很清楚看到
[00:06:15.640 --> 00:06:17.240]  今天聖經說
[00:06:17.240 --> 00:06:20.640]  每一個人一定會受審判
[00:06:20.640 --> 00:06:23.960]  是一個白色大寶座的審判
[00:06:23.960 --> 00:06:25.200]  其實我們很不喜歡的
[00:06:25.200 --> 00:06:27.880]  我們真的不想去面對這個審判
[00:06:27.880 --> 00:06:30.160]  其實人根本就不想面對審判
[00:06:30.160 --> 00:06:31.040]  不過可惜
[00:06:31.040 --> 00:06:32.800]  人自己不想面對審判
[00:06:32.800 --> 00:06:33.720]  但每一天
[00:06:33.720 --> 00:06:35.520]  可能我們自己
[00:06:35.520 --> 00:06:38.240]  是無時無刻在審判的人
[00:06:38.240 --> 00:06:39.880]  換言之今天你走出街
[00:06:39.880 --> 00:06:41.120]  見到一些不公義的東西
[00:06:41.120 --> 00:06:42.440]  你就會說
[00:06:42.440 --> 00:06:43.560]  嘩!有沒有搞錯?
[00:06:43.560 --> 00:06:44.360]  地鐵有沒有搞錯?
[00:06:44.360 --> 00:06:45.440]  大提琴都不准進入
[00:06:45.440 --> 00:06:46.800]  差那幾個厘米
[00:06:46.800 --> 00:06:49.040]  我們會有很多的審判
[00:06:49.040 --> 00:06:50.440]  在我們的身邊
[00:06:50.440 --> 00:06:52.760]  所以當我們面對一些不公義的東西
[00:06:52.760 --> 00:06:53.720]  我們一定會發聲
[00:06:53.720 --> 00:06:55.080]  有沒有搞錯?
[00:06:55.080 --> 00:06:55.880]  換言之
[00:06:55.880 --> 00:06:58.000]  我們自己不想被審判
[00:06:58.000 --> 00:06:58.800]  但很多時候
[00:06:58.800 --> 00:07:02.760]  我們自己卻在審判我們旁邊的人
[00:07:02.760 --> 00:07:03.520]  但很多時候
[00:07:03.520 --> 00:07:04.640]  我們審判的人
[00:07:04.640 --> 00:07:08.680]  是完全按著我們自己的標準
[00:07:08.680 --> 00:07:10.880]  自己身邊的標準
[00:07:10.880 --> 00:07:12.920]  來審判旁邊的人
[00:07:12.920 --> 00:07:13.800]  弟兄姊妹
[00:07:13.800 --> 00:07:14.640]  我們很多時候
[00:07:14.640 --> 00:07:16.360]  對人是很嚴謹
[00:07:16.360 --> 00:07:17.480]  對自己
[00:07:17.480 --> 00:07:19.280]  就可能有時會很鬆
[00:07:19.280 --> 00:07:21.400]  以致我們很多時候忘記了
[00:07:21.400 --> 00:07:23.960]  原來我們自己不喜歡面對審判
[00:07:23.960 --> 00:07:25.720]  但我們卻無時無刻
[00:07:25.720 --> 00:07:27.600]  在審判旁邊的人
[00:07:27.600 --> 00:07:29.160]  這亦都是耶穌教導
[00:07:29.160 --> 00:07:29.960]  祂說很多時候
[00:07:29.960 --> 00:07:32.120]  我們見到別人眼中的刺
[00:07:32.120 --> 00:07:35.480]  卻見不到自己眼中的良目
[00:07:35.480 --> 00:07:36.640]  就是這個意思
[00:07:36.640 --> 00:07:38.120]  所以審判
[00:07:38.120 --> 00:07:39.720]  我們喜歡不喜歡
[00:07:39.720 --> 00:07:40.840]  我們自己不喜歡
[00:07:40.840 --> 00:07:42.200]  但有一天
[00:07:42.200 --> 00:07:45.400]  我們一定會面對審判
[00:07:45.400 --> 00:07:47.600]  這個判斷一定會面對
[00:07:47.600 --> 00:07:48.560]  而同樣
[00:07:48.560 --> 00:07:51.280]  第二點就是無人倖免
[00:07:51.280 --> 00:07:53.360]  希伯來書第九章說
