
[00:00:00.000 --> 00:00:04.700]  McCarthy是一位著名的作者
[00:00:04.700 --> 00:00:11.240]  他的《道路》這本著名的小說
[00:00:11.240 --> 00:00:16.120]  當中有兩個主要的人物
[00:00:16.120 --> 00:00:19.380]  就是父親和十歲的兒子
[00:00:19.380 --> 00:00:22.480]  他們都在路上行走
[00:00:22.480 --> 00:00:27.800]  在那時候因為全球有一個災難發生了
[00:00:27.800 --> 00:00:30.100]  究竟是不是核子戰爭呢?
[00:00:30.100 --> 00:00:32.720]  是不是氣候的改變呢?
[00:00:32.720 --> 00:00:35.360]  是不是有流行病?
[00:00:35.360 --> 00:00:38.680]  是不是有冠狀肺炎?
[00:00:38.680 --> 00:00:40.840]  我們不知道
[00:00:40.840 --> 00:00:42.360]  但是結果是清楚的
[00:00:42.360 --> 00:00:47.520]  因為整個的社會都是很混亂和撕裂
[00:00:47.520 --> 00:00:49.680]  很多人死了
[00:00:49.680 --> 00:00:51.320]  那些生還的人
[00:00:51.320 --> 00:00:55.000]  他們是要搶奪衣服和食物
[00:00:55.000 --> 00:00:58.400]  在路上父親和兒子
[00:00:58.400 --> 00:01:01.400]  只有一些罐頭和衣服
[00:01:01.400 --> 00:01:04.240]  推著這些食物
[00:01:04.240 --> 00:01:07.000]  就在那裏行走
[00:01:07.000 --> 00:01:08.480]  在行走的過程當中
[00:01:08.480 --> 00:01:11.560]  有人追他們
[00:01:11.560 --> 00:01:15.960]  經過了一番很緊張很害怕的追逐之後
[00:01:15.960 --> 00:01:19.080]  兒子就問父親
[00:01:19.080 --> 00:01:21.920]  「這些人是甚麼人來的?」
[00:01:21.920 --> 00:01:24.320]  「他們會不會吃人的?」
[00:01:24.320 --> 00:01:27.320]  「他們是不是壞人來的?」
[00:01:27.320 --> 00:01:29.320]  父親回答說
[00:01:29.320 --> 00:01:30.880]  「他們是壞人」
[00:01:30.880 --> 00:01:32.800]  於是兒子就問父親
[00:01:32.800 --> 00:01:34.320]  「他們會不會吃人的?」
[00:01:34.320 --> 00:01:36.880]  父親說「不會」
[00:01:36.880 --> 00:01:38.120]  於是兒子就問
[00:01:38.120 --> 00:01:39.920]  「我們會不會吃人的?」
[00:01:39.920 --> 00:01:41.720]  父親說「不會」
[00:01:41.720 --> 00:01:43.720]  於是兒子就說
[00:01:43.720 --> 00:01:46.720]  「因為我們是好人」
[00:01:46.720 --> 00:01:48.560]  父親回答說
[00:01:48.560 --> 00:01:53.320]  「是的,因為我們是好人」
[00:01:53.320 --> 00:01:56.800]  做好人是甚麼意思呢?
[00:01:56.800 --> 00:01:59.120]  在這個破碎的世界當中
[00:01:59.120 --> 00:02:02.000]  我們是否可以做好人呢?
[00:02:02.000 --> 00:02:05.240]  對於大多數要逃亡的人來說
[00:02:05.240 --> 00:02:06.400]  答案就是
[00:02:06.400 --> 00:02:08.000]  當然不要做好人
[00:02:08.000 --> 00:02:10.800]  總要生存
[00:02:10.800 --> 00:02:11.920]  在路途上
[00:02:11.920 --> 00:02:13.920]  其實父親也是這樣想
[00:02:13.920 --> 00:02:16.680]  總要生存
[00:02:16.680 --> 00:02:20.320]  但是他的兒子有個很簡單的答案提醒了他
[00:02:20.320 --> 00:02:26.800]  「我們是好人」
[00:02:26.800 --> 00:02:29.600]  「我們是基督徒」
[00:02:29.600 --> 00:02:33.600]  「我們不是好人」
[00:02:33.600 --> 00:02:36.000]  在這五、六個月當中
[00:02:36.000 --> 00:02:43.480]  整個世界都是面對新冠狀病毒
[00:02:43.480 --> 00:02:46.800]  肺炎的疫情
[00:02:46.800 --> 00:02:52.520]  我們也要面對香港不明朗的將來
[00:02:52.520 --> 00:02:56.200]  我們都在十字路口
[00:02:56.200 --> 00:02:59.320]  我們所面對的危機是清楚的
[00:02:59.320 --> 00:03:01.160]  究竟在這個危機當中
[00:03:01.160 --> 00:03:03.600]  我們是否還可以做好人呢?
[00:03:03.600 --> 00:03:06.520]  我們可以去哪裏呢?
[00:03:06.520 --> 00:03:07.640]  現實來說
[00:03:07.640 --> 00:03:11.360]  我們要思想我們的職業
[00:03:11.360 --> 00:03:13.360]  究竟如果我做這份日工
[00:03:13.360 --> 00:03:16.560]  對我身體健康有影響的話
[00:03:16.560 --> 00:03:21.280]  我是否要繼續做這份工作呢?
[00:03:21.280 --> 00:03:23.960]  今年那些畢業的大學生
[00:03:23.960 --> 00:03:28.280]  他們面對香港的經濟的倒退
[00:03:28.280 --> 00:03:31.320]  以及這個疫情的問題
[00:03:31.320 --> 00:03:35.200]  是否比較難找到工作呢?
[00:03:35.200 --> 00:03:40.040]  他們都要在十字路口上
[00:03:40.040 --> 00:03:42.920]  本來是有很多的機遇、機會
[00:03:42.920 --> 00:03:46.040]  很多選擇的可能性
[00:03:46.040 --> 00:03:50.960]  但是突然間完全沒有方向
[00:03:50.960 --> 00:03:52.640]  假如你是做生意的
[00:03:52.640 --> 00:03:54.800]  你是做飲食業的
[00:03:54.800 --> 00:03:58.120]  你是否要想想要解僱員工
[00:03:58.120 --> 00:04:00.480]  還是要轉型做你的生意
[00:04:00.480 --> 00:04:04.080]  或者你要提早結業
[00:04:04.080 --> 00:04:05.360]  假如你是老師
[00:04:05.360 --> 00:04:06.520]  你是校長
[00:04:06.520 --> 00:04:09.320]  有甚麼計劃是可以幫助學生
[00:04:09.320 --> 00:04:11.480]  繼續持續的學習
[00:04:11.480 --> 00:04:13.960]  而且學得好
[00:04:13.960 --> 00:04:15.480]  假如你是醫生
[00:04:15.480 --> 00:04:17.040]  假如你是護士
[00:04:17.040 --> 00:04:18.720]  面對很多的病人
[00:04:18.720 --> 00:04:21.240]  究竟你要醫治誰
[00:04:21.240 --> 00:04:25.680]  專心在哪些病人身上
[00:04:25.680 --> 00:04:26.800]  以回答這些問題
[00:04:26.800 --> 00:04:29.920]  聖經一直以來都是我們城鎮家的
[00:04:29.920 --> 00:04:32.160]  很好的指導
[00:04:32.160 --> 00:04:33.400]  所以我們一起看
[00:04:33.400 --> 00:04:37.360]  《針研》的八章一至七節
[00:04:37.360 --> 00:04:39.320]  聖經這樣說
[00:04:39.320 --> 00:04:41.200]  「智慧豈不呼叫
[00:04:41.200 --> 00:04:43.840]  聰明豈不發聲
[00:04:43.840 --> 00:04:47.880]  家在道旁高處的頂上
[00:04:47.880 --> 00:04:51.080]  在十字架口站立
[00:04:51.080 --> 00:04:54.600]  在城門旁在城門口在城門洞
[00:04:54.600 --> 00:04:56.960]  大聲說
[00:04:56.960 --> 00:04:58.360]  眾人啊
[00:04:58.360 --> 00:04:59.480]  我呼叫你們
[00:04:59.480 --> 00:05:02.160]  我向世人發聲
[00:05:02.160 --> 00:05:04.560]  說如夢人啊
[00:05:04.560 --> 00:05:08.320]  你們要回悟靈明
[00:05:08.320 --> 00:05:09.920]  如每人啊
[00:05:09.920 --> 00:05:12.960]  你們當心裡明白
[00:05:12.960 --> 00:05:15.280]  你們當聽
[00:05:15.280 --> 00:05:18.000]  因我要說極美的話
[00:05:18.000 --> 00:05:21.560]  我張嘴要論正直的事
[00:05:21.560 --> 00:05:24.360]  我的口要發出真理
[00:05:24.360 --> 00:05:28.160]  我的嘴憎惡邪惡」
[00:05:28.160 --> 00:05:30.960]  聖經給我們的答案是
[00:05:30.960 --> 00:05:34.680]  要聽智慧的說話
[00:05:34.680 --> 00:05:36.840]  《針研》就這樣說
[00:05:36.840 --> 00:05:39.960]  這個智慧就在十字路口那裡
[00:05:39.960 --> 00:05:43.120]  智慧就是在創世的時候
[00:05:43.120 --> 00:05:45.280]  就和耶和華一起的
[00:05:45.280 --> 00:05:47.560]  智慧如果留心這段經文
[00:05:47.560 --> 00:05:51.200]  代名詞的鋪欄是女性的
[00:05:51.200 --> 00:05:54.960]  所以智慧是好像一個強壯的女人一樣
[00:05:54.960 --> 00:05:56.760]  很明亮地去說
[00:05:56.760 --> 00:05:59.760]  以致所有在路途上的人
[00:05:59.760 --> 00:06:02.680]  都聽見祂的說話
[00:06:02.680 --> 00:06:04.120]  祂的教導
[00:06:04.120 --> 00:06:07.440]  和祂的請求
[00:06:07.440 --> 00:06:11.600]  一至三節
[00:06:11.600 --> 00:06:14.360]  「智慧豈不呼叫
[00:06:14.360 --> 00:06:16.880]  聰明豈不發聲
[00:06:16.880 --> 00:06:19.800]  趴在道旁高處的頂上
[00:06:19.800 --> 00:06:22.600]  在十字路口站立
[00:06:22.600 --> 00:06:24.160]  在城門旁
[00:06:24.160 --> 00:06:25.960]  在城門口
[00:06:25.960 --> 00:06:27.760]  在城門洞
[00:06:27.760 --> 00:06:32.080]  大聲說」
[00:06:32.080 --> 00:06:35.400]  智慧所演講的場景
[00:06:35.400 --> 00:06:37.640]  你留意經文一至三節
[00:06:37.640 --> 00:06:39.360]  是有四個位置的
[00:06:39.360 --> 00:06:41.080]  是高處
[00:06:41.080 --> 00:06:44.880]  還有十字路口
[00:06:44.880 --> 00:06:46.760]  大門
[00:06:46.760 --> 00:06:48.040]  入口
[00:06:48.040 --> 00:06:52.680]  高處是城牆的頂端
[00:06:52.680 --> 00:06:55.360]  而城市的大門
[00:06:55.360 --> 00:06:58.320]  最重要的是商業、司法
[00:06:58.320 --> 00:07:00.840]  是社交的心臟地帶
