
[00:00:00.000 --> 00:00:04.900]  真是多謝祢,是祢的招敘,是祢的吸引,
[00:00:04.900 --> 00:00:09.600]  讓我們有機會去在祢的殿裏面一起去敬拜祢,
[00:00:09.600 --> 00:00:14.500]  讓我們不願意去敬拜,靠祢教導我們,
[00:00:14.500 --> 00:00:19.400]  讓我們懂得怎樣用心靈和誠實向祢敬拜,
[00:00:19.400 --> 00:00:23.900]  我們更加懇求聖靈時刻的內在在我們心裏面,
[00:00:23.900 --> 00:00:26.100]  讓我們學武練的話語,
[00:00:26.100 --> 00:00:30.300]  就好像詩人所說,愛得盡祢的話語就當食物吃了,
[00:00:30.300 --> 00:00:32.200]  成為我們生命的糧,
[00:00:32.200 --> 00:00:37.000]  讓聖靈來教導我們,你要教導我們的說話,
[00:00:37.000 --> 00:00:41.000]  有願講的和聽的都同蒙祢的願,
[00:00:41.000 --> 00:00:46.200]  祈禱奉主耶穌基督的名,阿們。
[00:00:46.200 --> 00:00:50.000]  今日和大家的另一個題目叫如與熊掌不可兼得,
[00:00:50.000 --> 00:00:55.500]  我相信大家都很熟悉這一句說話,
[00:00:55.500 --> 00:00:59.400]  我們每一個人每一天都面對很多很多的選擇,
[00:00:59.400 --> 00:01:00.900]  有大有小,
[00:01:00.900 --> 00:01:06.600]  譬如待會崇拜完之後,大家去哪裏飲茶,去哪裏吃飯,
[00:01:06.600 --> 00:01:09.800]  可能都是一個選擇,
[00:01:09.800 --> 00:01:12.700]  如果一班人約在一起,
[00:01:12.700 --> 00:01:14.900]  十個人如果有十個人的意見說話,
[00:01:14.900 --> 00:01:18.100]  可能談很久都得不到結論,
[00:01:18.100 --> 00:01:22.500]  不過我相信我們在座都是很多聖靈人,
[00:01:22.500 --> 00:01:24.400]  這個不會是一個困難,
[00:01:24.400 --> 00:01:26.500]  年輕人可能會比較難一點,
[00:01:26.500 --> 00:01:29.000]  我年輕的時候一班人說去哪裏,
[00:01:29.000 --> 00:01:30.800]  去A這間,去B這間,去C這間,
[00:01:30.800 --> 00:01:34.100]  可能說完一個小時之後都不知道去哪一間,
[00:01:34.100 --> 00:01:38.000]  是否代表一個人做決定會容易一點呢?
[00:01:38.000 --> 00:01:40.700]  要看看是甚麼選擇,
[00:01:40.700 --> 00:01:47.400]  講明如與熊掌一定是叮噹碼頭,各有所長,
[00:01:47.400 --> 00:01:52.400]  只是叫我選一樣,真的很難決定,
[00:01:52.400 --> 00:01:55.400]  我年輕的時候有個朋友跟我分享,
[00:01:55.400 --> 00:01:59.000]  他說「用不著選擇,既然兩樣都那麼好,
[00:01:59.000 --> 00:02:02.600]  你隨便選一樣都不是差的。」
[00:02:02.600 --> 00:02:04.600]  好像說得很對,
[00:02:04.600 --> 00:02:10.100]  我覺得很難去決定去選擇是因為不想放棄,
[00:02:10.100 --> 00:02:14.400]  與有的好處,熊掌當然是沒有的,
[00:02:14.400 --> 00:02:18.200]  熊掌有的優勢,與當然是缺乏,
[00:02:18.200 --> 00:02:23.800]  選一樣,的士說要白白放棄另一樣的好處,
[00:02:23.800 --> 00:02:26.100]  人心怎會滿足呢?
[00:02:26.100 --> 00:02:29.400]  總希望兩者都可以兼得,
[00:02:29.400 --> 00:02:31.900]  我們來看看今天的經文,
[00:02:31.900 --> 00:02:36.000]  如何告訴我們,是否真的兩者可以兼得?
[00:02:36.000 --> 00:02:41.600]  今天選的經文是《生命記》,剛才穆斯幫我們讀出,
[00:02:41.600 --> 00:02:45.100]  《生命記》這本書是講述新生代的以色列人,
[00:02:45.100 --> 00:02:49.400]  與他們的先輩在曠野流浪了四十年,
[00:02:49.400 --> 00:02:52.700]  終於來到這個摩崖的平原,
[00:02:52.700 --> 00:02:56.100]  即是說他們快要渡過這個約旦河,
[00:02:56.100 --> 00:03:00.900]  去進入上帝應許過要賜給他們的迦南美地,
[00:03:00.900 --> 00:03:06.300]  上帝的僕人摩西已經來到接近他一生侍奉的終點,
[00:03:06.300 --> 00:03:09.100]  在他生命最後那幾十年,
[00:03:09.100 --> 00:03:13.300]  為那些在曠野出世的以色列新生代,
[00:03:13.300 --> 00:03:16.300]  去詳細講解在西乃山上,
[00:03:16.300 --> 00:03:18.900]  上帝所賜下的律法,
[00:03:18.900 --> 00:03:22.300]  好讓這些在曠野出世的新生代,
[00:03:22.300 --> 00:03:25.000]  能夠在心的土地上,
[00:03:25.000 --> 00:03:27.800]  去建立自己家園的同時,
[00:03:27.800 --> 00:03:33.100]  都可以能夠以耶和華上帝,
[00:03:33.100 --> 00:03:36.300]  作為他們生活信仰的中心,
[00:03:36.300 --> 00:03:39.900]  他們可以活出納粹子民的生命。
[00:03:39.900 --> 00:03:42.500]  今天所選讀的經文章節,
[00:03:42.500 --> 00:03:45.700]  是摩西在摩爾地向以色列人所講,
[00:03:45.700 --> 00:03:49.100]  第三篇講章裏面的其中一個部分,
[00:03:49.100 --> 00:03:54.800]  很能夠覺得摩西那份肉緊的迫切,
[00:03:54.800 --> 00:03:58.100]  甚至摩西清楚地列出,
[00:03:58.100 --> 00:04:05.000]  生、死、禍、福是一個選擇,
[00:04:05.000 --> 00:04:08.400]  你要死的當然不可以生,
[00:04:08.400 --> 00:04:11.500]  你選擇福就不會有就坐,
[00:04:11.500 --> 00:04:15.500]  勸勉當時的以色列人要慎重地去選擇,
[00:04:15.500 --> 00:04:17.300]  其實何須選擇呢?
[00:04:17.300 --> 00:04:20.100]  我相信任何一個人如果當時在場的說話,
[00:04:20.100 --> 00:04:26.200]  都會去選擇我要生命,我要祝福,
[00:04:26.200 --> 00:04:28.100]  我們每次參與崇拜,
[00:04:28.100 --> 00:04:30.400]  最後牧師都會為我們祝福,
[00:04:30.400 --> 00:04:33.100]  我們會欣然去接受,
[00:04:33.100 --> 00:04:36.200]  如果,我只是假設如果,
[00:04:36.200 --> 00:04:39.100]  有不太生性的牧師,
[00:04:39.100 --> 00:04:42.700]  站在那裏祝福的時候,他不是講祝福的說話,
[00:04:42.700 --> 00:04:44.600]  他講一些就坐的說話,
[00:04:44.600 --> 00:04:46.400]  就算我們不馬上聲討他,
[00:04:46.400 --> 00:04:49.500]  我們都會馬上在心裏面或者口裏面講一句,
[00:04:49.500 --> 00:04:51.800]  彈回來給你,
[00:04:51.800 --> 00:04:53.500]  農曆新年剛剛過了,
[00:04:53.500 --> 00:04:56.400]  我們都會向各位親友講一些,
[00:04:56.400 --> 00:04:59.700]  或者遇見的朋友講一些祝福的說話,
[00:04:59.700 --> 00:05:04.000]  沒錯,每一個人都一定會選擇祝福,
[00:05:04.000 --> 00:05:05.900]  會選擇生命,
[00:05:05.900 --> 00:05:11.100]  為什麼是羽紅獎很難去抉擇呢?
[00:05:11.100 --> 00:05:12.800]  接著摩西就說,
[00:05:12.800 --> 00:05:15.300]  我今天所吩咐你的,
[00:05:15.300 --> 00:05:18.500]  就是要愛耀華你的上帝,
