
[00:00:00.000 --> 00:00:02.960]  今日我的講題是「中流砥柱」
[00:00:02.960 --> 00:00:07.040]  第一張POWERPOINT我用了教會的照片
[00:00:07.040 --> 00:00:10.960]  盼望我們教會也成為中流砥柱
[00:00:10.960 --> 00:00:16.560]  去年上映了一齣電影叫做《走音歌后》
[00:00:16.560 --> 00:00:20.800]  女主角是真人,不是演員
[00:00:20.800 --> 00:00:25.280]  Florence說:「就以音樂就是我人生的宗旨
[00:00:25.280 --> 00:00:29.680]  它雖然身患重病,又不惜付出大量金錢
[00:00:29.680 --> 00:00:32.240]  都要參與音樂盛事
[00:00:32.240 --> 00:00:35.040]  她堅持信念和理想
[00:00:35.040 --> 00:00:39.440]  贊得了為她伴奏的年輕鋼琴手對她不離不棄
[00:00:39.440 --> 00:00:43.200]  由嘲笑她,至到最後為她鼓掌
[00:00:43.200 --> 00:00:47.600]  背後盛載著尊敬和欣賞
[00:00:47.600 --> 00:00:51.280]  她死了之後,因為堅毅不屈而成名
[00:00:51.280 --> 00:00:55.040]  雖然是走音,仍然被視為歌手
[00:00:55.040 --> 00:00:57.600]  正如她自己所說
[00:00:57.600 --> 00:01:00.560]  「世人可以說我不懂唱歌
[00:01:00.560 --> 00:01:03.600]  但不能說我沒唱過」
[00:01:03.600 --> 00:01:09.280]  這個走音歌后,持守著的就是她的信念
[00:01:09.280 --> 00:01:12.720]  「音樂是我的人生」
[00:01:12.720 --> 00:01:16.160]  弟兄姊妹,什麼是你的人生?
[00:01:16.160 --> 00:01:19.440]  你要持守的是什麼?
[00:01:19.440 --> 00:01:23.040]  什麼信念值得你一生持守?
[00:01:23.040 --> 00:01:27.040]  這是否主要要你持守?
[00:01:27.040 --> 00:01:30.000]  在啟示錄第三章七至十三節
[00:01:30.000 --> 00:01:32.480]  剛才主席為我們讀出的
[00:01:32.480 --> 00:01:36.000]  主耶穌給菲拉鐵飛教會的書信裡
[00:01:36.000 --> 00:01:38.480]  只有一個命令
[00:01:38.480 --> 00:01:41.280]  就是要他們持守所有
[00:01:41.280 --> 00:01:44.160]  你要持守你所有
[00:01:44.160 --> 00:01:48.400]  讓我們來看看菲拉鐵飛這個城市
[00:01:48.400 --> 00:01:52.320]  菲拉鐵飛是兄弟之愛的意思
[00:01:52.320 --> 00:01:54.320]  英文是Philadelphia
[00:01:54.320 --> 00:01:57.920]  是由兩個希臘文的字組成
[00:01:57.920 --> 00:02:03.600]  一個代表愛,一個代表兄弟
[00:02:03.600 --> 00:02:10.480]  這個城市是由別加摩王阿他魯二世所建造
[00:02:10.480 --> 00:02:14.640]  阿他魯二世在主前138年死亡
[00:02:14.640 --> 00:02:20.400]  所以應該是主前二世紀左右建成的
[00:02:20.400 --> 00:02:26.480]  因為他封民他哥哥尤米尼斯二世
[00:02:26.480 --> 00:02:28.800]  他哥哥本來是皇帝
[00:02:28.800 --> 00:02:30.400]  但在希臘被人殺死
[00:02:30.400 --> 00:02:32.800]  所以他即位做皇帝
[00:02:32.800 --> 00:02:35.840]  後來他哥哥安然無恙地回來
[00:02:35.840 --> 00:02:39.520]  所以他把皇位交給他哥哥
[00:02:39.520 --> 00:02:44.080]  兄弟之間的愛在政治圈裡很少見
[00:02:44.080 --> 00:02:46.080]  傳為佳話
[00:02:46.080 --> 00:02:52.400]  於是這個城市被稱為菲拉鐵飛兄弟之愛
[00:02:52.400 --> 00:02:55.920]  這個城市在羅馬至東方通道上
[00:02:55.920 --> 00:02:58.160]  靠近一個火山的平原
[00:02:58.160 --> 00:03:01.120]  以農業和禽畜業著名
[00:03:01.120 --> 00:03:05.360]  但也經常受地震威脅
[00:03:05.360 --> 00:03:07.040]  至於菲拉鐵飛教會
[00:03:07.040 --> 00:03:09.600]  因為所處的地方經常有地震
[00:03:09.600 --> 00:03:11.840]  居民不多
[00:03:11.840 --> 00:03:14.480]  教會也很微弱
[00:03:14.480 --> 00:03:17.840]  信中沒有提及異端或異教的事情
[00:03:17.840 --> 00:03:23.840]  不同於其他書信
[00:03:23.840 --> 00:03:26.880]  但有猶太人在製造是非
[00:03:26.880 --> 00:03:29.200]  在第九節可以告訴我們
[00:03:29.200 --> 00:03:31.360]  與善美娜教會一樣
[00:03:31.360 --> 00:03:35.360]  主耶穌沒有責備菲拉鐵飛教會
[00:03:35.360 --> 00:03:38.160]  甚至稱讚他們
[00:03:38.160 --> 00:03:40.560]  難道這教會一點缺點也沒有
[00:03:40.560 --> 00:03:42.880]  這麼完美
[00:03:42.880 --> 00:03:45.760]  世上沒有完美的教會
[00:03:45.760 --> 00:03:48.400]  我相信在菲拉鐵飛教會當中
[00:03:48.400 --> 00:03:50.720]  肯定也有些問題
[00:03:50.720 --> 00:03:53.840]  但愛能夠遮掩過錯
[00:03:53.840 --> 00:03:58.240]  主耶穌在這裡沒有責怪他們任何事情
[00:03:58.240 --> 00:04:02.880]  讓我們來看看主耶穌所稱讚的教會
[00:04:02.880 --> 00:04:05.840]  看看主耶穌對他們還有什麼要求
[00:04:05.840 --> 00:04:10.720]  要他們持守什麼
[00:04:10.720 --> 00:04:13.280]  主耶穌在這裡只有一個要求
[00:04:13.280 --> 00:04:14.960]  在第十一節說到
[00:04:14.960 --> 00:04:17.120]  你要持守你所有的
[00:04:17.120 --> 00:04:21.200]  這是主對菲拉鐵飛教會唯一的命令
[00:04:21.200 --> 00:04:23.280]  要持守你所有的
[00:04:23.280 --> 00:04:27.120]  也就是說不是持守你所沒有的
[00:04:27.120 --> 00:04:31.280]  在第八節
[00:04:31.280 --> 00:04:32.800]  居民說我知道你的行為
[00:04:32.800 --> 00:04:37.680]  你略有一點力量也曾遵守我的道
[00:04:37.680 --> 00:04:39.840]  第十節也提到
[00:04:39.840 --> 00:04:43.040]  你既遵守我忍耐的道
[00:04:43.040 --> 00:04:45.280]  這兩節經文說到遵守主的道
[00:04:45.280 --> 00:04:48.880]  文化上也用了過去完成式
[00:04:48.880 --> 00:04:50.400]  也就是說他們已經做過
[00:04:50.400 --> 00:04:54.320]  已經是曾經做過的事
[00:04:54.320 --> 00:04:56.960]  這是菲拉鐵飛教會一直在做的
[00:04:56.960 --> 00:04:59.200]  就是遵守主的道
[00:04:59.200 --> 00:05:02.080]  主吩咐他們要持守你所有的
[00:05:02.080 --> 00:05:03.680]  要繼續去持守
[00:05:03.680 --> 00:05:04.960]  繼續去做這件事
[00:05:04.960 --> 00:05:05.920]  要不間斷
[00:05:05.920 --> 00:05:08.400]  不是一時三刻去做的
[00:05:08.400 --> 00:05:10.000]  持守比偉大的成就
[00:05:10.000 --> 00:05:12.960]  一次過的光亮烈烈的成就更加重要
[00:05:12.960 --> 00:05:15.120]  我們要持續不斷地留德性
[00:05:15.120 --> 00:05:18.480]  主要求的是我們要堅持
[00:05:18.480 --> 00:05:20.800]  遵守主的道也包括
[00:05:20.800 --> 00:05:23.120]  沒有棄絕主的命
[00:05:23.120 --> 00:05:25.680]  就是說他們願意為主開聲
[00:05:25.680 --> 00:05:27.360]  不會像彼得那樣
[00:05:27.360 --> 00:05:29.920]  三次不認主
[00:05:29.920 --> 00:05:31.760]  主要求的是忠心
[00:05:31.760 --> 00:05:33.040]  是持守
[00:05:33.040 --> 00:05:35.680]  不是要你成功
[00:05:35.680 --> 00:05:40.720]  我們的使命是要使到那個不能被人看見的基督
[00:05:40.720 --> 00:05:42.800]  藉著我們的生活見證
[00:05:42.800 --> 00:05:45.680]  在世界上讓人看得見
[00:05:45.680 --> 00:05:47.280]  我們要傳福音
[00:05:47.280 --> 00:05:48.800]  要教導真理
[00:05:48.800 --> 00:05:51.600]  以所言所行來侍奉神
[00:05:51.600 --> 00:05:53.520]  所以持守是很重要的
[00:05:53.520 --> 00:05:55.680]  每一天都要做
[00:05:55.680 --> 00:05:57.280]  當我們侍奉神的時候
[00:05:57.280 --> 00:05:59.520]  也要按著神的心意
[00:05:59.520 --> 00:06:00.720]  要忠心
[00:06:00.720 --> 00:06:02.640]  也要善良
[00:06:02.640 --> 00:06:03.920]  我們侍奉神
[00:06:03.920 --> 00:06:05.360]  要按著神的規矩
[00:06:05.360 --> 00:06:06.480]  神的心意去做
[00:06:06.480 --> 00:06:09.280]  不能夠膽怯
[00:06:09.280 --> 00:06:12.640]  在哥倫多前書九章二十五節
[00:06:12.640 --> 00:06:13.920]  我用新譯本
[00:06:13.920 --> 00:06:16.080]  請大家一起來讀出來
[00:06:16.080 --> 00:06:18.560]  凡參加運動比賽的
[00:06:18.560 --> 00:06:21.200]  在一切事上都有節制
[00:06:21.200 --> 00:06:22.640]  他們這樣做
[00:06:22.640 --> 00:06:25.360]  不過要得到能壞的冠冕
[00:06:25.360 --> 00:06:33.200]  我們卻是要得不鬧的冠冕
[00:06:33.200 --> 00:06:36.320]  所以我們侍奉神也要按著神的心意
[00:06:36.320 --> 00:06:37.680]  神的定規
[00:06:37.680 --> 00:06:40.320]  就好像一個學生考試
[00:06:40.320 --> 00:06:42.080]  他可能考到很高分數
[00:06:42.080 --> 00:06:44.560]  但原來他是作弊的
[00:06:44.560 --> 00:06:45.600]  出貓的
[00:06:45.600 --> 00:06:47.920]  這個不但得不到欣賞
[00:06:47.920 --> 00:06:50.640]  還要被責備
[00:06:50.640 --> 00:06:52.960]  主要求的只是一個
[00:06:52.960 --> 00:06:56.000]  就是我們要持守所有
[00:06:56.000 --> 00:06:58.480]  我們就要認識一下
[00:06:58.480 --> 00:06:59.520]  到底這位主
[00:06:59.520 --> 00:07:01.280]  為何他要這樣要求我們
[00:07:01.280 --> 00:07:04.560]  到底這位主是怎樣的一位主
[00:07:04.560 --> 00:07:05.280]  首先我們知道
[00:07:05.280 --> 00:07:06.720]  這位是聖潔的主
[00:07:06.720 --> 00:07:08.560]  在第七節說到
[00:07:08.560 --> 00:07:12.720]  當主耶穌要向菲拉鐵非教會
[00:07:12.720 --> 00:07:14.000]  給這封信時
[00:07:14.000 --> 00:07:16.560]  祂說:那聖潔人
[00:07:16.560 --> 00:07:17.600]  神是聖潔人
[00:07:17.600 --> 00:07:18.880]  祂拯救了以色列人
[00:07:18.880 --> 00:07:21.760]  就要他們聖潔
[00:07:21.760 --> 00:07:23.600]  在利美記十九章第二節說
[00:07:23.600 --> 00:07:25.840]  你曉遇以色列傳媒眾說
[00:07:25.840 --> 00:07:26.960]  你們要聖潔
[00:07:26.960 --> 00:07:28.160]  因為我耶和華
[00:07:28.160 --> 00:07:32.000]  你們的神是聖潔的
[00:07:32.000 --> 00:07:34.400]  這個聖潔包括在道德上
[00:07:34.400 --> 00:07:35.600]  和信仰上
[00:07:35.600 --> 00:07:38.800]  因為在利美記十九章和二十章裡
[00:07:38.800 --> 00:07:40.480]  那裡很長的經節
[00:07:40.480 --> 00:07:41.680]  很長的篇幅
[00:07:41.680 --> 00:07:43.440]  不單只是說敬拜
[00:07:43.440 --> 00:07:44.480]  或者獻祭等等
[00:07:44.480 --> 00:07:46.400]  宗教上禮儀的事情
[00:07:46.400 --> 00:07:48.160]  更多的篇幅是說到
[00:07:48.160 --> 00:07:49.920]  個人的道德操守
[00:07:49.920 --> 00:07:51.360]  家庭
[00:07:51.360 --> 00:07:52.720]  社會的倫理
[00:07:52.720 --> 00:07:56.960]  甚至對環境生態的倫理等等
[00:07:56.960 --> 00:07:59.040]  所以我們的聖潔
[00:07:59.040 --> 00:08:02.320]  是包括在道德上和信仰上
[00:08:02.320 --> 00:08:03.920]  我們越親近主
[00:08:03.920 --> 00:08:05.120]  越認識主
[00:08:05.120 --> 00:08:07.360]  就越知道主是聖潔
[00:08:07.360 --> 00:08:10.000]  自己是多麼的污穢
[00:08:10.000 --> 00:08:15.040]  但驕傲的人會離開主很遠
[00:08:15.040 --> 00:08:16.080]  神是聖潔人
[00:08:16.080 --> 00:08:18.080]  我們也要聖潔
[00:08:18.080 --> 00:08:20.160]  聖潔是美好的見證
[00:08:20.160 --> 00:08:21.840]  在基督教倫理裡
[00:08:21.840 --> 00:08:23.040]  有愛心
[00:08:23.040 --> 00:08:24.080]  有公義
[00:08:24.080 --> 00:08:25.280]  有憐憫
[00:08:25.280 --> 00:08:28.080]  都是基於神的聖潔
[00:08:28.080 --> 00:08:30.000]  基督徒的道德標準
[00:08:30.000 --> 00:08:31.200]  根據聖經
[00:08:31.200 --> 00:08:33.200]  其實是很高的
[00:08:33.200 --> 00:08:35.360]  我們要活出聖潔的生命
[00:08:35.360 --> 00:08:36.240]  我們不是拿著
[00:08:36.240 --> 00:08:37.920]  我們很高的道德標準
[00:08:37.920 --> 00:08:39.120]  站在道德高地
[00:08:39.120 --> 00:08:40.160]  去責怪別人
[00:08:40.160 --> 00:08:41.360]  去指責別人
[00:08:41.360 --> 00:08:43.520]  而是我們要根據
[00:08:43.520 --> 00:08:45.600]  聖經這麼高的道德標準
[00:08:45.600 --> 00:08:50.960]  去活出聖潔的生命
[00:08:50.960 --> 00:08:51.840]  主是聖潔
[00:08:51.840 --> 00:08:53.680]  主也是真實的
[00:08:53.680 --> 00:08:56.240]  真實就即是實實在在的意思
[00:08:56.240 --> 00:08:57.520]  經常是真
[00:08:57.520 --> 00:08:59.440]  不會受到時代
[00:08:59.440 --> 00:09:00.640]  潮流
[00:09:00.640 --> 00:09:01.600]  區域
[00:09:01.600 --> 00:09:03.680]  文化等等所影響
[00:09:03.680 --> 00:09:05.840]  是絕對的真理
[00:09:05.840 --> 00:09:07.760]  真實很重要
[00:09:07.760 --> 00:09:09.600]  如果福音不真實
[00:09:09.600 --> 00:09:11.520]  基督不真實
[00:09:11.520 --> 00:09:12.800]  那麼教會
[00:09:12.800 --> 00:09:14.080]  或者基督徒
[00:09:14.080 --> 00:09:17.440]  為什麼要為主受苦呢?
[00:09:17.440 --> 00:09:19.920]  我們是為真理
[00:09:19.920 --> 00:09:20.640]  為福音
[00:09:20.640 --> 00:09:22.160]  為基督勞苦
[00:09:22.160 --> 00:09:25.760]  不是為了自我實現
[00:09:25.760 --> 00:09:28.240]  來勞苦
[00:09:28.240 --> 00:09:31.760]  教會的侍奉也不是做義工那麼簡單
[00:09:31.760 --> 00:09:33.520]  做義工的人很多時候都會說
[00:09:33.520 --> 00:09:35.760]  幫到人很開心
[00:09:35.760 --> 00:09:40.160]  我們侍奉不是為了自己很開心
[00:09:40.160 --> 00:09:42.000]  所以我們的主真實很重要
[00:09:42.000 --> 00:09:43.200]  我們才會願意
[00:09:43.200 --> 00:09:46.240]  為真實的主去勞苦
[00:09:46.240 --> 00:09:47.440]  我想我們打工也是
[00:09:47.440 --> 00:09:50.960]  我們也不想老闆經常說謊
[00:09:50.960 --> 00:09:52.480]  罪是很真實的
[00:09:52.480 --> 00:09:53.520]  只有福音
