
[00:00:00.000 --> 00:00:04.000]  今天我想和大家分享的就是禱告
[00:00:04.000 --> 00:00:06.000]  我希望我們弟兄姊妹
[00:00:06.000 --> 00:00:11.000]  我們一起來認識禱告所能帶出的微笑來
[00:00:11.000 --> 00:00:13.000]  讓我們一起禱告
[00:00:13.000 --> 00:00:17.000]  親愛的天父主人蘇星法師
[00:00:17.000 --> 00:00:20.000]  我們實在是在這個主禮的日子裡頭
[00:00:20.000 --> 00:00:23.000]  我們歡喜快樂地來敬拜大妹妹
[00:00:23.000 --> 00:00:27.000]  祝福我們為我們的姐妹們的敬拜
[00:00:27.000 --> 00:00:30.000]  在你面前的見證分享
[00:00:30.000 --> 00:00:32.000]  都在獻上他們的心
[00:00:32.000 --> 00:00:34.000]  因為他們的見證分享
[00:00:34.000 --> 00:00:37.000]  實在都說出了禱告的恩典
[00:00:37.000 --> 00:00:40.000]  都顯出上帝的慈愛
[00:00:40.000 --> 00:00:42.000]  就是說當我們再次來到你面前的時候
[00:00:42.000 --> 00:00:45.000]  這個時候我們為我們弟兄姊妹來禱告
[00:00:45.000 --> 00:00:47.000]  主啊真是求主令到我們
[00:00:47.000 --> 00:00:49.000]  打開我們心中的眼睛
[00:00:49.000 --> 00:00:51.000]  打開我們心中的耳朵
[00:00:51.000 --> 00:00:54.000]  我們來聽主你要對我們說的話
[00:00:54.000 --> 00:01:00.000]  幫助我們能夠從禱告中來經歷父神的真實
[00:01:00.000 --> 00:01:03.000]  謝謝你主叔禱告父耶穌的名
[00:01:03.000 --> 00:01:08.000]  我想要從三個部分來跟大家分享禱告
[00:01:08.000 --> 00:01:13.000]  第一個部分來看一下耶穌的禱告
[00:01:13.000 --> 00:01:16.000]  弟兄姊妹看主耶穌
[00:01:16.000 --> 00:01:21.000]  他一早他一晚整夜禱告的習慣
[00:01:21.000 --> 00:01:23.000]  和他禱告的方式
[00:01:23.000 --> 00:01:26.000]  耶穌他是上帝的兒子
[00:01:26.000 --> 00:01:30.000]  但他在肉身之中他也凡事都來禱告
[00:01:30.000 --> 00:01:32.000]  所以《四福音》裡面記載說
[00:01:32.000 --> 00:01:34.000]  在《馬可福音》裡面說
[00:01:34.000 --> 00:01:37.000]  在清晨天還不亮的時候
[00:01:37.000 --> 00:01:40.000]  耶穌就起來到曠野去
[00:01:40.000 --> 00:01:44.000]  為他那一天的事供禱告
[00:01:44.000 --> 00:01:47.000]  以前我在北卡的時候有一個弟兄
[00:01:47.000 --> 00:01:50.000]  他在IBS做大經理
[00:01:50.000 --> 00:01:51.000]  他就跟我們講
[00:01:51.000 --> 00:01:53.000]  他說他每天早上一大早起來
[00:01:53.000 --> 00:01:55.000]  他一定要禱告
[00:01:55.000 --> 00:01:57.000]  沒有關係
[00:01:57.000 --> 00:02:00.000]  因為我們的堂裡面有大人有小孩的聲音
[00:02:00.000 --> 00:02:01.000]  我們很開心
[00:02:01.000 --> 00:02:06.000]  我們等小小長大
[00:02:06.000 --> 00:02:09.000]  他說他只要一早起來禱告
[00:02:09.000 --> 00:02:13.000]  他那一天開會什麼都很順利
[00:02:13.000 --> 00:02:15.000]  所以這就是我們一再鼓勵弟兄姊妹
[00:02:15.000 --> 00:02:17.000]  你要在清晨的早上
[00:02:17.000 --> 00:02:20.000]  用清晨這段最寶貴的時間
[00:02:20.000 --> 00:02:22.000]  來靈修來成禱
[00:02:22.000 --> 00:02:25.000]  來開始一新的一天
[00:02:25.000 --> 00:02:28.000]  那在《馬太福音》跟《馬可福音》裡面都記載
[00:02:28.000 --> 00:02:32.000]  記載耶穌在行完了五餅二魚的神蹟之後
[00:02:32.000 --> 00:02:36.000]  他就獨自上山去安靜的禱告
[00:02:36.000 --> 00:02:38.000]  一直禱告到晚上
[00:02:38.000 --> 00:02:39.000]  他一個人在那裡
[00:02:39.000 --> 00:02:41.000]  親近神
[00:02:41.000 --> 00:02:42.000]  尋求神
[00:02:42.000 --> 00:02:44.000]  跟神交通
[00:02:44.000 --> 00:02:45.000]  求門神的旨意
[00:02:45.000 --> 00:02:46.000]  從神那裡
[00:02:46.000 --> 00:02:50.000]  支取力量
[00:02:50.000 --> 00:02:52.000]  在中間明書16節裡面也講到
[00:02:52.000 --> 00:02:55.000]  耶穌行神經的名聲
[00:02:55.000 --> 00:02:57.000]  醫病行神經的名聲
[00:02:57.000 --> 00:03:00.000]  就越來越發的傳揚出去
[00:03:00.000 --> 00:03:03.000]  他說很多的人聚集起來聽耶穌講到
[00:03:03.000 --> 00:03:09.000]  大家指望他來醫治他們的病
[00:03:09.000 --> 00:03:12.000]  耶穌卻退到曠野去禱告
[00:03:12.000 --> 00:03:15.000]  他沒有很驕傲很得意
[00:03:15.000 --> 00:03:17.000]  他是安靜的隱藏他自己
[00:03:17.000 --> 00:03:19.000]  回到父的面前去
[00:03:19.000 --> 00:03:20.000]  Hallelujah
[00:03:20.000 --> 00:03:23.000]  在《路加福音》6章12節裡面也記載說
[00:03:23.000 --> 00:03:26.000]  耶穌在節育十二個門徒的時候
[00:03:26.000 --> 00:03:28.000]  他上山禱告
[00:03:28.000 --> 00:03:30.000]  他整夜的禱告神
[00:03:30.000 --> 00:03:32.000]  這就是我們常常在講的
[00:03:32.000 --> 00:03:34.000]  沒有禱告就沒有事工
[00:03:34.000 --> 00:03:37.000]  No prayer no ministry
[00:03:37.000 --> 00:03:39.000]  感謝主
[00:03:39.000 --> 00:03:41.000]  然後到了約翰明7章裡面
[00:03:41.000 --> 00:03:44.000]  主約書為他自己禱告
[00:03:44.000 --> 00:03:46.000]  他為門徒禱告
[00:03:46.000 --> 00:03:48.000]  他為信徒禱告
[00:03:48.000 --> 00:03:51.000]  這是一篇非常偉大的禱告
[00:03:51.000 --> 00:03:53.000]  很多解經家就在本章裡面說
[00:03:53.000 --> 00:03:55.000]  這個禱告是稱作
[00:03:55.000 --> 00:03:58.000]  大帝師在聖所裡面的禱告
[00:03:58.000 --> 00:04:01.000]  其實從約翰明13章到16章裡面
[00:04:01.000 --> 00:04:03.000]  是耶穌開始
[00:04:03.000 --> 00:04:05.000]  他知道他自己要上子之家
[00:04:05.000 --> 00:04:07.000]  是在臨別之前的訓言
[00:04:07.000 --> 00:04:10.000]  他再三的叮嚀門徒
[00:04:10.000 --> 00:04:12.000]  然後就為他們禱告
[00:04:12.000 --> 00:04:14.000]  他所求的
[00:04:14.000 --> 00:04:16.000]  耶穌為門徒所求的
[00:04:16.000 --> 00:04:18.000]  是合一的心
[00:04:18.000 --> 00:04:20.000]  他為我們禱告
[00:04:20.000 --> 00:04:23.000]  叫我們不離開這個世界
[00:04:23.000 --> 00:04:26.000]  只求我們脫離那噩夢
[00:04:26.000 --> 00:04:27.000]  我讀到這裡的時候
[00:04:27.000 --> 00:04:30.000]  我心中充滿著神的愛
[00:04:30.000 --> 00:04:33.000]  我覺得我們的耶穌
[00:04:33.000 --> 00:04:36.000]  祂實在有一個回復的心
[00:04:36.000 --> 00:04:39.000]  耶穌祂知道
[00:04:39.000 --> 00:04:40.000]  祂知道我們
[00:04:40.000 --> 00:04:42.000]  所以有一首詩歌叫
[00:04:42.000 --> 00:04:44.000]  有人在為你禱告
[00:04:44.000 --> 00:04:45.000]  那首詩歌是這樣唱
[00:04:45.000 --> 00:04:47.000]  祂說有人在為你禱告
[00:04:47.000 --> 00:04:53.000]  祂說當你疲倦困倦疲累的時候
[00:04:53.000 --> 00:04:55.000]  力量殆盡的時候
[00:04:55.000 --> 00:04:57.000]  流淚如雨下
[00:04:57.000 --> 00:05:00.000]  祢知道你能夠忍受多少
[00:05:00.000 --> 00:05:03.000]  祂會感動人為你禱告
[00:05:03.000 --> 00:05:06.000]  有人在為你禱告
[00:05:06.000 --> 00:05:10.000]  弟兄姊妹請你記住
[00:05:10.000 --> 00:05:13.000]  有人在為你禱告
[00:05:13.000 --> 00:05:16.000]  耶穌在上帝之駕之前
[00:05:16.000 --> 00:05:17.000]  克西瑪尼約裡面
[00:05:17.000 --> 00:05:20.000]  祂帶著門徒跟祂一起
[00:05:20.000 --> 00:05:22.000]  到克西瑪尼約裡面
[00:05:22.000 --> 00:05:25.000]  因為祂心中非常的害怕
[00:05:25.000 --> 00:05:28.000]  祂心中非常的
[00:05:28.000 --> 00:05:29.000]  因為祂是人
[00:05:29.000 --> 00:05:31.000]  祂是完全的人
[00:05:31.000 --> 00:05:32.000]  祂有肉身
[00:05:32.000 --> 00:05:34.000]  所以祂非常的憂傷
[00:05:34.000 --> 00:05:37.000]  祂憂傷幾乎要死了
[00:05:37.000 --> 00:05:38.000]  祂跟門徒講說
[00:05:38.000 --> 00:05:40.000]  你們在這裡等
[00:05:40.000 --> 00:05:41.000]  謹行禱告
[00:05:41.000 --> 00:05:44.000]  免得入了迷惑
[00:05:44.000 --> 00:05:46.000]  祂就走幾步
[00:05:46.000 --> 00:05:50.000]  就在大概有一顆石頭那麼遠的地方
[00:05:50.000 --> 00:05:53.000]  祂就跪在那裡禱告
