
[00:00:00.000 --> 00:00:05.560]  相信大家都聽過有個成語叫做「走馬看花」
[00:00:05.560 --> 00:00:11.460]  今日我的題目是叫做「走獸看寓言」
[00:00:11.460 --> 00:00:15.720]  我們見到今日所講的經文就在
[00:00:15.720 --> 00:00:19.520]  《但義理書》第七章 剛才都讀過了
[00:00:19.520 --> 00:00:20.980]  在舊約當中
[00:00:20.980 --> 00:00:29.120]  《但義理書》第七章被認為是講世界寓言講得最詳細的一章經文
[00:00:29.120 --> 00:00:31.560]  相信大家很多時都會聽過
[00:00:31.560 --> 00:00:34.480]  很多人都說現在世界這麼亂
[00:00:34.480 --> 00:00:37.200]  很多國家都有核子武器
[00:00:37.200 --> 00:00:39.580]  會不會有一個發起神經上來
[00:00:39.580 --> 00:00:45.360]  有個領袖一按就按下去那個按鈕
[00:00:45.360 --> 00:00:48.820]  引發了核子的大戰爭
[00:00:48.820 --> 00:00:51.920]  以致導致世界末日
[00:00:51.920 --> 00:00:55.320]  有沒有人想過這些事
[00:00:55.320 --> 00:01:01.100]  今日的分享就會有所解答
[00:01:01.100 --> 00:01:07.900]  究竟會不會到後來你就會知道聖經是怎麼講
[00:01:07.900 --> 00:01:11.260]  我們很久沒有講《但義理書》
[00:01:11.260 --> 00:01:15.000]  不妨稍為重溫一下
[00:01:15.000 --> 00:01:18.100]  我們曾經講過《但義理書》第一章
[00:01:18.100 --> 00:01:22.840]  第八至十二章都是用希伯來文寫
[00:01:22.840 --> 00:01:26.480]  是寫給猶太人的訊息來
[00:01:26.480 --> 00:01:32.020]  但是在第二至第七章
[00:01:32.020 --> 00:01:37.360]  是用阿蘭文或加納底文來寫
[00:01:37.360 --> 00:01:42.560]  第二至第七章很明顯是給外邦人的訊息
[00:01:42.560 --> 00:01:46.060]  而不是給猶太人的訊息
[00:01:46.060 --> 00:01:47.600]  今日要講的第七章
[00:01:47.600 --> 00:01:51.080]  其實如果你看到這個首尾的結構時
[00:01:51.080 --> 00:01:55.040]  你知道跟第二章講的應該是一模一樣的事
[00:01:55.040 --> 00:01:58.680]  就是有不同國家的興起衰落
[00:01:58.680 --> 00:02:03.820]  主要是有四個國際性的強國
[00:02:03.820 --> 00:02:09.960]  抄聖經的文士他們都一致認為
[00:02:09.960 --> 00:02:11.800]  《但義理書》的第七章
[00:02:11.800 --> 00:02:17.740]  是所有舊約章節當中最偉大的一章經文
[00:02:17.740 --> 00:02:20.840]  所以我們今日就是要講第七章
[00:02:20.840 --> 00:02:26.740]  但我們知道第二章是講一個人像來代表所有國家
[00:02:26.740 --> 00:02:30.020]  人像身上所有不同的金屬
[00:02:30.020 --> 00:02:32.520]  就是代表不同的國家
[00:02:32.520 --> 00:02:35.560]  這個是從人的眼光來看
[00:02:35.560 --> 00:02:39.020]  這些不同的角度都是非常榮耀
[00:02:39.020 --> 00:02:42.660]  金光閃閃 非常耀目
[00:02:42.660 --> 00:02:46.100]  今日要講的是同樣這些國家
[00:02:46.100 --> 00:02:49.540]  但是是從神的眼光來看
[00:02:49.540 --> 00:02:53.400]  從神的眼光來看這些國家好像甚麼
[00:02:53.400 --> 00:02:58.400]  好像野獸 好像馬戲一樣
[00:02:58.400 --> 00:03:02.120]  我們亦都講過第三章和第六章
[00:03:02.120 --> 00:03:03.680]  又是同一個訊息
[00:03:03.680 --> 00:03:05.980]  都是講猶太人的信心
[00:03:05.980 --> 00:03:11.760]  第三章是講但義理三個同伴在火窯裏的信心
[00:03:11.760 --> 00:03:14.360]  是很出名的故事 我們都知道
[00:03:14.360 --> 00:03:16.600]  第六章亦都是很出名的故事
[00:03:16.600 --> 00:03:18.560]  是但義理自己的信心
[00:03:18.560 --> 00:03:21.700]  在獅子坑裏面的信心
[00:03:21.700 --> 00:03:25.760]  而第四章和第五章又是一個首尾的結構
[00:03:25.760 --> 00:03:30.580]  第四章是講尼泊格尼撒的驕傲
[00:03:30.580 --> 00:03:33.780]  以致神要將他降為謙卑
[00:03:33.780 --> 00:03:38.480]  將他變成野獸 好像牛一樣吃草
[00:03:38.480 --> 00:03:42.320]  而第五章是白沙撒的囂張
[00:03:42.320 --> 00:03:44.120]  白沙撒的自大
[00:03:44.120 --> 00:03:46.860]  神一樣是懲罰他
[00:03:46.860 --> 00:03:48.720]  白沙撒做了甚麼
[00:03:48.720 --> 00:03:52.060]  他將在耶路撒冷聖殿搶回來的器皿
[00:03:52.060 --> 00:03:54.300]  用來喝酒 在皇宮裏面
[00:03:54.300 --> 00:03:56.860]  所以被神懲罰他
[00:03:56.860 --> 00:04:00.400]  使他巴比倫滅國
[00:04:00.400 --> 00:04:06.940]  但義理書我們可以從另一個角度來看
[00:04:06.940 --> 00:04:10.640]  就是一至六章可以作為一部份
[00:04:10.640 --> 00:04:14.380]  七至十二章又是另一個部份
[00:04:14.380 --> 00:04:19.020]  一至六章是講歷史的記載
[00:04:19.020 --> 00:04:22.520]  亦都是講到但義理的生平
[00:04:22.520 --> 00:04:28.100]  七至十二章是一些異象的附錄
[00:04:28.100 --> 00:04:30.100]  好像一個Appendix一樣
[00:04:30.100 --> 00:04:33.000]  將所有但義理見到的異象
[00:04:33.000 --> 00:04:36.340]  放在七至十二章
[00:04:36.340 --> 00:04:40.080]  一至六章是但義理替別人解夢
[00:04:40.080 --> 00:04:42.720]  替尼泊格尼撒解夢
[00:04:42.720 --> 00:04:45.540]  替白沙撒解夢
[00:04:45.540 --> 00:04:52.020]  而七至十二章是但義理自己的夢
[00:04:52.020 --> 00:04:53.380]  亦都是因為這樣
[00:04:53.380 --> 00:04:56.120]  一至六章是用第三者來寫
[00:04:56.120 --> 00:04:58.040]  因為他替別人解夢
[00:04:58.040 --> 00:05:01.100]  而七至十二章是用第一者來寫
[00:05:01.100 --> 00:05:04.160]  因為是他自己的夢
[00:05:04.160 --> 00:05:06.200]  在這裏時間性又是怎樣
[00:05:06.200 --> 00:05:09.700]  一至六章是順著時間的次序
[00:05:09.700 --> 00:05:12.880]  先講尼泊格尼撒 接著講白沙撒
[00:05:12.880 --> 00:05:15.080]  接著講大利烏王
[00:05:15.080 --> 00:05:19.260]  你去到第七章又講白沙撒
[00:05:19.260 --> 00:05:21.340]  你說不是白沙撒已經死了嗎
[00:05:21.340 --> 00:05:23.840]  是第五章 為甚麼又講他
[00:05:23.840 --> 00:05:25.880]  如果你剛才有聽我說
[00:05:25.880 --> 00:05:28.680]  七至十二章只不過是一個附錄
[00:05:28.680 --> 00:05:34.060]  是但義理所有的異象記載在那裏的話
[00:05:34.060 --> 00:05:36.100]  你就很容易將這些異象
[00:05:36.100 --> 00:05:39.840]  插在一至六的歷史事件裏面
[00:05:39.840 --> 00:05:42.620]  其實第七章和第八章
[00:05:42.620 --> 00:05:46.740]  應該在第四章和第五章的中間
[00:05:46.740 --> 00:05:50.880]  而第九章是講到大利烏王
[00:05:50.880 --> 00:05:57.840]  而第十章是講到塞魯士或者是古實
[00:05:57.840 --> 00:06:00.080]  我亦都講過
[00:06:00.080 --> 00:06:04.280]  塞魯士可能就是大利烏王
[00:06:04.280 --> 00:06:07.560]  因為大利烏王只不過是一個皇帝的稱號
[00:06:07.560 --> 00:06:13.080]  和埃及的法魯和羅馬的凱撒帝
[00:06:13.080 --> 00:06:15.820]  沒有甚麼分別
[00:06:15.820 --> 00:06:18.260]  十一章是有少許奇怪
[00:06:18.260 --> 00:06:20.980]  因為你一打開的時候就會告訴你
[00:06:20.980 --> 00:06:23.700]  是大利烏王的元年
[00:06:23.700 --> 00:06:28.440]  其實這一節的經文應該是屬於第十章的最後一節
[00:06:28.440 --> 00:06:32.200]  很不幸有人將它搬到第十一章
[00:06:32.200 --> 00:06:34.320]  其實是天使講的話
[00:06:34.320 --> 00:06:38.160]  是講述大利烏王元年所發生的事
[00:06:38.160 --> 00:06:40.140]  其實
[00:06:40.140 --> 00:06:42.100]  但以你這個異象
[00:06:42.100 --> 00:06:47.140]  是在塞魯士三年發生的
[00:06:47.140 --> 00:06:50.540]  我們見到聖經今天講的
[00:06:50.540 --> 00:06:53.480]  是會開始由七至十二章
[00:06:53.480 --> 00:06:57.880]  全部講的都是聖經的寓言
[00:06:57.880 --> 00:06:59.880]  是末世的寓言
[00:07:03.080 --> 00:07:08.560]  我們知道但以你是講末世的寓言
[00:07:08.560 --> 00:07:12.660]  是其中一個最重要的先知
[00:07:12.660 --> 00:07:15.680]  新近相信大家時時都會聽見
[00:07:15.680 --> 00:07:18.660]  有人會說是有聖經密碼
[00:07:18.660 --> 00:07:22.460]  或者甚至是末世的密碼
[00:07:22.460 --> 00:07:25.920]  聖經是否真的有密碼呢?
[00:07:25.920 --> 00:07:29.360]  為何聖經會有密碼這件事
[00:07:29.360 --> 00:07:32.900]  是由1997年Michael Drosnin
[00:07:32.900 --> 00:07:35.680]  有一本書叫《The Bible Code》
[00:07:35.680 --> 00:07:37.080]  《聖經密碼》
[00:07:37.080 --> 00:07:38.440]  它是怎樣的呢?
[00:07:38.440 --> 00:07:41.560]  它是將聖經除了標點符號之外
[00:07:41.560 --> 00:07:47.100]  是將每格多少個字母抽出一個字母
[00:07:47.100 --> 00:07:50.800]  然後你會有一大堆有順序的字母
[00:07:50.800 --> 00:07:52.800]  然後你在這些字母當中
[00:07:52.800 --> 00:07:56.140]  找找有沒有有意思的句子
[00:07:56.140 --> 00:07:58.620]  當你找到有意思的句子時
[00:07:58.620 --> 00:08:02.400]  就變成了所謂的聖經密碼
[00:08:02.400 --> 00:08:06.440]  這全部是成為偶然的抽巧
[00:08:06.440 --> 00:08:09.700]  不是真真正正聖經有密碼
[00:08:09.700 --> 00:08:13.800]  有很多人也試過找一些比較後的書
[00:08:13.800 --> 00:08:18.360]  裡面照樣能找到這些所謂的密碼
[00:08:18.360 --> 00:08:21.600]  有人試過在Moby Dick這本書
[00:08:21.600 --> 00:08:24.960]  我們知道Moby Dick是Herman Melville
[00:08:24.960 --> 00:08:26.200]  是出名的著作
[00:08:26.200 --> 00:08:27.960]  都能找到這些密碼
[00:08:27.960 --> 00:08:31.740]  那是不是神透過Moby Dick來跟人說話呢?
[00:08:31.740 --> 00:08:33.860]  相信是不會的
[00:08:33.860 --> 00:08:38.720]  也有很多人用電腦來找這些密碼
[00:08:38.720 --> 00:08:42.040]  我也相信很多傳道人或牧師
[00:08:42.040 --> 00:08:45.320]  說到聖經密碼或末世的密碼時
[00:08:45.320 --> 00:08:47.100]  用意是好的
[00:08:47.100 --> 00:08:48.940]  不是說這些密碼
[00:08:48.940 --> 00:08:51.100]  而是他想用密碼這個名字
[00:08:51.100 --> 00:08:53.620]  來引起人的注意力
[00:08:53.620 --> 00:08:57.500]  一般人聽見密碼這個字就非常心癢難熬
[00:08:57.500 --> 00:08:59.500]  我要聽聽究竟有甚麼奧秘
[00:08:59.500 --> 00:09:01.500]  有甚麼秘密
[00:09:01.500 --> 00:09:03.500]  所以會引起人的注目
[00:09:03.500 --> 00:09:05.500]  但我們都要很小心
[00:09:05.500 --> 00:09:09.260]  因為曾幾何時出現了另外一個密碼
[00:09:09.260 --> 00:09:11.260]  搞得滿城風雨
[00:09:11.260 --> 00:09:12.680]  不知道大家記不記得
[00:09:12.680 --> 00:09:15.160]  就是The Da Vinci Code
[00:09:15.160 --> 00:09:17.780]  達文西的密碼
[00:09:17.780 --> 00:09:20.620]  說出了是褻瀆的話
[00:09:20.620 --> 00:09:22.620]  達文西的密碼說甚麼
[00:09:22.620 --> 00:09:26.880]  說耶穌基督與莫大拉的瑪利亞
