
[00:00:00.000 --> 00:00:05.480]  好 感謝神 透過詩班剛才給我們這一首很經典的詩歌
[00:00:05.480 --> 00:00:07.280]  《我寧願有耶穌》
[00:00:07.280 --> 00:00:08.700]  "I'd rather have Jesus"
[00:00:08.700 --> 00:00:10.200]  我記得1976年的時候
[00:00:10.200 --> 00:00:12.100]  葛培里牧師來到香港
[00:00:12.100 --> 00:00:16.180]  有一個大型的報道會在這個政府大球場
[00:00:16.180 --> 00:00:18.280]  有多少人在那裏啊?
[00:00:18.280 --> 00:00:22.360]  啊 那我已經暴露了你的年紀了
[00:00:22.360 --> 00:00:26.480]  我那時候很小
[00:00:26.480 --> 00:00:29.680]  我帶著我大姐夫去聽這個報道會
[00:00:29.680 --> 00:00:32.160]  葛培里牧師講到之前
[00:00:32.160 --> 00:00:34.620]  他隨團一位藍低音
[00:00:34.620 --> 00:00:37.300]  我知道有些人可能認識他
[00:00:37.300 --> 00:00:39.040]  就是唱這首歌
[00:00:39.040 --> 00:00:41.960]  這首歌提醒我們我們人生
[00:00:41.960 --> 00:00:45.360]  如果你真的知道什麼是最寶貴最重要
[00:00:45.360 --> 00:00:50.840]  你一定不會錯過去認識我們主耶穌
[00:00:50.840 --> 00:00:54.120]  獎勵平姐妹幾年前成立了這個愛基金
[00:00:54.120 --> 00:00:55.760]  也在香港
[00:00:55.760 --> 00:00:58.840]  在十八區裏面有一個一生最美的祝福
[00:00:58.840 --> 00:01:02.680]  也是用這首詩歌去提醒世人
[00:01:02.680 --> 00:01:04.280]  你人生裏面
[00:01:04.280 --> 00:01:05.960]  如果你擁有一切
[00:01:05.960 --> 00:01:07.120]  但是沒有了主耶穌
[00:01:07.120 --> 00:01:09.880]  你其實失去了你最大的祝福
[00:01:09.880 --> 00:01:14.160]  這也是我們今天面對人生各樣的苦難的時候
[00:01:14.160 --> 00:01:17.120]  你要有這個秘訣
[00:01:17.120 --> 00:01:19.160]  如果你沒有主耶穌的話
[00:01:19.160 --> 00:01:22.560]  其實人生不要說有多少種苦難
[00:01:22.560 --> 00:01:25.240]  你只是一樣都搞不定
[00:01:25.240 --> 00:01:26.960]  在佛家裏面
[00:01:26.960 --> 00:01:30.760]  給我們看見人生好像有八種的苦難
[00:01:30.760 --> 00:01:31.840]  生老病死
[00:01:31.840 --> 00:01:33.760]  我相信大家都說得出來
[00:01:33.760 --> 00:01:35.920]  接著說一種愛別離
[00:01:35.920 --> 00:01:38.120]  你喜歡那個人就要分離
[00:01:38.120 --> 00:01:42.400]  你不喜歡那個人經常撞口撞面
[00:01:42.400 --> 00:01:45.920]  如果你說這個是你家人就麻煩了
[00:01:45.920 --> 00:01:47.760]  或者在辦公室裏面
[00:01:47.760 --> 00:01:50.560]  你的對頭人就是你的同事
[00:01:50.560 --> 00:01:53.600]  上司下屬的話這樣都不行
[00:01:53.600 --> 00:01:55.760]  很淒涼
[00:01:55.760 --> 00:01:59.280]  你要求求都求不到
[00:01:59.280 --> 00:02:02.440]  這些是我們很能夠共鳴到的
[00:02:02.440 --> 00:02:07.560]  所以有些人說佛家說的都很有道理
[00:02:07.560 --> 00:02:09.560]  我有研究過佛學
[00:02:09.560 --> 00:02:12.160]  我知道他們有很多東西說
[00:02:12.160 --> 00:02:13.760]  是的 你很快就能共鳴
[00:02:13.760 --> 00:02:16.200]  因為那些是很現世的東西
[00:02:16.200 --> 00:02:18.640]  但問題也在這裏
[00:02:18.640 --> 00:02:21.240]  他給了我們什麼解脫之道呢
[00:02:21.240 --> 00:02:23.360]  他給了我們什麼盼望呢
[00:02:23.360 --> 00:02:27.080]  最後第八種的苦就是總結之前的七種苦
[00:02:27.080 --> 00:02:29.680]  這個叫五陰次性苦
[00:02:29.680 --> 00:02:30.880]  知道是什麼嗎
[00:02:30.880 --> 00:02:32.480]  每個字都認識
[00:02:32.480 --> 00:02:34.880]  不過合起來你不知道要說什麼
[00:02:34.880 --> 00:02:37.400]  這個五陰就是五蘊
[00:02:37.400 --> 00:02:41.840]  在佛家裏面說的五蘊就是人的整體
[00:02:41.840 --> 00:02:45.760]  人由物質所組成的色蘊
[00:02:45.760 --> 00:02:48.640]  另外那四種就是精神的部分
[00:02:48.640 --> 00:02:54.440]  包括你的感受 你的思想 你的行為 你的意識
[00:02:54.440 --> 00:03:00.000]  整個人原來都會有這種不同的七情六慾
[00:03:00.000 --> 00:03:04.640]  集結成身如火一路燃燒的時候
[00:03:04.640 --> 00:03:05.920]  原來在你人生的過程中
[00:03:05.920 --> 00:03:12.760]  你就會不斷經歷這種愛別離 怨憎會 求有不得
[00:03:12.760 --> 00:03:16.040]  你就會反覆循環這件事
[00:03:16.040 --> 00:03:18.640]  又脫離不了
[00:03:18.640 --> 00:03:21.400]  所以是很痛苦的一件事
[00:03:21.400 --> 00:03:24.680]  他教你的方式就是你要得道
[00:03:24.680 --> 00:03:28.320]  得道有前世 今世和來世
[00:03:28.320 --> 00:03:30.400]  三世裏面有十二種因緣
[00:03:30.400 --> 00:03:32.600]  還要你做得好人的話
[00:03:32.600 --> 00:03:34.840]  你下一世才可以繼續做人
[00:03:34.840 --> 00:03:39.520]  你做得更好的時候才可以變成半神半人
[00:03:39.520 --> 00:03:42.640]  做最高境界你就能夠得道
[00:03:42.640 --> 00:03:45.920]  所謂去到天道的境界
[00:03:45.920 --> 00:03:48.920]  但連釋迦牟尼也沒有告訴他
[00:03:48.920 --> 00:03:50.920]  他能夠得到天道
[00:03:50.920 --> 00:03:55.960]  只是後人將他尊稱成為如來佛祖
[00:03:55.960 --> 00:04:00.760]  所以我們今天回顧佛家所講的八種苦難
[00:04:00.760 --> 00:04:03.760]  其實人生何止這八種苦呢
[00:04:03.760 --> 00:04:05.400]  你說是不是
[00:04:05.400 --> 00:04:08.360]  我相信你今天總有一件事
[00:04:08.360 --> 00:04:11.120]  不在這八種苦以外
[00:04:11.120 --> 00:04:12.840]  有很多事情你會發覺
[00:04:12.840 --> 00:04:15.360]  嘩 為什麼會這樣發生呢
[00:04:15.360 --> 00:04:17.200]  我們怎麼想都想不明白
[00:04:17.200 --> 00:04:19.600]  所以哲學家喜歡思考
[00:04:19.600 --> 00:04:22.960]  希臘人很喜歡思考
[00:04:22.960 --> 00:04:25.600]  其中一個很著名的智慧女神
[00:04:25.600 --> 00:04:27.240]  也是統管戰爭的
[00:04:27.240 --> 00:04:28.480]  所以也是戰爭女神
[00:04:28.480 --> 00:04:30.840]  叫Athena
[00:04:30.840 --> 00:04:32.840]  她的出世也很奇特
[00:04:32.840 --> 00:04:34.080]  說明是神話
[00:04:34.080 --> 00:04:36.280]  所以你當故事聽就算了
[00:04:36.280 --> 00:04:38.280]  不是真實 不是歷史
[00:04:38.280 --> 00:04:41.720]  歷史裏面沒有一個這樣的人物
[00:04:41.720 --> 00:04:46.080]  Athena是據傳希臘的主神
[00:04:46.080 --> 00:04:46.960]  叫做宙斯
[00:04:46.960 --> 00:04:49.600]  宙斯和瑪提莎
[00:04:49.600 --> 00:04:51.600]  不是朱古力
[00:04:51.600 --> 00:04:56.160]  一起結合生了兒女
[00:04:56.160 --> 00:05:01.200]  但有預言說她的兒女裏面
[00:05:01.200 --> 00:05:05.400]  不是瑪提莎 叫做麥提斯
[00:05:05.400 --> 00:05:10.600]  說她的子女有能力出世後推翻了宙斯
[00:05:10.600 --> 00:05:14.320]  宙斯就害怕 害怕自己地位不保
[00:05:14.320 --> 00:05:19.360]  所以現在你也會看有心工計
[00:05:19.360 --> 00:05:22.400]  這些在歷史裏面不斷重演發生
[00:05:22.400 --> 00:05:25.880]  所以宙斯在神話境界裏面
[00:05:25.880 --> 00:05:30.440]  他也將他太太麥提斯
[00:05:30.440 --> 00:05:35.520]  連人帶胎吞進了自己的肚腹裏面
[00:05:35.520 --> 00:05:37.600]  被吞下的麥提斯
[00:05:37.600 --> 00:05:42.200]  仍然在宙斯的頭內不斷打鐵
[00:05:42.200 --> 00:05:44.280]  令他頭痛
[00:05:44.280 --> 00:05:46.000]  所以打鐵出來
[00:05:46.000 --> 00:05:49.280]  這就是他的女兒有一套盔甲
[00:05:49.280 --> 00:05:52.200]  一出世已經帶著頭盔出來
[00:05:52.200 --> 00:05:55.400]  宙斯當時頭痛難忍
[00:05:55.400 --> 00:05:56.880]  就找了火神來
[00:05:56.880 --> 00:05:59.720]  請你用大斧頭劈開她的頭
[00:05:59.720 --> 00:06:01.080]  劈開她的頭之後
[00:06:01.080 --> 00:06:07.160]  這個穿盔甲和手執金矛的女神
[00:06:07.160 --> 00:06:09.240]  從她的頭頂就出來了
[00:06:09.240 --> 00:06:11.720]  就叫做雅典娜
[00:06:11.720 --> 00:06:14.240]  這是一個故事 神話
[00:06:14.240 --> 00:06:16.120]  不過有另外一個解說
[00:06:16.120 --> 00:06:18.440]  就說雅典娜的出世不是這樣的
[00:06:18.440 --> 00:06:21.680]  雅典娜的出世是因為宙斯想得太多了
[00:06:21.680 --> 00:06:23.200]  就像哲學家一樣
[00:06:23.200 --> 00:06:25.240]  他經常想來想去都想不到
[00:06:25.240 --> 00:06:27.000]  想到頭都爆了
[00:06:27.000 --> 00:06:28.760]  結果這個智慧女神雅典娜
[00:06:28.760 --> 00:06:31.080]  就從她的頭頂就鑽出來了
[00:06:31.080 --> 00:06:33.920]  而希臘的哲學家蘇格拉底
[00:06:33.920 --> 00:06:37.680]  他也將這種幫助別人獲得正確的看法
[00:06:37.680 --> 00:06:39.520]  一種交談的方式
[00:06:39.520 --> 00:06:42.320]  就比喻為助產術
[00:06:42.320 --> 00:06:47.840]  他認為智慧往往是要經過一場切身的痛苦
[00:06:47.840 --> 00:06:50.120]  人生有時要痛過
[00:06:50.120 --> 00:06:52.560]  要經驗過才知道
[00:06:52.560 --> 00:06:54.120]  原來是這樣的
[00:06:54.120 --> 00:06:57.680]  這種得著人生的甜美智慧的果實
[00:06:57.680 --> 00:06:59.600]  就好像生小孩一樣
[00:06:59.600 --> 00:07:01.120]  媽媽生我們出來之前
[00:07:01.120 --> 00:07:03.480]  是要經過這種陣痛
[00:07:03.480 --> 00:07:07.200]  這是蘇格拉底的一個說法
[00:07:07.200 --> 00:07:11.880]  但是他給不到我們一個解脫苦難之道
[00:07:11.880 --> 00:07:12.720]  很多年前
[00:07:12.720 --> 00:07:15.960]  當我在讀大學的時候
[00:07:15.960 --> 00:07:19.040]  我聽到一位資深的老牧者
[00:07:19.040 --> 00:07:20.800]  來到我們教會講道
[00:07:20.800 --> 00:07:23.280]  他講道的時候
[00:07:23.280 --> 00:07:26.280]  其實當時的內容我已經不是很記得了
[00:07:26.280 --> 00:07:27.320]  通常都是這樣的
[00:07:27.320 --> 00:07:28.000]  你們聽完之後
[00:07:28.000 --> 00:07:28.960]  下星期再問你們
[00:07:28.960 --> 00:07:30.040]  你們都不記得了
[00:07:30.040 --> 00:07:32.360]  但是如果有一個重點你記得
[00:07:32.360 --> 00:07:34.040]  而且一輩子都記得
[00:07:34.040 --> 00:07:35.240]  很受用
[00:07:35.240 --> 00:07:39.640]  我當時聽他講到一個見證
[00:07:39.640 --> 00:07:43.320]  這個見證他說有一對年青的夫婦
[00:07:43.320 --> 00:07:44.720]  是年青人來的
[00:07:44.720 --> 00:07:45.920]  丈夫是一個醫生
[00:07:45.920 --> 00:07:48.720]  太太不知道是醫生還是護士
[00:07:48.720 --> 00:07:51.120]  兩個都有心宣教
[00:07:51.120 --> 00:07:53.600]  他們結婚到杜牧悅的時候
[00:07:53.600 --> 00:07:56.560]  他們打算婚後回來的時候
[00:07:56.560 --> 00:08:01.480]  就裝備自己準備出到工場做一個醫療的宣教士
[00:08:01.480 --> 00:08:04.120]  你說一個這麼優秀的年青人
[00:08:04.120 --> 00:08:05.360]  你會覺得怎樣
[00:08:05.360 --> 00:08:06.600]  真是太好了
[00:08:06.600 --> 00:08:09.520]  神覺多了一對精兵
[00:08:09.520 --> 00:08:11.280]  誰知道好景不常
[00:08:11.280 --> 00:08:13.000]  人生真是無常
[00:08:13.000 --> 00:08:14.600]  這一對年青的夫婦
[00:08:14.600 --> 00:08:17.080]  竟然在他到杜牧悅的時候
[00:08:17.080 --> 00:08:19.520]  遇溺身亡
[00:08:19.520 --> 00:08:22.040]  這件事帶來很大震撼
[00:08:22.040 --> 00:08:23.880]  有很多基督徒
[00:08:23.880 --> 00:08:25.480]  包括傳道人牧者
[00:08:25.480 --> 00:08:27.480]  心裏都有一個大的問號
[00:08:27.480 --> 00:08:29.000]  上帝 Why?
[00:08:29.000 --> 00:08:31.800]  為什麼你要容許一件這樣的事
[00:08:31.800 --> 00:08:35.440]  臨到一對這麼良善的年青人
[00:08:35.440 --> 00:08:40.400]  而且他們願意奉獻為你來宣教
[00:08:40.400 --> 00:08:42.120]  為什麼?
[00:08:42.120 --> 00:08:43.520]  我們真的不知道為什麼
[00:08:43.520 --> 00:08:44.560]  在那一刻
[00:08:44.560 --> 00:08:48.680]  但這位牧師給我一個很重要的提醒
[00:08:48.680 --> 00:08:51.280]  到現在我都沒有忘記
[00:08:51.280 --> 00:08:55.840]  亦都在我人生面對不同的風暴或者艱難的時候
