
[00:00:00.000 --> 00:00:03.000]  超級市場排隊
[00:00:03.000 --> 00:00:07.000]  各位電影小妹平安
[00:00:07.000 --> 00:00:10.000]  有一天如果你在超級市場排隊
[00:00:10.000 --> 00:00:12.000]  那天不知道為什麼
[00:00:12.000 --> 00:00:17.000]  所有的收銀台前面都排了一條很長的隊
[00:00:17.000 --> 00:00:19.000]  你手上推著一輛車
[00:00:19.000 --> 00:00:24.000]  車裡面裝滿了你要買的各樣食物用品等等
[00:00:24.000 --> 00:00:26.000]  當你排隊的時候
[00:00:26.000 --> 00:00:29.000]  突然之間有幾十個人
[00:00:29.000 --> 00:00:31.000]  突然消失了
[00:00:31.000 --> 00:00:33.000]  我不知道你的感覺會怎樣
[00:00:33.000 --> 00:00:35.000]  如果有一天你坐巴士
[00:00:35.000 --> 00:00:38.000]  那巴士也是站滿了人
[00:00:38.000 --> 00:00:42.000]  而突然之間又是有很多人不見了
[00:00:42.000 --> 00:00:44.000]  你猜會怎樣
[00:00:44.000 --> 00:00:47.000]  甚至有很多攝影機在拍攝
[00:00:47.000 --> 00:00:49.000]  有架飛機在飛
[00:00:49.000 --> 00:00:54.000]  但是那個空中小姐在送餐
[00:00:54.000 --> 00:00:57.000]  突然之間那個空中小姐不見了
[00:00:57.000 --> 00:00:59.000]  而且有些時刻又是失蹤
[00:00:59.000 --> 00:01:02.000]  你猜會發生什麼事呢
[00:01:02.000 --> 00:01:04.000]  很可能有一天
[00:01:04.000 --> 00:01:07.000]  很多的新聞會報導
[00:01:07.000 --> 00:01:09.000]  在某一個時刻
[00:01:09.000 --> 00:01:11.000]  海陸空
[00:01:11.000 --> 00:01:13.000]  世界各地
[00:01:13.000 --> 00:01:15.000]  都有無數無數的人
[00:01:15.000 --> 00:01:21.000]  就這樣在眨眼之間消失了
[00:01:21.000 --> 00:01:25.000]  這個叫做The Great Disappearance
[00:01:25.000 --> 00:01:27.000]  是忽然的失蹤
[00:01:27.000 --> 00:01:30.000]  這個不是電影的橋段
[00:01:30.000 --> 00:01:33.000]  這個不是小說的細節
[00:01:33.000 --> 00:01:36.000]  這個是真實的事實
[00:01:36.000 --> 00:01:38.000]  因為在聖經裡面
[00:01:38.000 --> 00:01:41.000]  有一個很重要的真理
[00:01:41.000 --> 00:01:43.000]  叫做被提
[00:01:43.000 --> 00:01:46.000]  當耶穌從天上降臨的時候
[00:01:46.000 --> 00:01:50.000]  在地上的信徒會被提
[00:01:50.000 --> 00:01:52.000]  升到空中
[00:01:52.000 --> 00:01:55.000]  然後所有睡了的人
[00:01:55.000 --> 00:01:57.000]  他們都會復活
[00:01:57.000 --> 00:01:59.000]  然後在空中相遇
[00:01:59.000 --> 00:02:01.000]  與主一起
[00:02:01.000 --> 00:02:02.000]  各位弟兄姊妹
[00:02:02.000 --> 00:02:04.000]  休息了兩個月之後
[00:02:04.000 --> 00:02:08.000]  我們這次是很想用一個主題
[00:02:08.000 --> 00:02:10.000]  跟大家來查考
[00:02:10.000 --> 00:02:12.000]  講解聖經裡面
[00:02:12.000 --> 00:02:16.000]  被提這個很重要的真理
[00:02:16.000 --> 00:02:19.000]  可能過去我們在教會裡面
[00:02:19.000 --> 00:02:23.000]  會比較少聽到被提的信息
[00:02:23.000 --> 00:02:25.000]  但是由於最近
[00:02:25.000 --> 00:02:28.000]  這個世界實在發生很多的事
[00:02:28.000 --> 00:02:31.000]  我心裡面有一個很大的追逐
[00:02:31.000 --> 00:02:33.000]  耶穌回來的日子
[00:02:33.000 --> 00:02:36.000]  真的比以前更加近了
[00:02:36.000 --> 00:02:39.000]  所以我要跟大家講解
[00:02:39.000 --> 00:02:41.000]  被提的真理
[00:02:41.000 --> 00:02:43.000]  聖經裡面有三段
[00:02:43.000 --> 00:02:46.000]  很主要的經文是講到被提
[00:02:46.000 --> 00:02:50.000]  第一段就在約翰福音第十四章
[00:02:50.000 --> 00:02:54.000]  耶穌說我回去父家
[00:02:54.000 --> 00:02:57.000]  是為你們預備住處
[00:02:57.000 --> 00:02:58.000]  預備好之後
[00:02:58.000 --> 00:03:01.000]  我會回來接你們
[00:03:01.000 --> 00:03:03.000]  去到父家那裡
[00:03:03.000 --> 00:03:05.000]  這個是第一段很重要的經文
[00:03:05.000 --> 00:03:09.000]  第二段就在哥林多前書第十五章
[00:03:09.000 --> 00:03:12.000]  大家都知道哥林多前書十五章
[00:03:12.000 --> 00:03:16.000]  是講到復活和復活的事
[00:03:16.000 --> 00:03:19.000]  哥林多前書十五章後段的部分
[00:03:19.000 --> 00:03:24.000]  就提到我們的身體會被改變
[00:03:24.000 --> 00:03:25.000]  原來有一天
[00:03:25.000 --> 00:03:27.000]  我們這個肉身都要改變
[00:03:27.000 --> 00:03:30.000]  成為一個榮耀的身體
[00:03:30.000 --> 00:03:35.000]  和主耶穌復活後的身體是相似
[00:03:35.000 --> 00:03:37.000]  第三段的經文
[00:03:37.000 --> 00:03:41.000]  就在帖撒羅尼加前書第四章
[00:03:41.000 --> 00:03:44.000]  那裡提到幕後有號童吹響
[00:03:44.000 --> 00:03:46.000]  有天使長的聲音
[00:03:46.000 --> 00:03:48.000]  然後我們就會被提
[00:03:48.000 --> 00:03:52.000]  在空中與主相悅
[00:03:52.000 --> 00:03:54.000]  所以當我們細心研讀
[00:03:54.000 --> 00:03:56.000]  這三段經文的時候
[00:03:56.000 --> 00:03:59.000]  我們就會將被提的真理
[00:03:59.000 --> 00:04:01.000]  可以集合在一起
[00:04:01.000 --> 00:04:04.000]  來去了解和更明白
