
[00:00:00.000 --> 00:00:02.000]  電視姊妹早晨
[00:00:02.000 --> 00:00:04.000]  今日我的講題是
[00:00:04.000 --> 00:00:07.000]  影響生命的承傳
[00:00:07.000 --> 00:00:13.000]  我不知道你們想別人記得你的時候
[00:00:13.000 --> 00:00:15.000]  想別人記得你的甚麼
[00:00:15.000 --> 00:00:18.000]  影響生命的承傳
[00:00:18.000 --> 00:00:20.000]  其實可以是正面的影響
[00:00:20.000 --> 00:00:23.000]  亦都可以是負面的影響
[00:00:23.000 --> 00:00:26.000]  你究竟想留些甚麼給別人
[00:00:26.000 --> 00:00:27.000]  留下些甚麼給別人
[00:00:27.000 --> 00:00:28.000]  你的印象是甚麼
[00:00:28.000 --> 00:00:30.000]  我們一起禱告
[00:00:58.000 --> 00:01:01.000]  給別人的印象可以是很正面
[00:01:01.000 --> 00:01:03.000]  亦都可以是很負面的
[00:01:03.000 --> 00:01:05.000]  不知道要留些甚麼
[00:01:05.000 --> 00:01:07.000]  我在那個引言裡
[00:01:07.000 --> 00:01:10.000]  有一些小朋友的樣子
[00:01:10.000 --> 00:01:12.000]  我嘗試打下去
[00:01:12.000 --> 00:01:14.000]  你想別人記得你的甚麼
[00:01:14.000 --> 00:01:16.000]  有沒有人認識這個人
[00:01:16.000 --> 00:01:19.000]  佔中之後
[00:01:19.000 --> 00:01:21.000]  其實很多年青人都有些改變
[00:01:21.000 --> 00:01:24.000]  視野又闊了
[00:01:24.000 --> 00:01:26.000]  又不單單顧自己的事
[00:01:26.000 --> 00:01:28.000]  又做了很多其他事
[00:01:28.000 --> 00:01:31.000]  這個人是十優生
[00:01:31.000 --> 00:01:33.000]  十優的狀元
[00:01:33.000 --> 00:01:36.000]  讀完書又去了哈佛
[00:01:36.000 --> 00:01:37.000]  又讀完回來
[00:01:37.000 --> 00:01:39.000]  年薪過百萬
[00:01:39.000 --> 00:01:41.000]  不過講他和另外一個尖子
[00:01:41.000 --> 00:01:44.000]  開了一個NGO
[00:01:44.000 --> 00:01:47.000]  慈善機構補習
[00:01:47.000 --> 00:01:49.000]  為貧窮人補習
[00:01:49.000 --> 00:01:53.000]  這都是一個我猜不到的事
[00:01:53.000 --> 00:01:56.000]  但為何我要提他呢
[00:01:56.000 --> 00:02:00.000]  因為我在時代論壇的講座裡
[00:02:00.000 --> 00:02:02.000]  見到他
[00:02:02.000 --> 00:02:06.000]  究竟會否和教會有關呢
[00:02:06.000 --> 00:02:08.000]  一份基督教的周報
[00:02:08.000 --> 00:02:11.000]  我們再看另一張照片
[00:02:11.000 --> 00:02:13.000]  又是年青人
[00:02:13.000 --> 00:02:17.000]  一看那三個小朋友
[00:02:17.000 --> 00:02:19.000]  好像我們少年人
[00:02:19.000 --> 00:02:20.000]  在街邊見到他
[00:02:20.000 --> 00:02:22.000]  在教會見到他
[00:02:22.000 --> 00:02:25.000]  後面紅色布幕
[00:02:25.000 --> 00:02:27.000]  似乎是教會
[00:02:27.000 --> 00:02:30.000]  這三個人又是甚麼人呢
[00:02:30.000 --> 00:02:36.000]  在港大讀醫科
[00:02:36.000 --> 00:02:38.000]  你看他們傻傻的
[00:02:38.000 --> 00:02:40.000]  其中有一個
[00:02:40.000 --> 00:02:41.000]  真的
[00:02:41.000 --> 00:02:43.000]  我們小時候見到那些少年人
[00:02:43.000 --> 00:02:46.000]  我們見到領子妹在台上唱歌
[00:02:46.000 --> 00:02:47.000]  以前見到他們
[00:02:47.000 --> 00:02:49.000]  都是小朋友走來走去
[00:02:49.000 --> 00:02:51.000]  在教會又不能無所事事
[00:02:51.000 --> 00:02:54.000]  不過他們會聯群結黨
[00:02:54.000 --> 00:02:57.000]  我們見到主席師母
[00:02:57.000 --> 00:02:59.000]  在領師
[00:02:59.000 --> 00:03:00.000]  頗好榜樣
[00:03:00.000 --> 00:03:01.000]  我們又記得他
[00:03:01.000 --> 00:03:03.000]  師母已經升了級
[00:03:03.000 --> 00:03:05.000]  你們有沒有這樣稱呼他
[00:03:05.000 --> 00:03:07.000]  有沒有好好尊崇他
[00:03:07.000 --> 00:03:08.000]  不同了
[00:03:08.000 --> 00:03:09.000]  不是少年人那個
[00:03:09.000 --> 00:03:11.000]  摸摸他的頭那麼簡單
[00:03:11.000 --> 00:03:14.000]  這三個小朋友
[00:03:14.000 --> 00:03:16.000]  其中有一個
[00:03:16.000 --> 00:03:19.000]  父母承傳得很好
[00:03:19.000 --> 00:03:22.000]  教育他甚麼呢
[00:03:22.000 --> 00:03:23.000]  告訴他
[00:03:23.000 --> 00:03:26.000]  做醫生不是為賺錢
[00:03:26.000 --> 00:03:28.000]  真的要為幫人
[00:03:28.000 --> 00:03:32.000]  同時間他們去探訪房戶
[00:03:32.000 --> 00:03:34.000]  見到小朋友坐在床上做功課
[00:03:34.000 --> 00:03:36.000]  只是幾面牆
[00:03:36.000 --> 00:03:39.000]  一個床位的光景
[00:03:39.000 --> 00:03:40.000]  激發他覺得
[00:03:40.000 --> 00:03:42.000]  要有平等的教育
[00:03:42.000 --> 00:03:44.000]  所以他一入學的時候
[00:03:44.000 --> 00:03:45.000]  就發起其他同學
[00:03:45.000 --> 00:03:48.000]  另外那兩個醫科生同學
[00:03:48.000 --> 00:03:51.000]  就一起搞了一個社企
[00:03:51.000 --> 00:03:54.000]  這個社企是專門幫人補習
[00:03:54.000 --> 00:03:56.000]  你想想
[00:03:56.000 --> 00:03:58.000]  還有一個更加遠大的理想
[00:03:58.000 --> 00:03:59.000]  我真的沒想到
[00:03:59.000 --> 00:04:01.000]  這些年輕人現在的視野真的很闊
[00:04:01.000 --> 00:04:03.000]  我真的很欣賞
[00:04:03.000 --> 00:04:05.000]  我希望我們的教友也是這樣
[00:04:05.000 --> 00:04:07.000]  我們的教友很貼地
[00:04:07.000 --> 00:04:10.000]  他們我估計
[00:04:10.000 --> 00:04:12.000]  三個人都是傻傻地開檔
[00:04:12.000 --> 00:04:14.000]  拿八千元出來
[00:04:14.000 --> 00:04:15.000]  我看那些資料
[00:04:15.000 --> 00:04:17.000]  那個真的很搞笑
[00:04:17.000 --> 00:04:19.000]  包括網頁各樣
[00:04:19.000 --> 00:04:22.000]  不過就有一間觀塘的教會
[00:04:22.000 --> 00:04:26.000]  跟他們一起去推動
[00:04:26.000 --> 00:04:27.000]  社企
[00:04:27.000 --> 00:04:28.000]  他還要說
[00:04:28.000 --> 00:04:31.000]  將來他還有一個更加遠大的理想
[00:04:31.000 --> 00:04:35.000]  他希望搞一個醫療的社企
[00:04:35.000 --> 00:04:36.000]  為香港
[00:04:36.000 --> 00:04:38.000]  為一些人的真實需要去做一些事
[00:04:38.000 --> 00:04:39.000]  我覺得很貼地
[00:04:39.000 --> 00:04:40.000]  我感恩
[00:04:40.000 --> 00:04:42.000]  其實我們名人堂也很貼地
[00:04:42.000 --> 00:04:43.000]  所以很多電影節目
[00:04:43.000 --> 00:04:45.000]  都是因為支持我們而留下的
[00:04:45.000 --> 00:04:49.000]  你要有這些視野
[00:04:49.000 --> 00:04:51.000]  又要有這些承傳
[00:04:51.000 --> 00:04:53.000]  人家才記得
[00:04:53.000 --> 00:04:55.000]  究竟你承傳些什麼呢
[00:04:55.000 --> 00:04:56.000]  我說影響生命
[00:04:56.000 --> 00:04:59.000]  我沒有告訴你是正還是負
[00:04:59.000 --> 00:05:03.000]  其實有時大家可以是負的
[00:05:03.000 --> 00:05:05.000]  所以我們要好好努力
[00:05:05.000 --> 00:05:08.000]  這麼年輕就懂得關愛社會
[00:05:08.000 --> 00:05:10.000]  都盼望我們也是這樣
[00:05:10.000 --> 00:05:14.000]  更加關愛我們周圍電影節目的生命
[00:05:14.000 --> 00:05:16.000]  我說菲律賓書
[00:05:16.000 --> 00:05:18.000]  今年我會說菲律賓書
[00:05:18.000 --> 00:05:19.000]  裏面也有一些
[00:05:19.000 --> 00:05:23.000]  保羅他很想承傳給他們的心願
[00:05:23.000 --> 00:05:25.000]  也有一些甚至可以說是他的遺願
[00:05:25.000 --> 00:05:26.000]  因為菲律賓書
[00:05:26.000 --> 00:05:28.000]  也是一卷監獄書信
[00:05:28.000 --> 00:05:30.000]  也是在坐牢的時候寫的
[00:05:30.000 --> 00:05:32.000]  真的不知道前路是怎樣的
[00:05:32.000 --> 00:05:34.000]  他真的想將最好的東西
[00:05:34.000 --> 00:05:36.000]  告訴他的信徒
[00:05:36.000 --> 00:05:37.000]  為他們多祈禱
[00:05:37.000 --> 00:05:39.000]  為他們多守望
[00:05:39.000 --> 00:05:41.000]  他求得的東西
[00:05:41.000 --> 00:05:42.000]  可能他們不夠
[00:05:42.000 --> 00:05:44.000]  可能是沒有的東西
[00:05:44.000 --> 00:05:46.000]  在說這卷書之前
[00:05:46.000 --> 00:05:47.000]  我又要提一下
[00:05:47.000 --> 00:05:50.000]  菲律賓書是什麼來的
[00:05:50.000 --> 00:05:52.000]  如果你有印象
[00:05:52.000 --> 00:05:53.000]  一提起菲律賓書
[00:05:53.000 --> 00:05:56.000]  你多數會想起有一些金句
[00:05:56.000 --> 00:06:00.000]  和想起它是一卷喜樂的書卷
[00:06:00.000 --> 00:06:02.000]  教育我們生命有韌力
[00:06:02.000 --> 00:06:04.000]  那些東西
[00:06:04.000 --> 00:06:05.000]  我一提
