
[00:00:00.000 --> 00:00:04.000]  多謝主啊,我們這樣親近主實在太好了
[00:00:04.000 --> 00:00:08.000]  認識主真是好啊,好不好啊?
[00:00:08.000 --> 00:00:12.000]  好啊,有多好啊?有什麼好啊?
[00:00:12.000 --> 00:00:15.000]  嘩,真是講都講不完是吧?
[00:00:15.000 --> 00:00:20.000]  經常想想,真是對我的生命很大幫助的
[00:00:20.000 --> 00:00:29.000]  特別這段時間,這半年我四個親人離世
[00:00:29.000 --> 00:00:35.000]  其實對我來說是很大的震撼,衝擊,不容易
[00:00:35.000 --> 00:00:40.000]  很多弟妹同工問我,怎樣啊?巨星你怎樣啊?
[00:00:40.000 --> 00:00:43.000]  我都告訴他們,嗯,OK的
[00:00:43.000 --> 00:00:50.000]  是我弟弟今年一月突然離世,衝擊就大一點
[00:00:50.000 --> 00:00:52.000]  實在太突然了
[00:00:52.000 --> 00:00:56.000]  但最大的安慰就是他們都相信了主
[00:00:56.000 --> 00:01:02.000]  例如叔叔那些我帶順主洗禮,奶奶那些我帶順主
[00:01:02.000 --> 00:01:09.000]  外母我們一起經歷很多,看著她順主,看著她洗禮
[00:01:09.000 --> 00:01:14.000]  我弟弟我應該相信了十天左右我帶他去決志
[00:01:14.000 --> 00:01:19.000]  所以心裡面是很大的安慰
[00:01:19.000 --> 00:01:22.000]  因為我知道他離開世界去哪裡了?
[00:01:22.000 --> 00:01:26.000]  回到神那裡,安息主懷,息怒歸主
[00:01:26.000 --> 00:01:31.000]  我知道我弟弟和我爸爸相遇在天上
[00:01:31.000 --> 00:01:33.000]  我還這樣說,我們彼此安慰
[00:01:33.000 --> 00:01:37.000]  其實弟弟移民很多年了,三十年了
[00:01:37.000 --> 00:01:41.000]  去了盧森堡,其實他見爸爸的時間很少
[00:01:41.000 --> 00:01:45.000]  其實他很疼爸爸,很關心爸爸
[00:01:45.000 --> 00:01:48.000]  但沒多久的時間很少見面
[00:01:48.000 --> 00:01:53.000]  我就說,他先回去吧,他現在見多一點
[00:01:53.000 --> 00:01:59.000]  補上帳,他現在和我奶奶,我爸爸,我弟弟一起了
[00:01:59.000 --> 00:02:02.000]  還有我的親家,他的親家就是我的外母
[00:02:02.000 --> 00:02:06.000]  一起見面了,在天上,是不是Hallelujah?
[00:02:06.000 --> 00:02:12.000]  我說實在太好了,有主,信主和沒有信主真的差很遠
[00:02:12.000 --> 00:02:16.000]  我們是暫別,我們只要去一個更好的地方
[00:02:16.000 --> 00:02:19.000]  一個更好的家鄉,實在太好了
[00:02:19.000 --> 00:02:22.000]  我認識神不單止將來我們永恆的盼望
[00:02:22.000 --> 00:02:26.000]  這個你不用擔心,總之包底
[00:02:26.000 --> 00:02:29.000]  總之你只要有一天離開世界去哪裡,是不是?
[00:02:29.000 --> 00:02:31.000]  死了之後去哪裡,是不是很好?
[00:02:31.000 --> 00:02:34.000]  出了街,你一定有回到家的,是不是很好?
[00:02:34.000 --> 00:02:37.000]  你出了街,你沒有皇家可歸,你就慘了
[00:02:37.000 --> 00:02:39.000]  就是流離朗蕩人生
[00:02:39.000 --> 00:02:42.000]  所以我們信主的人,我們不是一個漂流的人生
[00:02:42.000 --> 00:02:44.000]  我們是一個回家的旅程
[00:02:44.000 --> 00:02:48.000]  我們準備回家,我們正在回家
[00:02:48.000 --> 00:02:50.000]  我們有永恆的盼望
[00:02:50.000 --> 00:02:54.000]  多想想,弟兄姊妹,神給我們的
[00:02:54.000 --> 00:02:56.000]  剛才我們敬拜的師哥
[00:02:56.000 --> 00:03:00.000]  我們一生一世,只要我們在地上,我們尋求祢的面
[00:03:00.000 --> 00:03:03.000]  主啊,祢是我的光位,祢是我的亮光
[00:03:03.000 --> 00:03:06.000]  祢是我的請求,祢是我的高台
[00:03:06.000 --> 00:03:10.000]  人生未面對很多困難
[00:03:10.000 --> 00:03:16.000]  在現在世界的動盪,你看到現在以色列
[00:03:16.000 --> 00:03:21.000]  這個巴基斯坦,你看到好像做夢一樣
[00:03:21.000 --> 00:03:23.000]  好像演戲一樣
[00:03:23.000 --> 00:03:27.000]  現在這個時候這樣,這樣打法
[00:03:27.000 --> 00:03:30.000]  你看到疫情
[00:03:30.000 --> 00:03:34.000]  現在全世界,其實真的動盪不安
[00:03:34.000 --> 00:03:36.000]  誰是我們的請求
[00:03:36.000 --> 00:03:39.000]  誰真是我們永恆的盼望呢?
[00:03:39.000 --> 00:03:42.000]  這個世界其實正在等待盼望
[00:03:42.000 --> 00:03:46.000]  這個世界正在等待主的救恩
[00:03:46.000 --> 00:03:48.000]  所以我們認識神真的有福
[00:03:48.000 --> 00:03:50.000]  我們認識神真的感謝主
[00:03:50.000 --> 00:03:52.000]  我們真是蒙恩的人
[00:03:52.000 --> 00:03:54.000]  我們竟然認識神
[00:03:54.000 --> 00:03:56.000]  我們還坐在這裡這麼安樂
[00:03:56.000 --> 00:03:58.000]  我們這麼平安地敬拜神
[00:03:58.000 --> 00:04:01.000]  神就親近我們,觸摸我們的心
[00:04:01.000 --> 00:04:03.000]  實在太好了
[00:04:03.000 --> 00:04:05.000]  雖然有時候我們可能會累
[00:04:05.000 --> 00:04:09.000]  可能狀態是寧靜的,又高高低低
[00:04:09.000 --> 00:04:11.000]  但是你不要理會這些感覺
[00:04:11.000 --> 00:04:14.000]  你應該臨主,你還存留在這裡
[00:04:14.000 --> 00:04:17.000]  我仍然愛你,我仍然要追求,學上你
[00:04:17.000 --> 00:04:20.000]  我想神的心是很滿足的
[00:04:20.000 --> 00:04:23.000]  神就是要得著我們的生命
[00:04:23.000 --> 00:04:25.000]  今天的經文
[00:04:25.000 --> 00:04:30.000]  就是以色列人離開埃及430年
[00:04:30.000 --> 00:04:35.000]  430年之後,神就從埃及大地離開維勞之家
[00:04:35.000 --> 00:04:38.000]  過了紅海,去到曠野
[00:04:38.000 --> 00:04:40.000]  準備墜落迦南地
[00:04:40.000 --> 00:04:43.000]  因為百姓,因為神的子民
[00:04:43.000 --> 00:04:46.000]  他們的不信,不信從,不信靠神
[00:04:46.000 --> 00:04:50.000]  結果他們漂流在曠野40年
[00:04:50.000 --> 00:04:53.000]  40年之後,這一天
[00:04:53.000 --> 00:04:57.000]  神就透過約書亞,第二個領袖
[00:04:57.000 --> 00:05:01.000]  摩西帶領以色列人從埃及離開去曠野
[00:05:01.000 --> 00:05:07.000]  現在約書亞就帶領埃及的子民進入迦南美地
[00:05:07.000 --> 00:05:11.000]  那個應許現在就開始,真的落實在這裡
[00:05:11.000 --> 00:05:17.000]  這班新的領袖,20歲以上的都過去了
[00:05:17.000 --> 00:05:21.000]  都離世了,他們在曠野裡面,約書亞就帶領他們
[00:05:21.000 --> 00:05:24.000]  他們進入第一個的戰場
[00:05:24.000 --> 00:05:27.000]  他們在約旦河,過了約旦河
[00:05:27.000 --> 00:05:31.000]  好像摩西帶領以色列人過紅海一樣
[00:05:31.000 --> 00:05:35.000]  好像這樣,經過那個地方,就好像洗禮一樣
[00:05:35.000 --> 00:05:37.000]  然後,國禮
[00:05:37.000 --> 00:05:39.000]  國禮就是代表他們分別為聖
[00:05:39.000 --> 00:05:42.000]  聖經說不只是肉體的國禮
[00:05:42.000 --> 00:05:44.000]  我們都沒有那個國禮
[00:05:44.000 --> 00:05:46.000]  但是聖經說真正的真義是什麼?
[00:05:46.000 --> 00:05:47.000]  心靈的國禮
[00:05:47.000 --> 00:05:49.000]  和這個世界分別為聖
[00:05:49.000 --> 00:05:53.000]  我們要脫去肉體的邪情羞辱
[00:05:53.000 --> 00:05:55.000]  我要歸為耶和圍聖
[00:05:55.000 --> 00:06:00.000]  這班子民就離開了曠野地
[00:06:00.000 --> 00:06:03.000]  過了約旦河,準備第一場戰役
[00:06:03.000 --> 00:06:05.000]  這場戰役是什麼呢?
[00:06:05.000 --> 00:06:08.000]  這場戰役就是他們要面對迦南美地
[00:06:08.000 --> 00:06:10.000]  他真的腳踏這個地方
[00:06:10.000 --> 00:06:12.000]  是神應許的地方
[00:06:12.000 --> 00:06:16.000]  我們就從這段聖經分別去分享一個方向主題
[00:06:16.000 --> 00:06:18.000]  得著應許之地
[00:06:18.000 --> 00:06:20.000]  應許之地可以說什麼呢?
[00:06:20.000 --> 00:06:23.000]  可以說,如果從以色列文來說
[00:06:23.000 --> 00:06:25.000]  他們就是迦南美地
[00:06:25.000 --> 00:06:26.000]  一個實際的地方
[00:06:26.000 --> 00:06:29.000]  從屬靈的角度就是神給我們生命的命定
[00:06:29.000 --> 00:06:32.000]  耶穌說過,祂來要我們得生命
[00:06:32.000 --> 00:06:35.000]  並且得更豐盛
[00:06:35.000 --> 00:06:37.000]  這個更豐盛不是將來
[00:06:37.000 --> 00:06:39.000]  是現在就更豐盛
[00:06:39.000 --> 00:06:41.000]  因為我們生命裏面
[00:06:41.000 --> 00:06:44.000]  我們這個歷程,祂要帶我們進入一個豐盛的裏面
[00:06:44.000 --> 00:06:45.000]  迦南美地
[00:06:45.000 --> 00:06:47.000]  祂不是一個地方
[00:06:47.000 --> 00:06:49.000]  是我們心靈裏面
[00:06:49.000 --> 00:06:51.000]  我們生命裏面進入一個光明的角度裏面
[00:06:51.000 --> 00:06:53.000]  進入一個德性的角度裏面
[00:06:53.000 --> 00:06:55.000]  進入一個豐盛的角度裏面
[00:06:55.000 --> 00:06:57.000]  我們在神的愛裏面
[00:06:57.000 --> 00:06:59.000]  我們要進入那個豐盛的生命
[00:06:59.000 --> 00:07:02.000]  即是說,現在我們就可以活出這個豐盛的生命
[00:07:02.000 --> 00:07:05.000]  我們迦南美地可以用來說
[00:07:05.000 --> 00:07:07.000]  你的命定
[00:07:07.000 --> 00:07:09.000]  即是神給你生命的命定
[00:07:09.000 --> 00:07:11.000]  就是要我們更豐盛
[00:07:11.000 --> 00:07:14.000]  那個要的崗位
[00:07:14.000 --> 00:07:18.000]  服侍的地域都不同
[00:07:18.000 --> 00:07:20.000]  但其實大家是一樣的
[00:07:20.000 --> 00:07:22.000]  就是我們心靈有一個命定
[00:07:22.000 --> 00:07:23.000]  是神給我們的
[00:07:23.000 --> 00:07:24.000]  更豐盛
[00:07:24.000 --> 00:07:25.000]  德性的人生
[00:07:25.000 --> 00:07:28.000]  我要靠著他過得性的人生
[00:07:28.000 --> 00:07:29.000]  而且要走在神的心裏面
[00:07:29.000 --> 00:07:31.000]  直到他一見神的面
[00:07:31.000 --> 00:07:33.000]  所以我們不是在這裏等死
[00:07:33.000 --> 00:07:36.000]  我們雖然不在這裏浪蕩地走
[00:07:36.000 --> 00:07:39.000]  我們是要進入豐盛的領域裏面
[00:07:39.000 --> 00:07:40.000]  就是迦南美地
[00:07:40.000 --> 00:07:42.000]  就是今天的聖經裏面說的
[00:07:42.000 --> 00:07:45.000]  以色列民要進入迦南美地
[00:07:45.000 --> 00:07:48.000]  我們讀一下今天的經文
[00:07:48.000 --> 00:07:49.000]  我給一個題目就是
[00:07:49.000 --> 00:07:51.000]  得著應去之地
[00:07:51.000 --> 00:07:52.000]  我們讀第一節
