
[00:00:00.000 --> 00:00:19.000]  我代表教會和家人向郭敬忠問好,希望你們在新的一年靈敏長進,有更高一層的進步。
[00:00:19.000 --> 00:00:29.000]  今天和大家思想的經文是《肥納比書》二章一至十一節。今天和大家分享的題目是《肥納比書》第二章一到十一節。
[00:00:29.000 --> 00:00:49.000]  我覺得也很適合今天,剛剛是新的一年的時間,我們去思想。在以後的三百多天的日子裏面,如何實現主的道理。
[00:00:49.000 --> 00:01:02.000]  在我們看這段經文之前,讓我分享一些我的生活小事。沒有看經文之前,讓我先分享一下我生活的小事。這些小事很多時候往往就是我們見證的時間。
[00:01:02.000 --> 00:01:21.000]  有沒有人喜歡去飲茶?我們一會兒就去飲茶。我很喜歡飲茶,不只是在家裏飲茶,是去茶樓飲茶。
[00:01:21.000 --> 00:01:32.000]  大家知道去年我用了八個月的時間在香港,差不多除了上班之外,天天都和我媽去飲茶。
[00:01:32.000 --> 00:01:41.000]  大家知道去年我將近有八個月時間在香港,去年之後是上班時間,我幾乎每天都和我母親去飲茶。
[00:01:41.000 --> 00:01:44.000]  我曾經試過一天飲三次茶。
[00:01:44.000 --> 00:01:46.000]  我曾經試過一天喝三次茶。
[00:01:46.000 --> 00:01:48.000]  一早才和我媽去飲茶。
[00:01:48.000 --> 00:01:50.000]  一早和我媽去飲茶。
[00:01:50.000 --> 00:01:53.000]  十一點半就約我岳父岳母去飲茶。
[00:01:53.000 --> 00:01:57.000]  十一點半就約我岳父岳母去飲茶。
[00:01:57.000 --> 00:01:58.000]  其實已經吃不下了。
[00:01:58.000 --> 00:02:00.000]  其實已經吃不下了。
[00:02:00.000 --> 00:02:05.000]  老人家,我們當然要做後輩的,就要叫一些好東西給他吃。
[00:02:05.000 --> 00:02:10.000]  作為晚輩,當然要給一些晚輩一些好吃的東西。
[00:02:10.000 --> 00:02:14.000]  一點半就約了一班同學又飲一次茶。
[00:02:14.000 --> 00:02:17.000]  一點半約同學再去飲一次茶。
[00:02:17.000 --> 00:02:20.000]  可以說是飲茶飲到驚的,去茶樓。
[00:02:20.000 --> 00:02:24.000]  就是說,他在茶樓喝茶,都已經喝下了。
[00:02:24.000 --> 00:02:27.000]  不過有幾次飲茶就使得我很不開心。
[00:02:27.000 --> 00:02:29.000]  有一次喝茶令我很不開心。
[00:02:29.000 --> 00:02:31.000]  很多時候很開心地去飲茶。
[00:02:31.000 --> 00:02:34.000]  很多時候很開心地去喝茶。
[00:02:34.000 --> 00:02:41.000]  到了門口,看到有不少的人,就知道有不少的人,
[00:02:41.000 --> 00:02:45.000]  就串謀站在茶樓門口的服務員之下。
[00:02:45.000 --> 00:02:52.000]  就是說,串謀站在茶樓前面的服務員。
[00:02:52.000 --> 00:02:56.000]  因為這些知客知道,茶樓當然有一些熟客。
[00:02:56.000 --> 00:02:59.000]  但是對每一個茶樓來講,它都有一些熟客。
[00:02:59.000 --> 00:03:02.000]  熟客的意思就是經常來飲茶吃飯那些。
[00:03:02.000 --> 00:03:07.000]  就是所謂熟客就是經常來喝茶吃飯的人。
[00:03:07.000 --> 00:03:11.000]  所以他們在不能得失這些客人的大前提之下,
[00:03:11.000 --> 00:03:14.000]  在不能得罪這些客人的前提之下,
[00:03:14.000 --> 00:03:17.000]  就任由他們打尖插隊。
[00:03:17.000 --> 00:03:19.000]  就任由他們插隊。
[00:03:19.000 --> 00:03:21.000]  我們要承認一件事。
[00:03:21.000 --> 00:03:23.000]  我們要承認一件事。
[00:03:23.000 --> 00:03:25.000]  即使在這個世界裏面,
[00:03:25.000 --> 00:03:27.000]  即使在這個世界裏面,
[00:03:27.000 --> 00:03:28.000]  每一個人,
[00:03:28.000 --> 00:03:29.000]  每一個人,
[00:03:29.000 --> 00:03:30.000]  在不同的環境裏面,
[00:03:30.000 --> 00:03:31.000]  在不同的環境裏面,
[00:03:31.000 --> 00:03:32.000]  在不同的環境裏面,
[00:03:32.000 --> 00:03:33.000]  都是因為不同的原因,
[00:03:33.000 --> 00:03:34.000]  都是因為不同的原因,
[00:03:34.000 --> 00:03:35.000]  都是因為不同的原因,
[00:03:35.000 --> 00:03:36.000]  可能給你一些特權。
[00:03:36.000 --> 00:03:37.000]  可能給你一些特權。
[00:03:37.000 --> 00:03:38.000]  可能給你一些特權。
[00:03:38.000 --> 00:03:39.000]  可能給你一些特權。
[00:03:39.000 --> 00:03:40.000]  因為這個是熟客。
[00:03:40.000 --> 00:03:41.000]  因為這個是熟客。
[00:03:41.000 --> 00:03:42.000]  這個可能是熟客。
[00:03:42.000 --> 00:03:44.000]  經常來喝茶,有光顧的。
[00:03:44.000 --> 00:03:44.000]  經常來喝茶,有光顧的。
[00:03:44.000 --> 00:03:45.000]  經常來喝茶,有光顧的。
[00:03:45.000 --> 00:03:46.000]  經常來喝茶,有光顧的。
[00:03:46.000 --> 00:03:47.000]  經常來喝茶,有光顧的。
[00:03:47.000 --> 00:03:49.000]  於是乎他就有一些特權。
[00:03:49.000 --> 00:03:50.000]  於是乎他就有一些特權。
[00:03:50.000 --> 00:03:51.000]  於是乎他就有一些特權。
[00:03:51.000 --> 00:03:53.000]  當酒樓的職員很熟絡,
[00:03:53.000 --> 00:03:54.000]  當酒樓的職員很熟絡,
[00:03:54.000 --> 00:03:55.000]  喝酒的質量非常熟悉,
[00:03:55.000 --> 00:03:56.000]  喝酒的質量非常熟悉,
[00:03:56.000 --> 00:03:57.000]  很容易就可以打尖插隊,
[00:03:57.000 --> 00:03:58.000]  很容易就可以打尖插隊,
[00:03:58.000 --> 00:03:59.000]  很容易就可以插隊,
[00:03:59.000 --> 00:04:00.000]  很容易就可以插隊,
[00:04:00.000 --> 00:04:01.000]  這些特權,
[00:04:01.000 --> 00:04:13.000]  這些特權,
[00:04:13.000 --> 00:04:14.000]  問題是我們要不要去運用這些特權呢?
[00:04:14.000 --> 00:04:16.000]  問題是我們要不要去運用這些特權呢?
[00:04:16.000 --> 00:04:17.000]  就很視乎你和我的自主思維是怎樣的。
[00:04:17.000 --> 00:04:18.000]  就很視乎你和我的自主思維是怎樣的。
[00:04:18.000 --> 00:04:19.000]  就很視乎你和我的自主思維是怎樣的。
[00:04:19.000 --> 00:04:20.000]  就很視乎你和我的自主思維是怎樣的。
[00:04:20.000 --> 00:04:21.000]  就很視乎你和我的自主思維是怎樣的。
[00:04:21.000 --> 00:04:22.000]  就很視乎你和我的自主思維是怎樣的。
[00:04:22.000 --> 00:04:23.000]  在一些特定的情況下,
[00:04:23.000 --> 00:04:24.000]  在一些特定的情況下,
[00:04:24.000 --> 00:04:25.000]  在一些特定的情況下,
[00:04:25.000 --> 00:04:26.000]  當我們得到一個特權的時候,
[00:04:26.000 --> 00:04:27.000]  當我們得到一個特權的時候,
[00:04:27.000 --> 00:04:28.000]  當我們得到一個特權的時候,
[00:04:28.000 --> 00:04:31.000]  我們會不會為了選別人,
[00:04:31.000 --> 00:04:32.000]  而為了自己得利益,
[00:04:32.000 --> 00:04:33.000]  而為了自己得利益,
[00:04:33.000 --> 00:04:34.000]  而為了自己得利益,
[00:04:34.000 --> 00:04:35.000]  而為了自己得利益,
[00:04:35.000 --> 00:04:36.000]  而我們去運用這些特權呢?
[00:04:36.000 --> 00:04:37.000]  而我們去運用這些特權呢?
[00:04:37.000 --> 00:04:38.000]  而我們去運用這些特權呢?
[00:04:38.000 --> 00:04:39.000]  而我們去運用這些特權呢?
[00:04:39.000 --> 00:04:40.000]  這也是我們今天去看肥辣比書這段聖經的主題。
[00:04:40.000 --> 00:04:41.000]  這也是我們今天去看肥辣比書的主題。
[00:04:41.000 --> 00:04:42.000]  這也是我們今天去看肥辣比書的主題。
[00:04:42.000 --> 00:04:43.000]  這也是我們今天去看肥辣比書的主題。
[00:04:43.000 --> 00:04:44.000]  這也是我們今天去看肥辣比書的主題。
[00:04:44.000 --> 00:04:45.000]  這也是我們今天去看肥辣比書的主題。
[00:04:45.000 --> 00:04:59.000]  因為在這段聖經裏面,告訴我們,縱使你有特權也好,什麽去決定你用不用這些特權呢?
[00:04:59.000 --> 00:05:14.000]  就是要透過一個合宜的思維方式,這種方式能夠幫助我們,緩縮我們自己,甚至自我限制,去運用這些特權。
[00:05:14.000 --> 00:05:20.000]  這種思維方式,就是叫逆向思維。
[00:05:20.000 --> 00:05:31.000]  以這種逆向的思維所做出來的結果,甚至可以贏得上帝的尊重和欣賞。
[00:05:31.000 --> 00:05:50.000]  甚至可以贏得上帝的尊重和欣賞。這是我們做基督徒很重要的功課,就是讓我們透過這段聖經去看,怎樣學會逆向思維,幫助我們最終贏得上帝的尊重和欣賞。
[00:05:50.000 --> 00:06:02.000]  從我們怎樣學會逆向思維,以致贏得上帝的尊重和欣賞。
[00:06:02.000 --> 00:06:20.000]  讓我們先讀第一到第四節,讓我們熟悉這段聖經講什麼,讓我們找到一通來讀,從「所以」開始。
[00:06:20.000 --> 00:06:37.000]  「愛心有什麼安慰,性命有什麼交通,心中有什麼慈悲憐憫,你們就要意念相同,愛心相同,有一樣的心思,有一樣的意念,使我的喜樂可以滿足。」
[00:06:37.000 --> 00:06:53.000]  「凡事不可鐵擋,不可貪圖虛浮的榮耀,只要存心協飛,各人看別人比自己強,各人不要參考自己的事,也要顧別人的事。」
[00:06:53.000 --> 00:07:21.000]  「能夠使神滿足的事,也能夠使神的僕人也很滿足,而神的僕人在這個地上希望我們怎樣活,才叫做讓神滿足的事。」
[00:07:21.000 --> 00:07:48.000]  「透過斯多保羅思考的一種叫逆向思維,從這裡一至第四節裏面,保羅又重覆講之前在前文第一章已經講過的事情,在第一章第十八節裏面,保羅說:我就歡喜,並且還要歡喜。」
[00:07:48.000 --> 00:07:53.000]  「在第一章第十八節裏,我就這次歡喜,還要歡喜。」
[00:07:53.000 --> 00:07:55.000]  「什麼叫做歡喜又歡喜呢?」
[00:07:55.000 --> 00:07:57.000]  「什麼歡喜還要歡喜呢?」
[00:07:57.000 --> 00:08:06.000]  「原來在我們第二章的第二節的中文和合本聖經,最後再次用同一個字眼,就是說使我的喜樂可以滿足。」
[00:08:06.000 --> 00:08:20.000]  「喜樂和前文講的歡喜又歡喜是同一個字。」
[00:08:20.000 --> 00:08:32.000]  「我將它翻譯成:讓僕人或者保羅心得安慰,心滿意足。」
[00:08:32.000 --> 00:08:35.000]  「就是保羅所謂的喜樂可以滿足的意思。」
[00:08:35.000 --> 00:08:38.000]  「就是保羅所謂的喜樂可以滿足的意思。」
[00:08:38.000 --> 00:09:04.000]  肥拉比書第二章第一至第四節,可以說是《新約聖經》裏面其中一句最長的句子,按照希臘文的字數來計算,在裏面總共有二十八個字母。
[00:09:04.000 --> 00:09:08.000]  「這二十八個字,構成了一句說話。」
[00:09:08.000 --> 00:09:09.000]  「這二十八個字構成了一句說話。」
[00:09:09.000 --> 00:09:11.000]  「只有一個主動詞而已。」
[00:09:11.000 --> 00:09:12.000]  「只有一個主動詞而已。」
[00:09:12.000 --> 00:09:17.000]  「就像我們剛剛說的,喜樂可以滿足,這個滿足的字。」
[00:09:17.000 --> 00:09:20.000]  「就使得他滿足,滿足這個詞。」
[00:09:20.000 --> 00:09:33.000]  「保羅用這麼長的字句,保羅用這麼長的字句,講可以滿足,可以叫他滿足,心裏滿是歡喜,心裏滿是歡喜。」
[00:09:33.000 --> 00:09:35.000]  「是一件什麼事啊?」
[00:09:35.000 --> 00:09:37.000]  「什麼事使得他這麼歡喜啊?」
[00:09:37.000 --> 00:09:39.000]  「什麼事使得他這麼歡喜呢?」
[00:09:39.000 --> 00:09:42.000]  「是不是保羅在這段聖經裏面?」
[00:09:42.000 --> 00:09:44.000]  「是不是保羅在這段聖經裏面?」
[00:09:44.000 --> 00:09:45.000]  「想告訴大家。」
[00:09:45.000 --> 00:09:46.000]  「想告訴大家。」
[00:09:46.000 --> 00:09:48.000]  「因為我是保羅。」
[00:09:48.000 --> 00:09:50.000]  「因為我是保羅。」
[00:09:50.000 --> 00:09:52.000]  「我做了一個著名的傳道人。」
[00:09:52.000 --> 00:09:54.000]  「我做成了一個著名的傳道人。」
[00:09:54.000 --> 00:09:55.000]  「所以我心裏滿足了。」
[00:09:55.000 --> 00:09:56.000]  「所以我心裏滿足了。」
[00:09:56.000 --> 00:09:59.000]  「是不是說保羅透過傳道的時空。」
[00:09:59.000 --> 00:10:01.000]  「是不是說保羅透過傳道的時空。」
[00:10:01.000 --> 00:10:05.000]  「反而從不同的渠道裏面,拿到很多不同的奉獻。」
[00:10:05.000 --> 00:10:07.000]  「所以從不同的渠道裏面,拿到很多不同的奉獻。」
[00:10:07.000 --> 00:10:09.000]  「所以財源滾滾來,他開心呢?」
[00:10:09.000 --> 00:10:11.000]  「所以財源滾滾來,他開心呢?」
[00:10:11.000 --> 00:10:17.000]  「還是保羅思想到,他就快可以從監獄裏面釋放出來了。」
[00:10:17.000 --> 00:10:19.000]  「還是保羅思想到,他就快可以從監獄裏面釋放出來了。」
[00:10:19.000 --> 00:10:21.000]  「所以他就很喜歡呢?」
[00:10:21.000 --> 00:10:22.000]  「所以他就很喜歡呢?」
[00:10:22.000 --> 00:10:23.000]  「不是啊。」
[00:10:23.000 --> 00:10:24.000]  「不是啊。」
[00:10:24.000 --> 00:10:28.000]  「我們仔細看看這段聖經,從頭第一節至第四節去看的時候。」
[00:10:28.000 --> 00:10:31.000]  「我們仔細看看這段聖經,從頭第一節至第四節去看的時候。」
[00:10:31.000 --> 00:10:34.000]  「原來令保羅心滿意足的事。」
[00:10:34.000 --> 00:10:35.000]  「原來令保羅心滿意足的事。」
[00:10:35.000 --> 00:10:36.000]  「是保羅心滿意足的事。」
[00:10:36.000 --> 00:10:43.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:43.000 --> 00:10:44.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:44.000 --> 00:10:45.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:45.000 --> 00:10:46.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:46.000 --> 00:10:47.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:47.000 --> 00:10:48.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:48.000 --> 00:10:58.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:58.000 --> 00:10:59.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:10:59.000 --> 00:11:00.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:00.000 --> 00:11:01.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:01.000 --> 00:11:02.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:02.000 --> 00:11:03.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:03.000 --> 00:11:04.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:04.000 --> 00:11:05.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:05.000 --> 00:11:06.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:06.000 --> 00:11:18.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:18.000 --> 00:11:19.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:19.000 --> 00:11:20.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:20.000 --> 00:11:21.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:21.000 --> 00:11:22.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:22.000 --> 00:11:23.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:23.000 --> 00:11:24.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:24.000 --> 00:11:25.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:25.000 --> 00:11:26.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:26.000 --> 00:11:39.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:39.000 --> 00:11:40.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:40.000 --> 00:11:41.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:41.000 --> 00:11:42.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:42.000 --> 00:11:43.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:43.000 --> 00:11:44.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:44.000 --> 00:11:45.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:45.000 --> 00:11:46.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:46.000 --> 00:11:47.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:11:47.000 --> 00:12:06.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:06.000 --> 00:12:20.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:20.000 --> 00:12:21.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:21.000 --> 00:12:22.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:22.000 --> 00:12:23.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:23.000 --> 00:12:24.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:24.000 --> 00:12:25.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:25.000 --> 00:12:26.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:26.000 --> 00:12:27.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:27.000 --> 00:12:28.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:28.000 --> 00:12:40.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:40.000 --> 00:12:41.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:41.000 --> 00:12:42.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:42.000 --> 00:12:43.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:43.000 --> 00:12:44.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:44.000 --> 00:12:45.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:45.000 --> 00:12:46.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:46.000 --> 00:12:47.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:47.000 --> 00:12:48.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:48.000 --> 00:12:59.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:12:59.000 --> 00:13:00.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:00.000 --> 00:13:01.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:01.000 --> 00:13:02.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:02.000 --> 00:13:03.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:03.000 --> 00:13:04.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:04.000 --> 00:13:05.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:05.000 --> 00:13:06.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:06.000 --> 00:13:07.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:07.000 --> 00:13:21.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:13:38.000 --> 00:13:50.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:14:08.000 --> 00:14:11.000]  「是教會能夠活出一個和這個一般世界的人不同樣子的生命。」
[00:14:38.000 --> 00:15:00.000]  「在基督律若有什麼渲染,愛心裡有什麼安慰,心靈有什麼交通,心中有什麼慈悲和憐憫。」
[00:15:00.000 --> 00:15:01.000]  「在基督律若有什麼渲染,愛心裡有什麼安慰,心靈有什麼交通,心中有什麼慈悲和憐憫。」
[00:15:01.000 --> 00:15:02.000]  「在基督律若有什麼渲染,愛心裡有什麼安慰,心靈有什麼交通,心中有什麼慈悲和憐憫。」
[00:15:02.000 --> 00:15:03.000]  「在基督律若有什麼渲染,愛心裡有什麼渲染,心中有什麼慈悲和憐憫。」
[00:15:03.000 --> 00:15:04.000]  「在基督律若有什麼渲染,愛心裡有什麼渲染,心中有什麼渲染。」
[00:15:04.000 --> 00:15:09.000]  在耶穌基督那邊,透過相信他,從神得到這些好處。
[00:15:09.000 --> 00:15:13.000]  相信透過耶穌基督,從神得到好處。
[00:15:13.000 --> 00:15:16.000]  我們要怎麼做呢?
[00:15:16.000 --> 00:15:21.000]  西人是怎麼做呢?西人怎麼做呢?西人在《預言聖經》告訴我們。
[00:15:21.000 --> 00:15:27.000]  第三節,他們凡事會怎麼做呢?
[00:15:27.000 --> 00:15:37.000]  凡事不妨解答:貪圖虛浮的榮耀,貪圖是我的營養。
[00:15:37.000 --> 00:15:41.000]  我翻譯得很嚴重,我翻譯得很嚴重。
[00:15:41.000 --> 00:15:44.000]  原文《聖經》這兩個字是解什麼呢?
[00:15:44.000 --> 00:15:46.000]  原文《聖經》這兩個字是解什麼呢?
[00:15:46.000 --> 00:15:52.000]  就是自私自私,和做一些掩眼的方式去騙人。
[00:15:52.000 --> 00:15:55.000]  用遮掩的方式去騙人。
[00:15:55.000 --> 00:15:58.000]  西人就是這麼做的,有什麼好處呢?
[00:15:58.000 --> 00:16:06.000]  哇,上帝給我好處啊,保持住先,不要給別人。
[00:16:06.000 --> 00:16:15.000]  弟兄姊妹都是這麼說的,有什麼愛心的安慰,不要給別人。
[00:16:15.000 --> 00:16:22.000]  自己一班人得獎就算了,自私自私。
[00:16:22.000 --> 00:16:34.000]  這個結黨原本的意思就是自私,收收藏藏,不要讓別人知道。
[00:16:34.000 --> 00:16:46.000]  西人就是這麼想的,你和我都是這麼想的,正常一個未信主的人是這樣想的。
[00:16:46.000 --> 00:16:52.000]  保羅怎麼介紹呢?你們不要這樣想,你們要怎麼樣?
[00:16:52.000 --> 00:17:06.000]  第三節沒有停下來,他說你們不要這樣做不止,要反過來去想,要全心謙卑。
[00:17:06.000 --> 00:17:21.000]  個人向別人比自己強,個人不要單顧自己的事,也要顧別人的事。
[00:17:21.000 --> 00:17:31.000]  這個世界的人不是這樣想的,為什麼要顧別人呢?
[00:17:31.000 --> 00:17:35.000]  別人有什麼好處呢?他沒有好處給我,他有什麼好處給我呢?
[00:17:35.000 --> 00:17:46.000]  為什麼對我有好處呢?每樣都講好處,沒有好處不會跟你做。
[00:17:46.000 --> 00:17:57.000]  很奇怪的,我又發現一件事,人從小學、中學、大學出來工作,都是這樣想的。
[00:17:57.000 --> 00:18:07.000]  我有一次站在這裏看著兩個小朋友在玩,有個小朋友拿著一支糖,
[00:18:07.000 --> 00:18:16.000]  然後我看到另外一個小朋友拿著一支糖,然後他問我可不可以給我分呢?
[00:18:16.000 --> 00:18:22.000]  小朋友怎麼跟他說呢?我分了給你,對我有什麼好處呢?
[00:18:22.000 --> 00:18:28.000]  哇,這樣也有,小朋友都這樣說,小朋友都這樣說。
[00:18:28.000 --> 00:18:32.000]  這裏還直接說no,no,no,no,全no你。
[00:18:32.000 --> 00:18:53.000]  保羅他叫我們做信徒不是這樣想的,反過來去想,你不要想自己,西人都是想自己,所以為什麼要selfish,自私。
[00:18:53.000 --> 00:19:14.000]  但是西人是這樣,我們不要這樣想,反過來想,想一想怎樣幫到別人,自己有些好處,在神裏面得著的,在教會裏面當然會得著的。
[00:19:14.000 --> 00:19:28.000]  在教會裏面得著的。我們怎樣可以同樣去用這個得著給其他人得著呢?首先在這裏我們講一講這個所謂逆向思維的意思是什麼。
[00:19:28.000 --> 00:19:54.000]  我這裏講一講這個思維的意思是什麼,逆向思維其實不是我們簡單來說相反想法,相反什麼都和人相反,什麼都和人相反,譬如我們見到不信主的人他們偷騙拐騙,如果不是偷騙拐騙,我們就相反我們偷騙拐騙。
[00:19:54.000 --> 00:20:16.000]  就是這麼簡單,不是這麼簡單,如果你真的持這種什麼都反不信主的人的想法呢?如果什麼都和不相信主的人相反呢?不相信主的人都吃飯,你反對不吃飯,那你就餓死了。
[00:20:16.000 --> 00:20:39.000]  你說牧師不是,我減肥,你要減肥你要駁我,西人一般人不信主都吸空氣,所以我基督徒我就不吸空氣,是不是這個意思?你沒得駁我了,不是這樣的。
[00:20:39.000 --> 00:21:02.000]  逆向思維是一種什麼思維呢?是一種幫你有全盤深思熟慮的思想模式。當我們活在一個黑白混亂的世界裏面的時候,逆向思維可以幫助我們更了解全盤的景象。
[00:21:02.000 --> 00:21:29.000]  因為我們活在一個黑白顛倒混亂的世界裏面,在這個世界裏面很多爭鬥在其中,我們不知道站在哪個位置,於是我們需要更全盤了解情況。
[00:21:29.000 --> 00:21:57.000]  不要只單向反對,或者反這種風氣,很簡單,在這個世界裏面,在這個世界裏面,同性戀很氾濫,同性戀非常氾濫,於是乎教會就有一派的人,就會有一批人,反對又反對,反對同性戀。
[00:21:57.000 --> 00:22:00.000]  反對又反對同性戀。
[00:22:00.000 --> 00:22:03.000]  在這裏我先說,我不是支持同性戀。
[00:22:03.000 --> 00:22:06.000]  在我身邊,我不支持同性戀。
[00:22:06.000 --> 00:22:10.000]  你只是反對又反對,反對又反對,是沒有什麼意義的。
[00:22:10.000 --> 00:22:13.000]  反對又反對,反對又反對,並沒有意義。
[00:22:13.000 --> 00:22:14.000]  給一條出路。
[00:22:14.000 --> 00:22:16.000]  要給一條出路。
[00:22:16.000 --> 00:22:19.000]  於是乎教會又想出第二套東西。
[00:22:19.000 --> 00:22:22.000]  有些教會想出另外一套方法。
[00:22:22.000 --> 00:22:24.000]  為了討好這個世界的人。
[00:22:24.000 --> 00:22:26.000]  為了討好這個世界的人。
[00:22:26.000 --> 00:22:29.000]  又不能夠離開教會的情況。
[00:22:29.000 --> 00:22:30.000]  又不能離開教會的情況。
[00:22:30.000 --> 00:22:35.000]  於是就出現了一派,就是這些人一批,在基督教裏面,在基督教裏面。
[00:22:35.000 --> 00:22:38.000]  我不完全反對同性戀。
