
[00:00:00.000 --> 00:00:04.100]  首先在這裏向大家送上主內的問候
[00:00:04.100 --> 00:00:12.540]  盼望大家在疫情當中有主的恩典,有主的保守,保護是同在
[00:00:12.540 --> 00:00:16.640]  無論是在座的弟兄姊妹,又或者是線上的弟兄姊妹
[00:00:16.640 --> 00:00:20.480]  願主的平安是能夠遠離同在
[00:00:20.480 --> 00:00:26.120]  今日我是揀選了一切經文
[00:00:26.120 --> 00:00:29.700]  就是馬特科欽的五章八節
[00:00:29.960 --> 00:00:32.260]  講清心的人
[00:00:32.260 --> 00:00:35.600]  我揀的主題就是清心的人
[00:00:35.600 --> 00:00:40.200]  在講讀之前,讓我們再一次同心圖告
[00:00:40.200 --> 00:00:47.120]  慈悲仰慈悟上帝,我們再一次仰望在你的恩典
[00:00:47.120 --> 00:00:48.140]  之前
[00:00:48.140 --> 00:00:53.760]  我們是很需要你的保護,你的保守看顧
[00:00:53.760 --> 00:00:58.880]  求主你是保守看顧可以浸信會的弟兄姊妹
[00:00:59.140 --> 00:01:01.960]  也保守看顧香港這個城市
[00:01:01.960 --> 00:01:04.520]  讓無論
[00:01:04.520 --> 00:01:07.840]  染了病的,又或者未染病的
[00:01:07.840 --> 00:01:11.940]  他們都有主你的保守在當中
[00:01:11.940 --> 00:01:15.780]  讓他們的家人都是能夠得著平安
[00:01:15.780 --> 00:01:18.860]  主我們要打開你的話語的時候
[00:01:18.860 --> 00:01:21.160]  求主你的令是引導我們
[00:01:21.160 --> 00:01:25.000]  我們知道當我們祈禱,主你就會作功
[00:01:25.260 --> 00:01:31.400]  主我們就在這一刻,我們求主你引導我們每一個人的心思意念
[00:01:31.400 --> 00:01:33.460]  我們對準主你
[00:01:33.460 --> 00:01:35.240]  對準主你的話語
[00:01:35.240 --> 00:01:37.540]  求主你就是這樣
[00:01:37.540 --> 00:01:39.600]  幫助我們去
[00:01:39.600 --> 00:01:43.440]  聆聽你的話語,亦都能夠活出你的話語
[00:01:43.440 --> 00:01:45.480]  多謝你聽我們的祈禱
[00:01:45.480 --> 00:01:47.780]  奉耶穌基督聖名祈禱
[00:01:47.780 --> 00:01:48.820]  阿們
[00:01:50.340 --> 00:01:56.480]  有一男一女司機駕車的時候就發生了輕微的碰撞
[00:01:56.480 --> 00:02:00.060]  起初的時候他們就互相指責
[00:02:00.060 --> 00:02:04.420]  最後他們就同意不如報警解決
[00:02:04.420 --> 00:02:08.780]  在等候那些警察來的時候
[00:02:08.780 --> 00:02:11.080]  他們就開始在這裡聊天
[00:02:11.080 --> 00:02:16.700]  就發現原來大家有很多是共同的嗜好
[00:02:16.700 --> 00:02:20.040]  於是他們就越聊越投契
[00:02:20.300 --> 00:02:21.840]  那女生就說
[00:02:21.840 --> 00:02:23.880]  現在天氣那麼冷
[00:02:23.880 --> 00:02:25.940]  無謂站在這裡
[00:02:25.940 --> 00:02:27.720]  去吹風
[00:02:27.720 --> 00:02:29.000]  不如上我的車
[00:02:29.000 --> 00:02:30.280]  我們一起
[00:02:30.280 --> 00:02:32.320]  繼續等吧
[00:02:32.320 --> 00:02:35.140]  於是男生就上了他的車
[00:02:35.140 --> 00:02:38.740]  繼續在這裡聊,亦都是聊得非常之好
[00:02:38.740 --> 00:02:41.300]  那女生就說
[00:02:41.300 --> 00:02:45.900]  我都覺得很特別,我們透過一個交通以外
[00:02:45.900 --> 00:02:48.720]  我們今天是能夠相識
[00:02:49.480 --> 00:02:50.760]  是一件很特別的事
[00:02:50.760 --> 00:02:52.800]  我這裡剛好
[00:02:52.800 --> 00:02:54.600]  就有一瓶酒
[00:02:54.600 --> 00:02:57.420]  以及有幾隻紙杯
[00:02:57.420 --> 00:02:59.980]  不如我們喝一杯
[00:02:59.980 --> 00:03:03.040]  慶祝我們的相識
[00:03:03.040 --> 00:03:05.600]  那男生就說
[00:03:05.600 --> 00:03:06.880]  都好呀
[00:03:06.880 --> 00:03:09.440]  於是就倒了兩杯酒
[00:03:09.440 --> 00:03:12.260]  那男生就一飲而盡
[00:03:12.260 --> 00:03:14.580]  喝完之後他發覺
[00:03:14.580 --> 00:03:17.640]  為甚麼那個女生沒有喝呢
[00:03:18.160 --> 00:03:20.720]  他就問為甚麼你還不喝
[00:03:20.720 --> 00:03:22.520]  那女生就說
[00:03:22.520 --> 00:03:24.040]  我還是不喝了
[00:03:24.040 --> 00:03:25.580]  等警察來好一點
[00:03:25.580 --> 00:03:30.700]  我不知道
[00:03:30.700 --> 00:03:33.260]  大家會不會覺得
[00:03:33.260 --> 00:03:34.800]  人心
[00:03:34.800 --> 00:03:36.080]  是難測的
[00:03:36.080 --> 00:03:39.400]  可能你都已經是經歷過
[00:03:39.400 --> 00:03:41.200]  這樣的人
[00:03:41.200 --> 00:03:44.020]  但是我們不要看別人
[00:03:44.020 --> 00:03:45.300]  我們看自己
[00:03:46.060 --> 00:03:48.620]  我們自己又是一個怎樣的人呢
[00:03:48.620 --> 00:03:50.660]  我不知道
[00:03:50.660 --> 00:03:52.460]  你是不是一個
[00:03:52.460 --> 00:03:54.760]  戴著面具
[00:03:54.760 --> 00:03:56.040]  做人的人
[00:03:56.040 --> 00:03:59.880]  如果你戴著面具做人
[00:03:59.880 --> 00:04:02.960]  如果你是表裡不一的話
[00:04:02.960 --> 00:04:05.520]  你以為其他人
[00:04:05.520 --> 00:04:06.800]  是不會知道
[00:04:06.800 --> 00:04:10.120]  可能其他人真的不知道
[00:04:10.120 --> 00:04:10.900]  不過
[00:04:10.900 --> 00:04:13.720]  我們信耶穌的人我們知道
[00:04:13.720 --> 00:04:16.020]  上帝是一定
[00:04:16.260 --> 00:04:17.300]  是會知道
[00:04:17.300 --> 00:04:21.900]  耶利米書的十七章
[00:04:21.900 --> 00:04:23.940]  第九和第十節
[00:04:23.940 --> 00:04:24.980]  就這樣說
[00:04:24.980 --> 00:04:28.820]  他說人心比萬物都詭詐
[00:04:28.820 --> 00:04:31.120]  是壞都極處
[00:04:31.120 --> 00:04:33.160]  誰能釋頭呢
[00:04:33.160 --> 00:04:35.220]  我耶和華
[00:04:35.220 --> 00:04:37.000]  是監察人心
[00:04:37.000 --> 00:04:39.060]  試驗人肺腑的
[00:04:39.060 --> 00:04:41.360]  要照各人所行的
[00:04:41.360 --> 00:04:42.380]  和他
[00:04:42.380 --> 00:04:44.420]  做事的結果
[00:04:44.420 --> 00:04:45.700]  報應他
[00:04:47.000 --> 00:04:50.580]  在這裡耶利米先知告訴我們
[00:04:50.580 --> 00:04:52.140]  人心
[00:04:52.140 --> 00:04:53.700]  是比萬物
[00:04:53.700 --> 00:04:54.720]  都詭詐
[00:04:54.720 --> 00:04:57.800]  但是跟著他也說
[00:04:57.800 --> 00:05:00.860]  上帝是知道人心的
[00:05:00.860 --> 00:05:02.140]  並且
[00:05:02.140 --> 00:05:05.460]  上帝是會照著人所做的
[00:05:05.460 --> 00:05:07.780]  去報應他們
[00:05:07.780 --> 00:05:11.860]  所以我們每一個人
[00:05:11.860 --> 00:05:13.660]  我們都要很小心
[00:05:13.660 --> 00:05:15.200]  很謹慎
[00:05:15.700 --> 00:05:18.260]  我們所說的我們所做的
[00:05:18.260 --> 00:05:20.560]  甚至我們所想的
[00:05:20.560 --> 00:05:24.400]  是否合乎神的心意呢
[00:05:24.400 --> 00:05:25.940]  因為最終
[00:05:25.940 --> 00:05:27.740]  神是有
[00:05:27.740 --> 00:05:28.500]  祂的
[00:05:28.500 --> 00:05:29.520]  審判
[00:05:29.520 --> 00:05:34.640]  耶穌對門徒講了八福
[00:05:34.640 --> 00:05:36.440]  都是針對
[00:05:36.440 --> 00:05:37.200]  人
[00:05:37.200 --> 00:05:38.740]  那個的內心
[00:05:38.740 --> 00:05:41.560]  而第六福所講的呢
[00:05:41.560 --> 00:05:43.100]  就是清心
[00:05:44.620 --> 00:05:46.920]  或者我們大家一起讀
[00:05:46.920 --> 00:05:48.460]  新漢語譯本的
[00:05:48.460 --> 00:05:50.760]  馬太福音五章八節
[00:05:50.760 --> 00:05:51.780]  我們一起讀
[00:05:51.780 --> 00:05:55.360]  內心純潔的人有福了
[00:05:55.360 --> 00:05:58.440]  因為他們必看見神
[00:05:58.440 --> 00:06:02.020]  今日我就和大家思想
[00:06:02.020 --> 00:06:03.300]  三個
[00:06:03.300 --> 00:06:04.080]  問題
[00:06:04.080 --> 00:06:05.360]  第一
[00:06:05.360 --> 00:06:07.660]  什麼是清心呢
[00:06:07.660 --> 00:06:08.940]  第二
[00:06:08.940 --> 00:06:10.740]  為什麼
[00:06:10.740 --> 00:06:12.020]  人
[00:06:12.020 --> 00:06:14.320]  很多人都不能夠
[00:06:14.820 --> 00:06:15.340]  清心呢
[00:06:15.340 --> 00:06:16.620]  第三
[00:06:16.620 --> 00:06:19.940]  怎樣才能夠清心呢
[00:06:19.940 --> 00:06:21.220]  所以是一個
[00:06:21.220 --> 00:06:22.760]  是what的問題
[00:06:22.760 --> 00:06:24.560]  一個是why的問題
[00:06:24.560 --> 00:06:27.620]  第三個就是一個how的問題
[00:06:27.620 --> 00:06:30.440]  第一
[00:06:30.440 --> 00:06:33.000]  什麼是清心呢
[00:06:33.000 --> 00:06:34.540]  哪些人
[00:06:34.540 --> 00:06:35.580]  才叫做
[00:06:35.580 --> 00:06:37.620]  是清心的人呢
[00:06:37.620 --> 00:06:40.940]  清心的人這個清字
[00:06:40.940 --> 00:06:43.500]  原文是有兩個意思的
[00:06:44.260 --> 00:06:46.060]  第一個意思就是
[00:06:46.060 --> 00:06:47.340]  潔淨
