
[00:00:00.000 --> 00:00:01.600]  靖姊妹大家好
[00:00:01.600 --> 00:00:06.000]  讓我們今天都能夠靠著主耶穌基督的救贖
[00:00:06.000 --> 00:00:08.200]  我們能夠愉悅死亡
[00:00:08.200 --> 00:00:09.800]  愉悅風浪
[00:00:09.800 --> 00:00:11.800]  讓我們一齊來到神的面前
[00:00:11.800 --> 00:00:13.200]  我們可以宣告
[00:00:13.200 --> 00:00:15.800]  我們靠主得勝
[00:00:15.800 --> 00:00:17.400]  靖姊妹難不難悶
[00:00:17.400 --> 00:00:18.600]  我們靠主得勝
[00:00:18.600 --> 00:00:21.400]  今天我們就要靠主得勝
[00:00:21.400 --> 00:00:24.800]  今天的訊息亦都告訴我們
[00:00:24.800 --> 00:00:28.600]  我們希望能夠從神的話語當中
[00:00:28.600 --> 00:00:31.600]  我們可以勝過一些的威嚇
[00:00:31.600 --> 00:00:34.000]  勝過一些的恐懼
[00:00:34.000 --> 00:00:35.200]  求主幫助我們
[00:00:35.200 --> 00:00:36.600]  從祂的話語當中
[00:00:36.600 --> 00:00:38.000]  我們得到力量
[00:00:38.000 --> 00:00:43.000]  我們看看今天我們講的經文是來自哪裏
[00:00:43.000 --> 00:00:44.800]  大家還記不記得
[00:00:44.800 --> 00:00:48.400]  上兩個主日是誰講道
[00:00:48.400 --> 00:00:53.600]  上兩個主日是誰講道
[00:00:53.600 --> 00:00:56.800]  上兩個主日是杜牧師講道
[00:00:56.800 --> 00:00:59.600]  記不記得講題是甚麼
[00:00:59.600 --> 00:01:02.800]  是非常態的教會
[00:01:02.800 --> 00:01:08.000]  引用的經文都是來自少路行傳第二章
[00:01:08.000 --> 00:01:11.400]  大家還記得那是一幅很美麗的圖畫
[00:01:11.400 --> 00:01:14.400]  因為我們看到靖姊妹大家真的沒有分彼此
[00:01:14.400 --> 00:01:16.000]  沒有計較
[00:01:16.000 --> 00:01:19.000]  大家都拿出來是繁物公用
[00:01:19.000 --> 00:01:20.200]  是基於愛
[00:01:20.200 --> 00:01:21.200]  不是被迫
[00:01:21.200 --> 00:01:22.200]  是基於愛
[00:01:22.200 --> 00:01:25.000]  是一幅很美麗的圖畫
[00:01:25.000 --> 00:01:27.000]  其實少路行傳裏面一直開始的時候
[00:01:27.000 --> 00:01:29.800]  發展的時候我們就見到
[00:01:29.800 --> 00:01:33.600]  當主耶穌祂離開世界的時候
[00:01:33.600 --> 00:01:34.800]  升天的時候
[00:01:34.800 --> 00:01:38.000]  祂將這個福音的棒交給門徒的時候
[00:01:38.000 --> 00:01:40.800]  我們又見到聖靈降臨
[00:01:40.800 --> 00:01:42.800]  在門徒的身上的時候
[00:01:42.800 --> 00:01:45.600]  彼得他怎樣帶著三千人信主
[00:01:45.600 --> 00:01:49.000]  後來又怎樣帶著五千人信主
[00:01:49.000 --> 00:01:52.800]  靖姊妹你見到這幅圖畫你興不興奮
[00:01:52.800 --> 00:01:54.200]  是很興奮的
[00:01:54.200 --> 00:01:55.600]  我們見到早期教會
[00:01:55.600 --> 00:02:00.600]  它的發展是很有聖靈的工作在當中
[00:02:00.600 --> 00:02:03.600]  甚至乎我們去到第六章的時候
[00:02:03.600 --> 00:02:06.400]  我們見到我們看看第六章第七節
[00:02:06.400 --> 00:02:10.000]  怎樣去形容那時候教會那種興旺的程度
[00:02:10.000 --> 00:02:11.600]  神的道興旺
[00:02:11.600 --> 00:02:12.800]  在耶路撒冷
[00:02:12.800 --> 00:02:16.200]  門徒數目加增的神當
[00:02:16.200 --> 00:02:21.000]  也有許多祭司順從這道
[00:02:21.000 --> 00:02:23.600]  原來在神的教會裏面
[00:02:23.600 --> 00:02:25.600]  不單止信耶穌的人
[00:02:25.600 --> 00:02:29.600]  三千五千多了很多的弟兄姊妹
[00:02:29.600 --> 00:02:32.400]  更加在當中有些是什麼人來的
[00:02:32.400 --> 00:02:35.200]  是猶太教的祭司
[00:02:35.200 --> 00:02:38.400]  連猶太教的祭司都信耶穌
[00:02:38.400 --> 00:02:41.400]  靖姊妹你開不開心
[00:02:41.400 --> 00:02:43.400]  當然開心
[00:02:43.400 --> 00:02:45.400]  但原來在這個時間裏面
[00:02:45.400 --> 00:02:48.200]  不是真的個個都這麼開心
[00:02:48.200 --> 00:02:50.800]  我們嘗試從另外一個角度去看的時候
[00:02:50.800 --> 00:02:54.200]  當猶太教如果真是越來越多的領袖
[00:02:54.200 --> 00:02:56.600]  祭司都信耶穌的時候
[00:02:56.600 --> 00:02:59.200]  那不就整個猶太教就沒有了
[00:02:59.200 --> 00:03:00.600]  是不是
[00:03:00.600 --> 00:03:03.400]  所以我們見到在這個時候
[00:03:03.400 --> 00:03:06.600]  門徒就開始大躁逼迫
[00:03:06.600 --> 00:03:10.400]  其實這個情況和一些穆斯林信耶穌一樣
[00:03:10.400 --> 00:03:11.600]  當他們信耶穌的時候
[00:03:11.600 --> 00:03:13.000]  他們要靜靜的信耶穌
[00:03:13.000 --> 00:03:14.800]  不可以告訴別人
[00:03:14.800 --> 00:03:18.200]  甚至乎他的家人都不可以告訴家人
[00:03:18.200 --> 00:03:22.800]  如果不是就很大件事
[00:03:22.800 --> 00:03:25.400]  所以信耶穌是開心的事
[00:03:25.400 --> 00:03:27.200]  對於我們來說
[00:03:27.200 --> 00:03:30.600]  但原來對於有些人來說是不開心的
[00:03:30.600 --> 00:03:33.600]  在當時我們見到教會一路來發展的時候
[00:03:33.600 --> 00:03:35.000]  原來那些猶太人
[00:03:35.000 --> 00:03:36.600]  有大部份的猶太人
[00:03:36.600 --> 00:03:39.400]  特別是那些猶太教的領袖
[00:03:39.400 --> 00:03:41.000]  是不開心的
[00:03:41.000 --> 00:03:42.800]  我們的祭司都信了耶穌
[00:03:42.800 --> 00:03:45.400]  這樣還得了
