
[00:00:00.000 --> 00:00:01.800]  今天分享的題目是
[00:00:01.800 --> 00:00:03.920]  「真正成長的生命」
[00:00:03.920 --> 00:00:08.480]  而我們的經文是在約翰福音三章一至十五節
[00:00:08.480 --> 00:00:13.360]  我不知道大家有沒有見過一些外表很漂亮的東西
[00:00:13.360 --> 00:00:17.120]  但是你發現裡面跟外表不太一樣
[00:00:17.120 --> 00:00:19.560]  去年我去了日本旅行
[00:00:19.560 --> 00:00:22.080]  所以買了一些富有紙
[00:00:22.080 --> 00:00:23.600]  我吃不完
[00:00:23.600 --> 00:00:26.080]  所以帶了幾個回香港
[00:00:26.080 --> 00:00:28.800]  但是回到香港的時候又不太記得吃
[00:00:28.800 --> 00:00:31.840]  所以有一次我去開雪櫃的時候就看到
[00:00:31.840 --> 00:00:35.520]  那些富有紙好像還是挺漂亮的
[00:00:35.520 --> 00:00:38.880]  但是我發現原來一切開裡面的時候
[00:00:38.880 --> 00:00:40.880]  其實已經爛掉了
[00:00:40.880 --> 00:00:44.520]  外表跟裡面已經不一樣了
[00:00:44.520 --> 00:00:47.600]  這個時候我又記得以前有一位牧師
[00:00:47.600 --> 00:00:51.080]  跟我講過一個金魚的故事
[00:00:51.080 --> 00:00:52.000]  他跟我說
[00:00:52.000 --> 00:00:56.840]  他說 Eugene 你一定要做一條有生命的金魚
[00:00:56.840 --> 00:00:58.320]  我一開始就拗頭
[00:00:58.320 --> 00:01:01.200]  究竟什麼是一條有生命的金魚呢
[00:01:01.200 --> 00:01:02.400]  他反過來問我
[00:01:02.400 --> 00:01:05.560]  他說究竟一條沒有生命的金魚是怎樣的
[00:01:05.560 --> 00:01:09.520]  你有沒有見過在魚缸裡面那些沒有生命的金魚
[00:01:09.520 --> 00:01:11.360]  我就說我沒有養過魚
[00:01:11.360 --> 00:01:13.440]  所以不太知道沒有生命的金魚是怎樣
[00:01:13.440 --> 00:01:15.520]  他說原來在一個魚缸裡面
[00:01:15.520 --> 00:01:18.520]  如果是一條沒有生命的金魚
[00:01:18.520 --> 00:01:21.040]  是會發發發的
[00:01:21.040 --> 00:01:22.520]  為什麼會發發發呢
[00:01:22.520 --> 00:01:24.600]  因為金魚缸是有水泵的
[00:01:24.600 --> 00:01:30.040]  一條死了的金魚是會被水泵吹得發發發
[00:01:30.040 --> 00:01:33.440]  他說表面上好像還是很有生命
[00:01:33.440 --> 00:01:36.200]  但是原來裡面已經死了
[00:01:36.200 --> 00:01:40.280]  所以他說 Eugene 你要做一條有生命的金魚
[00:01:40.280 --> 00:01:43.080]  那一次對於我來說很深刻
[00:01:43.080 --> 00:01:45.480]  因為其實那位牧師提醒我
[00:01:45.480 --> 00:01:49.560]  今天原來我們不只是要有外表
[00:01:49.560 --> 00:01:53.520]  我們內裡更加要表裡一致
[00:01:53.520 --> 00:01:56.000]  原來一條有生命的金魚
[00:01:56.000 --> 00:01:58.120]  會在魚缸裡面
[00:01:58.120 --> 00:02:00.360]  去遊言自得
[00:02:00.360 --> 00:02:02.360]  活動自如的
[00:02:02.360 --> 00:02:05.320]  今天是青少年的崇拜
[00:02:05.320 --> 00:02:08.920]  我不知道其實回來教會的青少年人
[00:02:08.920 --> 00:02:11.080]  為什麼會回來教會的
[00:02:11.080 --> 00:02:14.960]  可能你是家人鼓勵你回來教會的
[00:02:14.960 --> 00:02:19.920]  可能你是一些同學跟你一起帶你回教會
[00:02:19.920 --> 00:02:21.920]  或者你有朋友回來
[00:02:21.920 --> 00:02:24.640]  所以你又覺得有朋友回來我們一起回教會
[00:02:24.640 --> 00:02:26.240]  這些都是很好的
[00:02:26.240 --> 00:02:28.640]  但是當我們回來教會的時候
[00:02:28.640 --> 00:02:30.960]  我們都問自己一條問題
[00:02:30.960 --> 00:02:33.640]  其實我們回來是想怎樣的呢?
[00:02:33.640 --> 00:02:36.320]  我們回來是做什麼的呢?
[00:02:36.320 --> 00:02:41.400]  我們回來我們是否渴望我們的生命是成長的呢?
[00:02:41.400 --> 00:02:44.440]  今天很希望我們藉著約翰福音這段經文
[00:02:44.440 --> 00:02:49.400]  我們一起看我們的生命怎樣能夠經歷一個真正的成長
[00:02:49.400 --> 00:02:51.960]  當我們看約翰福音三章以先
[00:02:51.960 --> 00:02:55.680]  我們可以先看之前第二章的一些經文
[00:02:55.680 --> 00:02:57.960]  我們知道在約翰福音第二章裡面
[00:02:57.960 --> 00:03:01.600]  是說了耶穌潔淨聖殿的經文
[00:03:01.600 --> 00:03:03.240]  而當他這樣做的時候
[00:03:03.240 --> 00:03:04.520]  人們問他
[00:03:04.520 --> 00:03:07.640]  你這樣做你還顯什麼神蹟呢?
[00:03:07.640 --> 00:03:09.440]  耶穌這樣回答他說
