
[00:00:00.000 --> 00:00:03.000]  大部分教會的牧師一上到來都是第一句
[00:00:03.000 --> 00:00:04.000]  「早晨!平安!」
[00:00:04.000 --> 00:00:10.000]  大部分教會的牧師一站起來的時候
[00:00:10.000 --> 00:00:11.000]  都是說「平安!」
[00:00:11.000 --> 00:00:14.000]  沒理由牧師一上到來臺前就說
[00:00:14.000 --> 00:00:16.000]  「祝你們今天很危險!」
[00:00:16.000 --> 00:00:18.000]  我們要站起來 牧師就說
[00:00:18.000 --> 00:00:20.000]  「祝你們今天很危險!」
[00:00:20.000 --> 00:00:22.000]  「希望你家裡今天沒有安寧!」
[00:00:22.000 --> 00:00:25.000]  「希望你今天回來陪我們!」
[00:00:25.000 --> 00:00:27.000]  「希望你出門小心一點!」
[00:00:27.000 --> 00:00:29.000]  「希望你出門有些事!」
[00:00:29.000 --> 00:00:33.000]  「我們都希望平平安安地度過我們的生活!」
[00:00:33.000 --> 00:00:38.000]  「我們都是希望平平安安地度過我們的生活!」
[00:00:38.000 --> 00:00:40.000]  但今天我們繼續去看若拿書的時候
[00:00:40.000 --> 00:00:44.000]  「今天我們繼續看若拿書的時候」
[00:00:44.000 --> 00:00:48.000]  我們就看「危險危難」
[00:00:48.000 --> 00:00:52.000]  「我們就來看危險危難」
[00:00:52.000 --> 00:00:53.000]  我們很不喜歡
[00:00:53.000 --> 00:00:56.000]  「為什麼我們很不喜歡?」
[00:00:56.000 --> 00:00:59.000]  有連續兩晚都晚上睡覺打雷嗎?
[00:00:59.000 --> 00:01:08.000]  南區打得厲害嗎?
[00:01:08.000 --> 00:01:10.000]  很厲害嗎?
[00:01:10.000 --> 00:01:14.000]  不知道是南面厲害還是西面厲害?
[00:01:14.000 --> 00:01:18.000]  還是東面呢?
[00:01:18.000 --> 00:01:20.000]  我們有些電視節目是東面的
[00:01:20.000 --> 00:01:23.000]  每晚都打雷?
[00:01:27.000 --> 00:01:30.000]  原來你跟阿芝沒有說
[00:01:30.000 --> 00:01:33.000]  阿偉恩都明白?
[00:01:33.000 --> 00:01:34.000]  原來如此
[00:01:34.000 --> 00:01:36.000]  這些不用翻譯的
[00:01:36.000 --> 00:01:39.000]  昨晚有沒有打雷?
[00:01:39.000 --> 00:01:41.000]  昨晚有雷聲嗎?
[00:01:41.000 --> 00:01:43.000]  昨晚沒有吧?
[00:01:43.000 --> 00:01:45.000]  昨晚沒有吧?
[00:01:45.000 --> 00:01:51.000]  昨晚牧師就在廳裡睡覺
[00:01:51.000 --> 00:01:54.000]  昨晚牧師就在廳裡睡覺
[00:01:54.000 --> 00:01:57.000]  因為我女兒有點不舒服就跟太太睡覺
[00:01:57.000 --> 00:02:00.000]  因為牧師不舒服就跟太太睡覺
[00:02:00.000 --> 00:02:02.000]  所以今天你都看不到師母回來聚會
[00:02:02.000 --> 00:02:04.000]  所以今天師母就不讓來
[00:02:04.000 --> 00:02:06.000]  其實我挺喜歡睡廳的
[00:02:06.000 --> 00:02:11.000]  牧師其實一大早都喜歡睡廳
[00:02:11.000 --> 00:02:12.000]  首先
[00:02:12.000 --> 00:02:15.000]  我不會被師母叫醒
[00:02:15.000 --> 00:02:19.000]  很吵啊你
[00:02:19.000 --> 00:02:23.000]  因為我有鼻鼾聲
[00:02:23.000 --> 00:02:25.000]  鼻鼾鼻鼾
[00:02:25.000 --> 00:02:30.000]  鼻鼾鼻鼾
[00:02:30.000 --> 00:02:31.000]  厲害啊
[00:02:31.000 --> 00:02:32.000]  什麼來的?
[00:02:32.000 --> 00:02:34.000]  第二個原因就是
[00:02:34.000 --> 00:02:37.000]  其實我很喜歡很自由的睡覺
[00:02:37.000 --> 00:02:39.000]  因為我牧師睡的時候
[00:02:39.000 --> 00:02:41.000]  經常喊我喊
[00:02:41.000 --> 00:02:44.000]  就喜歡學自由來睡
[00:02:44.000 --> 00:02:46.000]  但是你師母在旁邊
[00:02:46.000 --> 00:02:49.000]  其實我有點拘謹的感覺
[00:02:49.000 --> 00:02:51.000]  如果有我師母在旁邊
[00:02:51.000 --> 00:02:52.000]  就有一點拘謹
[00:02:52.000 --> 00:02:53.000]  剛剛結婚的時候
[00:02:53.000 --> 00:02:55.000]  很渴望每一晚都抱著她睡
[00:02:55.000 --> 00:02:57.000]  剛剛結婚的時候
[00:02:57.000 --> 00:02:58.000]  學習了摩擦
[00:02:58.000 --> 00:03:00.000]  要睡的時候抱著她
[00:03:00.000 --> 00:03:01.000]  原來抱著她是睡不著的
[00:03:01.000 --> 00:03:04.000]  摩擦裡面是陪伴著的
[00:03:04.000 --> 00:03:07.000]  大家不要想太多
[00:03:07.000 --> 00:03:10.000]  那我昨晚很舒服
[00:03:10.000 --> 00:03:12.000]  在廳裡很自在的睡在地上
[00:03:12.000 --> 00:03:14.000]  昨晚自己就聽到
[00:03:14.000 --> 00:03:17.000]  我要學舒服學自在的
[00:03:17.000 --> 00:03:18.000]  睡覺很吵
[00:03:18.000 --> 00:03:20.000]  突然間學習
[00:03:20.000 --> 00:03:22.000]  很大力扔東西的聲音
[00:03:22.000 --> 00:03:23.000]  聽到學習之後
[00:03:23.000 --> 00:03:25.000]  突然間的聲音
[00:03:25.000 --> 00:03:26.000]  關門的聲音
[00:03:26.000 --> 00:03:27.000]  關門的聲音
[00:03:27.000 --> 00:03:29.000]  粗口的聲音
[00:03:29.000 --> 00:03:30.000]  我聽到很吵
[00:03:30.000 --> 00:03:33.000]  很清楚是我們的鄰舍
[00:03:33.000 --> 00:03:38.000]  一個可能是父親和一個女兒吵架
[00:03:38.000 --> 00:03:39.000]  很清楚就聽到
[00:03:39.000 --> 00:03:42.000]  可能是隔壁有人在吵
[00:03:42.000 --> 00:03:43.000]  吵了很久
[00:03:43.000 --> 00:03:45.000]  這樣吵完就學習了
[00:03:45.000 --> 00:03:47.000]  我有一個衝動想起來
[00:03:47.000 --> 00:03:49.000]  牧師做的衝動想起來
[00:03:49.000 --> 00:03:50.000]  想做兩件事
[00:03:50.000 --> 00:03:51.000]  做兩件事
[00:03:51.000 --> 00:03:52.000]  打開槍
[00:03:52.000 --> 00:03:55.000]  開槍
[00:03:55.000 --> 00:03:58.000]  你也考慮報警
[00:03:58.000 --> 00:03:59.000]  也考慮報警
[00:03:59.000 --> 00:04:02.000]  報警其實很誠實地跟你說
[00:04:02.000 --> 00:04:04.000]  很誠實地跟你說報警
[00:04:04.000 --> 00:04:06.000]  不是擔心他的安危
[00:04:06.000 --> 00:04:08.000]  不是擔心他的安危
[00:04:08.000 --> 00:04:10.000]  是我覺得很煩擾
[00:04:10.000 --> 00:04:12.000]  自己自己去找個學房
[00:04:12.000 --> 00:04:14.000]  那我祈禱了
[00:04:14.000 --> 00:04:16.000]  自己去祈禱了
[00:04:16.000 --> 00:04:18.000]  主耶穌我今早要廣告
[00:04:18.000 --> 00:04:20.000]  主耶穌我今早要廣告
[00:04:20.000 --> 00:04:22.000]  我今日要回來侍奉神
[00:04:22.000 --> 00:04:24.000]  我今日要回來侍奉神
[00:04:24.000 --> 00:04:26.000]  讓我有個好睡
[00:04:26.000 --> 00:04:27.000]  讓我有個好睡
[00:04:27.000 --> 00:04:29.000]  祂說很不值
[00:04:29.000 --> 00:04:31.000]  上帝當然不應運我好過
[00:04:31.000 --> 00:04:32.000]  這麼自私
[00:04:32.000 --> 00:04:34.000]  上帝還有不聽牧師的叩叩
[00:04:34.000 --> 00:04:35.000]  這麼自私
[00:04:35.000 --> 00:04:37.000]  當我準備要起身
[00:04:37.000 --> 00:04:38.000]  打叩叩
[00:04:38.000 --> 00:04:41.000]  當我準備要起來報警的時候
[00:04:41.000 --> 00:04:44.000]  在那個時候就有很大聲的門聲
[00:04:44.000 --> 00:04:47.000]  在那個時候就聽到很大聲的門聲
[00:04:47.000 --> 00:04:48.000]  靜了
[00:04:48.000 --> 00:04:51.000]  靜了
[00:04:51.000 --> 00:04:54.000]  當然我不知道這個家庭發生什麼事
[00:04:54.000 --> 00:04:57.000]  當然不知道這個家庭發生什麼事
[00:04:57.000 --> 00:05:01.000]  當我離開了那個睡不著的煩惱之後
[00:05:01.000 --> 00:05:04.000]  當我離開了那個睡不著的煩惱之後
[00:05:04.000 --> 00:05:06.000]  我又不是很喜歡自己
[00:05:06.000 --> 00:05:11.000]  不知你會不會明白呢
[00:05:11.000 --> 00:05:13.000]  不知你會不會明白呢
[00:05:13.000 --> 00:05:15.000]  你只是只顧著自己睡覺
[00:05:15.000 --> 00:05:18.000]  你只是只顧著自己睡覺
[00:05:18.000 --> 00:05:21.000]  你不是應該擔心別人家裡有沒有危險嗎
[00:05:21.000 --> 00:05:24.000]  你不是應該擔心別人家裡有沒有危險嗎
[00:05:24.000 --> 00:05:27.000]  原來你只是想警察去叫他們不要吵嗎
[00:05:27.000 --> 00:05:31.000]  原來你只是想警察去叫他們不要吵嗎
[00:05:31.000 --> 00:05:33.000]  在一些煩擾和危難的時候
[00:05:33.000 --> 00:05:35.000]  我們都想和他們保持距離
[00:05:35.000 --> 00:05:38.000]  在一些煩擾和危難的時候
[00:05:38.000 --> 00:05:41.000]  我們都想和他們保持距離
[00:05:41.000 --> 00:05:43.000]  我們都很想平平安安
[00:05:43.000 --> 00:05:45.000]  我們都很想平平安安
[00:05:45.000 --> 00:05:47.000]  過去兩次的廣告
[00:05:47.000 --> 00:05:51.000]  我們看過若拿書的第一章和第三章
[00:05:51.000 --> 00:05:52.000]  過去兩次的廣告
[00:05:52.000 --> 00:05:56.000]  我們看過若拿書的第一章和第三章
[00:05:56.000 --> 00:06:00.000]  我們刻意地先將第二章跳走
[00:06:00.000 --> 00:06:03.000]  我們刻意地先將第二章跳走
[00:06:03.000 --> 00:06:04.000]  因為上次我解釋過了
[00:06:04.000 --> 00:06:06.000]  第一章和第三章
[00:06:06.000 --> 00:06:11.000]  好比一套劇裡面兩個不同的對照
[00:06:11.000 --> 00:06:18.000]  好比一套劇裡面兩個不同的對照
[00:06:18.000 --> 00:06:22.000]  第一章上帝叫若拿去東他走去西
[00:06:22.000 --> 00:06:26.000]  第一章上帝叫若拿去東他走去西
[00:06:26.000 --> 00:06:28.000]  他知道他得罪上帝
[00:06:28.000 --> 00:06:30.000]  但是採取一個很放棄的狀態
[00:06:30.000 --> 00:06:32.000]  他知道他得罪上帝
[00:06:32.000 --> 00:06:35.000]  但是他採取一個很放棄的狀態
[00:06:35.000 --> 00:06:37.000]  即使他坐的船非常不穩定
[00:06:37.000 --> 00:06:40.000]  他都漠視他的危機
[00:06:40.000 --> 00:06:42.000]  即使他坐的船非常不穩定
[00:06:42.000 --> 00:06:45.000]  但他都漠視他的危機
[00:06:45.000 --> 00:06:48.000]  他覺得他遠離上帝的指示
[00:06:48.000 --> 00:06:50.000]  沒得救了就算了吧
[00:06:50.000 --> 00:06:53.000]  他覺得因為自己欺騙上帝
[00:06:53.000 --> 00:06:55.000]  所以自己無可救藥就退出了
[00:06:55.000 --> 00:06:58.000]  其實某程度上都是和危機保持距離
[00:06:58.000 --> 00:07:02.000]  沒聽到自己的危機保持距離
[00:07:02.000 --> 00:07:04.000]  就像牧師將要交功課了
[00:07:04.000 --> 00:07:07.000]  就像牧師將要交功課了
[00:07:07.000 --> 00:07:09.000]  日子日日日逼近了
