
[00:00:00.000 --> 00:00:02.020]  作為基督徒
[00:00:02.020 --> 00:00:06.860]  禱告、讀經就是我們的呼吸
[00:00:06.860 --> 00:00:11.300]  禱告是呼 讀經是吸
[00:00:11.300 --> 00:00:14.280]  我們不能夠只呼不吸
[00:00:14.280 --> 00:00:18.820]  又或者不能夠只吸不呼
[00:00:18.820 --> 00:00:21.780]  更加不可以不吸不呼
[00:00:21.780 --> 00:00:25.700]  正如呼吸直接影響人的生命
[00:00:25.700 --> 00:00:32.020]  禱告、讀經也直接影響我們的屬靈生命
[00:00:32.020 --> 00:00:36.580]  Thomas Watson說了一句話很有意思
[00:00:36.580 --> 00:00:40.220]  他說禱告是開啟天國的約時
[00:00:40.220 --> 00:00:44.460]  信心是轉動約時的手
[00:00:44.460 --> 00:00:47.180]  我們禱告的時候
[00:00:47.180 --> 00:00:52.540]  我們有信心神會作供嗎?
[00:00:52.540 --> 00:00:56.640]  已唱下書六十五章二十四節
[00:00:56.640 --> 00:00:59.660]  他門尚未求高我就應允
[00:00:59.660 --> 00:01:03.900]  正說話的時候我就垂聽
[00:01:03.900 --> 00:01:09.500]  而馬帝福音六章八節
[00:01:09.500 --> 00:01:12.300]  因為你們沒有祈求以先
[00:01:12.300 --> 00:01:16.860]  你們所需用的 你們的庫早已知道了
[00:01:16.860 --> 00:01:18.940]  讀完這兩節聖經
[00:01:18.940 --> 00:01:20.940]  我們或者會問
[00:01:20.940 --> 00:01:24.760]  神既然什麼都早已知道
[00:01:24.760 --> 00:01:27.240]  我們禱告的時候
[00:01:27.240 --> 00:01:29.500]  豈不是可以這樣說
[00:01:29.500 --> 00:01:33.300]  親愛的天父 你知道的了
[00:01:33.300 --> 00:01:37.420]  奉主名叩 阿們
[00:01:37.420 --> 00:01:40.860]  為什麼又要我們禱告呢?
[00:01:40.860 --> 00:01:42.460]  過去幾個星期
[00:01:42.460 --> 00:01:45.860]  我們透過信心的禱告
[00:01:45.860 --> 00:01:48.060]  感恩的禱告
[00:01:48.060 --> 00:01:50.540]  未蒙英韻的禱告
[00:01:50.540 --> 00:01:52.820]  蒙英韻的禱告
[00:01:52.820 --> 00:01:55.300]  寧靜的禱告
[00:01:55.300 --> 00:01:58.980]  我們學習到嗎?
[00:01:58.980 --> 00:02:01.620]  在馬帝福音六章九到十三節
[00:02:01.620 --> 00:02:04.620]  以及路加福音十一章二到四節
[00:02:04.620 --> 00:02:06.860]  有兩段類似的記載
[00:02:06.860 --> 00:02:09.500]  就是主教導門徒
[00:02:09.500 --> 00:02:12.300]  禱告要用的說話
[00:02:12.300 --> 00:02:14.380]  是我們所熟悉的
[00:02:14.380 --> 00:02:17.900]  也是我們所要好好學習的
[00:02:17.900 --> 00:02:22.540]  我們通常稱之為主討問
[00:02:22.540 --> 00:02:25.140]  這一篇寶貴的討問
[00:02:25.140 --> 00:02:29.340]  有人不贊成叫它做主討問
[00:02:29.340 --> 00:02:34.100]  因為怕人誤會是主的禱告文
[00:02:34.100 --> 00:02:37.820]  所以改稱它為公討問
[00:02:37.820 --> 00:02:42.860]  但是公討問同樣的都會引起人的誤會
[00:02:42.860 --> 00:02:45.420]  以為只是在公眾禱告的時候
[00:02:45.420 --> 00:02:47.660]  才能夠背誦的討問
[00:02:47.660 --> 00:02:50.740]  所以又有人特別聲明
[00:02:50.740 --> 00:02:53.860]  叫它做門徒的討問
[00:02:53.860 --> 00:02:55.140]  而事實上
[00:02:55.140 --> 00:03:01.020]  這個是主給我們討告的一個模範
[00:03:01.020 --> 00:03:03.100]  無論是公討或者私討
[00:03:03.100 --> 00:03:06.500]  都應該去學習去應用
[00:03:06.500 --> 00:03:07.900]  因此我在這裡
[00:03:07.900 --> 00:03:12.980]  我仍然沿用主討問這個名稱
[00:03:12.980 --> 00:03:15.820]  主教導我們的這篇討問
[00:03:15.820 --> 00:03:17.460]  含義深遠
[00:03:17.460 --> 00:03:19.220]  結構完整
[00:03:19.220 --> 00:03:23.540]  其中的語句排列的次序
[00:03:23.540 --> 00:03:28.220]  也是我們討告應有的次序
[00:03:28.220 --> 00:03:30.420]  主討問的內容
[00:03:30.420 --> 00:03:35.420]  明顯是由一個稱呼
[00:03:35.420 --> 00:03:38.100]  加三個願望
[00:03:38.100 --> 00:03:40.980]  加三個祈求
[00:03:40.980 --> 00:03:45.500]  加一個重贊所組成
[00:03:45.500 --> 00:03:48.140]  主討問一共有九句
[00:03:48.140 --> 00:03:50.100]  第一句是開端
[00:03:50.100 --> 00:03:51.540]  一個稱呼
[00:03:51.540 --> 00:03:56.060]  我們在天上的乎
[00:03:56.060 --> 00:03:58.180]  第二到第四句
[00:03:58.180 --> 00:04:00.220]  是三個願望
[00:04:00.220 --> 00:04:02.700]  願人都尊你的名為聖
[00:04:02.700 --> 00:04:04.940]  願你的國降臨
[00:04:04.940 --> 00:04:07.420]  願你的旨意行在地上
[00:04:07.420 --> 00:04:11.700]  如同行在天上
[00:04:11.700 --> 00:04:14.500]  第五到第八句
[00:04:14.500 --> 00:04:16.900]  是三個祈求
[00:04:16.900 --> 00:04:18.420]  我們日用的飲食
[00:04:18.420 --> 00:04:20.300]  今日賜給我們
[00:04:20.300 --> 00:04:21.500]  免我們的債
[00:04:21.500 --> 00:04:23.620]  如同我們免要人的債
[00:04:23.620 --> 00:04:25.540]  不叫我們遇見私貪
[00:04:25.540 --> 00:04:29.780]  救我們脫離兇惡
[00:04:29.780 --> 00:04:32.260]  第九句是一個重贊
[00:04:32.260 --> 00:04:34.020]  是總結
[00:04:34.020 --> 00:04:37.300]  因為國度權並榮耀全是你的
[00:04:37.300 --> 00:04:40.660]  直到永遠衙門
[00:04:40.660 --> 00:04:43.980]  主討問提醒我們這個討告的次序
[00:04:43.980 --> 00:04:45.900]  是先為神
[00:04:45.900 --> 00:04:48.780]  然後為自己
[00:04:48.780 --> 00:04:50.580]  舊約裡面的十誡
[00:04:50.580 --> 00:04:53.020]  也是同樣的次序
[00:04:53.020 --> 00:04:55.540]  頭四誡是對神
[00:04:55.540 --> 00:05:00.940]  後六誡才是對人
[00:05:00.940 --> 00:05:04.100]  所以你們討告要這樣說
[00:05:04.100 --> 00:05:06.220]  我們都知道榜樣
[00:05:06.220 --> 00:05:09.260]  是很有果效的教學方法
[00:05:09.260 --> 00:05:11.580]  耶穌呼召門徒跟隨
[00:05:11.580 --> 00:05:15.660]  跟他們一起生活就是這個意思
[00:05:15.660 --> 00:05:19.260]  轉而耶穌這位我們屬天的導師
[00:05:19.260 --> 00:05:21.740]  最體恤我們的軟弱
[00:05:21.740 --> 00:05:24.300]  因此連親近神的時候
[00:05:24.300 --> 00:05:28.100]  我們應該怎樣的方式說話
[00:05:28.100 --> 00:05:31.260]  都已經告訴我們了
[00:05:31.260 --> 00:05:34.460]  這段討聞的討告模式十分簡單
[00:05:34.460 --> 00:05:37.060]  連小孩子都會
[00:05:37.060 --> 00:05:37.940]  但是同樣的
[00:05:37.940 --> 00:05:39.900]  它也是何等的封聖
[00:05:39.900 --> 00:05:44.700]  能夠帶給我們神一切的賞賜
[00:05:44.700 --> 00:05:47.460]  它是所有討告的模範
[00:05:47.460 --> 00:05:50.380]  而這個討聞本身的每一句
[00:05:50.380 --> 00:05:53.860]  都成為我們心靈最深處
[00:05:53.860 --> 00:05:57.420]  對神的討告
[00:05:57.420 --> 00:06:00.860]  所以你們討告要這樣說
[00:06:00.860 --> 00:06:02.460]  主耶穌並沒有意思
[00:06:02.460 --> 00:06:04.060]  要我們每一次的討告
[00:06:04.060 --> 00:06:08.500]  都隻字不漏地照章背誦
[00:06:08.500 --> 00:06:10.100]  他也沒有意思
[00:06:10.100 --> 00:06:12.780]  要我們在念主討聞的時候
[00:06:12.780 --> 00:06:17.740]  要口若懸河 隻字不漏
[00:06:17.740 --> 00:06:20.140]  跟使徒信經一樣
[00:06:20.140 --> 00:06:23.220]  主討聞是我們很多人
[00:06:23.220 --> 00:06:26.660]  從小時候都開始學習背誦的
[00:06:26.660 --> 00:06:30.220]  所以信口就可以背出來
[00:06:30.220 --> 00:06:35.580]  甚至我們沒有再思索其中的意思
[00:06:35.580 --> 00:06:39.220]  而危險也就在這裡
[00:06:39.220 --> 00:06:43.420]  因為我們背得太順口的關係
[00:06:43.420 --> 00:06:51.460]  往往就讓我們變成了有口無心
[00:06:51.460 --> 00:06:53.100]  這一點我很清楚
[00:06:53.100 --> 00:06:56.100]  我以前是天主教背景的
[00:06:56.100 --> 00:06:57.340]  在辦告解之後
[00:06:57.340 --> 00:06:59.780]  我們通常都要背誦天主經
[00:06:59.780 --> 00:07:02.820]  聖母經或者上等通悔經等等
[00:07:02.820 --> 00:07:06.940]  很多次是作為補償 作為補償
[00:07:06.940 --> 00:07:09.380]  作為贖罪的意思
[00:07:09.380 --> 00:07:14.420]  念口黃也是我的強項之一
[00:07:14.420 --> 00:07:19.300]  認真是自欺欺臣
[00:07:19.300 --> 00:07:23.820]  主討聞提醒我們討告的原則
[00:07:23.820 --> 00:07:29.100]  主在教導門徒這篇討聞之前
[00:07:29.100 --> 00:07:32.180]  在《馬大夫音》六章五到七節那裡
[00:07:32.180 --> 00:07:34.180]  他告誡門徒
[00:07:34.180 --> 00:07:37.860]  不可以像那些假冒為善的人
[00:07:37.860 --> 00:07:39.780]  他們喜歡站在會堂上
[00:07:39.780 --> 00:07:43.580]  又或者十字路口上去討告
[00:07:43.580 --> 00:07:46.260]  故意要讓人看到
[00:07:46.260 --> 00:07:48.780]  也不要像外邦人
[00:07:48.780 --> 00:07:51.860]  用很多重複的說話
[00:07:51.860 --> 00:07:54.420]  他們以為說話說多了
[00:07:54.420 --> 00:07:58.100]  就一定得夢誰聽
[00:07:58.100 --> 00:08:02.500]  這裡告訴我們一個討告的原則
[00:08:02.500 --> 00:08:06.620]  是要做一個討告的人
[00:08:06.620 --> 00:08:08.620]  正確一些的說法
[00:08:08.620 --> 00:08:13.540]  要做一個在神面前討告的人
[00:08:13.540 --> 00:08:18.940]  而不是做一個在人面前討告的人
[00:08:18.940 --> 00:08:21.100]  所以如果你說
[00:08:21.100 --> 00:08:22.500]  是啦 是啦
[00:08:22.500 --> 00:08:23.700]  所以呢
[00:08:23.700 --> 00:08:26.300]  我就不參加教會的祈禱會
[00:08:26.300 --> 00:08:31.100]  因為我不需要在人面前去討告
[00:08:31.100 --> 00:08:33.140]  這一點我明白
[00:08:33.140 --> 00:08:34.540]  問題是
[00:08:34.540 --> 00:08:35.620]  第一
[00:08:35.620 --> 00:08:37.500]  在祈禱會裡面
[00:08:37.500 --> 00:08:41.820]  我們仍然是在神面前討告
[00:08:41.820 --> 00:08:42.660]  第二
[00:08:42.660 --> 00:08:44.580]  在司祷裡面
[00:08:44.580 --> 00:08:45.900]  你有沒有
[00:08:45.900 --> 00:08:47.740]  又或者有多少
[00:08:47.740 --> 00:08:49.740]  真是為教會
[00:08:49.740 --> 00:08:54.020]  為弟兄姊妹而討告呢
[00:08:54.020 --> 00:08:56.860]  所以不要再找藉口了
[00:08:56.860 --> 00:09:00.540]  聖經裡面說得很明白
[00:09:00.540 --> 00:09:03.860]  那些心裡面隱藏罪惡
