
[00:00:00.000 --> 00:00:02.000]  剛剛大家都見證過
[00:00:02.000 --> 00:00:04.000]  有五位弟兄姊妹
[00:00:04.000 --> 00:00:06.000]  公開的表明
[00:00:06.000 --> 00:00:08.000]  願意跟從耶穌
[00:00:08.000 --> 00:00:10.000]  與祂同死
[00:00:10.000 --> 00:00:12.000]  同埋葬
[00:00:12.000 --> 00:00:14.000]  同復活
[00:00:14.000 --> 00:00:20.000]  這個禮儀不只是為他們五個
[00:00:20.000 --> 00:00:22.000]  這個禮儀也是為大家
[00:00:22.000 --> 00:00:26.000]  讓大家再一次
[00:00:26.000 --> 00:00:28.000]  去見證別人
[00:00:30.000 --> 00:00:32.000]  一個人生重要的決定
[00:00:32.000 --> 00:00:34.000]  公開表達出來
[00:00:34.000 --> 00:00:36.000]  你們又是否一樣
[00:00:36.000 --> 00:00:38.000]  同樣的
[00:00:38.000 --> 00:00:40.000]  願意跟從耶穌
[00:00:40.000 --> 00:00:42.000]  與祂同死
[00:00:42.000 --> 00:00:44.000]  同埋葬
[00:00:44.000 --> 00:00:46.000]  同復活呢
[00:00:46.000 --> 00:00:48.000]  如果大家今天
[00:00:48.000 --> 00:00:50.000]  觀察力強的話
[00:00:50.000 --> 00:00:52.000]  進到輔堂
[00:00:52.000 --> 00:00:54.000]  你見到多了一樣東西
[00:00:54.000 --> 00:00:56.000]  有些人見到
[00:00:56.000 --> 00:00:58.000]  有些人見不到
[00:00:58.000 --> 00:01:00.000]  但這次不是純眼見到
[00:01:00.000 --> 00:01:02.000]  要你摟一摟
[00:01:02.000 --> 00:01:04.000]  才能摟到
[00:01:04.000 --> 00:01:06.000]  在圖書館旁邊的角落
[00:01:06.000 --> 00:01:08.000]  樹立了另一個
[00:01:08.000 --> 00:01:10.000]  古舊的十架
[00:01:10.000 --> 00:01:12.000]  因為放在四樓天台會凹過
[00:01:12.000 --> 00:01:14.000]  所以有少少青苔味
[00:01:14.000 --> 00:01:18.000]  上面釘了很多個紙條
[00:01:18.000 --> 00:01:22.000]  就在壽婦節禮拜五的時候
[00:01:22.000 --> 00:01:24.000]  一班弟兄姊妹
[00:01:24.000 --> 00:01:26.000]  去默想
[00:01:26.000 --> 00:01:28.000]  十架上面路家
[00:01:28.000 --> 00:01:30.000]  所記載的三句說話之後
[00:01:30.000 --> 00:01:32.000]  亦都用行動
[00:01:32.000 --> 00:01:34.000]  來表達了一個訊息
[00:01:34.000 --> 00:01:36.000]  就是願意將自己
[00:01:36.000 --> 00:01:38.000]  再一次釘死
[00:01:38.000 --> 00:01:40.000]  在十字架上面
[00:01:40.000 --> 00:01:42.000]  表達
[00:01:42.000 --> 00:01:44.000]  那份知道
[00:01:44.000 --> 00:01:46.000]  神透過苦難
[00:01:46.000 --> 00:01:48.000]  耶穌基督的苦難
[00:01:48.000 --> 00:01:50.000]  去得勝這個世界
[00:01:50.000 --> 00:01:52.000]  得勝
[00:01:52.000 --> 00:01:54.000]  這個世界所帶來
[00:01:54.000 --> 00:01:56.000]  被我們扭曲的思想
[00:01:56.000 --> 00:01:58.000]  得勝
[00:01:58.000 --> 00:02:00.000]  我們在過往世界裡沾染了
[00:02:00.000 --> 00:02:02.000]  或者在我們人生的經歷裡
[00:02:02.000 --> 00:02:04.000]  積存了很多的拒絕
[00:02:04.000 --> 00:02:06.000]  很多的傷害
[00:02:06.000 --> 00:02:08.000]  的老我
[00:02:08.000 --> 00:02:10.000]  交給神去處理
[00:02:10.000 --> 00:02:12.000]  以致我們今天再活著的時候
[00:02:12.000 --> 00:02:14.000]  不是自己活著
[00:02:14.000 --> 00:02:16.000]  乃是基督在我們裡面活著
[00:02:16.000 --> 00:02:18.000]  我們的人生
[00:02:18.000 --> 00:02:20.000]  我們的生命
[00:02:20.000 --> 00:02:22.000]  是應該這樣生活
[00:02:22.000 --> 00:02:24.000]  我們的信仰
[00:02:24.000 --> 00:02:26.000]  不是帶給我們
[00:02:26.000 --> 00:02:28.000]  像黃大仙式的
[00:02:28.000 --> 00:02:30.000]  很多物質的那種賦予
[00:02:30.000 --> 00:02:32.000]  說真句
[00:02:32.000 --> 00:02:34.000]  根據學術研究
[00:02:34.000 --> 00:02:36.000]  新教思想
[00:02:36.000 --> 00:02:38.000]  是很容易幫助人
[00:02:38.000 --> 00:02:40.000]  積存這個
[00:02:40.000 --> 00:02:42.000]  自才
[00:02:42.000 --> 00:02:44.000]  以致能夠自負
[00:02:44.000 --> 00:02:46.000]  甚至
[00:02:46.000 --> 00:02:48.000]  你看到很多很多人
[00:02:48.000 --> 00:02:50.000]  信了耶穌之後
[00:02:50.000 --> 00:02:52.000]  在不同的社會階層裡
[00:02:52.000 --> 00:02:54.000]  向上可以有好的發展
[00:02:54.000 --> 00:02:56.000]  但這個都不是
[00:02:56.000 --> 00:02:58.000]  我們的信仰的目標
[00:02:58.000 --> 00:03:00.000]  這是我們信仰的副產品
[00:03:00.000 --> 00:03:08.000]  但是這個行動
[00:03:08.000 --> 00:03:10.000]  釘自己
[00:03:10.000 --> 00:03:12.000]  上十字架
[00:03:12.000 --> 00:03:14.000]  可以純粹是一個禮儀
[00:03:14.000 --> 00:03:16.000]  一種形式上的表達
[00:03:16.000 --> 00:03:18.000]  也可以是
[00:03:18.000 --> 00:03:20.000]  真正生命的反思
[00:03:20.000 --> 00:03:22.000]  和落實
[00:03:22.000 --> 00:03:24.000]  願意開始重新
[00:03:24.000 --> 00:03:26.000]  不斷每一天
