
[00:00:00.000 --> 00:00:02.120]  今天如果大家看outline的時候
[00:00:02.120 --> 00:00:04.200]  你會看到我們開始一個新的講道系列
[00:00:04.200 --> 00:00:06.200]  就叫另類社羣
[00:00:06.200 --> 00:00:08.200]  如果你教會久的話
[00:00:08.200 --> 00:00:10.200]  你也猜到其實我們想講些什麼
[00:00:10.200 --> 00:00:12.200]  想講教會
[00:00:12.200 --> 00:00:14.200]  教會在很多人的眼光當中
[00:00:14.200 --> 00:00:16.200]  是一個另類社羣
[00:00:16.200 --> 00:00:18.200]  但是另類成怎樣呢?
[00:00:18.200 --> 00:00:20.200]  我們看一個視頻
[00:00:30.000 --> 00:00:57.000]  (看視頻)
[00:00:57.000 --> 00:01:23.000]  (看視頻)
[00:01:23.000 --> 00:01:52.000]  (看視頻)
[00:01:52.000 --> 00:01:54.000]  (看視頻)
[00:01:54.000 --> 00:01:56.000]  昨天當我在國語崇拜
[00:01:56.000 --> 00:01:58.000]  和大家分享這個視頻講完道之後
[00:01:58.000 --> 00:02:00.000]  這個弟兄說:牧師,真的假的?
[00:02:00.000 --> 00:02:03.000]  你小心哦,網上有很多流料
[00:02:03.000 --> 00:02:05.000]  可能不是真的新聞來的
[00:02:05.000 --> 00:02:07.000]  嚇我一跳,其實呢
[00:02:07.000 --> 00:02:09.000]  我做了很多研究
[00:02:09.000 --> 00:02:12.000]  真的是去年十月的時候
[00:02:12.000 --> 00:02:14.000]  在Fort Hood,Texas裏面
[00:02:14.000 --> 00:02:17.000]  其中一個presentation是給那些Army Reserve
[00:02:17.000 --> 00:02:20.000]  其中一個slide
[00:02:20.000 --> 00:02:22.000]  我整個slide下載了
[00:02:22.000 --> 00:02:24.000]  其中一個slide
[00:02:24.000 --> 00:02:26.000]  你看看的時候
[00:02:26.000 --> 00:02:28.000]  你會發現
[00:02:28.000 --> 00:02:30.000]  Evangelical Christian Entity
[00:02:30.000 --> 00:02:32.000]  萌萌的
[00:02:32.000 --> 00:02:35.000]  US and Christian
[00:02:35.000 --> 00:02:38.000]  在這個所謂的宗教的
[00:02:38.000 --> 00:02:40.000]  極端分子當中
[00:02:40.000 --> 00:02:42.000]  是排第一
[00:02:42.000 --> 00:02:44.000]  還在那個
[00:02:44.000 --> 00:02:47.000]  莫斯林弟兄會之前
[00:02:47.000 --> 00:02:50.000]  這個你看下去的時候
[00:02:50.000 --> 00:02:52.000]  似乎是unbelievable
[00:02:52.000 --> 00:02:54.000]  難怪那個弟兄完了之後
[00:02:54.000 --> 00:02:56.000]  和我說:牧師,你小心點哦,真的假的?
[00:02:56.000 --> 00:02:59.000]  美國那些陸軍裏面的訓練
[00:02:59.000 --> 00:03:02.000]  竟然有這樣的一個陳述
[00:03:02.000 --> 00:03:04.000]  無論如何,到底教會
[00:03:04.000 --> 00:03:06.000]  特別是福音派的教會
[00:03:06.000 --> 00:03:08.000]  基督徒
[00:03:08.000 --> 00:03:10.000]  在世界人的眼光當中
[00:03:10.000 --> 00:03:12.000]  特別是在美國人的眼光當中
[00:03:12.000 --> 00:03:15.000]  到底是一個怎樣的羣體呢?
[00:03:15.000 --> 00:03:18.000]  幾年前曾經做過一個研究調查
[00:03:18.000 --> 00:03:20.000]  用了三年的時間
[00:03:20.000 --> 00:03:23.000]  特別去訪問一些年輕一代
[00:03:23.000 --> 00:03:25.000]  不去教會的年輕人
[00:03:25.000 --> 00:03:27.000]  這個大概是什麼呢?
[00:03:27.000 --> 00:03:29.000]  16歲到29歲這一羣
[00:03:29.000 --> 00:03:32.000]  歸納了12個
[00:03:32.000 --> 00:03:34.000]  他們對教會
[00:03:34.000 --> 00:03:36.000]  特別對基督徒,福音派的基督徒
[00:03:36.000 --> 00:03:39.000]  的看法,其中有9個是negative的
[00:03:39.000 --> 00:03:42.000]  3個是positive的
[00:03:42.000 --> 00:03:44.000]  那9個negative裏面來說
[00:03:44.000 --> 00:03:46.000]  到底這羣年輕人不去教會的年輕人
[00:03:46.000 --> 00:03:48.000]  怎麼看教會呢?
[00:03:48.000 --> 00:03:50.000]  我相信我們做牧師,做基督徒都要了解一下
[00:03:50.000 --> 00:03:53.000]  不然怎麼跟我們全福音做見證呢?
[00:03:53.000 --> 00:03:55.000]  第一,他們覺得基督徒
[00:03:55.000 --> 00:03:57.000]  特別是福音派的基督徒
[00:03:57.000 --> 00:03:59.000]  特別針對同性戀
[00:03:59.000 --> 00:04:01.000]  其次,基督徒很武斷
[00:04:01.000 --> 00:04:03.000]  很虛僞,很古板
[00:04:03.000 --> 00:04:07.000]  而且太牽扯在政治裏面
[00:04:07.000 --> 00:04:09.000]  大概有四分之一
[00:04:09.000 --> 00:04:11.000]  他們覺得這些是基督徒
[00:04:11.000 --> 00:04:13.000]  但一點都不像基督徒
[00:04:13.000 --> 00:04:15.000]  他們雖然說自己是基督徒
[00:04:15.000 --> 00:04:17.000]  但他們並不是基督徒
[00:04:17.000 --> 00:04:19.000]  或者說他們在夜裏並不是基督徒
[00:04:19.000 --> 00:04:21.000]  這些就是今天很多人對年輕一代
[00:04:21.000 --> 00:04:23.000]  對教會的看法,對基督徒的看法
[00:04:23.000 --> 00:04:25.000]  難怪他們不來教會
[00:04:25.000 --> 00:04:27.000]  當然我們會去抵抗
[00:04:27.000 --> 00:04:29.000]  我們會說這些年輕人
[00:04:29.000 --> 00:04:31.000]  他們不懂事的,很片面的
[00:04:31.000 --> 00:04:33.000]  他們的看法不一定正確
[00:04:33.000 --> 00:04:35.000]  這是真的
[00:04:35.000 --> 00:04:37.000]  每個人都會有偏見
[00:04:37.000 --> 00:04:39.000]  不過班尼博士告訴我們
