
[00:00:00.000 --> 00:00:04.340]  很高興有機會再次來到各位中間
[00:00:04.340 --> 00:00:06.560]  一起去崇拜
[00:00:06.560 --> 00:00:09.380]  一起去聆聽上帝的說話
[00:00:09.380 --> 00:00:13.600]  在這裡開始聚會
[00:00:13.600 --> 00:00:15.880]  開始有事工的時候
[00:00:15.880 --> 00:00:18.300]  我們很盼望上帝繼續看顧
[00:00:18.300 --> 00:00:19.580]  繼續使用我們
[00:00:19.580 --> 00:00:20.900]  在這個地方
[00:00:20.900 --> 00:00:23.380]  我們有美好的見證
[00:00:23.380 --> 00:00:27.380]  這些見證正如昔日耶穌差遣
[00:00:27.380 --> 00:00:31.380]  七十二個人去傳福音
[00:00:31.380 --> 00:00:34.660]  在路加福音的記錄當中
[00:00:34.660 --> 00:00:38.720]  最初是選擇十二個門徒
[00:00:38.720 --> 00:00:41.720]  然後到了這個階段的時候
[00:00:41.720 --> 00:00:44.460]  群體就多了
[00:00:44.460 --> 00:00:46.600]  七十二個人
[00:00:46.600 --> 00:00:51.300]  七十二相信是每個支派選擇一些代表
[00:00:51.300 --> 00:00:54.000]  十二個支派
[00:00:54.000 --> 00:00:56.760]  六個人
[00:00:56.760 --> 00:00:59.420]  有沒有這樣的觀念就不知道了
[00:00:59.420 --> 00:01:02.460]  但是這裡七十二個
[00:01:02.460 --> 00:01:07.540]  是一個很完整的數目
[00:01:07.540 --> 00:01:11.880]  完成了這一段的記錄之後
[00:01:11.880 --> 00:01:17.180]  耶穌就開始另外一個階段的服侍
[00:01:17.180 --> 00:01:18.980]  第一個階段
[00:01:18.980 --> 00:01:23.140]  主要是在加里利的見證
[00:01:23.140 --> 00:01:24.740]  北部的地方
[00:01:24.740 --> 00:01:27.100]  然後第二個階段
[00:01:27.100 --> 00:01:34.140]  就是向著耶路撒冷的路程
[00:01:34.140 --> 00:01:37.460]  去步向耶路撒冷
[00:01:37.460 --> 00:01:39.100]  耶穌不單止講
[00:01:39.100 --> 00:01:42.760]  耶穌還去成就那個救恩
[00:01:42.760 --> 00:01:44.380]  而最後一個階段
[00:01:44.380 --> 00:01:49.740]  就是耶穌在耶路撒冷最後的一個星期
[00:01:49.740 --> 00:01:56.900]  很多教會都有一個特別的節日
[00:01:56.900 --> 00:02:03.780]  就是開始紀念主耶穌步向耶路撒冷
[00:02:03.780 --> 00:02:09.340]  教會年曆就說是大齋節
[00:02:09.340 --> 00:02:15.180]  其實就是復活節之前的四十天
[00:02:15.180 --> 00:02:19.020]  讓信徒去思想
[00:02:19.020 --> 00:02:22.780]  這裡是耶穌差遣人
[00:02:22.780 --> 00:02:23.780]  傳福音
[00:02:23.780 --> 00:02:25.620]  耶穌教導門徒
[00:02:25.620 --> 00:02:28.940]  然後耶穌最後被釘十字架
[00:02:28.940 --> 00:02:31.460]  完成救恩
[00:02:31.460 --> 00:02:35.340]  這裡可以說是猜拳的模式
[00:02:35.340 --> 00:02:37.860]  就是耶穌的見證
[00:02:37.860 --> 00:02:44.260]  我們今天就盡量跟隨猜拳的模式
[00:02:44.260 --> 00:02:46.500]  傳福音
[00:02:46.500 --> 00:02:50.980]  第一就是指派和猜顯
[00:02:50.980 --> 00:02:55.660]  這裡說主有特別的指派
[00:02:55.660 --> 00:02:58.900]  然後耶穌猜顯他們
[00:02:58.900 --> 00:03:01.020]  福音的事供
[00:03:01.020 --> 00:03:04.060]  我們都需要主的指派
[00:03:04.060 --> 00:03:06.340]  主的猜顯
[00:03:06.340 --> 00:03:08.580]  我們來到這個地方
[00:03:08.580 --> 00:03:11.140]  你有感動
[00:03:11.140 --> 00:03:13.580]  一起來到這個地方
[00:03:13.580 --> 00:03:16.540]  其實這個感動是怎樣來的呢?
[00:03:16.540 --> 00:03:17.940]  我們很相信
[00:03:17.940 --> 00:03:20.540]  主給我們這個感動
[00:03:20.540 --> 00:03:22.540]  我們來到這個地方
[00:03:22.540 --> 00:03:26.020]  我們是共同擁抱一個意象
[00:03:26.020 --> 00:03:28.100]  我們一起去實踐
[00:03:28.100 --> 00:03:33.100]  這是一個最基本的猜拳的基礎
[00:03:33.100 --> 00:03:35.820]  然後有沒有一個意識
[00:03:35.820 --> 00:03:40.180]  就是主猜顯我們來到這個地方
[00:03:40.180 --> 00:03:44.060]  從事建立教會、傳福音
[00:03:44.060 --> 00:03:46.780]  做見證的工作呢?
[00:03:46.780 --> 00:03:49.380]  可能教會有猜顯來了
[00:03:49.380 --> 00:03:52.100]  但最重要的是我們心裏面
[00:03:52.100 --> 00:03:56.940]  要確信主猜顯我們
[00:03:56.940 --> 00:03:59.100]  給我們有膽量
[00:03:59.100 --> 00:04:00.660]  給我們有勇氣
[00:04:00.660 --> 00:04:02.540]  我們繼續傳福音
[00:04:02.540 --> 00:04:06.020]  因為傳福音我們很怕被人拒絕
[00:04:06.020 --> 00:04:07.700]  拒絕多幾次的時候
[00:04:07.700 --> 00:04:09.580]  我們都會沮喪的
[00:04:09.580 --> 00:04:13.780]  但是耶穌跟那些人說
[00:04:13.780 --> 00:04:15.700]  然後還吩咐他們
[00:04:15.700 --> 00:04:18.940]  不要怕被人拒絕
[00:04:18.940 --> 00:04:22.860]  因為是主的猜顯
[00:04:22.860 --> 00:04:24.860]  主的猜顯
[00:04:24.860 --> 00:04:28.420]  讓我們意識到我們今天做主的使者
[00:04:28.420 --> 00:04:30.980]  創造天地救贖我們的主
[00:04:30.980 --> 00:04:34.140]  猜顯我們來到這個地方做見證
[00:04:34.140 --> 00:04:35.220]  傳福音
[00:04:35.220 --> 00:04:38.460]  所以那種權柄
[00:04:38.460 --> 00:04:41.540]  我們要去肯定
[00:04:41.540 --> 00:04:43.340]  我們要傳福音的時候
[00:04:43.340 --> 00:04:45.940]  就不是垂頭喪氣地傳
[00:04:45.940 --> 00:04:49.540]  而是我們代表主耶穌
[00:04:49.540 --> 00:04:53.220]  將這麼好的信息跟他分享
[00:04:53.220 --> 00:04:55.420]  我年輕的時候
[00:04:55.420 --> 00:04:58.500]  看電視的廣告
[00:04:58.500 --> 00:05:02.100]  其中一個廣告是關於殺蟲水的
[00:05:02.100 --> 00:05:03.100]  「黑門」
[00:05:03.100 --> 00:05:05.860]  「蟲派我來的」
[00:05:05.860 --> 00:05:08.820]  那個代表性
[00:05:08.820 --> 00:05:10.700]  是誰派你來的呢?
[00:05:10.700 --> 00:05:12.700]  今天不是蟲派我們來的
[00:05:12.700 --> 00:05:15.300]  是主耶穌派我們
[00:05:15.300 --> 00:05:18.540]  承擔傳福音的使命
[00:05:18.540 --> 00:05:22.980]  所以我們要有一個信念
[00:05:22.980 --> 00:05:27.340]  原來是主指派
[00:05:27.340 --> 00:05:28.700]  委派我們的
[00:05:28.700 --> 00:05:31.380]  然後主猜顯我們
[00:05:31.380 --> 00:05:35.340]  今天我們需要繼續依靠主
[00:05:35.340 --> 00:05:38.860]  我們去從事傳福音
[00:05:38.860 --> 00:05:40.540]  做見證的工作
[00:05:40.540 --> 00:05:42.620]  接著
[00:05:42.620 --> 00:05:46.700]  那個模式是兩個兩個的
[00:05:46.700 --> 00:05:50.620]  這個模式一方面是配合了
[00:05:50.620 --> 00:05:53.420]  舊約做見證的要求
[00:05:53.420 --> 00:05:56.420]  因為舊約做見證不是一個人見證
[00:05:56.420 --> 00:05:58.900]  是兩個人一起做見證的
[00:05:58.900 --> 00:06:05.980]  兩個人才有一個有效的見證
[00:06:05.980 --> 00:06:09.500]  所以兩個人就是跟隨猶太人的傳統
[00:06:09.500 --> 00:06:13.140]  他們都是先去猶太人的家庭
[00:06:13.140 --> 00:06:17.020]  後來主耶穌被釘之後
[00:06:17.020 --> 00:06:19.380]  福音才從猶太人的群體
[00:06:19.380 --> 00:06:22.540]  再延伸到愛邦人的群體
[00:06:22.540 --> 00:06:25.380]  所以這個就是跟隨猶太人的傳統
[00:06:25.380 --> 00:06:29.020]  就是兩個人才有效做一個見證
[00:06:29.020 --> 00:06:31.220]  這是什麼見證呢?
[00:06:31.220 --> 00:06:32.620]  就是耶穌所說的
[00:06:32.620 --> 00:06:34.700]  「天國近了,你們要悔改」
[00:06:34.700 --> 00:06:39.780]  然後主耶穌就是那位舊約要來到的尼采亞
[00:06:39.780 --> 00:06:42.420]  要將他的子民釋放
[00:06:42.420 --> 00:06:44.540]  然後赦免他的罪
[00:06:44.540 --> 00:06:47.100]  帶來一次的救恩
[00:06:47.100 --> 00:06:49.460]  這個就是那個見證了
[00:06:49.460 --> 00:06:55.020]  所以兩個兩個就是做見證的有效
[00:06:55.020 --> 00:07:00.220]  今天我們全福音都可以學習這個模式
[00:07:00.220 --> 00:07:02.780]  就是兩個兩個有伴
[00:07:02.780 --> 00:07:07.260]  所以有沒有聽過三福?
[00:07:07.260 --> 00:07:10.980]  有沒有人上過三福的課程受過訓練的?
[00:07:10.980 --> 00:07:12.220]  有吧?
[00:07:12.220 --> 00:07:14.140]  一定是兩個人
[00:07:14.140 --> 00:07:17.380]  兩個人在一個實際的經驗裡面
[00:07:17.380 --> 00:07:20.980]  互相去配搭
[00:07:20.980 --> 00:07:25.140]  一個人談到某個程度可能無以為繼
[00:07:25.140 --> 00:07:26.740]  另一個人就插藥
[00:07:26.740 --> 00:07:29.540]  一個人在談的時候
[00:07:29.540 --> 00:07:31.100]  第二個人又代討
[00:07:31.100 --> 00:07:34.020]  這樣就兩個人一個的對供
[00:07:34.020 --> 00:07:38.300]  就在那個侍奉的過程裡面
[00:07:38.300 --> 00:07:41.620]  是有一個好處的
[00:07:41.620 --> 00:07:44.500]  所以我們今天都學習
[00:07:44.500 --> 00:07:49.020]  兩個兩個去做全福音的工作
[00:07:49.020 --> 00:07:51.460]  其實還有一個更深的含義
[00:07:51.460 --> 00:07:56.500]  就是要完成主耶穌的指派和差遣
[00:07:56.500 --> 00:07:58.460]  不是一個人做得到的
[00:07:58.460 --> 00:08:00.540]  不是一個教會做得到的
[00:08:00.540 --> 00:08:04.100]  這個是一個群體的使命
[00:08:04.100 --> 00:08:06.140]  要眾人一起努力
[00:08:06.140 --> 00:08:07.780]  才做得到的
[00:08:07.780 --> 00:08:10.020]  所以耶穌升天之前
[00:08:10.020 --> 00:08:13.340]  馬太君吩咐門徒
[00:08:13.340 --> 00:08:17.500]  你們要去是一個眾數的你們
[00:08:17.500 --> 00:08:20.180]  所以在教會的理解
[00:08:20.180 --> 00:08:24.580]  要完成的使命就是一個群體的使命
[00:08:24.580 --> 00:08:27.260]  教會要一起努力的
[00:08:27.260 --> 00:08:31.020]  教會一起努力的時候就不分宗派了
[00:08:31.020 --> 00:08:34.980]  不分地域了
[00:08:34.980 --> 00:08:38.620]  所以你會看到在全世界的教會
[00:08:38.620 --> 00:08:40.260]  都有一些網絡
[00:08:40.260 --> 00:08:42.060]  多一些的聯繫
[00:08:42.060 --> 00:08:43.460]  互相去協調
[00:08:43.460 --> 00:08:45.300]  互相去配搭
[00:08:45.300 --> 00:08:48.300]  然後這個使命才可以成功的
[00:08:48.300 --> 00:08:51.260]  所以從闊的角度去看
[00:08:51.260 --> 00:08:53.180]  就是今天我們來到這個地方
[00:08:53.180 --> 00:08:55.420]  要靠頂姐妹一起努力
[00:08:55.420 --> 00:08:56.900]  我們來到這個地方
[00:08:56.900 --> 00:09:02.420]  是要和柴灣區的頂姐妹一起去努力
[00:09:02.420 --> 00:09:04.580]  或者我們在香港
[00:09:04.580 --> 00:09:09.260]  就要凝聚香港教會的力量一起努力
[00:09:09.260 --> 00:09:13.820]  這樣才能夠完成到這個福音的使命
[00:09:13.820 --> 00:09:16.220]  所以開放自己的時候
[00:09:16.220 --> 00:09:20.740]  就和其他的頂姐妹一起合作
[00:09:20.740 --> 00:09:22.900]  合作是有挑戰的
[00:09:22.900 --> 00:09:24.900]  不簡單的
[00:09:24.900 --> 00:09:28.860]  因為兩個人都要去合作
[00:09:28.860 --> 00:09:33.300]  要克服了這些困難的時候
[00:09:33.300 --> 00:09:36.420]  我們就能夠去從事一個叫做
[00:09:36.420 --> 00:09:38.380]  群體的使命
[00:09:38.380 --> 00:09:39.660]  一起努力
[00:09:39.660 --> 00:09:41.380]  沒有了你不行的
[00:09:41.380 --> 00:09:43.500]  少了一個不少得點
[00:09:43.500 --> 00:09:45.780]  還有其他人不是這麼看的
[00:09:45.780 --> 00:09:50.260]  所以72個人全部有份的
[00:09:50.260 --> 00:09:53.420]  我們一起來是要全部有份的
[00:09:53.420 --> 00:09:57.260]  接著耶穌吩咐他們要到
[00:09:57.260 --> 00:10:01.100]  自己將要到的各城各地方
[00:10:01.100 --> 00:10:04.500]  城和地方的分別就是
[00:10:04.500 --> 00:10:05.780]  城當然是大一點
[00:10:05.780 --> 00:10:06.780]  人多一點
[00:10:06.780 --> 00:10:10.180]  地方就在和合盤就是鄉
[00:10:10.180 --> 00:10:12.220]  各城各鄉
[00:10:12.220 --> 00:10:17.540]  這裡耶穌的次序
[00:10:17.540 --> 00:10:20.620]  其實是隨意地說各城各地方
[00:10:20.620 --> 00:10:22.620]  或者各地方各城
[00:10:22.620 --> 00:10:26.500]  而可能真的有一個次序在裡面的
[00:10:26.500 --> 00:10:28.820]  城是人數多
[00:10:28.820 --> 00:10:30.820]  鄉是人數少
[00:10:30.820 --> 00:10:35.700]  所以說效果
[00:10:35.700 --> 00:10:39.620]  或者是說成本效益的角度來說
[00:10:39.620 --> 00:10:43.380]  就是去城市傳福音的時候
[00:10:43.380 --> 00:10:45.380]  接觸的人多
[00:10:45.380 --> 00:10:48.700]  時間也是這麼多的
[00:10:48.700 --> 00:10:50.420]  不可以接觸多一些人
[00:10:50.420 --> 00:10:53.620]  鄉也要去
[00:10:53.620 --> 00:10:59.500]  不過那個次序就是城、鄉、城市和地方
[00:10:59.500 --> 00:11:02.100]  近五十年
[00:11:02.100 --> 00:11:08.540]  就開始出現一個叫做城市報道的概念
[00:11:08.540 --> 00:11:10.780]  是最近五十年而已
[00:11:10.780 --> 00:11:16.260]  主要是出現這個意識的轉變
[00:11:16.260 --> 00:11:19.420]  就是因為有教會歷史以來
[00:11:19.420 --> 00:11:23.460]  全部都是農村的意識
[00:11:23.460 --> 00:11:25.860]  農村的心態
[00:11:25.860 --> 00:11:27.340]  去做傳福音的
[00:11:27.340 --> 00:11:30.660]  舉例來說
[00:11:30.660 --> 00:11:33.780]  以聖公會的例子
[00:11:33.780 --> 00:11:38.580]  這個是我們的牧區
[00:11:38.580 --> 00:11:41.580]  英文叫做Parish的觀念
[00:11:41.580 --> 00:11:46.060]  到今天仍然是用牧區這個觀念的
[00:11:46.060 --> 00:11:49.380]  所以聖公會他們的教區
[00:11:49.380 --> 00:11:51.700]  就是香港分區
[00:11:51.700 --> 00:11:55.940]  香港、九龍東、九龍西這樣的區
[00:11:55.940 --> 00:11:59.340]  這個英文就叫做Parish
[00:11:59.340 --> 00:12:03.660]  由宗教改革之後到今天
[00:12:03.660 --> 00:12:06.660]  那個概念、那個字是沒有變的
[00:12:06.660 --> 00:12:11.020]  說回宗教改革的時候
[00:12:11.020 --> 00:12:15.620]  那些農村教會怎樣去聚集呢?
[00:12:15.620 --> 00:12:18.620]  通常就是一個教區
[00:12:18.620 --> 00:12:20.060]  一座禮拜堂
[00:12:20.060 --> 00:12:21.900]  就是說那座禮拜堂
[00:12:21.900 --> 00:12:27.260]  它的責任就是要照顧一個區域裡面的人
[00:12:27.260 --> 00:12:30.380]  這座教堂到時候
[00:12:30.380 --> 00:12:35.540]  就是打鐘告訴耕種的農民
[00:12:35.540 --> 00:12:38.420]  是時候去禮拜堂聚集了
[00:12:38.420 --> 00:12:42.420]  所以每一個教堂都有一個鐘樓
[00:12:42.420 --> 00:12:43.900]  西方的
[00:12:43.900 --> 00:12:48.540]  你看看香港的那些古老教堂
[00:12:48.540 --> 00:12:50.140]  全部都有鐘樓的
[00:12:50.140 --> 00:12:54.980]  我就一直在中華基督教會灣仔堂工作
[00:12:54.980 --> 00:12:58.700]  我們的教堂都有一個鐘樓的
[00:12:58.700 --> 00:13:07.180]  我們的教堂是1863年在灣仔開始的
[00:13:07.180 --> 00:13:10.100]  到了第二次世界大戰的時候
[00:13:10.100 --> 00:13:12.140]  變成了危樓需要拆了
[00:13:12.140 --> 00:13:14.060]  所以我們禮拜堂要搬了
[00:13:14.060 --> 00:13:17.860]  搬到現在這個地方就是重新買的地方
[00:13:17.860 --> 00:13:23.020]  1954年重新建立了一座禮拜堂
[00:13:23.020 --> 00:13:25.020]  建立這座禮拜堂的時候
[00:13:25.020 --> 00:13:27.620]  竟然有一個鐘樓
[00:13:27.620 --> 00:13:30.940]  即是說跟隨著英國的傳統
[00:13:30.940 --> 00:13:34.740]  因為我們的禮拜堂是倫敦傳道會
[00:13:34.740 --> 00:13:37.940]  就是英國派來的傳教士建的
[00:13:37.940 --> 00:13:40.940]  照樣打鐘的
[00:13:40.940 --> 00:13:43.500]  50年代照樣打鐘
[00:13:43.500 --> 00:13:46.820]  崇拜之前那半個鐘打鐘
[00:13:46.820 --> 00:13:54.020]  呼籲那些百姓農民來聚集
[00:13:54.020 --> 00:13:57.300]  後來科技進步我們不打鐘了
[00:13:57.300 --> 00:14:02.660]  用黑膠唱碟播放鐘聲的音樂
[00:14:02.660 --> 00:14:04.460]  輕鬆很多了
[00:14:04.460 --> 00:14:06.940]  以前真的有人上去打鐘
[00:14:06.940 --> 00:14:10.420]  有鐘的音樂
[00:14:10.420 --> 00:14:12.300]  到了我做傳道人的時候
[00:14:12.300 --> 00:14:15.220]  70年代竟然被隔離投訴
