
[00:00:00.000 --> 00:00:06.200]  我們今天會繼續看《路加福音》第十三章一至九節
[00:00:06.200 --> 00:00:11.800]  大家可以,如果有程序表可以預備程序表
[00:00:11.800 --> 00:00:15.100]  或者電子版也可以
[00:00:15.100 --> 00:00:19.900]  好,邀請會中我們一同頌讀
[00:00:19.900 --> 00:00:24.100]  《路加福音》第十三章一至九節
[00:00:24.100 --> 00:00:25.300]  一、二、三
[00:00:25.800 --> 00:00:32.200]  正當那時,有些在場的人把比賴多市加利利人的血
[00:00:32.200 --> 00:00:37.200]  摻雜在他們祭物中的事,告訴耶穌
[00:00:37.200 --> 00:00:39.200]  耶穌對他們說:
[00:00:39.200 --> 00:00:47.600]  你們以爲這些加利利人比其他的加利利人更有罪,所以受這害嗎?
[00:00:47.600 --> 00:00:54.600]  我告訴你們,不是的!你們若不悔改,都同樣要滅亡!
[00:00:55.100 --> 00:00:59.900]  從前西羅亞樓倒塌,壓死了十八人
[00:00:59.900 --> 00:01:06.400]  你們以爲那些人比一切住在耶路撒冷的人更有罪嗎?
[00:01:06.400 --> 00:01:13.300]  我告訴你們,不是的!你們若不悔改,都照樣要滅亡!
[00:01:13.300 --> 00:01:16.200]  於是,耶穌用比喻說:
[00:01:16.200 --> 00:01:21.200]  有一個人在葡萄園裏栽了一棵無花果樹
[00:01:21.600 --> 00:01:25.700]  他前來在樹上找果子,卻找不到
[00:01:25.700 --> 00:01:27.400]  就對玄丁說:
[00:01:27.400 --> 00:01:34.900]  看吧!我這三年來到這棵無花果樹前找果子,竟找不到
[00:01:34.900 --> 00:01:38.900]  把它砍了罷,何必白佔土地呢?
[00:01:38.900 --> 00:01:43.100]  玄丁回答:主啊!今年且留着
[00:01:43.100 --> 00:01:50.300]  讓我在樹周圍挖開土,加上肥料,以後若結果子便罷
[00:01:50.600 --> 00:01:53.400]  不言再把他砍了
[00:01:53.400 --> 00:01:56.800]  讓我們聽到以前我們童心的禱告
[00:01:56.800 --> 00:02:02.400]  親愛的恩主,我們謙卑來到你的跟前
[00:02:02.400 --> 00:02:05.800]  感謝你賜下寶貴的話語
[00:02:05.800 --> 00:02:10.800]  又感謝你賜下寶貴的聖靈,引導我們進入真理
[00:02:10.800 --> 00:02:17.000]  求聖靈與我們同在,以至無論講的、聽的,一同去蒙福
[00:02:17.300 --> 00:02:24.100]  聽我們的禱告,奉靠我救主,耶穌基督,保貴聖名去求,阿門
[00:02:24.100 --> 00:02:28.600]  幾日前在家樓下等升降機的時候
[00:02:28.600 --> 00:02:32.400]  那個康康說:哎呀!剛剛有人運升機
[00:02:32.400 --> 00:02:39.000]  於是他很趕忙地,快點找人來收拾行李,把門打開,把那個人放出來
[00:02:39.000 --> 00:02:44.500]  和我一起在等升機的那位鄰居,即時的反應你也猜到了,對不對?
[00:02:44.800 --> 00:02:50.000]  哇!很危險啊,對不對?如果我跟你早來一兩分鐘
[00:02:50.000 --> 00:02:54.000]  極有可能運升機的呢?那就是你和我了
[00:02:54.000 --> 00:02:57.500]  如果讓你聽到你的即時反應是什麼?
[00:02:57.500 --> 00:03:03.000]  我也是一個平凡人,我即時馬上的反應很自然都是
[00:03:03.000 --> 00:03:07.500]  幸運啊!慶幸啊!哇!就是,對不對?
[00:03:07.500 --> 00:03:11.500]  但是,再靜一靜的時候
[00:03:11.500 --> 00:03:14.500]  難道我可以爲這件事去感謝主?
[00:03:14.800 --> 00:03:18.500]  升降機裏面有人正在運行,對不對?
[00:03:18.500 --> 00:03:23.500]  而且我住那裏是比較舊的,那升降機裏面只有些很微弱的風扇
[00:03:23.500 --> 00:03:26.500]  難道說感謝主我沒有運升機?
[00:03:26.500 --> 00:03:30.500]  有人正在運升機,對不對?感覺其實也很複雜
[00:03:30.500 --> 00:03:35.500]  運升機都說是小事一樁,打開布章很多天災人禍
[00:03:35.500 --> 00:03:39.500]  演唱會的舞臺事故,地盤的意外
[00:03:39.500 --> 00:03:43.000]  在當中的人,好像每個人的際遇都不一樣
[00:03:43.300 --> 00:03:49.000]  有人避過災禍,有人輕傷,有人危殆,甚至有人死亡
[00:03:49.000 --> 00:03:52.000]  如果我們是身在其中的當事人
[00:03:52.000 --> 00:03:57.000]  我們的心其實是很複雜的,爲什麼會這樣啊?對不對?
[00:03:57.000 --> 00:04:03.000]  究竟天災人禍打給我們響起了什麼警號,有什麼提醒
[00:04:03.000 --> 00:04:06.000]  很想借着今天的經文一同去思想
[00:04:06.000 --> 00:04:11.000]  我們會看《老家福音》十三章一至九節
[00:04:11.300 --> 00:04:17.000]  上文提到耶穌提醒當時的會衆要留意身邊發生的事
[00:04:17.000 --> 00:04:21.000]  耶穌行神職其事,一路宣講拯救的信息
[00:04:21.000 --> 00:04:25.000]  他們要懂得去分辨,而且是一個正確的回應
[00:04:25.000 --> 00:04:29.000]  要把握機會去悔改,否則將來面對神的審判
[00:04:29.000 --> 00:04:34.000]  當耶穌說這番話的時候,十三章一節就說
[00:04:34.000 --> 00:04:38.000]  在這個時候,有些在場的人要和耶穌說話了
[00:04:38.300 --> 00:04:43.000]  我們進入今天的經文,我們先來看一至三節
[00:04:43.000 --> 00:04:48.000]  第一節說有些在場的人將比拉多讓加利里人的血
[00:04:48.000 --> 00:04:53.000]  參集在他們的祭物的事,告訴耶穌
[00:04:53.000 --> 00:04:57.000]  比拉多是當時作爲猶太總督的羅馬官長
[00:04:57.000 --> 00:05:02.000]  學者找不到有關比拉多殺害加利里人的事的資料
[00:05:02.000 --> 00:05:08.000]  但有很多其他比拉多迫害猶太人的技術
[00:05:08.300 --> 00:05:12.000]  根據猶太古史的作者約瑟夫的記錄
[00:05:12.000 --> 00:05:15.000]  比拉多曾經在耶路撒冷的聖殿裏面
[00:05:15.000 --> 00:05:22.000]  將一些瘦了羅馬君皇像的軍旗放在聖殿裏面
[00:05:22.000 --> 00:05:28.000]  又曾經試過盜用聖殿的公款去幫助建築工程
[00:05:28.000 --> 00:05:31.000]  於是引來當時羣衆的抗議
[00:05:31.000 --> 00:05:35.000]  比拉多因此殺了不少猶太人
[00:05:35.300 --> 00:05:39.000]  第一次提到的這件事估計在某些節旗裏面
[00:05:39.000 --> 00:05:40.000]  特別可能是月節
[00:05:40.000 --> 00:05:43.000]  有些加利里人在聖殿裏面去獻祭
[00:05:43.000 --> 00:05:45.000]  可能引起一些騷亂
[00:05:45.000 --> 00:05:48.000]  比拉多用軍事力量去鎮壓的時候
[00:05:48.000 --> 00:05:52.000]  以至加利里人的血就參集在祭物裏面
[00:05:52.000 --> 00:05:54.000]  如果看和修版
[00:05:54.000 --> 00:05:56.000]  第一次的感覺好像重點是說
[00:05:56.000 --> 00:06:00.000]  比拉多做了這些惡事
[00:06:00.000 --> 00:06:02.000]  但如果看回原文的次序
[00:06:02.300 --> 00:06:06.000]  其實新韓語翻譯得比較好
[00:06:06.000 --> 00:06:10.000]  有些加利里人在獻祭的時候
[00:06:10.000 --> 00:06:13.000]  被比拉多殺了
[00:06:13.000 --> 00:06:15.000]  所以重點是說
[00:06:15.000 --> 00:06:21.000]  有些加利里人遇到一些禍患
