
[00:00:00.000 --> 00:00:00.960]  頂姐妹 早晨
[00:00:00.960 --> 00:00:03.220]  很高興能夠在主日的時間
[00:00:03.220 --> 00:00:05.580]  和大家一起分享神的說話
[00:00:05.580 --> 00:00:07.880]  讓我們一起在聆聽主話以先
[00:00:07.880 --> 00:00:09.620]  一起再次而禱告
[00:00:09.620 --> 00:00:11.080]  將我們的新心靈
[00:00:11.080 --> 00:00:13.580]  交給我們主 我們的神
[00:00:13.580 --> 00:00:14.860]  親愛的天父 多謝祢
[00:00:14.860 --> 00:00:17.020]  讓我們能夠再次回到
[00:00:17.020 --> 00:00:18.860]  祢寶貴的說話面前
[00:00:18.860 --> 00:00:20.780]  一起細心念讀
[00:00:20.780 --> 00:00:23.120]  求因主 祢的靈與我們同在
[00:00:23.120 --> 00:00:24.980]  帶領我們在今天
[00:00:24.980 --> 00:00:26.760]  來到最後一堂的
[00:00:26.760 --> 00:00:29.360]  《迦太書》的學習裏面
[00:00:29.360 --> 00:00:31.680]  祢的靈仍然充沛地
[00:00:31.680 --> 00:00:34.480]  帶領我們去明白當中的教訓
[00:00:34.480 --> 00:00:37.000]  求主 祢與我們同在
[00:00:37.000 --> 00:00:39.000]  Amen
[00:00:39.000 --> 00:00:41.260]  今天我們來到最後的一講
[00:00:41.260 --> 00:00:43.720]  是《迦太書》的第六章
[00:00:43.720 --> 00:00:46.120]  第十七至第十八節
[00:00:46.120 --> 00:00:47.800]  今天的講題是
[00:00:47.800 --> 00:00:51.080]  誰明白目者的心
[00:00:51.080 --> 00:00:53.720]  So whether you can understand
[00:00:53.720 --> 00:00:56.360]  the heart and the spirit
[00:00:56.360 --> 00:00:58.680]  of the pastor
[00:00:58.680 --> 00:01:01.240]  今天我們會只看兩節經文
[00:01:01.240 --> 00:01:04.080]  或者讓我們先回到這兩節經文
[00:01:04.080 --> 00:01:05.120]  讀一次
[00:01:05.120 --> 00:01:06.360]  看看這兩節經文
[00:01:06.360 --> 00:01:08.520]  講些甚麼給我們知道
[00:01:08.520 --> 00:01:10.640]  我們會先一起去讀
[00:01:10.640 --> 00:01:12.640]  和合本的中文版本
[00:01:12.640 --> 00:01:14.840]  如果你有中文聖經的話
[00:01:14.840 --> 00:01:16.840]  也可以跟我一起去讀
[00:01:16.840 --> 00:01:18.400]  你可以以普通話
[00:01:18.400 --> 00:01:20.400]  或者廣東話來一起讀
[00:01:20.400 --> 00:01:22.320]  接著我會為大家讀出
[00:01:22.320 --> 00:01:25.840]  New English Translation的版本
[00:01:25.840 --> 00:01:28.120]  找到之後我們一起去讀
[00:01:28.120 --> 00:01:32.680]  《迦太書》第六章十七、十八節
[00:01:32.680 --> 00:01:37.200]  從今以後人都不要搞擾我
[00:01:37.200 --> 00:01:42.000]  因為我身上帶著耶穌的印記
[00:01:42.000 --> 00:01:46.160]  弟兄們願我主耶穌基督的恩
[00:01:46.160 --> 00:01:48.560]  常在你們心裡
[00:01:48.560 --> 00:01:49.920]  Amen
[00:01:49.920 --> 00:01:52.440]  New English Translation
[00:01:52.440 --> 00:01:57.200]  From now on let no one cause me trouble
[00:01:57.200 --> 00:02:01.920]  For I bear the marks of Jesus on my body
[00:02:01.920 --> 00:02:04.840]  The grace of our Lord Jesus Christ
[00:02:04.840 --> 00:02:07.000]  be with your spirit
[00:02:07.000 --> 00:02:09.520]  Brothers and sisters
[00:02:09.520 --> 00:02:11.880]  Amen
[00:02:11.880 --> 00:02:16.800]  雖然我穆會的穆會會靈不是很長
[00:02:16.800 --> 00:02:19.040]  但是作為一個穆者
[00:02:19.040 --> 00:02:22.280]  在教會這二十多年裡
[00:02:22.280 --> 00:02:24.840]  我看見能夠真正明白到
[00:02:24.840 --> 00:02:27.360]  穆者他那份心腸的信徒
[00:02:27.360 --> 00:02:31.360]  其實不是很多信徒有這個了解
[00:02:31.360 --> 00:02:33.040]  話雖如此
[00:02:33.040 --> 00:02:36.520]  但我自己也是身為一個信徒
[00:02:36.520 --> 00:02:39.920]  曾經試過從一個信徒的角度
[00:02:39.920 --> 00:02:44.040]  去多了解到我的穆者他的心腸
[00:02:44.040 --> 00:02:46.680]  我就發現了一個事實
[00:02:46.680 --> 00:02:48.640]  原來當我們能夠去明白
[00:02:48.640 --> 00:02:51.040]  一位穆者他的心腸
[00:02:51.040 --> 00:02:54.920]  他怎樣真正能夠得到神的委託
[00:02:54.920 --> 00:02:57.120]  成為我們的穆者之後
[00:02:57.120 --> 00:03:01.800]  原來最後靈性得到最大造就的
[00:03:01.800 --> 00:03:04.240]  竟然是我們自己
[00:03:04.240 --> 00:03:06.920]  最近我就認識到一位穆者
[00:03:06.920 --> 00:03:11.360]  甚至可以說是透過他的神學教導
[00:03:11.360 --> 00:03:14.360]  給我很大的一些栽培
[00:03:14.360 --> 00:03:17.760]  他的名字叫Stanley Toussaint
[00:03:17.760 --> 00:03:22.480]  是一位在Dallas Theological Seminary
[00:03:22.480 --> 00:03:25.520]  即是達拉斯神學院
[00:03:25.520 --> 00:03:28.840]  他在2017年的時候已經去世了
[00:03:28.840 --> 00:03:34.520]  但是透過他在網絡上所流下來的所有教導
[00:03:34.520 --> 00:03:37.120]  以及他在作為一個穆者
[00:03:37.120 --> 00:03:41.120]  那個穆養過程的教導裡
[00:03:41.120 --> 00:03:44.240]  對我真是有很大的比喻
[00:03:44.240 --> 00:03:47.680]  也都在這個學習的過程裡
[00:03:47.680 --> 00:03:50.360]  透過我對他更深的了解
[00:03:50.360 --> 00:03:54.360]  對他在穆養教會上的關懷
[00:03:54.360 --> 00:03:56.400]  讓我去感受到
[00:03:56.400 --> 00:03:58.960]  原來我們的主耶穌基督
[00:03:58.960 --> 00:04:00.600]  甚至我們的父神
[00:04:00.600 --> 00:04:05.400]  其實是多麼關懷我們每一個屬於他的子民
[00:04:05.400 --> 00:04:07.040]  今天我們會來到
[00:04:07.040 --> 00:04:11.360]  《加拿大書》的主日講道的最後一課
[00:04:11.360 --> 00:04:12.600]  我們會一起去看看
[00:04:12.600 --> 00:04:17.200]  《加拿大書》第六章第十七節至十八節當中
[00:04:17.200 --> 00:04:19.040]  透過這兩節的經文
[00:04:19.040 --> 00:04:25.680]  我們去嘗試了解保羅對教會那份愛護的心腸
[00:04:25.680 --> 00:04:27.600]  從而鼓勵到我們
[00:04:27.600 --> 00:04:29.960]  怎樣更加去明白到
[00:04:29.960 --> 00:04:35.440]  上帝及耶穌基督那份對我們的關懷的心
[00:04:35.440 --> 00:04:38.440]  我相信在這個理解過程裡
[00:04:38.440 --> 00:04:40.480]  最後最大的得益者
[00:04:40.480 --> 00:04:43.560]  仍然是我們每一個屬主的子民
[00:04:43.560 --> 00:04:48.160]  願意去細心掌握神教度啟示的人
[00:04:48.160 --> 00:04:51.920]  讓我們先回去看看這段經文講些什麼
[00:04:51.920 --> 00:04:55.520]  我們先看第六章第十七節
[00:04:55.520 --> 00:04:58.880]  第六章十七節只講一個重要的題目
[00:04:58.880 --> 00:05:03.880]  就是穆養本來不是一件開玩笑的事情
[00:05:03.880 --> 00:05:07.720]  Pastoring is indeed not a joking business
[00:05:07.720 --> 00:05:09.760]  這節經文講些什麼呢?
[00:05:09.760 --> 00:05:13.720]  我再讀多一次中文和英文給大家聽聽
[00:05:13.720 --> 00:05:15.840]  第十七節這樣說
[00:05:15.840 --> 00:05:20.200]  「從今以後人都不要搞擾我
[00:05:20.200 --> 00:05:24.560]  因為我身上帶著耶穌的印記
[00:05:24.560 --> 00:05:28.440]  From now on let no one cause me trouble
[00:05:28.440 --> 00:05:34.080]  for I bear the mark of Jesus on my body」
[00:05:34.080 --> 00:05:37.520]  在之前的講道裡我曾經提過
[00:05:37.520 --> 00:05:43.320]  有不少信徒曾經在教會裡受過傷害
[00:05:43.320 --> 00:05:47.040]  其中一個最大的主要原因之一就是
[00:05:47.040 --> 00:05:50.560]  原來有很多玩玩下的目者
[00:05:50.560 --> 00:05:55.600]  在教會當中用很多的方式去玩弄信徒
[00:05:55.600 --> 00:05:58.640]  在我自己個人的認識裡
[00:05:58.640 --> 00:06:03.080]  其實這樣的目者人數也是不少的
[00:06:03.080 --> 00:06:06.200]  他們得以走進到教會裡
[00:06:06.200 --> 00:06:09.320]  所謂來參與侍奉
[00:06:09.320 --> 00:06:13.160]  其實部分可能是因為他們在這個世界裡
[00:06:13.160 --> 00:06:14.840]  真的搞不定
[00:06:14.840 --> 00:06:20.080]  才能不能夠勝任他們想希望做的事情
[00:06:20.080 --> 00:06:24.120]  於是決定走回教會裡
[00:06:24.120 --> 00:06:28.440]  希望在教會裡混合一些油水
[00:06:28.440 --> 00:06:32.640]  我曾經記得有一次去參加一個大型的
[00:06:32.640 --> 00:06:36.160]  教會宣教的聚會
[00:06:36.160 --> 00:06:39.440]  這個宣教聚會是包括了加拿大
[00:06:39.440 --> 00:06:45.080]  所有的教會裡面談論到怎樣去做宣教的事情
[00:06:45.080 --> 00:06:50.080]  在那一次大型的教會公開聚會裡面
[00:06:50.080 --> 00:06:55.080]  突然間在分享講完的過程
[00:06:55.080 --> 00:06:59.920]  講道的過程當中有一個目者突然走出來
[00:06:59.920 --> 00:07:02.800]  在當中拿著咪高峰
[00:07:02.800 --> 00:07:06.560]  然後在眾人的面前發表一輪很大
[00:07:06.560 --> 00:07:11.160]  他自己對於宣教的偉論
[00:07:11.160 --> 00:07:12.320]  為什麼他要這樣做呢?
[00:07:12.320 --> 00:07:15.160]  我想當時所有人都感到很詫異
[00:07:15.160 --> 00:07:16.320]  為什麼他可以這樣做呢?
