
[00:00:00.000 --> 00:00:03.840]  (動畫)
[00:00:03.840 --> 00:00:05.360]  各位電影姐妹平安
[00:00:05.360 --> 00:00:07.000]  在我們的生命裏面
[00:00:07.000 --> 00:00:09.560]  人人都有很多的低谷
[00:00:09.560 --> 00:00:10.640]  黑暗
[00:00:10.640 --> 00:00:13.400]  好像不見得人的地方
[00:00:13.400 --> 00:00:16.600]  往往我們會將自己的黑暗面
[00:00:16.600 --> 00:00:18.200]  我的壞事
[00:00:18.200 --> 00:00:23.240]  我們不能告訴別人的一些好語的歷史
[00:00:23.240 --> 00:00:26.000]  我們往往不想開聲
[00:00:26.000 --> 00:00:29.160]  特別我發覺在華人教會裏面
[00:00:29.160 --> 00:00:32.200]  我們只講好的東西
[00:00:32.200 --> 00:00:36.000]  我們不敢分享自己內心裏面的那種掙扎
[00:00:36.000 --> 00:00:37.600]  那種苦痛
[00:00:37.600 --> 00:00:40.000]  但是當我來了紐西蘭之後
[00:00:40.000 --> 00:00:43.000]  在一個外國人的教會裏面
[00:00:43.000 --> 00:00:44.400]  圈子裏面
[00:00:44.400 --> 00:00:47.400]  我認識了很多外國的朋友
[00:00:47.400 --> 00:00:50.000]  我發覺截然不同
[00:00:50.000 --> 00:00:52.400]  他們很透明的
[00:00:52.400 --> 00:00:54.600]  我見過一位姐妹
[00:00:54.600 --> 00:00:57.040]  她很開放地告訴我
[00:00:57.040 --> 00:01:01.160]  我的前夫曾經坐牢
[00:01:01.160 --> 00:01:04.040]  然後我現在是第二段婚姻
[00:01:04.040 --> 00:01:05.520]  怎樣怎樣
[00:01:05.520 --> 00:01:08.440]  她毫無吝嗇的
[00:01:08.440 --> 00:01:12.360]  將自己過去的一些經歷
[00:01:12.360 --> 00:01:15.320]  掙扎甚至負面的東西
[00:01:15.320 --> 00:01:18.720]  很坦誠地分享
[00:01:18.720 --> 00:01:23.160]  我們就說很透明
[00:01:23.160 --> 00:01:25.040]  沒有東西欺騙你的
[00:01:25.040 --> 00:01:27.960]  我每樣東西都可以告訴你
[00:01:27.960 --> 00:01:29.360]  各位弟兄姊妹
[00:01:29.360 --> 00:01:32.160]  為甚麼我們只能去一群
[00:01:32.160 --> 00:01:34.560]  很熟很熟的弟兄姊妹
[00:01:34.560 --> 00:01:36.560]  很熟很熟的朋友裏面
[00:01:36.560 --> 00:01:38.760]  我們才分享自己一些
[00:01:38.760 --> 00:01:41.360]  內心的掙扎呢
[00:01:41.360 --> 00:01:43.960]  為甚麼不可以在大家見面的時候
[00:01:43.960 --> 00:01:45.560]  老實一點
[00:01:45.560 --> 00:01:47.360]  坦白一點
[00:01:47.360 --> 00:01:48.960]  透明一點
[00:01:48.960 --> 00:01:52.360]  講一下你自己很多的苦痛
[00:01:52.360 --> 00:01:53.760]  很多的掙扎
[00:01:53.760 --> 00:01:58.160]  譬如我也曾經患抑鬱病
[00:01:58.160 --> 00:02:01.360]  有一段時間睡不著
[00:02:01.360 --> 00:02:04.360]  很辛苦很辛苦
[00:02:04.360 --> 00:02:07.160]  那時候我還在任
[00:02:07.160 --> 00:02:09.960]  我向教會拿了幾個禮拜假
[00:02:09.960 --> 00:02:12.760]  放假之後回到教會
[00:02:12.760 --> 00:02:15.160]  同工們都很害怕
[00:02:15.160 --> 00:02:19.160]  那個牧師整個人瘦了
[00:02:19.160 --> 00:02:21.560]  整個人都脫了
[00:02:21.560 --> 00:02:23.560]  沒有精神感
[00:02:23.560 --> 00:02:24.960]  原來那時候
[00:02:24.960 --> 00:02:27.760]  我都不知道自己的樣子這麼壞
[00:02:27.760 --> 00:02:31.160]  他們沒見我幾個禮拜就
[00:02:31.160 --> 00:02:34.760]  覺得很大的轉變
[00:02:34.760 --> 00:02:37.560]  原來我們有時有些病
[00:02:37.560 --> 00:02:39.560]  是沒有辦法隱藏的
[00:02:39.560 --> 00:02:41.960]  但不知為甚麼我們就很想遮掩
[00:02:41.960 --> 00:02:43.560]  我沒事 我很好
[00:02:43.560 --> 00:02:45.560]  各位弟兄姊妹你最近好不好
[00:02:45.560 --> 00:02:49.160]  好好好 我好 你好 大家都好
[00:02:49.160 --> 00:02:54.360]  為甚麼不可以分享自己內心的苦痛
[00:02:54.360 --> 00:02:59.360]  我就發覺原來神是用我們的苦痛
[00:02:59.360 --> 00:03:02.160]  用我們一些很特別
[00:03:02.160 --> 00:03:04.360]  好像很難受
[00:03:04.360 --> 00:03:06.760]  很難堪的經歷
[00:03:06.760 --> 00:03:10.160]  是叫我們成長
[00:03:10.160 --> 00:03:11.760]  學到功課
[00:03:11.760 --> 00:03:14.960]  聖經裏面有一個很重要的
[00:03:14.960 --> 00:03:17.760]  基督徒生活原則就是
[00:03:17.760 --> 00:03:22.760]  你必須要先被神破碎
[00:03:22.760 --> 00:03:27.160]  然後神就會大大的使用你
[00:03:27.160 --> 00:03:30.160]  你越經過破碎
[00:03:30.160 --> 00:03:34.960]  你就越能夠被神使用
[00:03:34.960 --> 00:03:37.360]  我記得我年輕的時候
[00:03:37.360 --> 00:03:40.160]  就讀過倪託昇先生
[00:03:40.160 --> 00:03:42.160]  一個屬靈巨人
[00:03:42.160 --> 00:03:45.360]  他寫了很多很好的著作
[00:03:45.360 --> 00:03:47.560]  其中一本就叫做
[00:03:47.560 --> 00:03:53.160]  《人的破碎與靈的出來》
[00:03:53.160 --> 00:03:55.160]  當時我讀的時候
[00:03:55.160 --> 00:03:57.960]  可能明一點不明一點
[00:03:57.960 --> 00:04:01.360]  看完整本小書
[00:04:01.360 --> 00:04:03.760]  但現在想起來的時候
[00:04:03.760 --> 00:04:07.760]  真的原來人先要經歷破碎
[00:04:07.760 --> 00:04:10.760]  然後神的靈在他裏面
[00:04:10.760 --> 00:04:12.560]  就釋放他
[00:04:12.560 --> 00:04:14.160]  叫他得自由
