
[00:00:00.000 --> 00:00:04.200]  讀一節聖經在哈巴古書第三章第二節
[00:00:04.200 --> 00:00:08.940]  這裡說耶和華我聽見你的名聲就懼怕
[00:00:08.940 --> 00:00:13.240]  耶和華求你在這些年間復興你的作為
[00:00:13.240 --> 00:00:15.440]  在這些年間顯明出來
[00:00:15.440 --> 00:00:19.400]  在發怒的時候以憐憫為念
[00:00:19.400 --> 00:00:21.100]  我們就讀到這裡
[00:00:21.100 --> 00:00:22.680]  今天是五旬節
[00:00:22.680 --> 00:00:27.440]  也是在教會傳統當中的聖靈降臨日
[00:00:27.440 --> 00:00:29.800]  當主耶穌在復活升天之前
[00:00:29.800 --> 00:00:32.400]  他很清楚的吩咐門徒們
[00:00:32.400 --> 00:00:36.300]  要到耶路撒冷等候聖靈的降臨
[00:00:36.300 --> 00:00:38.800]  而就在五旬節那一天
[00:00:38.800 --> 00:00:44.200]  聖靈果然按照主所應許的降臨在門徒身上
[00:00:44.200 --> 00:00:48.000]  不但帶給門徒整個生命的改變
[00:00:48.000 --> 00:00:52.900]  也帶給當世代一個翻天覆地的一個改變
[00:00:52.900 --> 00:00:56.700]  五旬節在教會當中
[00:00:56.700 --> 00:01:00.300]  一直是代表著神復興的作為
[00:01:00.300 --> 00:01:06.000]  今天無論我們所處的世代有多麼的黑暗
[00:01:06.000 --> 00:01:10.500]  無論我們所面對的環境有多麼艱難
[00:01:10.500 --> 00:01:13.400]  五旬節就是提醒我們
[00:01:13.400 --> 00:01:17.800]  神今天仍然能夠在我們中間做翻轉的工作
[00:01:17.800 --> 00:01:21.700]  在剛才我們所得的經文當中
[00:01:21.700 --> 00:01:23.500]  我們看見先知哈巴古
[00:01:23.500 --> 00:01:27.800]  他是處在一個極其黑暗的世代
[00:01:27.800 --> 00:01:30.600]  一個充滿危機的時刻
[00:01:30.600 --> 00:01:35.100]  當時可以說是以色列人歷史當中最黑暗的時期
[00:01:35.100 --> 00:01:38.400]  不但境外有加勒底人的一個供給
[00:01:38.400 --> 00:01:41.600]  境內也缺乏牛羊食物
[00:01:41.600 --> 00:01:46.800]  連以色列人神的百姓的心也都遠離神
[00:01:46.800 --> 00:01:50.100]  那是一個充滿危機的時刻
[00:01:50.100 --> 00:01:52.200]  但就在這個時刻
[00:01:52.200 --> 00:01:56.000]  他卻向神發出了一個呼求
[00:01:56.000 --> 00:02:02.200]  他說耶和華求你在這些年間復興你的作為來
[00:02:02.200 --> 00:02:04.400]  在這些年間顯明出來
[00:02:04.400 --> 00:02:08.000]  在發怒的時候以憐憫為戀
[00:02:08.000 --> 00:02:09.400]  換句話說
[00:02:09.400 --> 00:02:13.100]  雖然他知道現在是個黑暗的時刻
[00:02:13.100 --> 00:02:18.000]  雖然他知道現在是個神發孽怒的時刻
[00:02:18.000 --> 00:02:23.900]  但他相信神仍然能夠在這個黑暗的時刻來做反轉的工作
[00:02:23.900 --> 00:02:27.000]  所以他呼求說主啊
[00:02:27.000 --> 00:02:32.400]  在這些年間復興你的作為來
[00:02:32.400 --> 00:02:34.500]  第二點今天我就想到
[00:02:34.500 --> 00:02:38.200]  我們不是也處在一個充滿危機的時刻嗎
[00:02:38.200 --> 00:02:40.300]  我們左看看右看看
[00:02:40.300 --> 00:02:42.900]  不但疫情沒完沒了
[00:02:42.900 --> 00:02:45.400]  我們看見我們面對各式各樣的危機
[00:02:45.400 --> 00:02:47.200]  不但有經濟的危機
[00:02:47.200 --> 00:02:48.800]  社會道德的危機
[00:02:48.800 --> 00:02:51.900]  再加上不斷的槍擊的事件
[00:02:51.900 --> 00:02:55.000]  我們真的必須承認我們沒有答案
[00:02:55.000 --> 00:02:57.200]  我們真的需要神
[00:02:57.200 --> 00:02:59.800]  我們也真的需要神在這個時代
[00:02:59.800 --> 00:03:03.500]  降下他的復興在我們中間
[00:03:03.500 --> 00:03:07.900]  第二點今天你的心中渴望神的復興降臨嗎
[00:03:07.900 --> 00:03:14.600]  你相信神仍然能夠在今天的時代降下復興來嗎
[00:03:14.600 --> 00:03:16.900]  如果我們相信
[00:03:16.900 --> 00:03:22.100]  我們就要預備主動積極的預備我們自己
[00:03:22.100 --> 00:03:25.600]  來迎接神的復興
[00:03:25.600 --> 00:03:27.400]  那你說我們怎麼預備我們自己
[00:03:27.400 --> 00:03:29.200]  今天早上從三方面來講
[00:03:29.200 --> 00:03:32.000]  怎麼預備我們自己來迎接神的復興
[00:03:32.000 --> 00:03:33.300]  首先第一個
[00:03:33.300 --> 00:03:36.000]  我們要渴望神復興的作為
[00:03:36.000 --> 00:03:40.600]  跟你媽說要渴望神復興的作為
[00:03:40.600 --> 00:03:44.400]  你知道在哈巴古書他特別提到說
[00:03:44.400 --> 00:03:48.600]  求神復興神的作為
[00:03:48.600 --> 00:03:50.500]  我就想到今天在這個世代裡面
[00:03:50.500 --> 00:03:53.400]  我們不但需要聽神的話
[00:03:53.400 --> 00:03:55.500]  今天這個世代更需要的是
[00:03:55.500 --> 00:03:58.600]  看見神的作為來
[00:03:58.600 --> 00:04:00.900]  馬丁·羅伊·強斯在他所寫的
[00:04:00.900 --> 00:04:03.400]  復興的爭議這本書裡面講到
[00:04:03.400 --> 00:04:06.600]  今天為什麼我們需要求復興呢
[00:04:06.600 --> 00:04:08.000]  他講到兩個主要的原因
[00:04:08.000 --> 00:04:09.300]  第一個
[00:04:09.300 --> 00:04:11.700]  就要使神的百姓能夠認識到
[00:04:11.700 --> 00:04:14.100]  我們有一位非凡的神
[00:04:14.100 --> 00:04:16.300]  不平凡的神
[00:04:16.300 --> 00:04:18.900]  第二 為了要讓世人能夠看見
[00:04:18.900 --> 00:04:21.400]  我們的神大有能力
[00:04:21.400 --> 00:04:22.800]  換句話說
[00:04:22.800 --> 00:04:25.300]  就是要讓教會
[00:04:25.300 --> 00:04:27.100]  讓這個世界
[00:04:27.100 --> 00:04:30.700]  都能夠看見神的作為來
[00:04:30.700 --> 00:04:32.500]  你說穆斯在今天的世代
[00:04:32.500 --> 00:04:35.100]  我們有可能看見神的作為嗎
[00:04:35.100 --> 00:04:37.400]  當然是有可能
[00:04:37.400 --> 00:04:39.100]  事實上在整本的聖經當中
[00:04:39.100 --> 00:04:41.700]  你都可以看見神何等樂意
[00:04:41.700 --> 00:04:45.300]  降下復興在祂的百姓當中
[00:04:45.300 --> 00:04:48.000]  如果你仔細看整個以色列歷史
[00:04:48.000 --> 00:04:50.100]  你就看見神的心意
[00:04:50.100 --> 00:04:52.200]  就是一次一次
[00:04:52.200 --> 00:04:56.800]  將祂的復興降臨在祂百姓中間
[00:04:56.800 --> 00:04:58.300]  在舊約時代
[00:04:58.300 --> 00:05:01.600]  當以色列人在埃及地做奴隸的時候
[00:05:01.600 --> 00:05:03.200]  不得自由
[00:05:03.200 --> 00:05:04.400]  神的手
[00:05:04.400 --> 00:05:08.100]  就藉著摩西降下實災
[00:05:08.100 --> 00:05:09.700]  以大能的作為
[00:05:09.700 --> 00:05:15.000]  將以色列百姓從埃及的奴隸當中拯救出來
[00:05:15.000 --> 00:05:15.900]  在約書亞記
[00:05:15.900 --> 00:05:18.900]  我們看見當以色列人面對約旦河
[00:05:18.900 --> 00:05:21.700]  神再一次用祂復興的作為
[00:05:21.700 --> 00:05:23.200]  打開約旦河
[00:05:23.200 --> 00:05:25.700]  讓以色列人能夠過約旦河
[00:05:25.700 --> 00:05:27.300]  進入應許之地
