
[00:00:00.000 --> 00:00:02.000]  提姊妹早晨
[00:00:02.000 --> 00:00:06.000]  代表加拿大華人神學院多倫多問候大家
[00:00:06.000 --> 00:00:08.000]  好多謝教會的邀請
[00:00:08.000 --> 00:00:11.000]  讓我有機會和大家一齊去敬拜
[00:00:11.000 --> 00:00:13.000]  牧師告訴我
[00:00:13.000 --> 00:00:16.000]  教會這個系列叫做「照命人生」
[00:00:16.000 --> 00:00:18.000]  請我們分享自己的故事
[00:00:18.000 --> 00:00:20.000]  非常之感恩
[00:00:20.000 --> 00:00:22.000]  因為剛剛好到了暑假
[00:00:22.000 --> 00:00:25.000]  我來了加拿大多倫多這裡一年了
[00:00:25.000 --> 00:00:30.000]  就回想一下上帝在過去這段時間的帶領
[00:00:30.000 --> 00:00:33.000]  其實三十多年前
[00:00:33.000 --> 00:00:36.000]  年輕的時候我在加拿大讀大學
[00:00:36.000 --> 00:00:40.000]  然後就在多倫多這裡做過幾年事
[00:00:40.000 --> 00:00:45.000]  當時就在這裡的教會不加入教會
[00:00:45.000 --> 00:00:48.000]  我很記得那個時候
[00:00:48.000 --> 00:00:51.000]  我有一個誤解對於我們的信仰
[00:00:51.000 --> 00:00:55.000]  就是我們被神呼召
[00:00:55.000 --> 00:00:57.000]  上帝呼召我們
[00:00:57.000 --> 00:01:00.000]  他一定好像我們傳統想像那樣
[00:01:00.000 --> 00:01:05.000]  一定是差我們去我們最不想去的地方
[00:01:05.000 --> 00:01:08.000]  一定是最困難的事情
[00:01:08.000 --> 00:01:10.000]  一定是非洲的
[00:01:10.000 --> 00:01:14.000]  所以我那時候很害怕
[00:01:14.000 --> 00:01:17.000]  避開所有的陪靈會
[00:01:17.000 --> 00:01:19.000]  因為最怕聽到別人見證
[00:01:19.000 --> 00:01:21.000]  講完呼召的時候就哭了
[00:01:21.000 --> 00:01:23.000]  控制不了自己
[00:01:23.000 --> 00:01:26.000]  走出去說當然不要了
[00:01:26.000 --> 00:01:29.000]  但是過了很多年我才明白
[00:01:29.000 --> 00:01:31.000]  其實上帝呼召我們
[00:01:31.000 --> 00:01:33.000]  差遣我們去的地方
[00:01:33.000 --> 00:01:35.000]  是我們最適合的地方
[00:01:35.000 --> 00:01:38.000]  而且那個想像不是人想起
[00:01:38.000 --> 00:01:40.000]  說有多偉大的事情為神去做
[00:01:40.000 --> 00:01:42.000]  而是很簡單
[00:01:42.000 --> 00:01:48.000]  其實神已經創造了天地萬物
[00:01:48.000 --> 00:01:52.000]  讓我們在當中很簡單地回應祂
[00:01:52.000 --> 00:01:54.000]  按照祂的帶領去生活
[00:01:54.000 --> 00:01:57.000]  後來我就過了幾年之後
[00:01:57.000 --> 00:01:58.000]  因為家裡的緣故
[00:01:58.000 --> 00:02:00.000]  我就回到香港
[00:02:00.000 --> 00:02:02.000]  我是讀會計做會計的
[00:02:02.000 --> 00:02:07.000]  所以最初回去都是做會計審計的工作
[00:02:07.000 --> 00:02:09.000]  後來我就自己開公司
[00:02:09.000 --> 00:02:12.000]  然後由放下我的公司
[00:02:12.000 --> 00:02:14.000]  就去讀神學
[00:02:14.000 --> 00:02:17.000]  當我滿心以為讀完神學
[00:02:17.000 --> 00:02:19.000]  我會在教會服侍
[00:02:19.000 --> 00:02:21.000]  去教會服侍
[00:02:21.000 --> 00:02:22.000]  跟大家茶經
[00:02:22.000 --> 00:02:23.000]  不知道多開心
[00:02:23.000 --> 00:02:27.000]  誰知道上帝又帶領我去英國深造
[00:02:27.000 --> 00:02:31.000]  然後回去香港的神學院教書
[00:02:31.000 --> 00:02:36.000]  當我滿心相信我教了書十幾年
[00:02:36.000 --> 00:02:39.000]  會在香港做到退休
[00:02:39.000 --> 00:02:42.000]  在那裡有我很好的教會
[00:02:42.000 --> 00:02:44.000]  神學院和家人
[00:02:44.000 --> 00:02:48.000]  誰知道上帝在去年呼召我
[00:02:48.000 --> 00:02:51.000]  又回來地球的另一邊
[00:02:51.000 --> 00:02:54.000]  所以在去年我就回來
[00:02:54.000 --> 00:02:58.000]  我離開了三十多年的多倫多這個城市
[00:02:58.000 --> 00:03:01.000]  所以如果真的要講我的照命人生
[00:03:01.000 --> 00:03:04.000]  故事幾個小時都講不完
[00:03:04.000 --> 00:03:07.000]  每一次我以為留在那裡打工
[00:03:07.000 --> 00:03:09.000]  做生意
[00:03:09.000 --> 00:03:11.000]  或者是會牧養教會
[00:03:11.000 --> 00:03:13.000]  會繼續在香港教神學
[00:03:13.000 --> 00:03:15.000]  上帝都會在我眼前
[00:03:15.000 --> 00:03:18.000]  好像掀開身的一頁一樣
[00:03:18.000 --> 00:03:22.000]  每一頁我看到的時候都會嘩一聲
[00:03:22.000 --> 00:03:24.000]  感覺是我做不到
[00:03:24.000 --> 00:03:27.000]  或者是我不能夠做
[00:03:27.000 --> 00:03:29.000]  但是回頭看
[00:03:29.000 --> 00:03:31.000]  卻是充滿恩典的路
[00:03:31.000 --> 00:03:34.000]  今天我就選擇跟大家分享
[00:03:34.000 --> 00:03:36.000]  我最近期的經歷
[00:03:36.000 --> 00:03:39.000]  是我一個令到我覺得
[00:03:39.000 --> 00:03:42.000]  此生無憾的一個經歷
[00:03:42.000 --> 00:03:46.000]  我不知道你會經歷什麼
[00:03:46.000 --> 00:03:49.000]  或者你希望做到什麼
[00:03:49.000 --> 00:03:52.000]  你才會覺得此生無憾
[00:03:52.000 --> 00:03:56.000]  2023年我在香港的神學院
[00:03:56.000 --> 00:04:00.000]  在那裡我教書和做行政的工作
[00:04:00.000 --> 00:04:02.000]  已經十幾年了
[00:04:02.000 --> 00:04:06.000]  我的同工院長李思敬博士
[00:04:06.000 --> 00:04:09.000]  大家知道他退任的時候
[00:04:09.000 --> 00:04:12.000]  我們已經栽培好一班接班人
[00:04:12.000 --> 00:04:15.000]  所以他很順利地交了棒
[00:04:15.000 --> 00:04:17.000]  於是乎我也很順利地
[00:04:17.000 --> 00:04:19.000]  將我教務長的職責
[00:04:19.000 --> 00:04:21.000]  又交給下一代
[00:04:21.000 --> 00:04:24.000]  你知道神學院老師最想做的
[00:04:24.000 --> 00:04:26.000]  就是教學研究寫作
[00:04:26.000 --> 00:04:29.000]  所以李思敬博士
[00:04:29.000 --> 00:04:32.000]  就很開心地在做這幾件事
[00:04:32.000 --> 00:04:35.000]  我也是有這樣的打算的
[00:04:35.000 --> 00:04:38.000]  但是當我退下來之後
[00:04:38.000 --> 00:04:40.000]  我就經歷了一連串
[00:04:40.000 --> 00:04:43.000]  令到我很迷惘的事情
[00:04:43.000 --> 00:04:47.000]  在那個時候我很需要問神
[00:04:47.000 --> 00:04:49.000]  你帶我去哪裡
[00:04:49.000 --> 00:04:53.000]  這些日子我怎樣去做
[00:04:53.000 --> 00:04:54.000]  我不知道
[00:04:54.000 --> 00:04:56.000]  我覺得你的人生
[00:04:56.000 --> 00:04:58.000]  都會經過這些迷惘的日子
[00:04:58.000 --> 00:05:00.000]  很混亂的日子
[00:05:00.000 --> 00:05:03.000]  你會做什麼呢
[00:05:03.000 --> 00:05:04.000]  我有一招教你
[00:05:04.000 --> 00:05:06.000]  我也是只有一招
[00:05:06.000 --> 00:05:07.000]  沒有什麼神奇
[00:05:07.000 --> 00:05:09.000]  當然是祈禱
[00:05:09.000 --> 00:05:11.000]  上帝說你搞什麼
[00:05:11.000 --> 00:05:13.000]  我究竟應該怎樣
[00:05:13.000 --> 00:05:15.000]  所以我很記得
