
[00:00:00.000 --> 00:00:02.720]  各位弟兄姊妹朋友,早晨!
[00:00:02.720 --> 00:00:06.920]  我們再次來到神的殿中,一起讚美我們的天父上帝
[00:00:06.920 --> 00:00:11.320]  我們今天會繼續去討論羅馬書
[00:00:11.320 --> 00:00:15.820]  其實我們在人生的
[00:00:15.820 --> 00:00:24.320]  從小時候起,我們有個想被愛的感覺
[00:00:24.320 --> 00:00:31.320]  很多時候都會有被看顧和認知的感覺
[00:00:31.320 --> 00:00:36.320]  我們不想一個人很孤單去過一些人生的遭遇
[00:00:36.320 --> 00:00:46.320]  就算是我們一出生都像小朋友一樣有個心中的寶貝
[00:00:46.320 --> 00:00:51.320]  他們這個寶貝的奶嘴就是他們的安全感
[00:00:51.320 --> 00:00:55.320]  他們一含著奶嘴就想睡得很舒服
[00:00:55.320 --> 00:00:59.320]  我們做父母的很想快點戒掉奶嘴
[00:00:59.320 --> 00:01:03.320]  其實我們戒掉奶嘴之後又會找另一樣代替
[00:01:03.320 --> 00:01:05.320]  我們心中代替的安全感
[00:01:05.320 --> 00:01:07.320]  其實在這個社會動盪之中
[00:01:07.320 --> 00:01:10.320]  我們見到香港和美國都有很多動盪的時候
[00:01:10.320 --> 00:01:14.320]  我們這個時候都是需要一個安全感
[00:01:14.320 --> 00:01:18.320]  來帶給我們一些東西我們可以抓住的
[00:01:18.320 --> 00:01:22.320]  可以使我們有盼望和平安的感覺
[00:01:22.320 --> 00:01:26.320]  我們人生裡面究竟有什麼東西
[00:01:26.320 --> 00:01:31.320]  我們可以在困境裡抓緊而得到這個感覺呢?
[00:01:31.320 --> 00:01:35.320]  我們從羅馬書當中看到一些事情
[00:01:35.320 --> 00:01:38.320]  我們這次已經是第六個案
[00:01:38.320 --> 00:01:40.320]  我們從第一章講到現在
[00:01:40.320 --> 00:01:43.320]  過去的五個星期,今天是第六個星期
[00:01:43.320 --> 00:01:48.320]  就從羅馬書一開始的第一章開始
[00:01:48.320 --> 00:01:51.320]  就提到我們眾人無論你是什麼人
[00:01:51.320 --> 00:01:53.320]  猶太人或者外邦人
[00:01:53.320 --> 00:01:56.320]  或者以前現在信了主耶穌基督為個人救主
[00:01:56.320 --> 00:02:02.320]  以前的時候我們都是個性言語行為上
[00:02:02.320 --> 00:02:04.320]  都是完全敗壞
[00:02:04.320 --> 00:02:07.320]  靠自己的能力不可以自救
[00:02:07.320 --> 00:02:15.320]  這個審判是比我們美國最高法院的審判更加嚴重
[00:02:15.320 --> 00:02:17.320]  神的審判
[00:02:17.320 --> 00:02:22.320]  我們走投無路,我們用自己的方法去找出出路
[00:02:22.320 --> 00:02:26.320]  無論你走去哪裡,只要靠著信
[00:02:26.320 --> 00:02:28.320]  靠著信,靠著主耶穌基督
[00:02:28.320 --> 00:02:32.320]  這個為我們受死,為了罪
[00:02:32.320 --> 00:02:38.320]  寫明,只可以來懲疑,治不在定罪
[00:02:38.320 --> 00:02:43.320]  主耶穌的血就灑在我們鐵石的石頭的心腸裡面
[00:02:43.320 --> 00:02:47.320]  就可以開花,就會有新的生命
[00:02:47.320 --> 00:02:51.320]  我們有借著主耶穌以聖靈為念
[00:02:51.320 --> 00:02:55.320]  以這個神為念來過這個生活
[00:02:55.320 --> 00:02:58.320]  就會有一個新的生活
[00:02:58.320 --> 00:03:00.320]  有御主聯合的生活
[00:03:00.320 --> 00:03:02.320]  最後,我們上次提到
[00:03:02.320 --> 00:03:05.320]  我們要靠聖靈的引導
[00:03:05.320 --> 00:03:08.320]  我們走人生困難的道路
[00:03:08.320 --> 00:03:11.320]  這個愛,在第八章提到
[00:03:11.320 --> 00:03:15.320]  無論是死或生,是天時自掌權的
[00:03:15.320 --> 00:03:21.320]  是有能的,是現在的,或是將來的
[00:03:21.320 --> 00:03:27.320]  在高處低處,沒有東西可以將我們和神的愛隔絕
[00:03:27.320 --> 00:03:31.320]  這個愛,這個誓言是何等大的誓言
[00:03:31.320 --> 00:03:34.320]  我上次提到這個好像是婚姻的誓言
[00:03:34.320 --> 00:03:39.320]  無論如何,神的愛,夫妻的愛,好比神的愛
[00:03:39.320 --> 00:03:43.320]  都沒有任何的困境可以將我們隔絕出來
[00:03:43.320 --> 00:03:48.320]  我們既然有這麼好的福音訊息
[00:03:48.320 --> 00:03:50.320]  我們應該怎樣做呢?
[00:03:50.320 --> 00:03:52.320]  這個就是我們怎樣去回應
[00:03:52.320 --> 00:03:54.320]  我們今天的主題就是這個主題
[00:03:54.320 --> 00:03:57.320]  我們一起做個感恩祈禱
[00:03:57.320 --> 00:03:59.320]  我們天父上帝,好多謝你
[00:03:59.320 --> 00:04:03.320]  好多謝你賜下聖經,透過保羅寫下羅馬書
[00:04:03.320 --> 00:04:05.320]  使我們能夠明白福音
[00:04:05.320 --> 00:04:07.320]  求你真的幫助我們
[00:04:07.320 --> 00:04:10.320]  開我們眼睛,開我們耳朵
[00:04:10.320 --> 00:04:12.320]  看得清楚,看得明白
[00:04:12.320 --> 00:04:15.320]  看得明白,知道你對我們的
[00:04:15.320 --> 00:04:20.320]  知道我們在神的身上,我們所找的是什麼
[00:04:20.320 --> 00:04:23.320]  我們怎樣去回應這個福音,美好的福音
[00:04:23.320 --> 00:04:24.320]  求主幫助我們
[00:04:24.320 --> 00:04:27.320]  以上的禱告,是奉主耶穌特赦的明智祈求
[00:04:27.320 --> 00:04:29.320]  阿們
[00:04:29.320 --> 00:04:33.320]  我們首先要看這段經文,看第十章
[00:04:33.320 --> 00:04:37.320]  十二到十五節的經文,我們要看看第九章
[00:04:37.320 --> 00:04:39.320]  其實當保羅提到說
[00:04:39.320 --> 00:04:41.320]  世上沒有任何的事情
[00:04:41.320 --> 00:04:43.320]  任何的東西,任何的東西
[00:04:43.320 --> 00:04:45.320]  和我們神的愛隔絕
[00:04:45.320 --> 00:04:47.320]  當他講到這件事的時候
[00:04:47.320 --> 00:04:49.320]  他有心地感到很傷心
[00:04:49.320 --> 00:04:53.320]  為什麼呢?因為他自己本身是猶太人
[00:04:53.320 --> 00:04:57.320]  看到猶太人既然是神的選民
[00:04:57.320 --> 00:04:59.320]  為什麼要到現在的光景
[00:04:59.320 --> 00:05:01.320]  好像和神的愛有所隔絕
[00:05:01.320 --> 00:05:02.320]  是不是真的
[00:05:02.320 --> 00:05:06.320]  為什麼讀到第八章,大家剛才看過的那段經文
[00:05:06.320 --> 00:05:08.320]  就感到非常傷感
[00:05:08.320 --> 00:05:10.320]  因為自己身為猶太人
[00:05:10.320 --> 00:05:12.320]  為什麼
[00:05:12.320 --> 00:05:15.320]  是不是神離棄了猶太人呢?
[00:05:15.320 --> 00:05:17.320]  那麼就去到第九章
[00:05:17.320 --> 00:05:19.320]  那裡提到
[00:05:19.320 --> 00:05:21.320]  保羅本身是猶太人
[00:05:21.320 --> 00:05:23.320]  他熟讀了舊約經文
[00:05:23.320 --> 00:05:26.320]  他就引用了很多的舊約經文
[00:05:26.320 --> 00:05:29.320]  去解釋這件事情
[00:05:29.320 --> 00:05:30.320]  為什麼這個福音
[00:05:30.320 --> 00:05:33.320]  從現在好像遺棄了猶太人
[00:05:33.320 --> 00:05:36.320]  去到外邦人,去到以色列人
[00:05:36.320 --> 00:05:40.320]  去到希臘人呢
[00:05:40.320 --> 00:05:42.320]  他就說,他就引用了學西亞書
[00:05:42.320 --> 00:05:44.320]  兩段的經文
[00:05:44.320 --> 00:05:47.320]  他說,在第九章二十五節提到
[00:05:47.320 --> 00:05:51.320]  就像神在學西亞書所上面的說
[00:05:51.320 --> 00:05:53.320]  那本來不是我的子民
[00:05:53.320 --> 00:05:56.320]  我要稱為我的子民
[00:05:56.320 --> 00:05:58.320]  本來不是蒙愛的
[00:05:58.320 --> 00:06:00.320]  也要稱為蒙愛的
[00:06:00.320 --> 00:06:03.320]  從前在什麼地方對他們說
[00:06:03.320 --> 00:06:04.320]  你們不是我的子民
[00:06:04.320 --> 00:06:09.320]  將來就在那裡稱他為榮生神的子民
[00:06:09.320 --> 00:06:11.320]  原本的意思就是
[00:06:11.320 --> 00:06:13.320]  在舊約的時候
[00:06:13.320 --> 00:06:15.320]  神透過學西亞
[00:06:15.320 --> 00:06:18.320]  才提到的經文在一章第十節
[00:06:18.320 --> 00:06:21.320]  就說,其實引用一章十節的時候
[00:06:21.320 --> 00:06:23.320]  一章十節,舊約的時候這樣寫
[00:06:23.320 --> 00:06:27.320]  其實,現在以色列人遺棄
[00:06:27.320 --> 00:06:32.320]  但是當保羅引用這節經文的時候
[00:06:32.320 --> 00:06:34.320]  他就轉了來
[00:06:34.320 --> 00:06:38.320]  再用了他的原則,他的真理
[00:06:38.320 --> 00:06:41.320]  運用在當時的時候
[00:06:41.320 --> 00:06:44.320]  去跟這些羅馬教會的信徒
[00:06:44.320 --> 00:06:47.320]  運用在當時的環境處境
[00:06:47.320 --> 00:06:52.320]  就說,其實現在外邦人蒙恩了
[00:06:52.320 --> 00:06:56.320]  所以保羅就用了舊約聖經的經文
[00:06:56.320 --> 00:06:57.320]  那時候的意思
[00:06:57.320 --> 00:06:59.320]  轉過來,運用上來
[00:06:59.320 --> 00:07:01.320]  好像我們現在的聖經
[00:07:01.320 --> 00:07:03.320]  怎樣運用現在的時候一樣
[00:07:03.320 --> 00:07:07.320]  他就說,其實外邦人現今蒙恩了
[00:07:07.320 --> 00:07:10.320]  舊約學西亞書的時候沒有這樣的觀念
[00:07:10.320 --> 00:07:12.320]  說怎樣外邦人蒙恩了
[00:07:12.320 --> 00:07:15.320]  其實當時在想的是,以色列人遺棄
[00:07:15.320 --> 00:07:19.320]  但是當保羅引用的時候就說
[00:07:19.320 --> 00:07:23.320]  現在就外邦人蒙恩了
[00:07:23.320 --> 00:07:25.320]  繼續看下去,二十六節
[00:07:25.320 --> 00:07:27.320]  從前什麼地方對他們說
[00:07:27.320 --> 00:07:29.320]  你們不是我的子民
[00:07:29.320 --> 00:07:34.320]  將來就在那裡稱他為永生神的兒子
[00:07:34.320 --> 00:07:36.320]  學西亞書那裡繼續提下去
[00:07:36.320 --> 00:07:38.320]  就說,二章二十三節這樣提下去
[00:07:38.320 --> 00:07:44.320]  審判之後,你們這些以色列人將來都會蒙恩
[00:07:44.320 --> 00:07:47.320]  這裡就是原本學西亞對以色列人的信息
[00:07:47.320 --> 00:07:50.320]  但是當保羅引用這一節的經文
[00:07:50.320 --> 00:07:52.320]  在羅馬書第九章提到
[00:07:52.320 --> 00:07:58.320]  就說,其實我們這班外邦人將來都會一起蒙恩
[00:07:58.320 --> 00:07:59.320]  都會蒙恩
[00:07:59.320 --> 00:08:08.320]  所以其實現在保羅那個時代,他見到很心痛
[00:08:08.320 --> 00:08:10.320]  見到猶太人避棄
[00:08:10.320 --> 00:08:13.320]  現在好像沒有希望
[00:08:13.320 --> 00:08:15.320]  其實就提醒他們
[00:08:15.320 --> 00:08:18.320]  其實現在神有個計劃
[00:08:18.320 --> 00:08:21.320]  神的計劃就是要外邦人蒙恩
[00:08:21.320 --> 00:08:25.320]  因為他們的不信,他們可以傳福音給外邦人
[00:08:25.320 --> 00:08:30.320]  接著他們將來都會和以色列人一起蒙恩
[00:08:30.320 --> 00:08:32.320]  神的信實是永遠不變的
[00:08:32.320 --> 00:08:34.320]  所以會一起蒙恩
[00:08:34.320 --> 00:08:37.320]  我們看到第十節那裡
[00:08:37.320 --> 00:08:40.320]  今天的經文主要是第十章
[00:08:40.320 --> 00:08:44.320]  剛才大家讀經文的背景就是
[00:08:44.320 --> 00:08:48.320]  我們說,如果我們口裡承認主耶穌為主
[00:08:48.320 --> 00:08:50.320]  心裡相信,叫他來使我們復活
[00:08:50.320 --> 00:08:51.320]  就必得救
[00:08:51.320 --> 00:08:55.320]  我們很多時候都想,我們的禱告當中,信主的禱告
[00:08:55.320 --> 00:09:02.320]  我們只要口裡承認心裡相信,我們就得救
[00:09:02.320 --> 00:09:05.320]  其實這個信息就是因信稱義的信息
[00:09:05.320 --> 00:09:07.320]  相信就稱義
[00:09:07.320 --> 00:09:09.320]  我們過去那五個禮拜都提到
[00:09:09.320 --> 00:09:11.320]  我們不是靠行為稱義
[00:09:11.320 --> 00:09:13.320]  我們靠信,靠主耶穌基督
[00:09:13.320 --> 00:09:14.320]  信他什麼?
[00:09:14.320 --> 00:09:16.320]  信他從死裡復活
[00:09:16.320 --> 00:09:18.320]  為我們聚死,從死裡復活
[00:09:18.320 --> 00:09:22.320]  這個信息就是我們全港的信息
[00:09:22.320 --> 00:09:26.320]  是凡信他的人,必不至於羞愧
[00:09:26.320 --> 00:09:28.320]  是凡,即是所有
[00:09:28.320 --> 00:09:31.320]  不是一時行,一時不行
[00:09:31.320 --> 00:09:35.320]  是100%,是凡所有
[00:09:35.320 --> 00:09:40.320]  很多時候我們在這個世代很困難
[00:09:40.320 --> 00:09:43.320]  你就算回到香港的快餐店吃東西
[00:09:43.320 --> 00:09:45.320]  突然間快餐店有很多東西吃
[00:09:45.320 --> 00:09:49.320]  以前只買一樣東西,現在買了很多東西
[00:09:49.320 --> 00:09:51.320]  好像去吃自助餐一樣
[00:09:51.320 --> 00:09:53.320]  我們很多時候就在想
[00:09:53.320 --> 00:09:55.320]  走來走去,有時候會想
[00:09:55.320 --> 00:09:59.320]  有一個稱呼叫選擇困難症
[00:09:59.320 --> 00:10:01.320]  猶豫不決
[00:10:01.320 --> 00:10:05.320]  猶豫不決到究竟吃海南雞飯好
[00:10:05.320 --> 00:10:07.320]  還是吃星洲炒米好
[00:10:07.320 --> 00:10:10.320]  或者吃其他東西,吃快餐好
[00:10:10.320 --> 00:10:13.320]  究竟是怎樣選擇
[00:10:13.320 --> 00:10:15.320]  很多時候我們去買東西
[00:10:15.320 --> 00:10:17.320]  例如去買車都好,去車行
[00:10:17.320 --> 00:10:19.320]  明明我想買一輛房車
[00:10:19.320 --> 00:10:21.320]  但見到一輛SUV
[00:10:21.320 --> 00:10:23.320]  又見到一輛四驅車
[00:10:23.320 --> 00:10:25.320]  究竟買甚麼好呢?
[00:10:25.320 --> 00:10:29.320]  明明看了所有consumer report選擇的雜誌
[00:10:29.320 --> 00:10:32.320]  明明這輛房車,我最喜歡的型號
[00:10:32.320 --> 00:10:34.320]  誰知看著看著
[00:10:34.320 --> 00:10:36.320]  不如看其他款式
[00:10:36.320 --> 00:10:38.320]  其他的款式
[00:10:38.320 --> 00:10:40.320]  很多時候在猶豫不決
[00:10:40.320 --> 00:10:43.320]  買車或者去吃東西的時候,走來走去
[00:10:43.320 --> 00:10:45.320]  選來選去
[00:10:45.320 --> 00:10:47.320]  其實我們都是一樣
[00:10:47.320 --> 00:10:49.320]  信仰方便
[00:10:49.320 --> 00:10:55.320]  很多時候,昨天我在婚姻查點
[00:10:55.320 --> 00:10:57.320]  遇到一班朋友
[00:10:57.320 --> 00:10:59.320]  他們坐在一起
[00:10:59.320 --> 00:11:01.320]  好三面,我就坐在一起
[00:11:01.320 --> 00:11:03.320]  究竟你們是哪班
[00:11:03.320 --> 00:11:05.320]  來自哪裏
[00:11:05.320 --> 00:11:10.320]  其實每個宗教信仰都一樣
[00:11:10.320 --> 00:11:12.320]  天主教,基督教也好
[00:11:12.320 --> 00:11:13.320]  佛教甚麼教也好
[00:11:13.320 --> 00:11:15.320]  都是信仰一樣
[00:11:15.320 --> 00:11:17.320]  因為很多時候我們見到
[00:11:17.320 --> 00:11:19.320]  有時你坐車,駕車
[00:11:19.320 --> 00:11:21.320]  見到bumper sticker寫著coexist
[00:11:21.320 --> 00:11:23.320]  甚麼教都是同一樣
[00:11:23.320 --> 00:11:25.320]  無所謂的
[00:11:25.320 --> 00:11:27.320]  很多選擇
[00:11:27.320 --> 00:11:31.320]  我們變了好像患了選擇困難症一樣
[00:11:31.320 --> 00:11:33.320]  究竟哪樣最好呢?
[00:11:33.320 --> 00:11:35.320]  我們就不選擇
[00:11:35.320 --> 00:11:37.320]  不選擇之後
[00:11:37.320 --> 00:11:39.320]  我們信神的,信基督的就知道
[00:11:39.320 --> 00:11:41.320]  怎樣呢?
[00:11:41.320 --> 00:11:44.320]  我們就算在現在的世代
[00:11:44.320 --> 00:11:46.320]  我們都可以有談愛
[00:11:46.320 --> 00:11:48.320]  我們過得性的生活
[00:11:48.320 --> 00:11:51.320]  不用到最後那一刻
[00:11:51.320 --> 00:11:53.320]  自信耶穌不是上天堂
[00:11:53.320 --> 00:11:55.320]  其實我們欠缺了一個訊息
[00:11:55.320 --> 00:11:58.320]  中間我們做基督徒的時候
[00:11:58.320 --> 00:12:00.320]  都有歡喜快樂的心
[00:12:00.320 --> 00:12:02.320]  面對這些困難
[00:12:02.320 --> 00:12:04.320]  羅馬書第八章已經提到
[00:12:04.320 --> 00:12:06.320]  寶萊自己也提到
[00:12:06.320 --> 00:12:08.320]  自己很苦
[00:12:08.320 --> 00:12:10.320]  但是靠著主耶穌基督
[00:12:10.320 --> 00:12:12.320]  我們就得勝有餘
[00:12:12.320 --> 00:12:14.320]  所以他們就欠缺了
[00:12:14.320 --> 00:12:16.320]  大家可能不明白
[00:12:16.320 --> 00:12:18.320]  之前有些朋友不明白
[00:12:18.320 --> 00:12:22.320]  原來不只是因為上天堂去永生
[00:12:22.320 --> 00:12:24.320]  是因為我們過基督徒的生活
[00:12:24.320 --> 00:12:26.320]  都有這個喜樂
[00:12:26.320 --> 00:12:30.320]  希望那些朋友可以想得清楚
[00:12:30.320 --> 00:12:32.320]  其實我們不要猶猶疑疑
[00:12:32.320 --> 00:12:36.320]  真的擺脫這個選擇困難症
[00:12:36.320 --> 00:12:38.320]  去做出一個選擇
[00:12:38.320 --> 00:12:40.320]  這個訊息就說
[00:12:40.320 --> 00:12:44.320]  凡信他人必不至於受愧
[00:12:44.320 --> 00:12:46.320]  我們不會再後悔
[00:12:46.320 --> 00:12:48.320]  不會再有什麼覺得
[00:12:48.320 --> 00:12:50.320]  我們以前做錯了什麼
[00:12:50.320 --> 00:12:51.320]  很對不起誰
[00:12:51.320 --> 00:12:53.320]  我們有個得勝的生活
[00:12:53.320 --> 00:12:55.320]  我們不至於受愧,是凡
[00:12:55.320 --> 00:12:57.320]  不用再選來選去
[00:12:57.320 --> 00:12:58.320]  就是這樣
[00:12:58.320 --> 00:13:00.320]  所以第一個重點
[00:13:00.320 --> 00:13:02.320]  在這幾節經文的重點就是
[00:13:02.320 --> 00:13:04.320]  我們所傳的道
[00:13:04.320 --> 00:13:08.320]  就是一個恩信清義的道
[00:13:08.320 --> 00:13:10.320]  這個恩信清義道
[00:13:10.320 --> 00:13:12.320]  你凡信
[00:13:12.320 --> 00:13:14.320]  口裡承認,心裡相信
[00:13:14.320 --> 00:13:15.320]  主耶穌是我們的救主
[00:13:15.320 --> 00:13:16.320]  祂從死裡復活
[00:13:16.320 --> 00:13:18.320]  這樣就得救了
[00:13:18.320 --> 00:13:20.320]  這樣不需要選來選去
[00:13:20.320 --> 00:13:22.320]  去來去去問這麼多
[00:13:22.320 --> 00:13:24.320]  不就是在這裡沉迷
[00:13:24.320 --> 00:13:25.320]  在這裡猶豫
[00:13:25.320 --> 00:13:27.320]  這個就是我們的第一個重點
[00:13:27.320 --> 00:13:28.320]  最後所傳的道
[00:13:28.320 --> 00:13:30.320]  就是恩信清義的道
[00:13:30.320 --> 00:13:31.320]  我們由這個背景
[00:13:31.320 --> 00:13:32.320]  就可以繼續去看
[00:13:32.320 --> 00:13:34.320]  我們剛才大家讀的經文
[00:13:34.320 --> 00:13:35.320]  究竟是
[00:13:35.320 --> 00:13:37.320]  剛才大家讀的經文是說什麼呢
[00:13:37.320 --> 00:13:39.320]  為什麼這幫人可以
[00:13:39.320 --> 00:13:43.320]  凡信的人就得救呢
[00:13:43.320 --> 00:13:44.320]  為什麼呢
[00:13:44.320 --> 00:13:46.320]  他給了保羅三個原因
[00:13:46.320 --> 00:13:47.320]  其實有個
