
[00:00:00.000 --> 00:00:03.400]  丙姐妹,早安,讓我們一起禱告
[00:00:03.400 --> 00:00:07.620]  聖靈啊,求祢再一次向我們說話
[00:00:07.620 --> 00:00:10.480]  在一個紛亂的世代裏面
[00:00:10.480 --> 00:00:15.640]  求祢指教我們,如何與神同行
[00:00:15.640 --> 00:00:18.640]  也多謝祢賜下祢寶貴的話語
[00:00:18.640 --> 00:00:22.000]  上上祢也調教我們的心思意念
[00:00:22.000 --> 00:00:27.000]  使我們能夠對準主祢的吩咐
[00:00:27.000 --> 00:00:29.240]  經歷主祢的應許
[00:00:29.240 --> 00:00:32.000]  並且與神同工
[00:00:32.000 --> 00:00:35.120]  在我們不同的崗位角色裏面
[00:00:35.120 --> 00:00:37.320]  為主作見證
[00:00:37.320 --> 00:00:40.840]  求祢藉著這段經文再次向我們說話
[00:00:40.840 --> 00:00:43.840]  使我們的生命能夠被轉化過來
[00:00:43.840 --> 00:00:46.000]  多謝祢,垂聽我們的禱告
[00:00:46.000 --> 00:00:48.800]  奉耶穌基督得勝的名求
[00:00:48.800 --> 00:00:49.960]  阿們
[00:00:49.960 --> 00:00:53.120]  今天是父親節
[00:00:53.120 --> 00:00:56.680]  很想祝福每一位的爸爸
[00:00:56.680 --> 00:01:01.680]  父親節快樂,如果您的爸爸在螢光幕前跟你一起去敬拜
[00:01:01.680 --> 00:01:04.240]  又或者在場的當中跟你一起去敬拜
[00:01:04.240 --> 00:01:06.440]  可以給他一個擁抱嗎?
[00:01:06.440 --> 00:01:09.280]  給他一個擁抱,跟他說一聲
[00:01:09.280 --> 00:01:12.000]  多謝你,爸爸,你這麼愛我
[00:01:12.000 --> 00:01:19.680]  來到肥納比書最後的一章裏面
[00:01:19.680 --> 00:01:24.760]  我們都知道肥納比書是一卷叫做監獄的書信
[00:01:24.760 --> 00:01:28.960]  是保羅在被囚禁的時候所寫成的
[00:01:28.960 --> 00:01:31.160]  其中一個很重要的主題是什麼呢?
[00:01:31.160 --> 00:01:32.760]  肥納比書
[00:01:32.760 --> 00:01:34.760]  先溫習一下書
[00:01:34.760 --> 00:01:35.880]  記不記得?
[00:01:35.880 --> 00:01:40.400]  一個很重要的主題在肥納比書裏面強調的是什麼?
[00:01:40.400 --> 00:01:43.120]  喜樂,沒錯,喜樂
[00:01:43.120 --> 00:01:46.760]  我不知道在這段時間你喜不喜樂
[00:01:46.760 --> 00:01:48.480]  我相信都不容易
[00:01:48.480 --> 00:01:55.640]  面對著一個這樣的情況,在社會,在一個疫症
[00:01:55.640 --> 00:01:59.560]  過去我們整個香港的變化都這麼大的時候
[00:01:59.560 --> 00:02:02.360]  都實在叫人很難去喜樂
[00:02:02.360 --> 00:02:05.560]  不過正正這本書就是講喜樂
[00:02:05.560 --> 00:02:10.840]  如果這兩個字總共在整本書裏面出現了17次
[00:02:10.840 --> 00:02:12.240]  都很難想像
[00:02:12.240 --> 00:02:14.640]  特別更難想像就是剛才都說了
[00:02:14.640 --> 00:02:17.400]  保羅在坐牢的情況下
[00:02:17.400 --> 00:02:20.200]  怎樣和喜樂結連起來呢?
[00:02:20.200 --> 00:02:21.920]  一個被囚的保羅
[00:02:21.920 --> 00:02:25.400]  我們一直看的時候都很感受到
[00:02:25.400 --> 00:02:29.240]  他是一個在逆境裏面仍然真的很喜樂
[00:02:29.240 --> 00:02:31.600]  是活出喜樂的那一種
[00:02:31.600 --> 00:02:34.240]  同時間不單止他喜樂
[00:02:34.240 --> 00:02:39.200]  還要教導我們怎樣去喜樂
[00:02:39.200 --> 00:02:44.840]  我不知道你對監獄的印象是什麼
[00:02:44.840 --> 00:02:48.480]  可能你說「我沒坐過監獄,江牧師」
[00:02:48.480 --> 00:02:51.920]  可能我們都有機會透過電影
[00:02:51.920 --> 00:02:55.680]  電視,一些劇集略知一二
[00:02:55.680 --> 00:03:01.800]  我們都知道監獄固然是一個囚禁犯人的地方
[00:03:01.800 --> 00:03:03.800]  代表失去了自由
[00:03:03.800 --> 00:03:06.880]  我還記得我人生第一次入監
[00:03:06.880 --> 00:03:08.520]  不是去坐
[00:03:08.520 --> 00:03:12.520]  而是跟著教會的監獄報道士工
[00:03:12.520 --> 00:03:17.000]  一起去到大嶼山的石壁監獄裏面服侍
[00:03:17.000 --> 00:03:20.480]  那次的服侍都給我很深的體會
[00:03:20.480 --> 00:03:22.680]  回想當時去到的時候
[00:03:22.680 --> 00:03:25.960]  會看到四面牆都很高
[00:03:25.960 --> 00:03:27.520]  很神秘
[00:03:27.520 --> 00:03:29.720]  裏面又不知道會發生什麼事
[00:03:29.720 --> 00:03:31.560]  會見到什麼人
[00:03:31.560 --> 00:03:35.720]  進去裏面是要經過重重的關口
[00:03:35.720 --> 00:03:40.320]  當時給我的感覺是很重瞞深鎖
[00:03:40.320 --> 00:03:42.320]  一種很無形的壓力
[00:03:42.320 --> 00:03:45.400]  好像進去後就出不來了
[00:03:45.400 --> 00:03:48.680]  當服侍完之後
[00:03:48.680 --> 00:03:51.280]  當時有機會去到
[00:03:51.280 --> 00:03:58.400]  眼見到很多朋友都是面無表情
[00:03:58.400 --> 00:04:01.720]  有個別還是凶神惡煞
[00:04:01.720 --> 00:04:04.320]  都給我一種這樣的印象
[00:04:04.320 --> 00:04:09.440]  完了之後有機會跟一班已經信主的囚友
[00:04:09.440 --> 00:04:12.000]  去到談話
[00:04:12.000 --> 00:04:13.040]  如果大家知道
[00:04:13.040 --> 00:04:15.600]  石壁監獄所囚禁的犯人
[00:04:15.600 --> 00:04:18.760]  通常都是被判終身監禁
[00:04:18.760 --> 00:04:24.200]  長期的超過十年的刑期
[00:04:24.200 --> 00:04:25.920]  當中分享的時候
[00:04:25.920 --> 00:04:28.800]  他們都會說為什麼會進來
[00:04:28.800 --> 00:04:31.480]  其中一個說我之前殺過人
[00:04:31.480 --> 00:04:34.720]  所以被判進來終身監禁
[00:04:34.720 --> 00:04:37.040]  但當一路跟他們談話的時候
[00:04:37.040 --> 00:04:39.040]  我覺得很截然不同
[00:04:39.040 --> 00:04:46.440]  跟我對著那班坐在那裏服侍的囚友
[00:04:46.440 --> 00:04:50.120]  他們有不一樣的生命
[00:04:50.120 --> 00:04:52.200]  一路聽他們分享的時候
[00:04:52.200 --> 00:04:53.960]  融光煥發
[00:04:53.960 --> 00:04:56.560]  很精神很喜樂
[00:04:56.560 --> 00:05:01.480]  你會被他們的分享深深吸引
[00:05:01.480 --> 00:05:06.000]  特別是他們說自己如何經歷神的帶領
[00:05:06.000 --> 00:05:12.560]  縱使都不用想著有機會回去
[00:05:12.560 --> 00:05:14.640]  但他們一路談話的時候
[00:05:14.640 --> 00:05:17.720]  你會感受到他們那份自由
[00:05:17.720 --> 00:05:21.000]  在裏面神也很使用他們的生命
[00:05:21.000 --> 00:05:24.440]  帶了很多囚友來信主
[00:05:24.440 --> 00:05:27.480]  當時給我一個很深的體會
[00:05:27.480 --> 00:05:31.160]  我們這些肉身得自由的人
[00:05:31.160 --> 00:05:36.160]  究竟我們會不會像他們一樣這麼喜樂呢
[00:05:36.160 --> 00:05:38.960]  有時苦心自問也未必是
[00:05:38.960 --> 00:05:40.960]  所以我不知道今天
[00:05:40.960 --> 00:05:46.160]  你的信仰辣度指標去到哪裏
[00:05:46.160 --> 00:05:48.120]  這裏有清湯
[00:05:48.120 --> 00:05:49.840]  一路去到特辣
[00:05:49.840 --> 00:05:52.360]  這段時間我兒子很喜歡吃這個米線
[00:05:52.360 --> 00:05:54.120]  經常都說要挑戰特辣
[00:05:54.120 --> 00:05:57.640]  我說你不要 你慢慢來 一步一步來
[00:05:57.640 --> 00:06:00.400]  同樣我們基督徒的生命也是
[00:06:00.400 --> 00:06:02.960]  我們在不同的階段
[00:06:02.960 --> 00:06:06.080]  你會看到這個表是很正面的
[00:06:06.080 --> 00:06:09.280]  不同的階段代表著不同的成長
[00:06:09.280 --> 00:06:13.240]  盼望我們都是由清湯一路上到特辣
[00:06:13.240 --> 00:06:17.320]  看不看到特辣那句是說甚麼
[00:06:17.320 --> 00:06:25.160]  為信仰和真理付代價 甚至殉道
[00:06:25.160 --> 00:06:31.120]  今天有沒有想過 原來當我們一路去到
[00:06:31.120 --> 00:06:33.240]  去持守這個信仰的時候
[00:06:33.240 --> 00:06:37.320]  可能我們會去到殉道這個位置
[00:06:37.320 --> 00:06:39.480]  我們作為一班屬神的兒女
