
[00:00:00.000 --> 00:00:11.000]  各位朋友,各位弟兄姊妹,大家好!
[00:00:11.000 --> 00:00:18.000]  我是劉少康牧師,是劉牧師陪你讀聖經這個節目的主持人。
[00:00:18.000 --> 00:00:25.000]  我在一個很安靜的環境和大家一同來思考神自己的話。
[00:00:25.000 --> 00:00:30.000]  今天要查考的是詩篇第二十四篇。
[00:00:30.000 --> 00:00:37.000]  我給它一個題目,就是我們要有一個敬拜讚美的人生。
[00:00:37.000 --> 00:00:43.000]  我不曉得就有人形容你的醫生,他會怎麼樣來形容你呢?
[00:00:43.000 --> 00:00:51.000]  你是工作的醫生,你是一個歡樂,很喜歡去玩,很喜歡去享受的人生。
[00:00:51.000 --> 00:00:57.000]  還是你的醫生以敬拜以讚美爲你的主調?
[00:00:57.000 --> 00:01:07.000]  在聖經裏面,詩篇裏面,有一篇詩篇大家都非常非常的喜愛,那就是詩篇二十三篇。
[00:01:07.000 --> 00:01:15.000]  其實詩篇二十二,二十三跟二十四,我可以稱它爲"媽生的姊妹"。
[00:01:15.000 --> 00:01:22.000]  二十二是講到主的陪伴,主的陪伴。
[00:01:22.000 --> 00:01:29.000]  二十三篇是講到主的牧養,祂是我們的牧者。
[00:01:29.000 --> 00:01:39.000]  而詩篇二十四篇是談到主的可靠,祂是可以靠的,很信實的一位。
[00:01:39.000 --> 00:01:44.000]  這些三篇我們應該連起來,一起來看。
[00:01:44.000 --> 00:01:53.000]  你看二十三篇的時候,你不能忽略了二十二篇,你看二十三篇的時候,也不能忘記了二十四篇。
[00:01:53.000 --> 00:01:58.000]  二十二篇談到主的陪伴,主的照顧。
[00:01:58.000 --> 00:02:05.000]  二十三篇講到主是我們隨時的幫助,是我們的牧者。
[00:02:05.000 --> 00:02:12.000]  雖然面對死因的憂苦,祂的瘴,祂的肝仍然與我們同行。
[00:02:12.000 --> 00:02:21.000]  二十四篇就談到好像高山上面的山那樣可靠,主是信實的。
[00:02:21.000 --> 00:02:29.000]  我們要抬起頭來,衆臣們啊,你們要抬起頭來,榮耀的黃要進來。
[00:02:29.000 --> 00:02:38.000]  所以今天就讓我們一同翻開詩篇二十四篇,我們來思考神自己的話。
[00:02:38.000 --> 00:02:50.000]  這篇詩篇是大衛寫的,他有一個很偉大的序言,那個序言就在第一跟第二節裏面。
[00:02:50.000 --> 00:02:59.000]  第一跟第二節怎麼說呢?讓我們一同翻開詩篇二十四篇,我們一同來看。
[00:02:59.000 --> 00:03:09.000]  希望各位你也可以打開你手上的聖經,當我們一邊看,一邊看的時候,那你的感受會更深刻的。
[00:03:09.000 --> 00:03:15.000]  因爲你不翻開聖經,很容易那些字就溜過去了。
[00:03:15.000 --> 00:03:25.000]  但是假如我們仔細看的時候,那我們就看見神的話的寶貴,我們就進到神話語的裏面。
[00:03:25.000 --> 00:03:36.000]  第一節說,地和其中所充滿的,世界和其住在其間的,都屬於耶和華。
[00:03:36.000 --> 00:03:45.000]  我們的神是一個看顧我們,他創造整個世界,這個世界,這是他造的世界。
[00:03:45.000 --> 00:03:51.000]  是這個世界和住在其中的,完全都屬於我們的神。
[00:03:51.000 --> 00:04:00.000]  第二節,他把地建立在海上,安定在大水之上。
[00:04:00.000 --> 00:04:11.000]  他把地安置在海上面,而且他把地立在大水之上,安定在大水之上。
[00:04:11.000 --> 00:04:25.000]  如果你找一個地球儀來看的話,你就發現整個地球大概有三分之二的地方都是海洋,只有三分之一是陸地。
[00:04:25.000 --> 00:04:32.000]  海洋的地方比陸地多很多,這是一個海洋的世界。
[00:04:32.000 --> 00:04:47.000]  所以海是很偉大的,很多人看到海就感覺到它的很崇壯,那個海浪吹過來,那個海浪打過來,那個威力很大。
[00:04:47.000 --> 00:05:03.000]  大家可能都記得,有一年日本發生那個海嘯,當你看那個新聞報道的時候,那些浪從海上面捲過來,那些船就被捲到岸上面了。
[00:05:03.000 --> 00:05:12.000]  那個浪就把房子推倒了,那個勢力是很崇偉的,是我們阻擋不了的。
[00:05:12.000 --> 00:05:24.000]  但是我們的神,祂很堅定,祂把地立在大水之上,安定在大水的上面,在海的上面。
[00:05:24.000 --> 00:05:42.000]  在希伯來的思想裏面,海是代表一個惡的勢力,黑暗的力量,是原來光明的力量跟黑暗的力量,是兩股不同的勢力在比較,在鬥爭。
[00:05:42.000 --> 00:06:02.000]  但是我們的神,祂必定得勝,是詩篇二十四篇第一到第二節,是一個序言,祂一開幕的時候就讓我們看見了,我們的神就是創造天地宇宙萬物的神,祂的能力是無可比擬的。
[00:06:02.000 --> 00:06:23.000]  祂是那個愛我們,讓我們居住在地球上,可以享受祂恩典的一羣,是讓我們記得神愛世人,祂將我們安置在這樣美麗的一個地球上,我們就看到神與我們同行。
[00:06:23.000 --> 00:06:41.000]  因爲第三節就開始問一個很嚴肅的問題,讓我念一念二十四篇第三節,誰能夠登耶和華的山呢?誰能夠站在祂的聖所呢?
[00:06:41.000 --> 00:07:03.000]  很多基督徒每個禮拜天都到禮拜堂去敬拜神,有些教會禮拜六的晚上有崇拜,而崇拜應該是在逐日,但是由於現代人生活很繁忙,我們已經把崇拜的時間變得比較有彈性一點。
[00:07:03.000 --> 00:07:11.000]  禮拜五晚上你可以敬拜,禮拜六晚上你可以敬拜,禮拜二的早上你也可以敬拜。
[00:07:11.000 --> 00:07:38.000]  在我師父的禮拜堂裏面就有六場崇拜,禮拜六晚上一場,禮拜天早上我們是三場,我知道有很多禮拜堂早上有四場崇拜,晚上黃昏的時候有一場。在廣州東山堂在禮拜天有六場的崇拜,我們教會在禮拜二的早上九點半還有一場的崇拜。
[00:07:38.000 --> 00:07:49.000]  有很多長者,有很多家庭的祖父,有很多平常要輪班的人,他們禮拜二的早上也可以到教會來敬拜神。
[00:07:49.000 --> 00:08:10.000]  其實時間不重要,當然在禮拜天因爲是七日的同一日,是紀念耶穌復活從死裏得聖的日子,我們在主日來敬拜神是很好的,但是其實每一天我們都可以敬拜我們的神。
[00:08:10.000 --> 00:08:34.000]  這個問題就是問,你配來教會敬拜嗎?你配去到聖殿去敬拜嗎?按照猶太人來說,每一年要有三次,在那些大的節節的時候是千里迢迢,特別要去到耶路撒冷去聖殿去敬拜神。
[00:08:34.000 --> 00:08:48.000]  那真的是路途很長,你要離開你的家鄉,跟很多親友,跟很多同鄉就啓程跑到耶路撒冷去,是很遠的路。
