
[00:00:00.000 --> 00:00:03.240]  六月底我們大家都知道美國最高法院
[00:00:03.240 --> 00:00:08.480]  以五比四一票之差通過了同性婚姻的法案
[00:00:08.480 --> 00:00:12.360]  這對美國來講的確是一個歷史性的時刻
[00:00:12.360 --> 00:00:18.120]  這個決定也帶給美國整個社會一定有長遠的影響
[00:00:18.120 --> 00:00:22.120]  很多人都很關心說教會怎麼來看這件事情
[00:00:22.120 --> 00:00:26.400]  到底教會對同性婚姻的立場又是如何
[00:00:26.400 --> 00:00:28.800]  所以我先很簡單從兩方面來講
[00:00:28.800 --> 00:00:36.160]  第一方面我們尊重美國國家的法律
[00:00:36.160 --> 00:00:38.800]  因為今天我們身為美國公民
[00:00:38.800 --> 00:00:43.440]  我們應當尊重這個國家所制定的法律
[00:00:43.440 --> 00:00:48.640]  無論這個法律是否合乎我們信仰的原則
[00:00:48.640 --> 00:00:50.120]  如果我們要改變這個法律
[00:00:50.120 --> 00:00:53.880]  也要透過美國整個制度來做一個改變
[00:00:53.880 --> 00:00:57.640]  你需要明白美國這個政治制度
[00:00:57.640 --> 00:00:59.600]  並不是像我們以前所想
[00:00:59.600 --> 00:01:01.960]  以為是很純民主的制度
[00:01:01.960 --> 00:01:04.920]  少數服從多數
[00:01:04.920 --> 00:01:06.720]  大多數人不大明白這一點
[00:01:06.720 --> 00:01:09.880]  所以一直想要連署簽名
[00:01:09.880 --> 00:01:13.400]  以為只要多數就能夠推翻法案
[00:01:13.400 --> 00:01:14.960]  其實是錯了
[00:01:14.960 --> 00:01:20.280]  美國的政治制度是一種叫代議制度
[00:01:20.280 --> 00:01:26.800]  是以選出來的少數人來替多數人來做決定的
[00:01:26.800 --> 00:01:30.200]  所以在美國是不會有所謂的公投的
[00:01:30.200 --> 00:01:33.840]  事實上就算你在選舉當中得到多數票
[00:01:33.840 --> 00:01:36.320]  也不見得會贏
[00:01:36.320 --> 00:01:40.040]  就好像我們過去加州8號提案一樣
[00:01:40.040 --> 00:01:43.440]  就算我們多數人都通過了法案
[00:01:43.440 --> 00:01:49.400]  可是大法官一個人就可以否決我們多數人的意見
[00:01:49.400 --> 00:01:52.040]  所以今天我們如果想要影響美國社會
[00:01:52.040 --> 00:01:54.680]  你一定要明白美國的制度
[00:01:54.680 --> 00:01:59.040]  透過美國的制度來改變美國的法律
[00:01:59.040 --> 00:02:03.520]  我們必須要先站立在正確的地位上
[00:02:03.520 --> 00:02:07.000]  我們在美國才可能有影響力
[00:02:07.000 --> 00:02:09.600]  這為什麼一直在過去教導大家說
[00:02:09.600 --> 00:02:13.040]  今天教會我們不能夠孤立自己
[00:02:13.040 --> 00:02:17.000]  好像自以為屬靈躲在教會的裡面
[00:02:17.000 --> 00:02:18.720]  定罪這個世界
[00:02:18.720 --> 00:02:20.600]  對這個社會不聞不問
[00:02:20.600 --> 00:02:22.640]  我們不可以再這樣
[00:02:22.640 --> 00:02:25.800]  我們不能再只是做一個路邊攤而已
[00:02:25.800 --> 00:02:27.280]  什麼叫路邊攤
[00:02:27.280 --> 00:02:31.120]  那就是只是在路旁喊喊叫叫的一批人
[00:02:31.120 --> 00:02:33.560]  從來上不了大馬路的
[00:02:33.560 --> 00:02:36.040]  這個就是教會今天的光景
[00:02:36.040 --> 00:02:39.680]  很多人就是看到教會只是最多看一眼
[00:02:39.680 --> 00:02:43.840]  他們就呼嘯而過根本不在乎
[00:02:43.840 --> 00:02:48.520]  我們看見今天教會一定要積極的走入社區裡面
[00:02:48.520 --> 00:02:52.440]  甚至我們要參與到選舉的裡面
[00:02:52.440 --> 00:02:57.400]  因為只有當我們站立在一個有關鍵性的地位上
[00:02:57.400 --> 00:03:01.840]  我們才可能在這個國家帶來影響力的
[00:03:01.840 --> 00:03:03.320]  所以第一個我們一定要尊重
[00:03:03.320 --> 00:03:07.320]  無論如何這是透過美國的國家的制度帶出來的法律
[00:03:07.320 --> 00:03:08.080]  我們一定要尊重
[00:03:08.080 --> 00:03:09.640]  第二
[00:03:09.640 --> 00:03:16.880]  教會仍然要持守聖經中對婚姻一貫性的立場
[00:03:16.880 --> 00:03:21.680]  我們仍然要持守聖經對婚姻的立場
[00:03:21.680 --> 00:03:23.760]  聖經很清楚的教導我們說
[00:03:23.760 --> 00:03:28.960]  當神創造人類的時候創造的是亞當跟夏娃
[00:03:28.960 --> 00:03:31.440]  設立了婚姻的制度
[00:03:31.440 --> 00:03:34.280]  神創造亞當夏娃是一男一女
[00:03:34.280 --> 00:03:37.520]  二人結合成為一體
[00:03:37.520 --> 00:03:41.040]  而且神要求他們要生養眾多
[00:03:41.040 --> 00:03:42.960]  遍滿全地
[00:03:42.960 --> 00:03:46.560]  所以婚姻按照聖經的教導
[00:03:46.560 --> 00:03:49.640]  應該是一男一女的結合
[00:03:49.640 --> 00:03:52.760]  而且很重要帶著生兒育女
[00:03:52.760 --> 00:03:56.400]  傳宗接代的使命在其中
[00:03:56.400 --> 00:04:00.120]  這為什麼我們不贊同同性婚姻的原因
[00:04:00.120 --> 00:04:06.520]  因為同性婚姻並不符合聖經裡面所說婚姻的一個原則
[00:04:06.520 --> 00:04:12.320]  但這並不表示說我們就反對同性戀人他們能夠彼此相愛
[00:04:12.320 --> 00:04:14.520]  同性戀人他們彼此相愛
[00:04:14.520 --> 00:04:15.760]  他們認養孩子
[00:04:15.760 --> 00:04:18.120]  那都是他們個人的選擇
[00:04:18.120 --> 00:04:19.760]  我們應當尊重
[00:04:19.760 --> 00:04:24.920]  但這也不代表說今天我們就不接納同性戀的族群
[00:04:24.920 --> 00:04:29.160]  事實上今天在我們生活周圍裡面有很多同性戀的人
[00:04:29.160 --> 00:04:30.640]  特別在加州
[00:04:30.640 --> 00:04:32.000]  甚至有時候我們的朋友
[00:04:32.000 --> 00:04:32.840]  我們的同事
[00:04:32.840 --> 00:04:35.320]  他們可能都是同性戀的人
[00:04:35.320 --> 00:04:36.480]  我們很愛他們
[00:04:36.480 --> 00:04:37.800]  也很關心他們
[00:04:37.800 --> 00:04:41.000]  也尊重他們生活的型態
[00:04:41.000 --> 00:04:43.360]  我們一點不是要定他們的罪
[00:04:43.360 --> 00:04:45.120]  因為其實今天我們都是罪人
[00:04:45.120 --> 00:04:46.080]  不是嗎
[00:04:46.080 --> 00:04:48.800]  我們都需要耶穌基督的救恩
[00:04:48.800 --> 00:04:53.600]  事實上今天反而看見基督徒的家庭也面臨很多離婚的情況
[00:04:53.600 --> 00:04:56.960]  所以問題從來不是我們誰比較好的問題
[00:04:56.960 --> 00:04:59.200]  絕對不是誰比較好
[00:04:59.200 --> 00:05:04.120]  而是今天我們對婚姻這個制度的看法的問題
[00:05:04.120 --> 00:05:06.840]  我們認為婚姻的定義
[00:05:06.840 --> 00:05:10.520]  應當是按照聖經的教導
[00:05:10.520 --> 00:05:13.280]  而不是人的解釋
[00:05:13.280 --> 00:05:14.200]  Amen
[00:05:14.200 --> 00:05:18.200]  那你說這兩個立場會不會彼此衝突呢
[00:05:18.200 --> 00:05:20.000]  應該是不會的
[00:05:20.000 --> 00:05:25.800]  除非今天這個國家強制教會要拋棄我們信仰的原則
