
[00:00:00.000 --> 00:00:02.320]  各位頂子妹,平安
[00:00:02.320 --> 00:00:03.760]  讓我們開始的時候
[00:00:03.760 --> 00:00:06.000]  我們首先來一個禱告
[00:00:06.000 --> 00:00:11.040]  主啊,我們多謝你每天的看顧
[00:00:11.040 --> 00:00:13.720]  今天我們能夠來到你的寶座前
[00:00:13.720 --> 00:00:15.560]  也是你的恩典
[00:00:15.560 --> 00:00:18.400]  求你監察我們的心思意念
[00:00:18.400 --> 00:00:21.160]  使我們能夠明白你的心意
[00:00:21.160 --> 00:00:23.040]  禱告奉主耶穌基督聖名
[00:00:23.040 --> 00:00:24.080]  阿們
[00:00:24.080 --> 00:00:27.120]  大家喜不喜歡看這個
[00:00:27.120 --> 00:00:30.400]  宮廷的連續劇
[00:00:30.400 --> 00:00:33.840]  例如韓國的《大長金》
[00:00:33.840 --> 00:00:36.480]  中國也有《甄嬛傳》
[00:00:36.480 --> 00:00:39.480]  香港也有《宮三計》
[00:00:39.480 --> 00:00:40.600]  不僅如此
[00:00:40.600 --> 00:00:43.520]  其實歐美的國家也有
[00:00:43.520 --> 00:00:45.400]  例如皇冠
[00:00:45.400 --> 00:00:48.480]  描寫伊麗莎白女王的事跡
[00:00:48.480 --> 00:00:50.360]  瑪麗皇后
[00:00:50.360 --> 00:00:52.560]  都達王朝等等
[00:00:52.560 --> 00:00:54.840]  其實古今中外
[00:00:54.840 --> 00:00:57.080]  也差不多了
[00:00:57.080 --> 00:00:59.760]  這些宮廷劇
[00:00:59.760 --> 00:01:02.960]  都是描寫皇帝的無能
[00:01:02.960 --> 00:01:05.000]  各人勾心鬥角
[00:01:05.000 --> 00:01:06.880]  各顯神通
[00:01:06.880 --> 00:01:08.360]  人性的醜惡
[00:01:08.360 --> 00:01:11.720]  可以說是在表露無遺
[00:01:11.720 --> 00:01:15.520]  但是說到宮廷劇的鼻祖
[00:01:15.520 --> 00:01:20.120]  可以說是聖經中的以詩帖記
[00:01:20.120 --> 00:01:24.360]  曾經拍攝電影和連續劇
[00:01:24.360 --> 00:01:29.080]  內容是描寫一位猶太的姑女
[00:01:29.080 --> 00:01:31.480]  她被宣入宮
[00:01:31.480 --> 00:01:35.280]  從此引發起一連串的故事
[00:01:35.280 --> 00:01:38.000]  內容充滿諷刺
[00:01:38.000 --> 00:01:38.920]  懸疑
[00:01:38.920 --> 00:01:39.760]  緊張
[00:01:39.760 --> 00:01:42.040]  是很引人入勝的
[00:01:42.040 --> 00:01:43.680]  而這個以詩帖記
[00:01:43.680 --> 00:01:45.400]  在舊約裡
[00:01:45.400 --> 00:01:51.320]  當然是被放在歷史書的最後一卷
[00:01:51.320 --> 00:01:53.360]  但是希伯雷文的聖經
[00:01:53.360 --> 00:01:56.360]  將它放在所謂的著作
[00:01:56.360 --> 00:01:59.120]  或者是聖卷裡面
[00:01:59.120 --> 00:02:01.840]  而聖經裡面
[00:02:01.840 --> 00:02:06.840]  是兩卷用女性的名字來命名的書卷
[00:02:06.840 --> 00:02:09.840]  而另一卷就是路德記
[00:02:09.840 --> 00:02:10.800]  在聖經裡面
[00:02:10.800 --> 00:02:14.800]  其實也是用了五卷的書卷
[00:02:14.800 --> 00:02:18.920]  是專為節祇來讀的經課
[00:02:18.920 --> 00:02:24.560]  正如雅歌是在雨節讀的
[00:02:24.560 --> 00:02:26.400]  路德記就是在五巡節
[00:02:26.400 --> 00:02:31.240]  耶利米埃哥就是在聖殿被毀的那一天
[00:02:31.240 --> 00:02:33.760]  傳道書就是在駐盤節
[00:02:33.760 --> 00:02:35.360]  而這個以詩帖記
[00:02:35.360 --> 00:02:38.600]  就是在普宜節的
[00:02:38.600 --> 00:02:44.800]  是紀念到神對以色列人的救恩
[00:02:44.800 --> 00:02:47.280]  而一連裡面是循環不息
[00:02:47.280 --> 00:02:51.760]  所以他們對這幾卷書的熟習程度
[00:02:51.760 --> 00:02:57.840]  是比我們基督教的教會更加熟習的
[00:02:57.840 --> 00:03:00.640]  而這個以詩帖記
[00:03:00.640 --> 00:03:03.320]  以及以斯拉和尼希米記
[00:03:03.320 --> 00:03:08.400]  一樣被稱為被老後的書卷
[00:03:08.400 --> 00:03:12.480]  但是與以斯拉和尼希米記不同的地方
[00:03:12.480 --> 00:03:15.080]  就是說這兩卷書是描寫
[00:03:15.080 --> 00:03:20.320]  當時被老回歸後那些猶太人在猶太地的歷史
[00:03:20.320 --> 00:03:22.640]  而以詩帖記卻是講述
[00:03:22.640 --> 00:03:28.680]  有關於那些散居在波斯帝國的猶太人的歷史
[00:03:28.680 --> 00:03:34.360]  而以詩帖記更加是像雅歌一樣
[00:03:34.360 --> 00:03:39.120]  全卷書都是沒有提及
[00:03:39.120 --> 00:03:43.520]  至少表面上是沒有提及到上帝的名字
[00:03:43.520 --> 00:03:48.120]  當然是包括律法、禱告、憲制等等
[00:03:48.120 --> 00:03:54.800]  但是其中你會看到神的恩手卻是無處不在
[00:03:54.800 --> 00:03:58.880]  而這卷書所發生的時間是在什麼時候呢?
[00:03:58.880 --> 00:04:01.920]  其實是有關於第一次回歸
[00:04:01.920 --> 00:04:04.720]  就是由所羅巴伯所帶領的
[00:04:04.720 --> 00:04:06.400]  以及第二次回歸
[00:04:06.400 --> 00:04:09.040]  是由以斯拉所帶領的
[00:04:09.040 --> 00:04:13.760]  是在中間的八十年裏面的
[00:04:13.760 --> 00:04:19.440]  教會是會用幾個星期和大家一起讀這卷書的
[00:04:19.440 --> 00:04:20.960]  如果大家有興趣的話
[00:04:20.960 --> 00:04:24.440]  可以在家裏面先來讀讀
[00:04:24.440 --> 00:04:26.800]  今天我不太多劇透
[00:04:26.800 --> 00:04:29.520]  我只是集中於第一和第二章
[00:04:29.520 --> 00:04:33.320]  我會分三個部份和大家一起分享
[00:04:33.320 --> 00:04:37.080]  第一點是講到皇后是瓦薩提
[00:04:37.080 --> 00:04:40.760]  他是不遵從皇的命令
[00:04:40.760 --> 00:04:43.080]  因此是被廢的
[00:04:43.080 --> 00:04:49.120]  我們都知道當時的波斯帝國是世界上的第一大國
[00:04:49.120 --> 00:04:52.440]  而阿哈徐魯他做皇的時候
[00:04:52.440 --> 00:04:54.680]  他的版圖也是最大的
[00:04:54.680 --> 00:05:00.280]  可以說是東邊從印度一直到西邊的古實
[00:05:00.280 --> 00:05:04.480]  可以說是華、鴉、歐、亞、非三個大洲
[00:05:04.480 --> 00:05:10.560]  這裏可能看得不太清楚,粉紅色的部份就是他的版圖
[00:05:10.560 --> 00:05:15.160]  一共根據聖經說是有127個省那麽多
[00:05:15.160 --> 00:05:18.960]  而每一次當波斯王出征的時候
[00:05:18.960 --> 00:05:21.120]  他一定是大宴群臣的
[00:05:21.120 --> 00:05:27.680]  因爲他們可以在那裏討論有關怎樣去打他們的戰略
[00:05:27.680 --> 00:05:33.720]  希望得到中間所有人的同意和擁護才去打
[00:05:33.720 --> 00:05:38.640]  阿徐魯王他即位第三年,他也是野心勃勃
[00:05:38.640 --> 00:05:41.760]  他更加是擺了六個月的酒
[00:05:41.760 --> 00:05:48.840]  請各省的貴族,包括波斯馬代的權貴
[00:05:48.840 --> 00:05:53.680]  是為了要進攻希臘做這個準備
[00:05:53.680 --> 00:06:00.240]  他當然是極力去炫耀他自己帝國的財富
[00:06:00.240 --> 00:06:07.680]  並且遊說所有人,說他真的能夠打贏
[00:06:07.680 --> 00:06:11.120]  大家記不記得,幾年前我們這裏
[00:06:11.120 --> 00:06:13.760]  或者不是這裏,有一個地產大亨
[00:06:13.760 --> 00:06:16.280]  為了要認取千億的媳婦
[00:06:16.280 --> 00:06:20.560]  在雪梨和香港擺了大牌宴席
[00:06:20.560 --> 00:06:28.280]  但是和阿哈徐魯王相比,可以說是蚊鼻和牛鼻
[00:06:28.280 --> 00:06:31.680]  除了他要擺六個月酒之外
[00:06:31.680 --> 00:06:37.640]  更加是為了當時的京城,書山城的居民來擺設宴席
[00:06:37.640 --> 00:06:42.760]  七天,你酬勞他,你真是辛苦了,六個月這麼久
[00:06:42.760 --> 00:06:48.400]  而同一時間,皇后阿薩提也在宮中大排宴席
[00:06:48.400 --> 00:06:53.040]  來款待婦女的賓客
[00:06:53.040 --> 00:07:00.360]  但歷史告訴我們,阿哈徐魯王的父親叫大利烏王
[00:07:00.360 --> 00:07:05.320]  他曾經也是想擴大他的版圖,來西征希臘
[00:07:05.320 --> 00:07:09.200]  但很不幸,卻是失敗回來的
[00:07:09.200 --> 00:07:12.880]  他這次是為了報復仇
[00:07:12.880 --> 00:07:18.520]  要爭取全國人民的支持,來發動第一次來西征
[00:07:18.520 --> 00:07:27.040]  喝到第七天的宴會裡,阿哈徐魯王除了炫耀他自己之外
[00:07:27.040 --> 00:07:31.520]  更是想把歡樂氣氛推向高峰
[00:07:31.520 --> 00:07:36.920]  正所謂「愈快樂愈墮落」
[00:07:36.920 --> 00:07:42.000]  當大家喝到醉昏昏的時候,皇帝突然興起
[00:07:42.000 --> 00:07:44.680]  他下了一個很不尋常的命令
[00:07:44.680 --> 00:07:51.160]  要請皇后瓦薩提投帶冠冕出場
[00:07:51.160 --> 00:07:56.800]  來展示他的美麗和美態
[00:07:56.800 --> 00:08:00.560]  皇帝更是用了七個太監來請他
[00:08:00.560 --> 00:08:04.000]  可以見皇帝對這件事很重視
[00:08:04.000 --> 00:08:11.840]  他多麼希望可以在眾人面前,來誇耀他自己所獨有
[00:08:11.840 --> 00:08:13.840]  大家有沒有留意?
[00:08:13.840 --> 00:08:16.960]  幾年前,也有一個首富
[00:08:16.960 --> 00:08:20.400]  他說要表現他自己的蓋世武功
[00:08:20.400 --> 00:08:25.360]  居然出了巨資來拍了一套微電影
[00:08:25.360 --> 00:08:27.360]  內容很簡單
[00:08:27.360 --> 00:08:31.200]  只不過是說他如何武功蓋世
[00:08:31.200 --> 00:08:34.320]  如何能夠過五關斬六將
[00:08:34.320 --> 00:08:39.000]  連宇宙最強的那幾個人都打敗了
[00:08:39.000 --> 00:08:45.560]  甚至更是可以請當時的樂壇天后一起出來
[00:08:45.560 --> 00:08:49.200]  跟他一起唱這首主題曲
[00:08:49.200 --> 00:08:52.560]  以為有錢就可以任性
[00:08:52.560 --> 00:08:57.360]  但是很多時候都不過是談花一現
[00:08:57.360 --> 00:09:03.000]  七個太監在這裡可以指是分為七次
[00:09:03.000 --> 00:09:06.560]  他們奉了皇的御旨去請皇后
[00:09:06.560 --> 00:09:10.960]  但是都一一被皇后拒絕了
[00:09:10.960 --> 00:09:14.080]  在這裡,聖經沒有說到拒絕的原因
[00:09:14.080 --> 00:09:16.080]  但是有些神明學家就說
[00:09:16.080 --> 00:09:24.600]  經文裡說,皇帝只要求皇后帶他的後官出場
[00:09:24.600 --> 00:09:28.160]  大家心裡明白到當時有什麼原因
[00:09:28.160 --> 00:09:30.960]  其實根據當時的習俗
[00:09:30.960 --> 00:09:35.960]  女子是不可以隨便在男士面前露面的
[00:09:35.960 --> 00:09:37.960]  更何況是皇后
[00:09:37.960 --> 00:09:42.360]  更加要在這麼多的賓客面前
[00:09:42.360 --> 00:09:46.520]  他們喝到醉昏昏,來展露自己
[00:09:46.520 --> 00:09:49.400]  可以說是一個極大的侮辱
[00:09:49.400 --> 00:09:50.840]  但是無論如何
[00:09:50.840 --> 00:09:56.120]  皇后的確是違反了皇帝的命令
[00:09:56.120 --> 00:10:00.680]  皇帝原本以為可以藉此炫耀自己
[00:10:00.680 --> 00:10:04.960]  但是妻子卻不能夠配合
[00:10:04.960 --> 00:10:06.960]  使她顏面無存
[00:10:06.960 --> 00:10:10.200]  於是她十分之憤怒
[00:10:10.200 --> 00:10:11.240]  但是大家有沒有想過
[00:10:11.240 --> 00:10:15.880]  如果這件事只不過是在一個普通家庭裡發生
[00:10:15.880 --> 00:10:18.920]  可能只是一件小事而已
[00:10:18.920 --> 00:10:20.600]  夫妻兩個人
[00:10:20.600 --> 00:10:25.000]  耍耍花槍、吵吵架總是有的
[00:10:25.000 --> 00:10:28.920]  但是如果將這件事放在眾大臣的面前
[00:10:28.920 --> 00:10:33.160]  就可以將事情無限地放大
[00:10:33.160 --> 00:10:35.040]  我們中國人也有一句話
[00:10:35.040 --> 00:10:39.360]  「寧教人打仔,都莫教人分妻」
[00:10:39.360 --> 00:10:40.240]  但是可惜
[00:10:40.240 --> 00:10:45.440]  以米武干為首的七位顧命大臣
[00:10:45.440 --> 00:10:48.200]  好像第十四節所說的
[00:10:48.200 --> 00:10:50.840]  那些達時務的明哲人
[00:10:50.840 --> 00:10:53.840]  他們是無限上綱上線
[00:10:53.840 --> 00:10:55.880]  將小事化大
[00:10:55.880 --> 00:11:00.640]  大事就變成國家的危機
[00:11:00.640 --> 00:11:03.440]  認為這件事如果傳入了國裡
[00:11:03.440 --> 00:11:06.000]  其他的婦人的耳裡
[00:11:06.000 --> 00:11:08.520]  他們會有樣學樣
[00:11:08.520 --> 00:11:10.760]  會跟隨皇后
[00:11:10.760 --> 00:11:12.920]  來藐視自己的丈夫
[00:11:12.920 --> 00:11:15.480]  從此就會永無寧日
[00:11:15.480 --> 00:11:19.680]  所以要求將皇后廢了
[00:11:19.680 --> 00:11:26.080]  皇和眾人居然答應了
[00:11:26.080 --> 00:11:28.480]  大家有沒有覺得很奇怪
[00:11:28.480 --> 00:11:31.800]  於是更加是發詔書
[00:11:31.800 --> 00:11:32.800]  大家都知道
[00:11:32.800 --> 00:11:36.440]  波斯當時的福源是很廣大的
[00:11:36.440 --> 00:11:38.680]  更加要用各種文字
[00:11:38.680 --> 00:11:40.160]  各種的謊言
[00:11:40.160 --> 00:11:42.680]  要求所有的女士
[00:11:42.680 --> 00:11:44.800]  無論她丈夫是貧
[00:11:44.800 --> 00:11:45.760]  或者是賤
[00:11:45.760 --> 00:11:48.880]  都要尊敬她
[00:11:48.880 --> 00:11:53.240]  大有重振夫綱的意思
[00:11:53.240 --> 00:11:56.600]  大家不要忘記
[00:11:56.600 --> 00:11:58.680]  在古代中東的社會
[00:11:58.680 --> 00:12:01.640]  從來都是男性的社會
