
[00:00:00.000 --> 00:00:01.200]  再一次禱告
[00:00:01.200 --> 00:00:06.400]  天父我們謙卑來到你面前
[00:00:06.400 --> 00:00:10.500]  求你的靈去引導我們進入真理
[00:00:10.500 --> 00:00:13.500]  幫助我們審查自己
[00:00:13.500 --> 00:00:15.300]  我們內心
[00:00:15.300 --> 00:00:19.000]  是否得到你的喜悅
[00:00:19.000 --> 00:00:21.800]  我們所思所想所行
[00:00:21.800 --> 00:00:24.000]  是否得到你的允許
[00:00:24.000 --> 00:00:26.500]  天父求你與我們同在
[00:00:26.500 --> 00:00:29.200]  幫助我們明白真理
[00:00:29.500 --> 00:00:31.800]  亦藉著真理去改變我們
[00:00:31.800 --> 00:00:34.700]  我們同心謙卑仰望祢
[00:00:34.700 --> 00:00:36.600]  奉耶穌基督的聖名
[00:00:36.600 --> 00:00:37.700]  阿們
[00:00:37.700 --> 00:00:41.400]  在台灣有一間教會
[00:00:41.400 --> 00:00:43.000]  有一個牧師
[00:00:43.000 --> 00:00:45.300]  他有一個這樣的經歷
[00:00:45.300 --> 00:00:47.900]  是一個真人真事的經歷
[00:00:47.900 --> 00:00:53.400]  有一天有三姐弟去找這個牧師
[00:00:53.400 --> 00:00:55.100]  這三姐弟
[00:00:55.100 --> 00:00:57.900]  兩姐妹的衣著是很斯文
[00:00:57.900 --> 00:00:59.100]  彬彬有禮
[00:00:59.800 --> 00:01:03.400]  弟弟穿得比較懶散
[00:01:03.400 --> 00:01:06.100]  又照著檳榔
[00:01:06.100 --> 00:01:07.700]  樣子好像流浪漢
[00:01:07.700 --> 00:01:10.700]  不像兩位姐姐
[00:01:10.700 --> 00:01:12.800]  為何找牧師呢
[00:01:12.800 --> 00:01:15.500]  他說他們媽媽剛剛去世
[00:01:15.500 --> 00:01:17.700]  媽媽還未洗禮
[00:01:17.700 --> 00:01:19.400]  她去過這間教會
[00:01:19.400 --> 00:01:21.900]  但不是恆常去教會
[00:01:21.900 --> 00:01:26.100]  但媽媽的遺願就是用基督教的儀式
[00:01:26.100 --> 00:01:27.700]  去辦喪禮
[00:01:28.100 --> 00:01:30.900]  請求牧師可否幫忙
[00:01:30.900 --> 00:01:34.500]  牧師當然很欣然去答應
[00:01:34.500 --> 00:01:36.700]  在牧師和教會的協助下
[00:01:36.700 --> 00:01:41.000]  就順利幫這個家庭完成了這個喪禮
[00:01:41.000 --> 00:01:43.500]  兩年之後
[00:01:43.500 --> 00:01:45.300]  這位牧師在一個場合
[00:01:45.300 --> 00:01:48.600]  又重遇這兩姐妹和他們的家人
[00:01:48.600 --> 00:01:54.200]  但這些人對著這位牧師就指指點點
[00:01:54.200 --> 00:01:55.800]  涉涉私語
[00:01:56.700 --> 00:02:01.100]  似乎對這位牧師有很多成見
[00:02:01.100 --> 00:02:03.100]  很多懷疑
[00:02:03.100 --> 00:02:07.100]  這位牧師就覺得很奇怪
[00:02:07.100 --> 00:02:09.100]  他聽到有些人看著他
[00:02:09.100 --> 00:02:11.300]  在指指點點
[00:02:11.300 --> 00:02:15.000]  他忍不住想去問個究竟
[00:02:15.000 --> 00:02:16.500]  一走到那裡
[00:02:16.500 --> 00:02:18.400]  那些人就不作聲
[00:02:18.400 --> 00:02:21.000]  這位牧師就覺得很奇怪
[00:02:21.000 --> 00:02:22.300]  為何會這樣呢
[00:02:22.300 --> 00:02:26.600]  有兩個長老終於把這位牧師拖到一旁
[00:02:27.500 --> 00:02:31.400]  牧師不怕坦白跟你說
[00:02:31.400 --> 00:02:36.300]  兩年前你和這個家庭辦了喪禮
[00:02:36.300 --> 00:02:39.300]  這個家庭為了表達謝意
[00:02:39.300 --> 00:02:41.600]  這兩姐妹每人捐了一萬元
[00:02:41.600 --> 00:02:43.500]  加起來有兩萬元台幣
[00:02:43.500 --> 00:02:45.700]  奉獻給教會
[00:02:45.700 --> 00:02:48.100]  但似乎你好像無動於衷
[00:02:48.100 --> 00:02:50.700]  完全沒有表示沒有回應
[00:02:50.700 --> 00:02:54.600]  連教會的周刊都沒有刊登他們的奉獻
[00:02:55.300 --> 00:02:59.100]  他們和他們的親人對此完全不明白
[00:02:59.100 --> 00:03:00.300]  不知為何
[00:03:00.300 --> 00:03:03.700]  所以現在就在談這件事
[00:03:03.700 --> 00:03:07.900]  牧師聽完之後就很驚訝
[00:03:07.900 --> 00:03:09.700]  也覺得很冤屈
[00:03:09.700 --> 00:03:13.700]  他說他從來沒有收過兩萬元奉獻
[00:03:13.700 --> 00:03:17.500]  於是就把兩個長老拖到一旁
[00:03:17.500 --> 00:03:19.500]  跟這兩姐妹對質
[00:03:19.500 --> 00:03:22.200]  一問之下
[00:03:22.200 --> 00:03:24.300]  這兩姐妹就跟他說
[00:03:25.000 --> 00:03:26.300]  在喪禮之後
[00:03:26.300 --> 00:03:27.400]  他弟弟就說
[00:03:27.400 --> 00:03:31.100]  我們應該對教會這麼熱心幫忙
[00:03:31.100 --> 00:03:32.300]  是一些表示
[00:03:32.300 --> 00:03:35.600]  這兩姐妹就每人捐了一萬元
[00:03:35.600 --> 00:03:37.500]  就托弟弟交給教會
[00:03:37.500 --> 00:03:39.600]  誰知一追查
[00:03:39.600 --> 00:03:41.300]  這個弟弟窮
[00:03:41.300 --> 00:03:42.700]  他沒錢用
[00:03:42.700 --> 00:03:44.900]  就私吞了兩萬元
[00:03:44.900 --> 00:03:48.700]  所以這位牧師被人誤解了兩年
[00:03:48.700 --> 00:03:50.900]  蒙在鼓裡
[00:03:50.900 --> 00:03:52.900]  他自己都不知道被人誤解了
[00:03:53.700 --> 00:03:56.200]  幸好最終都真相大白
[00:03:56.200 --> 00:03:58.000]  還他一個清白
[00:03:58.000 --> 00:04:01.100]  其實作為一個牧者也好
[00:04:01.100 --> 00:04:03.200]  一個侍奉者也好
[00:04:03.200 --> 00:04:05.200]  是一台警器
[00:04:05.200 --> 00:04:07.700]  我們很容易被人誤解
[00:04:07.700 --> 00:04:09.300]  甚至是受到冤屈
[00:04:09.300 --> 00:04:11.300]  其實很容易
[00:04:11.300 --> 00:04:13.200]  甚至誤解你的人
[00:04:13.200 --> 00:04:15.400]  可能他沒有跟你說
[00:04:15.400 --> 00:04:16.900]  你不知道是被人誤解
[00:04:16.900 --> 00:04:17.800]  也不奇怪
[00:04:17.800 --> 00:04:21.400]  保羅作為一個牧者
[00:04:21.400 --> 00:04:23.200]  一位侍奉者
[00:04:24.100 --> 00:04:25.700]  他也有這個情況
[00:04:25.700 --> 00:04:28.200]  如果大家一直到《哥林多後書》
[00:04:28.200 --> 00:04:29.800]  今天已經是尾聲了
[00:04:29.800 --> 00:04:31.800]  十二章的最後一段
[00:04:31.800 --> 00:04:33.900]  到十三章是尾聲
[00:04:33.900 --> 00:04:35.500]  你一直聽下來
[00:04:35.500 --> 00:04:38.600]  保羅是被哥林多的教會
[00:04:38.600 --> 00:04:40.200]  誤解得很厲害
[00:04:40.200 --> 00:04:43.100]  他怎樣面對呢?
[00:04:43.100 --> 00:04:44.300]  如果你看這段經文
[00:04:44.300 --> 00:04:46.900]  你留意看中文的翻譯
[00:04:46.900 --> 00:04:49.800]  從第十一到第二十一節
[00:04:49.800 --> 00:04:53.200]  每一節的開頭
[00:04:53.700 --> 00:04:56.100]  差不多開頭是個什麼字?
[00:04:56.100 --> 00:04:58.300]  是個「我」字
[00:04:58.300 --> 00:04:59.700]  除了第十九節
[00:04:59.700 --> 00:05:01.800]  十九節是「我們」
[00:05:01.800 --> 00:05:05.400]  這表示是保羅和他的同工
[00:05:05.400 --> 00:05:08.400]  他們要為整個團隊去辯護
[00:05:08.400 --> 00:05:12.400]  所以保羅不斷說「我是怎樣」
[00:05:12.400 --> 00:05:13.600]  所以這一段
[00:05:13.600 --> 00:05:16.000]  是保羅這位侍奉者
[00:05:16.000 --> 00:05:17.100]  這位大牧者
[00:05:17.100 --> 00:05:20.300]  這位神的工人
[00:05:20.500 --> 00:05:23.800]  他自己的澄清剖白
[00:05:23.800 --> 00:05:26.500]  我們看看他重視什麼
[00:05:26.500 --> 00:05:29.000]  如果我是一個侍奉者
[00:05:29.000 --> 00:05:31.600]  我都應該重視保羅重視的事情
[00:05:31.600 --> 00:05:33.600]  當然這段經文
[00:05:33.600 --> 00:05:36.200]  可能對一些正在服侍的人
[00:05:36.200 --> 00:05:38.900]  可能會有比較多的感受
[00:05:38.900 --> 00:05:40.600]  如果你說「我不是的」
[00:05:40.600 --> 00:05:43.600]  「我在教會裡從來沒有服侍的」
[00:05:43.600 --> 00:05:46.900]  可能這段經文對你會疏離一些
[00:05:46.900 --> 00:05:49.000]  但我盼望你可以很快地
[00:05:49.200 --> 00:05:51.300]  你投入這個侍奉的團隊
[00:05:51.300 --> 00:05:52.800]  你更加不要怕
[00:05:52.800 --> 00:05:55.000]  我被人誤解、被人冤枉
[00:05:55.000 --> 00:05:56.300]  你不去服侍
[00:05:56.300 --> 00:05:59.000]  因為誤解、冤枉
[00:05:59.000 --> 00:05:59.900]  可以解策
[00:05:59.900 --> 00:06:02.300]  但你不去投入去服侍
[00:06:02.300 --> 00:06:04.800]  很難向上帝交仗
[00:06:04.800 --> 00:06:06.600]  我們看看保羅
[00:06:06.600 --> 00:06:08.700]  他有三個澄清
[00:06:08.700 --> 00:06:12.000]  第一個是澄清他的身份
[00:06:12.000 --> 00:06:16.500]  如果你知道哥林多後書的背景就是
[00:06:16.700 --> 00:06:20.200]  有一群混入教會的所謂超級使徒
[00:06:20.200 --> 00:06:23.300]  這一群人其實就是假使徒
[00:06:23.300 --> 00:06:25.800]  他們不是真真正正信耶穌
[00:06:25.800 --> 00:06:27.300]  他們不是得救的
[00:06:27.300 --> 00:06:29.400]  他們攻擊保羅
[00:06:29.400 --> 00:06:32.600]  他們有迷惑哥林多的信徒
[00:06:32.600 --> 00:06:36.400]  所以保羅第一樣他要澄清的就是
[00:06:36.400 --> 00:06:37.700]  這一群是假的
[00:06:37.700 --> 00:06:40.400]  他自己的身份
[00:06:40.400 --> 00:06:42.600]  他才是真真正正的使徒
[00:06:42.600 --> 00:06:45.200]  保羅一開始說
[00:06:45.200 --> 00:06:47.100]  我成了愚蠢人
[00:06:47.100 --> 00:06:49.700]  是被你們逼出來的
[00:06:49.700 --> 00:06:52.800]  如果你們在前一次的講道
[00:06:52.800 --> 00:06:54.900]  在第十一章第十六節
[00:06:54.900 --> 00:06:57.700]  那群哥林多的信徒是
[00:06:57.700 --> 00:06:59.100]  怎樣看待保羅的
[00:06:59.100 --> 00:07:00.900]  這個是愚蠢人
[00:07:00.900 --> 00:07:05.200]  所以保羅就索性扮演一個愚蠢人的角色
[00:07:05.200 --> 00:07:06.400]  跟他們說話
[00:07:06.400 --> 00:07:09.400]  是一個很強烈的諷刺手法
[00:07:09.400 --> 00:07:12.000]  在這一段你看到保羅不止一次
[00:07:12.000 --> 00:07:14.200]  有一個諷刺手法
[00:07:14.400 --> 00:07:16.500]  去諷刺這群哥林多人
[00:07:16.500 --> 00:07:19.700]  其實真正的保羅一點都不愚蠢
[00:07:19.700 --> 00:07:24.100]  他說因為我本該被你們讚許才是
[00:07:24.100 --> 00:07:27.400]  他反而應該得到哥林多人的讚許
[00:07:27.400 --> 00:07:28.700]  他不是一個愚蠢人
[00:07:28.700 --> 00:07:33.500]  接著保羅就去否定這一群超級使徒
[00:07:33.500 --> 00:07:36.600]  他說雖然我算不了什麼
[00:07:36.600 --> 00:07:40.100]  但是我沒有什麼在你們之下
[00:07:40.100 --> 00:07:43.700]  就是說這一群所謂超級使徒
[00:07:44.000 --> 00:07:45.400]  更加什麼都不是
[00:07:45.400 --> 00:07:47.300]  我就什麼都不是
[00:07:47.300 --> 00:07:48.800]  不過也比你們好
[00:07:48.800 --> 00:07:51.800]  這一群所謂的超級使徒
[00:07:51.800 --> 00:07:52.900]  什麼都不是
[00:07:52.900 --> 00:07:55.000]  保羅自己怎樣說呢
[00:07:55.000 --> 00:07:56.100]  他怎樣看待自己呢
[00:07:56.100 --> 00:07:58.100]  他以神跡其事
[00:07:58.100 --> 00:08:01.000]  而能顯出使徒的憑據
[00:08:01.000 --> 00:08:02.400]  他是有根有據
[00:08:02.400 --> 00:08:03.700]  他是使徒來的
[00:08:03.700 --> 00:08:07.300]  憑據這個字就是神跡這個字
[00:08:07.300 --> 00:08:08.300]  是同一個字
[00:08:08.300 --> 00:08:10.400]  其實意思就是標記
[00:08:10.400 --> 00:08:12.100]  是一個記號來的
[00:08:12.100 --> 00:08:13.400]  是印證到的
[00:08:14.100 --> 00:08:16.500]  他顯出使徒的憑據
[00:08:16.500 --> 00:08:19.300]  顯出這個字是一個被動語氣
[00:08:19.300 --> 00:08:22.300]  我們在文法上叫做Divine Passive
[00:08:22.300 --> 00:08:24.400]  就是神聖的被動
[00:08:24.400 --> 00:08:27.200]  意思就是保羅是被神
[00:08:27.200 --> 00:08:30.700]  用神跡其事這些標記顯明
[00:08:30.700 --> 00:08:32.800]  他就是真真正正的使徒
[00:08:32.800 --> 00:08:36.000]  當然使徒的生命
[00:08:36.000 --> 00:08:38.200]  很明顯要為主受苦
[00:08:38.200 --> 00:08:42.100]  需要以忍耐去完成神所託付的使命
[00:08:42.100 --> 00:08:44.800]  所以保羅說用百般的忍耐
[00:08:44.800 --> 00:08:48.800]  用神跡其事異能去顯出
[00:08:48.800 --> 00:08:51.000]  他就是真真正正的使徒
[00:08:51.000 --> 00:08:53.200]  去到13節
[00:08:53.200 --> 00:08:57.600]  保羅說我不曾在金錢的負擔上
[00:08:57.600 --> 00:09:00.300]  去連累哥林多教會
[00:09:00.300 --> 00:09:04.500]  他說你們還有什麼不及別的教會呢
[00:09:04.500 --> 00:09:07.200]  還有什麼事是指什麼呢
[00:09:07.200 --> 00:09:11.400]  就是指保羅在牧羊教會上所進的即是
[00:09:11.900 --> 00:09:16.400]  就是保羅對哥林多教會盡力了
[00:09:16.400 --> 00:09:19.400]  沒有不及別的教會
[00:09:19.400 --> 00:09:20.800]  唯一不同的是
[00:09:20.800 --> 00:09:24.600]  在金錢支援上他沒有連累哥林多教會
[00:09:24.600 --> 00:09:29.100]  就是說在別的教會和哥林多教會
[00:09:29.100 --> 00:09:32.800]  他對哥林多教會已經盡上百分之一百
[00:09:32.800 --> 00:09:35.200]  一個牧者要盡的即是
[00:09:35.200 --> 00:09:37.600]  唯一就是我不用你們給錢
[00:09:37.600 --> 00:09:39.300]  沒有連累你們
[00:09:39.300 --> 00:09:41.100]  我說很不公平而已
[00:09:41.900 --> 00:09:43.600]  就是對別的教會很不公平
[00:09:43.600 --> 00:09:46.500]  所以保羅說很不公平
[00:09:46.500 --> 00:09:48.700]  請你們去饒恕
[00:09:48.700 --> 00:09:51.300]  這是非常非常諷刺的手法
[00:09:51.300 --> 00:09:53.600]  其實是對別人不公平
[00:09:53.600 --> 00:09:56.700]  不是對你們哥林多教會不公平
[00:09:56.700 --> 00:10:01.000]  所以保羅第一個澄清是表明他是使徒
[00:10:01.000 --> 00:10:02.600]  那什麼是使徒呢
[00:10:02.600 --> 00:10:03.500]  我們都要問
[00:10:03.500 --> 00:10:04.600]  那他是而已
[00:10:04.600 --> 00:10:06.200]  那我是不是呢
[00:10:06.200 --> 00:10:08.200]  還有多少人認為你是使徒
[00:10:08.200 --> 00:10:09.000]  可不可以舉舉手
[00:10:11.300 --> 00:10:12.000]  沒有啦
[00:10:12.000 --> 00:10:14.800]  那這段經文和我們有什麼關係呢
[00:10:14.800 --> 00:10:18.800]  使徒其實的意義
