
[00:00:00.000 --> 00:00:02.840]  讓我們聆聽上帝話語之先一起同心祈禱
[00:00:02.840 --> 00:00:06.760]  上主幫助我們
[00:00:06.760 --> 00:00:09.040]  開啟我們的耳朵
[00:00:09.040 --> 00:00:11.520]  更重要是開啟我們的心
[00:00:11.520 --> 00:00:14.920]  讓我們所聽和所說的
[00:00:14.920 --> 00:00:16.320]  同感一鈴
[00:00:16.320 --> 00:00:17.760]  同夢造就
[00:00:17.760 --> 00:00:20.840]  祈禱鳳耶穌基督明求
[00:00:20.840 --> 00:00:21.880]  阿們
[00:00:21.880 --> 00:00:24.480]  我有一次在冬天的時候
[00:00:24.480 --> 00:00:26.880]  在街邊吃糯米飯
[00:00:26.880 --> 00:00:28.280]  非常香噴噴
[00:00:28.280 --> 00:00:29.640]  大家有吃過糯米飯嗎
[00:00:29.640 --> 00:00:32.240]  這些年輕人有吃過糯米飯嗎
[00:00:32.240 --> 00:00:34.280]  不知道是什麼來的
[00:00:34.280 --> 00:00:34.720]  可以
[00:00:34.720 --> 00:00:36.720]  我用少少時間講解
[00:00:36.720 --> 00:00:40.200]  糯米飯就是一些很香
[00:00:40.200 --> 00:00:42.760]  有很多油 有臘腸
[00:00:42.760 --> 00:00:44.440]  混合在一起有花生
[00:00:44.440 --> 00:00:45.800]  令到你「噢」
[00:00:45.800 --> 00:00:46.640]  就是那些
[00:00:46.640 --> 00:00:50.960]  那我就在街邊坐下來吃
[00:00:50.960 --> 00:00:52.400]  很香
[00:00:52.400 --> 00:00:55.760]  吃東西之前也祈禱
[00:00:55.760 --> 00:00:58.200]  我就這樣祈禱
[00:00:58.200 --> 00:01:01.680]  我求主吃後給我有健康
[00:01:01.680 --> 00:01:04.240]  那很正常 是嗎
[00:01:04.240 --> 00:01:06.320]  很正常 是嗎
[00:01:06.320 --> 00:01:09.240]  接著我一直看著糯米飯
[00:01:09.240 --> 00:01:10.480]  吃了下肚的時候
[00:01:10.480 --> 00:01:11.960]  我覺得不是很對勁
[00:01:11.960 --> 00:01:15.280]  這碗這麼油膩膩的糯米飯
[00:01:15.280 --> 00:01:18.760]  我求主給我吃了之後有健康
[00:01:18.760 --> 00:01:22.040]  我覺得不是很對勁
[00:01:22.040 --> 00:01:25.200]  好像有點難為了上帝
[00:01:25.200 --> 00:01:27.360]  也不是我真心覺得
[00:01:27.520 --> 00:01:28.520]  可以是這樣
[00:01:28.520 --> 00:01:30.400]  接著我就再祈禱一次
[00:01:30.400 --> 00:01:34.080]  我求主給我有力量
[00:01:34.080 --> 00:01:37.440]  接著就「阿門」
[00:01:37.440 --> 00:01:42.600]  為什麼我會這樣說這個片段給大家聽呢
[00:01:42.600 --> 00:01:45.160]  原來有些時候我們
[00:01:45.160 --> 00:01:46.680]  都要很真實
[00:01:46.680 --> 00:01:48.280]  很老實地
[00:01:48.280 --> 00:01:51.440]  面對著自己一些信仰的處境
[00:01:51.440 --> 00:01:54.600]  究竟我們只是習慣了這樣去說
[00:01:55.120 --> 00:01:57.680]  還是我們真心地去相信呢
[00:01:57.680 --> 00:02:00.360]  「Truly Truly」
[00:02:00.360 --> 00:02:04.520]  就是我們今天《約翰福音》六章二十六節
[00:02:04.520 --> 00:02:06.160]  「實實在在」的意思
[00:02:06.160 --> 00:02:08.240]  而「實實在在」
[00:02:08.240 --> 00:02:10.800]  有另一些聖經的譯本是怎樣譯的呢
[00:02:10.800 --> 00:02:12.280]  是「老實說」
[00:02:12.280 --> 00:02:14.000]  「老實說」
[00:02:14.000 --> 00:02:16.560]  「實實在在」就是「Truly Truly」
[00:02:16.560 --> 00:02:18.880]  而這個字呢
[00:02:18.880 --> 00:02:23.520]  更加是我們每次祈禱之後說的「阿門」
[00:02:24.960 --> 00:02:26.280]  原來「老老實實」
[00:02:26.280 --> 00:02:28.760]  「實實在在」「Truly Truly」
[00:02:28.760 --> 00:02:30.520]  就是我們所說的「阿門」
[00:02:30.520 --> 00:02:32.280]  那可能你會問
[00:02:32.280 --> 00:02:36.320]  那為什麼祈禱之後我們要說「阿門」呢
[00:02:36.320 --> 00:02:40.960]  大概就是我們要對上主很誠實、很老實
[00:02:40.960 --> 00:02:44.480]  也都要對自己很老實
[00:02:44.480 --> 00:02:47.160]  所以為什麼我告訴你
[00:02:47.160 --> 00:02:50.560]  吃完那碗糯米飯的時候我不敢說「阿門」呢
[00:02:50.560 --> 00:02:53.680]  我開始在問我是否真的這麼老實
[00:02:53.840 --> 00:02:56.200]  面對著我的祈禱呢
[00:02:56.200 --> 00:02:59.600]  耶穌說我是「生命的糧」
[00:02:59.600 --> 00:03:03.800]  是約翰坊裡面七個「我是」的其中一個
[00:03:03.800 --> 00:03:05.960]  而它是排第一
[00:03:05.960 --> 00:03:07.840]  我是「生命的糧」
[00:03:07.840 --> 00:03:09.080]  我是「世界的光」
[00:03:09.080 --> 00:03:10.560]  我是「陽的門」
[00:03:10.560 --> 00:03:12.040]  我是「好牧人」
[00:03:12.040 --> 00:03:13.720]  我是「復活同生命」
[00:03:13.720 --> 00:03:17.360]  我是「道路真理同生命」
[00:03:17.360 --> 00:03:18.720]  我是「葡萄樹」
[00:03:18.720 --> 00:03:23.360]  而我是正在指向上帝那種的「神聖性」
[00:03:24.120 --> 00:03:26.480]  而這本福音書除了七個「我是」
[00:03:26.480 --> 00:03:29.400]  還有記載了耶穌七個的「神職」
[00:03:29.400 --> 00:03:30.240]  很有趣
[00:03:30.240 --> 00:03:32.400]  約翰坊很多這些數字
[00:03:32.400 --> 00:03:34.920]  不過耶穌行「神職」就不止七個
[00:03:34.920 --> 00:03:37.840]  但是約翰坊只是記載七個而已
[00:03:37.840 --> 00:03:42.240]  今天我們剛才讀到約翰坊六章二十三節
[00:03:42.240 --> 00:03:44.480]  那裡一開始就說什麼
[00:03:44.480 --> 00:03:48.200]  是有一幫人坐著一艘船
[00:03:48.200 --> 00:03:53.280]  從提比利亞海那裡來找耶穌
[00:03:54.760 --> 00:03:56.760]  就停了在一個什麼地方呢
[00:03:56.760 --> 00:03:58.600]  如果我們看前一點
[00:03:58.600 --> 00:03:59.960]  六章二十二節
[00:03:59.960 --> 00:04:01.960]  二十三節等等
[00:04:01.960 --> 00:04:03.840]  他說原來那個地方
[00:04:03.840 --> 00:04:08.280]  就是耶穌祝謝分餅的時候的地方
[00:04:08.280 --> 00:04:10.840]  剛才我不是說
[00:04:10.840 --> 00:04:13.200]  耶穌說祂是「生命的糧」
[00:04:13.200 --> 00:04:16.640]  在一個「祝餅」的地方的時候
[00:04:16.640 --> 00:04:18.040]  很顯明
[00:04:18.040 --> 00:04:19.520]  或者凸顯了
[00:04:19.520 --> 00:04:22.360]  這個「生命的糧」成為了很重要的指引
[00:04:22.680 --> 00:04:24.520]  就是這幫人去找耶穌的時候
[00:04:24.520 --> 00:04:26.040]  就在那裡開始
[00:04:26.040 --> 00:04:30.000]  根據約翰坊六章四節那裡
[00:04:30.000 --> 00:04:32.040]  那幫人為什麼去找耶穌呢
[00:04:32.040 --> 00:04:34.360]  當時是一個什麼的時間呢
[00:04:34.360 --> 00:04:37.680]  原來翻開聖經有提到
[00:04:37.680 --> 00:04:41.240]  當時是接近猶太人的逾越節
[00:04:41.240 --> 00:04:43.200]  什麼是逾越節呢
[00:04:43.200 --> 00:04:45.920]  你當是中國人的新年一樣
[00:04:45.920 --> 00:04:48.960]  很多人湧到耶路撒冷的地方
[00:04:48.960 --> 00:04:50.880]  就是預備過節
[00:04:52.000 --> 00:04:54.400]  或者這幫人找耶穌
[00:04:54.400 --> 00:04:58.280]  就是想找生命真正的意思是什麼
[00:04:58.280 --> 00:05:01.840]  就是很多人去到那個地方
[00:05:01.840 --> 00:05:03.480]  去找這個耶穌基督
[00:05:03.480 --> 00:05:07.640]  聖經特別記載這件事是發生在第二天
[00:05:07.640 --> 00:05:08.880]  很有趣的
[00:05:08.880 --> 00:05:09.880]  又是一些數字
[00:05:09.880 --> 00:05:11.600]  約翰坊經常都有這些東西
[00:05:11.600 --> 00:05:14.200]  第二天我就問
[00:05:14.200 --> 00:05:16.080]  那第一天做過些什麼呢
[00:05:16.080 --> 00:05:17.960]  第一天做過些什麼知道嗎
[00:05:17.960 --> 00:05:20.520]  原來第一天
[00:05:20.920 --> 00:05:22.880]  就正在發生大家都很熟悉的
[00:05:22.880 --> 00:05:25.720]  耶穌用餵飽了五千人的神蹟
[00:05:25.720 --> 00:05:28.440]  還有那一天的傍晚
[00:05:28.440 --> 00:05:31.920]  耶穌就好像鬼一樣在水上飄下飄下
[00:05:31.920 --> 00:05:35.000]  嚇得那些門徒都不太敢認祂
[00:05:35.000 --> 00:05:37.160]  直至耶穌說是我的時候
[00:05:37.160 --> 00:05:38.440]  祂就夠膽認了
[00:05:38.440 --> 00:05:42.440]  難怪原來第一天經驗了這些東西的時候
[00:05:42.440 --> 00:05:46.360]  那幫信眾就第二天繼續追 繼續追 繼續追
[00:05:46.360 --> 00:05:49.600]  追到耶穌去岸的另一邊
[00:05:50.680 --> 00:05:53.160]  如果大家知道那些追星的人
[00:05:53.160 --> 00:05:55.000]  其實很重要的
[00:05:55.000 --> 00:05:56.120]  日以繼夜
[00:05:56.120 --> 00:05:58.000]  甚至乎睡在街上都是這樣追的
[00:05:58.000 --> 00:06:01.680]  大概他們應該感受過耶穌那種魅力
[00:06:01.680 --> 00:06:03.720]  而一路追 一路追
[00:06:03.720 --> 00:06:06.560]  而且這幫人可能都是有些錢的
[00:06:06.560 --> 00:06:09.800]  因為他一看不到耶穌在這一邊岸
[00:06:09.800 --> 00:06:12.240]  他就立刻上船去對面
[00:06:12.240 --> 00:06:14.840]  大家不要以為是天星碼頭
[00:06:14.840 --> 00:06:16.160]  搭幾塊錢就算了
[00:06:16.160 --> 00:06:16.960]  他整艘船
[00:06:16.960 --> 00:06:19.360]  去另一邊的岸去找耶穌
[00:06:20.400 --> 00:06:21.080]  無疑
[00:06:21.080 --> 00:06:23.760]  可以見到這幫人很心急
[00:06:23.760 --> 00:06:26.000]  很想找到耶穌
