
[00:00:00.000 --> 00:00:03.860]  最近除了網上崇拜
[00:00:03.860 --> 00:00:08.600]  不知道你們有沒有參加一些網上講座
[00:00:08.600 --> 00:00:14.800]  這些講座包括政治、文化、信仰、聖經等等
[00:00:14.800 --> 00:00:18.300]  不知道你們覺得是否十分豐富
[00:00:18.300 --> 00:00:23.740]  在今天的下午我們一起食得簡單一點
[00:00:23.740 --> 00:00:28.020]  我們讀聖經和聆聽神的話語
[00:00:28.020 --> 00:00:31.540]  我們一起敬拜、一起靈修
[00:00:31.540 --> 00:00:37.460]  所以今天下午我們吃白粥、清腸胃
[00:00:37.460 --> 00:00:40.420]  或者可以說是家庭小菜
[00:00:40.420 --> 00:00:44.220]  清茶、淡飯、一家人吃
[00:00:44.220 --> 00:00:46.220]  低頭禱告
[00:00:46.220 --> 00:00:50.660]  親愛的主,多謝祢讓我們今天能夠見面
[00:00:50.660 --> 00:00:52.660]  能夠一同去敬拜祢
[00:00:52.660 --> 00:00:54.340]  能夠一同禱告
[00:00:54.340 --> 00:00:56.340]  如今我們要聽祢的話語
[00:00:56.340 --> 00:00:58.340]  求祢讓我們眾弟兄姊妹們
[00:00:58.340 --> 00:01:01.740]  能夠聽得見就相信
[00:01:01.740 --> 00:01:03.740]  我們一同仰望祢
[00:01:03.740 --> 00:01:06.900]  我們的祈禱是奉主耶穌基督名字求
[00:01:06.900 --> 00:01:08.900]  阿們
[00:01:08.900 --> 00:01:15.300]  你是否盡心、盡性、盡義愛主祢的神?
[00:01:15.300 --> 00:01:19.260]  這個問題在今年的年初我問大家的
[00:01:19.260 --> 00:01:23.020]  其實是耶穌基督問你們的問題
[00:01:23.020 --> 00:01:30.660]  耶穌基督的意思是你們要全心全意地向著我
[00:01:30.660 --> 00:01:32.660]  所以祂說
[00:01:32.660 --> 00:01:39.740]  神說「除了我以外,你不可有別的身」
[00:01:39.740 --> 00:01:44.100]  所以我們就要不要分心
[00:01:44.100 --> 00:01:48.620]  不要讓一些事情攔阻我們對神的專心
[00:01:48.620 --> 00:01:50.620]  我們對神的愛
[00:01:50.620 --> 00:01:53.820]  其中一樣就是貪心
[00:01:53.820 --> 00:01:57.140]  貪心的人常常是驚惶失措的
[00:01:57.140 --> 00:01:59.140]  因為他們沒有安全感
[00:01:59.140 --> 00:02:01.140]  他們是不快樂的
[00:02:01.140 --> 00:02:03.860]  我們英文就說他是miserable
[00:02:03.860 --> 00:02:05.860]  意思就是說他是miser
[00:02:05.860 --> 00:02:08.300]  意思就是說他是孤寒的人
[00:02:08.300 --> 00:02:09.300]  可憐的人
[00:02:09.300 --> 00:02:11.300]  守財奴來的
[00:02:11.300 --> 00:02:16.420]  貪心的人不會因為自己擁有的東西而滿足快樂的
[00:02:16.420 --> 00:02:18.100]  事實上貪心的人
[00:02:18.100 --> 00:02:23.100]  去擁有一些東西卻是被這些東西所擁有
[00:02:23.100 --> 00:02:25.940]  主耶穌基督曾經在
[00:02:25.940 --> 00:02:28.740]  五章十九節至二十四節
[00:02:28.740 --> 00:02:30.980]  是上一次和你們分享的經文
[00:02:30.980 --> 00:02:33.540]  已經給了我們忠告
[00:02:33.540 --> 00:02:35.980]  耶穌基督說
[00:02:35.980 --> 00:02:40.340]  「不要為自己積攢財寶在地上
[00:02:40.340 --> 00:02:46.740]  地上有蟲子咬能受壞也有賊或窟龍來偷
[00:02:46.740 --> 00:02:49.300]  只要積攢財寶在天上
[00:02:49.300 --> 00:02:52.460]  天上沒有蟲子咬不能受壞
[00:02:52.460 --> 00:02:57.660]  也沒有賊或窟龍來偷
[00:02:57.660 --> 00:02:59.660]  因為你的財寶在那裡
[00:02:59.660 --> 00:03:02.260]  你的心也在那裡
[00:03:02.260 --> 00:03:05.460]  一個人不能侍奉兩個主
[00:03:05.460 --> 00:03:08.380]  不是惡者個愛那個
[00:03:08.380 --> 00:03:11.300]  就是眾者個輕那個
[00:03:11.300 --> 00:03:13.700]  你們不能又侍奉神
[00:03:13.700 --> 00:03:16.500]  又侍奉盲們」
[00:03:16.500 --> 00:03:19.740]  不知道你們記不記得最後的一句
[00:03:19.740 --> 00:03:23.300]  「一個人不能侍奉兩個主
[00:03:23.300 --> 00:03:26.620]  不是惡者個愛那個
[00:03:26.620 --> 00:03:29.900]  就是眾者個輕那個
[00:03:29.900 --> 00:03:32.300]  你們不能又侍奉神
[00:03:32.300 --> 00:03:35.500]  又侍奉盲們」
[00:03:35.500 --> 00:03:37.500]  當然
[00:03:37.500 --> 00:03:42.380]  今天你和我都有很多的主人
[00:03:42.380 --> 00:03:46.940]  但耶穌基督說你們只能夠選一位
[00:03:46.940 --> 00:03:51.900]  「不是惡者個愛那個」
[00:03:51.900 --> 00:03:54.740]  是當時閃族的成語
[00:03:54.740 --> 00:03:57.540]  就是說選擇
[00:03:57.540 --> 00:04:01.140]  選擇或不選擇你們選擇
[00:04:01.140 --> 00:04:04.180]  而你們只可以選侍奉神
[00:04:04.180 --> 00:04:07.020]  或侍奉盲們
[00:04:07.020 --> 00:04:10.420]  「盲們」其實是指很多東西
[00:04:10.420 --> 00:04:13.020]  包括財富
[00:04:13.020 --> 00:04:15.740]  財富是不是不好的呢?
[00:04:15.740 --> 00:04:18.500]  其實財富是神給的
[00:04:18.500 --> 00:04:21.940]  財富本身是忠誠不是邪惡的
[00:04:21.940 --> 00:04:24.940]  所以聖經說財富可以拿來
[00:04:24.940 --> 00:04:29.020]  是為著神的緣故來行善
[00:04:29.020 --> 00:04:32.260]  所以很多時候財富的問題是甚麼呢?
[00:04:32.260 --> 00:04:36.420]  財富的問題是因為財富是被絕對化
[00:04:36.420 --> 00:04:41.260]  成為了個人的偶像
[00:04:41.260 --> 00:04:45.820]  因為這個緣故阻礙我們對神的敬拜
[00:04:45.820 --> 00:04:48.500]  影響我們和神的關係
[00:04:48.500 --> 00:04:54.100]  除此之外我們愛財富愛到偶像的地步
[00:04:54.100 --> 00:04:57.900]  我們不願意和周圍的人分享
[00:04:57.900 --> 00:05:01.860]  因為這個緣故我們沒有愛倫社
[00:05:01.860 --> 00:05:05.860]  總而言之其實不是財富是問題
[00:05:05.860 --> 00:05:10.220]  而是財富的擁有成為了偶像
[00:05:10.220 --> 00:05:12.060]  那個就是問題
[00:05:12.060 --> 00:05:17.060]  所以耶穌基督就轉向問題的根部
[00:05:17.060 --> 00:05:20.260]  耶穌基督在今早幫助我們思想的
[00:05:20.260 --> 00:05:24.260]  就是《馬太福音》六章二十五至三十四節
[00:05:24.260 --> 00:05:30.820]  就說到財富的問題的根部是甚麼呢?
[00:05:30.820 --> 00:05:33.100]  就是憂慮
[00:05:33.100 --> 00:05:36.180]  《馬太福音》的六章二十五至三十四節
[00:05:36.180 --> 00:05:37.860]  有三個段落
[00:05:37.860 --> 00:05:39.380]  每一個段落
[00:05:39.380 --> 00:05:41.100]  每一個單元的開始
[00:05:41.100 --> 00:05:44.580]  都說到「不要憂慮」
[00:05:44.580 --> 00:05:48.740]  第一個單元就是二十五至三十節
[00:05:48.740 --> 00:05:50.620]  首先就是一個勸告
[00:05:50.620 --> 00:05:52.780]  勸告就說不要憂慮
[00:05:52.780 --> 00:05:56.540]  不要為生命憂慮吃甚麼喝甚麼
[00:05:56.540 --> 00:05:59.620]  為身體憂慮穿甚麼
[00:05:59.620 --> 00:06:01.860]  在這裡就說到憂慮是甚麼呢?
[00:06:01.860 --> 00:06:05.900]  憂慮就是使你失眠
[00:06:05.900 --> 00:06:08.980]  憂慮就是常常的惶恐
[00:06:08.980 --> 00:06:14.020]  甚至惶恐到你癱瘓
[00:06:14.020 --> 00:06:18.220]  不要憂慮其實有四個原因
[00:06:18.220 --> 00:06:20.860]  所以經文就說
[00:06:20.860 --> 00:06:22.580]  第一個原因
[00:06:22.580 --> 00:06:25.540]  生命不勝於飲食嗎?
[00:06:25.540 --> 00:06:29.180]  身體不勝於衣裳嗎?
[00:06:29.180 --> 00:06:32.860]  其實《馬太福音》四章四至就給了一個堅定的答案
[00:06:32.860 --> 00:06:34.420]  人活著
[00:06:34.420 --> 00:06:37.900]  不是單靠食物
[00:06:37.900 --> 00:06:39.820]  第二個原因不憂慮就是
[00:06:39.820 --> 00:06:44.100]  你們看天上的飛鳥也不種也不收
[00:06:44.100 --> 00:06:46.460]  也不積蓄在倉裡
[00:06:46.460 --> 00:06:49.580]  你們的天父尚且養活它
[00:06:49.580 --> 00:06:55.780]  你們不是比飛鳥貴重得多嗎?
[00:06:55.780 --> 00:06:58.020]  在《若白記》有這樣說
[00:06:58.020 --> 00:07:05.540]  「烏鴉之錯,因無食物飛來飛去,哀求神」
[00:07:05.540 --> 00:07:09.460]  他們哀求神給食物
[00:07:09.460 --> 00:07:11.500]  所以鳥兒不是懶惰的
[00:07:11.500 --> 00:07:13.060]  鳥兒不憂慮
[00:07:13.060 --> 00:07:16.940]  因為他們有神的供應
[00:07:16.940 --> 00:07:19.460]  第三個原因不憂慮就是說
[00:07:19.460 --> 00:07:24.860]  你們哪一個能用思慮使壽命多加一刻呢?
[00:07:24.860 --> 00:07:27.140]  意思是憂慮是沒有用的
[00:07:27.140 --> 00:07:28.540]  憂那麼多什麼?
[00:07:28.540 --> 00:07:31.820]  憂之後不會成就什麼事情
[00:07:31.820 --> 00:07:33.420]  更差的情況就是說
[00:07:33.420 --> 00:07:35.140]  你去憂慮吧
[00:07:35.140 --> 00:07:40.780]  你憂慮的話你就會更加短命
[00:07:40.780 --> 00:07:43.900]  第四個原因就是說
[00:07:43.900 --> 00:07:47.300]  你這小信的人
[00:07:47.300 --> 00:07:50.460]  野地裡的草今天還在
[00:07:50.460 --> 00:07:53.340]  明天都會凋在爐子裡
[00:07:53.340 --> 00:07:57.980]  神還給他們這麼美的裝飾
