
[00:00:00.000 --> 00:00:05.200]  今日要同大家講埋但爾利書十二章
[00:00:05.200 --> 00:00:08.700]  人生一定要有希望
[00:00:08.700 --> 00:00:13.200]  才能夠有力量能夠過每一日
[00:00:13.200 --> 00:00:17.600]  我叫今日的題目做「黑夜裡的曙光」
[00:00:17.600 --> 00:00:20.600]  黑夜可以代表困難
[00:00:20.600 --> 00:00:22.500]  可以代表絕望
[00:00:22.500 --> 00:00:25.300]  甚至可以代表死亡
[00:00:25.300 --> 00:00:29.400]  曙光是代表希望
[00:00:29.400 --> 00:00:31.200]  在保羅的教導裡面
[00:00:31.200 --> 00:00:34.400]  他很著重信、愛、忘
[00:00:34.400 --> 00:00:37.400]  除了信心、除了愛心
[00:00:37.400 --> 00:00:41.300]  最重要的就是有希望
[00:00:41.300 --> 00:00:45.100]  有希望我們才有生存的意義
[00:00:45.100 --> 00:00:48.600]  有很多研究是自殺的學者
[00:00:48.600 --> 00:00:51.000]  他們都認為
[00:00:51.000 --> 00:00:56.800]  人自殺不是因為目前的處境
[00:00:56.800 --> 00:00:58.000]  是難捱
[00:00:58.000 --> 00:01:01.200]  不是說目前的處境是過不了去
[00:01:01.200 --> 00:01:02.900]  他們自殺的原因是因為
[00:01:02.900 --> 00:01:05.700]  他們看不到是有改變
[00:01:05.700 --> 00:01:07.900]  看不到是有希望
[00:01:07.900 --> 00:01:11.200]  這個才是他們自殺的原因
[00:01:11.200 --> 00:01:16.300]  今日我們看到但爾利書十二章
[00:01:16.300 --> 00:01:21.700]  是一個給我們很多希望的一張書
[00:01:21.700 --> 00:01:24.400]  我們看到
[00:01:24.400 --> 00:01:29.500]  經文提到以色列人將會經歷很大的災難
[00:01:29.500 --> 00:01:31.800]  但是神會保守他們
[00:01:31.800 --> 00:01:35.000]  他們最後能夠得到救贖
[00:01:35.000 --> 00:01:37.200]  就好像在黑夜裡面
[00:01:37.200 --> 00:01:40.300]  見到黎明、見到曙光一樣
[00:01:40.300 --> 00:01:42.000]  我們何嘗不是
[00:01:42.000 --> 00:01:45.700]  我們的生命當中也可能有很多困境
[00:01:45.700 --> 00:01:48.300]  但是只要我們堅定我們的信心
[00:01:48.300 --> 00:01:52.000]  神會讓我們見到曙光
[00:01:52.000 --> 00:01:55.400]  另外一個原因就是但爾利書十二章
[00:01:55.400 --> 00:02:00.400]  提到有復活的預言
[00:02:00.400 --> 00:02:02.300]  一個死了的人
[00:02:02.300 --> 00:02:05.500]  回到塵埃當中等候復活
[00:02:05.500 --> 00:02:07.500]  就好像在黑暗裡面
[00:02:07.500 --> 00:02:12.100]  等待黎明、等待曙光的出現一樣
[00:02:12.100 --> 00:02:14.100]  第三個原因
[00:02:14.100 --> 00:02:18.200]  是因為我們會看到神的話語的亮光
[00:02:18.200 --> 00:02:20.300]  會越來越光
[00:02:20.300 --> 00:02:22.700]  我們很多時候現在可能還沒有明白
[00:02:22.700 --> 00:02:25.200]  末世的預言是怎麼樣
[00:02:25.200 --> 00:02:27.600]  但是當我們發覺
[00:02:27.600 --> 00:02:30.200]  時事、新聞
[00:02:30.200 --> 00:02:34.700]  慢慢慢慢所說的應驗了聖經裡面的預言
[00:02:34.700 --> 00:02:37.200]  我們就會大大增加我們的信心
[00:02:37.200 --> 00:02:39.600]  大大增加我們的知識
[00:02:39.600 --> 00:02:42.800]  大大增加了神話語的亮光
[00:02:42.800 --> 00:02:45.900]  這就是我今天所說的三點
[00:02:45.900 --> 00:02:50.700]  為什麼我叫今天的訊息做「黑夜的曙光」
[00:02:50.700 --> 00:02:53.900]  我們看看第一點
[00:02:53.900 --> 00:02:56.300]  但爾利書十二章一節一開始就說
[00:02:56.300 --> 00:02:58.300]  「正在那時」
[00:02:58.300 --> 00:03:00.400]  是什麼時候?
[00:03:00.400 --> 00:03:03.300]  就是說回但爾利書十一章
[00:03:03.300 --> 00:03:06.500]  三十六至四十五節上次跟大家說過
[00:03:06.500 --> 00:03:09.100]  猶太人將會在末世
[00:03:09.100 --> 00:03:11.000]  會有很大的災難
[00:03:11.000 --> 00:03:14.200]  是前所未見的災難
[00:03:14.200 --> 00:03:21.500]  會比希特拉壓迫以色列人更加大的災難
[00:03:21.500 --> 00:03:24.000]  在但爾利書十二章一節的尾
[00:03:24.000 --> 00:03:26.100]  說「並且有大艱難
[00:03:26.100 --> 00:03:31.500]  從有國以來直到此時沒有這樣的」
[00:03:31.500 --> 00:03:33.500]  從來沒有過這麼大的災難
[00:03:33.500 --> 00:03:35.500]  在《生命記》四章三十節
[00:03:35.500 --> 00:03:38.800]  《生命記》是其中一部最古老的書
[00:03:38.800 --> 00:03:40.200]  已經有預言說
[00:03:40.200 --> 00:03:43.700]  日後你遭遇一切患難的時候
[00:03:43.700 --> 00:03:47.500]  你必歸回耶和華你的神
[00:03:47.500 --> 00:03:49.200]  聽從祂的話
[00:03:49.200 --> 00:03:52.800]  不僅預言以色列人將會有大艱難
[00:03:52.800 --> 00:03:58.700]  還預言以色列人將會歸回到神的懷抱
[00:03:58.700 --> 00:04:01.800]  耶利米先知說這段時間
[00:04:01.800 --> 00:04:06.000]  叫做「雅各遭難的時候」
[00:04:06.000 --> 00:04:08.500]  雅各我們知道是以色列人之父
[00:04:08.500 --> 00:04:12.600]  是十二支派之父
[00:04:12.600 --> 00:04:15.000]  耶利米書三十章七節
[00:04:15.000 --> 00:04:17.400]  雅各遭難的時候
[00:04:17.400 --> 00:04:19.000]  以西傑先知
[00:04:19.000 --> 00:04:21.000]  在這裡以西傑書二十章
[00:04:21.000 --> 00:04:24.700]  也說神會令到以色列人經過他的帳
[00:04:24.700 --> 00:04:26.400]  什麼意思?
[00:04:26.400 --> 00:04:28.600]  帳就是要來管教
[00:04:28.600 --> 00:04:32.600]  要來責備
[00:04:32.600 --> 00:04:35.100]  接著在這裡以西傑書二十二章
[00:04:35.100 --> 00:04:38.500]  他又說神要令到以色列人經過火
[00:04:38.500 --> 00:04:44.600]  像爐中的銅、石、鐵、鉛都是銀渣子
[00:04:44.600 --> 00:04:46.800]  他們要經過神的管教
[00:04:46.800 --> 00:04:48.500]  經過神的熬煉
[00:04:48.500 --> 00:04:54.100]  才能夠再次歸到神的懷抱裡面
[00:04:54.100 --> 00:04:56.400]  馬太福音二十四章二十一節
[00:04:56.400 --> 00:04:59.000]  因為那時必有大災難
[00:04:59.000 --> 00:05:01.400]  從世界的起頭直到如今
[00:05:01.400 --> 00:05:03.100]  沒有這樣的災難
[00:05:03.100 --> 00:05:05.900]  後來也必沒有
[00:05:05.900 --> 00:05:10.200]  耶穌基督用了一個猶太人的成語
[00:05:10.200 --> 00:05:15.600]  說是前所未有的災難
[00:05:15.600 --> 00:05:19.400]  如果不是神將這個大災難的日子減少
[00:05:19.400 --> 00:05:22.100]  聖經說沒有人能夠存活
[00:05:22.100 --> 00:05:23.800]  神是為了他的兒女
[00:05:23.800 --> 00:05:25.500]  為了他的子民
[00:05:25.500 --> 00:05:30.000]  將這段時間減少了
[00:05:30.000 --> 00:05:31.500]  我們可能很難想像
[00:05:31.500 --> 00:05:35.900]  什麼叫做從來未見過的大災難
[00:05:35.900 --> 00:05:37.600]  很多時候我們想像的災難
[00:05:37.600 --> 00:05:39.200]  就是我們見過的災難
[00:05:39.200 --> 00:05:41.300]  將它加大幾倍
[00:05:41.300 --> 00:05:43.600]  這就叫做大災難
[00:05:43.600 --> 00:05:46.000]  你說第二次世界大戰
[00:05:46.000 --> 00:05:48.900]  希特勒殺死六百萬的猶太人
[00:05:48.900 --> 00:05:52.200]  好了 到末世
[00:05:52.200 --> 00:05:54.800]  或者迪基多會殺死六千萬的猶太人
[00:05:54.800 --> 00:05:55.800]  多很多倍
[00:05:55.800 --> 00:05:58.000]  這樣是大災難
[00:05:58.000 --> 00:06:02.100]  不是的 是從來未見過的
[00:06:02.100 --> 00:06:06.300]  在啟示錄六到十九章
[00:06:06.300 --> 00:06:08.600]  是說了很多這些災難
[00:06:08.600 --> 00:06:14.200]  猶太人在末世的基督徒將會經歷
[00:06:14.200 --> 00:06:18.100]  是有戰爭 有旱災 有瘟疫 有大地震
[00:06:18.100 --> 00:06:20.500]  這些我們可以說見過
[00:06:20.500 --> 00:06:21.700]  但是你聽聽
[00:06:21.700 --> 00:06:25.400]  一百磅的冰箔紙
[00:06:25.400 --> 00:06:27.900]  我們現在見到前幾陣子在科羅拉多
[00:06:27.900 --> 00:06:32.100]  有好像足球那麼大的冰箔下來
[00:06:32.100 --> 00:06:34.200]  都已經說很可怕
[00:06:34.200 --> 00:06:36.000]  你想想那個打在你的頭上
[00:06:36.000 --> 00:06:36.800]  你會怎麼樣
[00:06:36.800 --> 00:06:38.500]  死的 真的是死人
[00:06:38.500 --> 00:06:41.000]  你不要說一百磅
[00:06:41.000 --> 00:06:44.000]  一百磅差不多是一個人那樣掉下來
[00:06:44.000 --> 00:06:47.000]  被它壓一壓真的不得了
[00:06:47.000 --> 00:06:49.400]  還有天上的星宿都會墮落
[00:06:49.400 --> 00:06:52.300]  三分之一的地球會被毀滅
[00:06:52.300 --> 00:06:55.700]  三分之一的鹹水海會被毀滅
[00:06:55.700 --> 00:06:58.400]  三分之一的陸上的水
[00:06:58.400 --> 00:07:01.400]  河水 湖水會被毀滅
[00:07:01.400 --> 00:07:05.100]  三分之一的人類會死亡
[00:07:05.100 --> 00:07:09.800]  鬼魔會被釋放出來在人間來為禍
[00:07:09.800 --> 00:07:12.600]  白天會曬死很多人
[00:07:12.600 --> 00:07:15.500]  你現在覺得Berlin夠熱
[00:07:15.500 --> 00:07:18.100]  看看將來這個大災難
[00:07:18.100 --> 00:07:20.000]  白天都會曬死人
[00:07:20.000 --> 00:07:21.900]  黑暗會遍滿全地
[00:07:21.900 --> 00:07:24.900]  人的身上會塞滿毒瘡
[00:07:24.900 --> 00:07:28.700]  是一個神容許他的兒女 他的子民
[00:07:28.700 --> 00:07:35.100]  經歷苦難甚至死亡的一段時間
[00:07:35.100 --> 00:07:39.100]  那你說曙光在哪裡?
[00:07:39.100 --> 00:07:41.200]  神是有祂的恩典
[00:07:41.200 --> 00:07:43.800]  在《路達爾利書》十二章一節說得很清楚
[00:07:43.800 --> 00:07:45.700]  「你本國的民眾
[00:07:45.700 --> 00:07:48.300]  凡名錄在冊上的
[00:07:48.300 --> 00:07:50.700]  必不拯救」
[00:07:50.700 --> 00:07:55.900]  原來神已經預定了以色列人能夠得救
[00:07:55.900 --> 00:07:57.100]  如果大家記得
[00:07:57.100 --> 00:07:58.500]  我跟大家說過
[00:07:58.500 --> 00:08:02.500]  有很多舊約的先知都看不到的
[00:08:02.500 --> 00:08:05.300]  全部舊約的先知都看不到的一段時間
[00:08:05.300 --> 00:08:07.500]  就是我們現在教會的時期
[00:08:07.500 --> 00:08:08.900]  舊約的先知看不到
[00:08:08.900 --> 00:08:11.800]  很多時候他們寫預言的時候
[00:08:11.800 --> 00:08:14.900]  一節的經文是說耶穌基督第一次來臨
[00:08:14.900 --> 00:08:18.100]  接著那一節的經文是說耶穌基督第二次來臨
[00:08:18.100 --> 00:08:22.300]  他不知道原來中間隔開了有教會的時期
[00:08:22.300 --> 00:08:24.200]  其中一個例子我給大家的就是
[00:08:24.200 --> 00:08:28.600]  《河西亞書》五章十五和六章一節
[00:08:28.600 --> 00:08:30.500]  你說不是兩節經文黏在一起
[00:08:30.500 --> 00:08:33.200]  一個五章一個六章
[00:08:33.200 --> 00:08:35.500]  如果你看看聖經你就知道了
[00:08:35.500 --> 00:08:38.600]  五章最後一節的經文就是五章十五節
[00:08:38.600 --> 00:08:40.500]  六章一節就是六章的頭
[00:08:40.500 --> 00:08:43.800]  兩節經文是黏在一起的
[00:08:43.800 --> 00:08:45.700]  經文五章十五節說什麼?
[00:08:45.700 --> 00:08:49.400]  我要回到原處讓他們自覺有罪
[00:08:49.400 --> 00:08:50.800]  尋求我的面
[00:08:50.800 --> 00:08:54.600]  他們在急難的時候必切切尋求我
[00:08:54.600 --> 00:08:58.800]  這是說耶穌基督說我要回到原處
[00:08:58.800 --> 00:09:00.700]  回到哪裡?
[00:09:00.700 --> 00:09:03.000]  回到神的右手邊
