
[00:00:00.000 --> 00:00:03.000]  今日揀嘅經文就阿摩斯書
[00:00:03.000 --> 00:00:06.000]  一個我哋平時好少接觸嘅先知書
[00:00:06.000 --> 00:00:12.000]  呢卷先知書係好少講嘅
[00:00:12.000 --> 00:00:15.000]  好少講嘅係因為呢卷書係鬧得好勁嘅
[00:00:15.000 --> 00:00:16.000]  呢位先知
[00:00:16.000 --> 00:00:18.000]  對當時候嘅社會
[00:00:18.000 --> 00:00:20.000]  當時候嘅國家
[00:00:20.000 --> 00:00:22.000]  同埋嗰個嘅處境
[00:00:22.000 --> 00:00:23.000]  所以大家記得
[00:00:23.000 --> 00:00:25.000]  同親睇親先知書呢
[00:00:25.000 --> 00:00:27.000]  有一個要注意嘅地方就係
[00:00:27.000 --> 00:00:29.000]  睇下佢係咩處境之下
[00:00:29.000 --> 00:00:31.000]  咩情況咩年代寫
[00:00:31.000 --> 00:00:35.000]  係針對當時候嗰個環境去講嘅
[00:00:35.000 --> 00:00:36.000]  所以呢
[00:00:36.000 --> 00:00:37.000]  喺呢個情況之下
[00:00:37.000 --> 00:00:39.000]  睇佢呢就比較上對焦啲嘅
[00:00:39.000 --> 00:00:43.000]  阿摩斯呢就係
[00:00:43.000 --> 00:00:45.000]  係喺一個
[00:00:45.000 --> 00:00:47.000]  咩呢係喺一個
[00:00:47.000 --> 00:00:50.000]  南北兩國嘅年代嘅一個先知
[00:00:50.000 --> 00:00:52.000]  我想問下我中間有邊啲弟兄姊妹
[00:00:52.000 --> 00:00:55.000]  你睇過一次阿摩斯書㗎曾經
[00:00:55.000 --> 00:00:56.000]  已經
[00:00:56.000 --> 00:01:00.000]  六成到啦望落去
[00:01:00.000 --> 00:01:02.000]  即係你未睇過嗰啲鼓勵你睇下
[00:01:02.000 --> 00:01:03.000]  我一方面係
[00:01:03.000 --> 00:01:05.000]  想叫大家讀經啦
[00:01:05.000 --> 00:01:06.000]  呢個一定係啦
[00:01:06.000 --> 00:01:07.000]  另外一方面就係
[00:01:07.000 --> 00:01:08.000]  讀經嘅裏面呢
[00:01:08.000 --> 00:01:11.000]  因為呢卷書係好有特色嘅
[00:01:11.000 --> 00:01:13.000]  佢嘅文筆同埋佢嘅內容呢
[00:01:13.000 --> 00:01:15.000]  係好刺激嘅
[00:01:15.000 --> 00:01:18.000]  所以係好值得我哋去睇嘅
[00:01:18.000 --> 00:01:22.000]  佢係喺南北兩國嘅年代
[00:01:22.000 --> 00:01:23.000]  意思即係話呢
[00:01:23.000 --> 00:01:25.000]  嗰個年代係喺南北
[00:01:25.000 --> 00:01:26.000]  以色列國
[00:01:26.000 --> 00:01:29.000]  北國南國猶大分裂嘅年代
[00:01:29.000 --> 00:01:30.000]  呢幾百年間裏面呢
[00:01:30.000 --> 00:01:32.000]  即係發生嘅
[00:01:32.000 --> 00:01:34.000]  好特別嘅地方就係阿摩斯係一個
[00:01:34.000 --> 00:01:36.000]  南國嘅人嚟嘅
[00:01:36.000 --> 00:01:38.000]  活喺猶大嘅地方
[00:01:38.000 --> 00:01:40.000]  不過好搞笑嘅就陳呢就揀咗佢
[00:01:40.000 --> 00:01:42.000]  成為一個先知啦
[00:01:42.000 --> 00:01:44.000]  然之後去咗北國嗰度呢就宣講嘅
[00:01:44.000 --> 00:01:46.000]  所以佢有少少都講得
[00:01:46.000 --> 00:01:47.000]  講得
[00:01:47.000 --> 00:01:49.000]  講得通俗啲嘅呢
[00:01:49.000 --> 00:01:51.000]  就即係話佢去咗
[00:01:51.000 --> 00:01:53.000]  第二個人哋嘅地方呢
[00:01:53.000 --> 00:01:55.000]  去做宣講嘅
[00:01:55.000 --> 00:01:57.000]  咁所以呢個係一個呢好有
[00:01:57.000 --> 00:01:59.000]  好特別嘅地方
[00:01:59.000 --> 00:02:01.000]  所以其實佢都碰到好多挑戰嘅
[00:02:01.000 --> 00:02:03.000]  咁我哋等陣間都會講及到呢個嘅
[00:02:03.000 --> 00:02:05.000]  嘅層面嘅
[00:02:05.000 --> 00:02:07.000]  南國嘅先知去北國裏面呢
[00:02:07.000 --> 00:02:08.000]  即係去宣講
[00:02:08.000 --> 00:02:10.000]  大家注意先知呢個字呀
[00:02:10.000 --> 00:02:12.000]  我哋有時會講先知就先人嚟知啦
[00:02:12.000 --> 00:02:13.000]  係咪
[00:02:13.000 --> 00:02:15.000]  咁其實呢個咁嘅講法呢就唔係好全面嘅
[00:02:15.000 --> 00:02:17.000]  因為先知最重要嘅
[00:02:17.000 --> 00:02:19.000]  核心嘅意義呢
[00:02:19.000 --> 00:02:21.000]  就係一個神嘅代言人
[00:02:21.000 --> 00:02:23.000]  好弱嘅年代裏面
[00:02:23.000 --> 00:02:25.000]  如果嗰個社會環境
[00:02:25.000 --> 00:02:27.000]  嗰個國家裏面呢
[00:02:27.000 --> 00:02:29.000]  佢唔係特別嗰陣時候
[00:02:29.000 --> 00:02:31.000]  唔係好能夠
[00:02:31.000 --> 00:02:33.000]  聽神嘅吩咐嘅話呢
[00:02:33.000 --> 00:02:35.000]  特別嗰陣時候
[00:02:35.000 --> 00:02:37.000]  神會興起一啲先知
[00:02:37.000 --> 00:02:39.000]  去向當時候嗰啲嘅人呢百姓領袖
[00:02:39.000 --> 00:02:41.000]  國家嘅元首
[00:02:41.000 --> 00:02:43.000]  去呢分享講呢
[00:02:43.000 --> 00:02:45.000]  神要佢哋想講嘅嘢
[00:02:45.000 --> 00:02:47.000]  佢就涉及到將來嘅味道
[00:02:47.000 --> 00:02:49.000]  時間但係唔一定係講將來
[00:02:49.000 --> 00:02:51.000]  多數係講緊而家嘅
[00:02:51.000 --> 00:02:53.000]  OK
[00:02:53.000 --> 00:02:55.000]  咁當時候呢就
[00:02:55.000 --> 00:02:57.000]  佢北角就講啦
[00:02:57.000 --> 00:02:59.000]  咁北角當時嘅王呢
[00:02:59.000 --> 00:03:01.000]  個名叫耶羅邦安第二位嘅啦
[00:03:01.000 --> 00:03:03.000]  二世耶羅邦安
[00:03:03.000 --> 00:03:05.000]  咁呢位嘅
[00:03:05.000 --> 00:03:07.000]  呢位嘅王國嘅年代裏面呢
[00:03:07.000 --> 00:03:09.000]  其實個國家就好強盛嘅
[00:03:09.000 --> 00:03:11.000]  好少有嘅
[00:03:11.000 --> 00:03:13.000]  國家強盛意思係佢軍力好強啦
[00:03:13.000 --> 00:03:15.000]  版圖好大啦
[00:03:15.000 --> 00:03:17.000]  因為有個歷史嘅原因就係因為
[00:03:17.000 --> 00:03:19.000]  之後佢哋一個好強嘅敵對嘅
[00:03:19.000 --> 00:03:21.000]  國家叫阿蘭呢
[00:03:21.000 --> 00:03:23.000]  啱啱呢就輸咗
[00:03:23.000 --> 00:03:25.000]  比另外一個更強嘅國家亞述呢
[00:03:25.000 --> 00:03:27.000]  就即係殲滅咗
[00:03:27.000 --> 00:03:29.000]  所以佢哋冇咗個敵手
[00:03:29.000 --> 00:03:31.000]  冇一個敵人啦
[00:03:31.000 --> 00:03:33.000]  咁所以佢哋係突然之間可以好強呢
[00:03:33.000 --> 00:03:35.000]  可以去擴展佢哋嘅版圖呀
[00:03:35.000 --> 00:03:37.000]  擴展佢哋嘅領土呀
[00:03:37.000 --> 00:03:39.000]  攞咗好多地方返嚟
[00:03:39.000 --> 00:03:41.000]  同埋係變咗佢哋好強呀
[00:03:41.000 --> 00:03:43.000]  同埋佢哋呢就攞咗好多經濟上面嘅
[00:03:43.000 --> 00:03:45.000]  嗰啲嘅重要嘅地方
[00:03:45.000 --> 00:03:47.000]  好似係成個國家北角裏面呢
[00:03:47.000 --> 00:03:49.000]  當時候係有好多嘅
[00:03:49.000 --> 00:03:51.000]  人呢係好富裕呀好有錢
[00:03:51.000 --> 00:03:53.000]  嗯
[00:03:53.000 --> 00:03:55.000]  好生活裏面呢係好好
[00:03:55.000 --> 00:03:57.000]  好好嘅不過呢同一
[00:03:57.000 --> 00:03:59.000]  時間如果睇成卷書裏面嘅
[00:03:59.000 --> 00:04:01.000]  嘅記載呢當時候嗰啲嘅
[00:04:01.000 --> 00:04:03.000]  人呢嗰啲嘅以色列國嘅人呢
[00:04:03.000 --> 00:04:05.000]  好多出現
[00:04:05.000 --> 00:04:07.000]  咗好多嘅國家嘅唔公義
[00:04:07.000 --> 00:04:09.000]  嘅地方咁其中
[00:04:09.000 --> 00:04:11.000]  即係好多嘅人與人之間
[00:04:11.000 --> 00:04:13.000]  嗰啲嘅唔公道啦行騙啦
[00:04:13.000 --> 00:04:15.000]  屈往正直啦嗰啲有錢嘅人呢
[00:04:15.000 --> 00:04:17.000]  就欺壓嗰啲窮人啦
[00:04:17.000 --> 00:04:19.000]  違背咗神嘅律法啦
[00:04:19.000 --> 00:04:21.000]  不擇手段啦
[00:04:21.000 --> 00:04:23.000]  即係做買賣就呃人啦
[00:04:23.000 --> 00:04:25.000]  就喺城門口審判嘅地方
[00:04:25.000 --> 00:04:27.000]  就屈往人哋呀即係
[00:04:27.000 --> 00:04:29.000]  即係好似今日嘅語言
[00:04:29.000 --> 00:04:31.000]  嚟講就好似呢廉署呀貪污呀
[00:04:31.000 --> 00:04:33.000]  警方呀就黑幫連結呀
[00:04:33.000 --> 00:04:35.000]  即係咁樣嘅形勢嚟嘅
[00:04:35.000 --> 00:04:37.000]  唔守律法
[00:04:37.000 --> 00:04:39.000]  佢哋有好多宗教活動
[00:04:39.000 --> 00:04:41.000]  憲制
[00:04:41.000 --> 00:04:43.000]  好多嘅信仰嘅活動
[00:04:43.000 --> 00:04:45.000]  好多不過呢
[00:04:45.000 --> 00:04:47.000]  即係佢哋係得個外表佢啫
[00:04:47.000 --> 00:04:49.000]  冇咗信仰嘅實質呀
[00:04:49.000 --> 00:04:51.000]  呢個就整個國家嘅環境係咁
[00:04:51.000 --> 00:04:53.000]  一樣
[00:04:53.000 --> 00:04:55.000]  喺嗰陣時呢甚至到
[00:04:55.000 --> 00:04:57.000]  有啲嘅當時嘅宗教領袖
[00:04:57.000 --> 00:04:59.000]  呢啲祭司主要係佢哋都
[00:04:59.000 --> 00:05:01.000]  即係面對社會上面
[00:05:01.000 --> 00:05:03.000]  好多嘅不公義嘅事件呢佢哋
[00:05:03.000 --> 00:05:05.000]  唔出聲嘅唔單止咁必然出聲
[00:05:05.000 --> 00:05:07.000]  嘅就撳住佢因為呢嗰啲人出聲
[00:05:07.000 --> 00:05:09.000]  呢就會影響佢哋嘅利益
[00:05:09.000 --> 00:05:11.000]  所以成個國家係喺呢個環境嘅裏面
[00:05:11.000 --> 00:05:13.000]  嘅好喇喺呢個處境之下呢個
[00:05:13.000 --> 00:05:15.000]  形勢嘅裏面呢
[00:05:15.000 --> 00:05:17.000]  我如果講守望呀其實
[00:05:17.000 --> 00:05:19.000]  有咩嘅意義呢有咩嘅值得
[00:05:19.000 --> 00:05:21.000]  我哋睇嘅地方呢咁我想睇下
[00:05:21.000 --> 00:05:23.000]  其中一段嘅經文一段嘅
[00:05:23.000 --> 00:05:25.000]  經文
[00:05:25.000 --> 00:05:27.000]  講下守望嘅裏面呢點樣可以警覺
[00:05:27.000 --> 00:05:29.000]  但又可以聆聽
[00:05:29.000 --> 00:05:31.000]  第去
[00:05:31.000 --> 00:05:33.000]  第三章第三節
[00:05:33.000 --> 00:05:35.000]  去到呢第八節呀
[00:05:35.000 --> 00:05:37.000]  呢段經文呢有好多問題
[00:05:37.000 --> 00:05:39.000]  嘅不過係透過問題挑起
[00:05:39.000 --> 00:05:41.000]  我哋好多嘅反省嘅
[00:05:41.000 --> 00:05:43.000]  第三章嘅第三
[00:05:43.000 --> 00:05:45.000]  同第八節呀唔係好長嘅啫
[00:05:45.000 --> 00:05:47.000]  我哋可唔可以寫一齊讀一次呀請
[00:05:47.000 --> 00:05:53.000]  Ok
[00:05:53.000 --> 00:05:55.000]  呢個係講緊
[00:05:55.000 --> 00:05:57.000]  先知係面對
[00:05:57.000 --> 00:05:59.000]  緊一個嘅處境
[00:05:59.000 --> 00:06:01.000]  係佢點樣呢係去
[00:06:01.000 --> 00:06:03.000]  表達佢點樣睇佢自己
[00:06:03.000 --> 00:06:05.000]  自己個嘅即係職份
[00:06:05.000 --> 00:06:07.000]  好特別嘅地方喎
[00:06:07.000 --> 00:06:09.000]  我想學三樣嘢
[00:06:09.000 --> 00:06:11.000]  第一樣嘢我透過呢位先知呢
[00:06:11.000 --> 00:06:13.000]  我想學下點樣觀察
[00:06:13.000 --> 00:06:15.000]  時勢包括咗個人
[00:06:15.000 --> 00:06:17.000]  同埋呢群體嘅
[00:06:17.000 --> 00:06:19.000]  第三節去到第六節
[00:06:19.000 --> 00:06:21.000]  呢一段呢係一個整體
[00:06:21.000 --> 00:06:23.000]  嘅段落相同
[00:06:23.000 --> 00:06:25.000]  嘅講法相同嘅語氣
[00:06:25.000 --> 00:06:27.000]  同埋呢內容嘅
[00:06:27.000 --> 00:06:29.000]  我哋睇下呢度有七條問題
[00:06:29.000 --> 00:06:31.000]  喺呢四節嘅裏面
[00:06:31.000 --> 00:06:33.000]  第三節去到呢第六節
[00:06:33.000 --> 00:06:35.000]  七條問題
[00:06:35.000 --> 00:06:37.000]  佢話呢異人若不同心
[00:06:37.000 --> 00:06:39.000]  豈能同行呢
[00:06:39.000 --> 00:06:41.000]  呢個係少少翻譯
[00:06:41.000 --> 00:06:43.000]  上面嘅問題
[00:06:43.000 --> 00:06:45.000]  同心呢個字呢係好似講緊兩個人
[00:06:45.000 --> 00:06:47.000]  即係一齊個心
[00:06:47.000 --> 00:06:49.000]  其實佢冇咁多
[00:06:49.000 --> 00:06:51.000]  冇咁多裏面嘅
[00:06:51.000 --> 00:06:53.000]  其實只係講緊呢兩個人有冇約定
[00:06:53.000 --> 00:06:55.000]  約埋一齊
[00:06:55.000 --> 00:06:57.000]  即係話呢佢先知就話如果你
[00:06:57.000 --> 00:06:59.000]  喺野外嘅地方
[00:06:59.000 --> 00:07:01.000]  喺啲嘅通道嘅地方
[00:07:01.000 --> 00:07:03.000]  古時候
[00:07:03.000 --> 00:07:05.000]  唔係好多人流嘅地方你見唔到兩個人
[00:07:05.000 --> 00:07:07.000]  一齊行並行同行
[00:07:07.000 --> 00:07:09.000]  一齊行一路行一路行
[00:07:09.000 --> 00:07:11.000]  有傾有講
[00:07:11.000 --> 00:07:13.000]  你會唔會諗下
[00:07:13.000 --> 00:07:15.000]  呢兩個人係唔相唔識
[00:07:15.000 --> 00:07:17.000]  呢兩個人
[00:07:17.000 --> 00:07:19.000]  突然之間偶遇
[00:07:19.000 --> 00:07:21.000]  就咁樣行
[00:07:21.000 --> 00:07:23.000]  佢就話畀佢聽唔會嘅
[00:07:23.000 --> 00:07:25.000]  如果兩個人冇事先約定呢
[00:07:25.000 --> 00:07:27.000]  喺特別古代嗰啲郊野嘅地方
[00:07:27.000 --> 00:07:29.000]  稍為危險嘅地方
[00:07:29.000 --> 00:07:31.000]  你好難會見到兩個人
[00:07:31.000 --> 00:07:33.000]  可以咁樣行交叉移過就有
[00:07:33.000 --> 00:07:35.000]  但係一齊咁樣一齊行有傾有講
[00:07:35.000 --> 00:07:37.000]  其實呢啲情況係好少嘅
[00:07:37.000 --> 00:07:39.000]  見到兩個人一齊咁樣行
[00:07:39.000 --> 00:07:41.000]  你就知道呢個現象有個原因
[00:07:41.000 --> 00:07:43.000]  就係佢哋已經事先約好
[00:07:43.000 --> 00:07:45.000]  係咁解嘅
[00:07:45.000 --> 00:07:47.000]  一個現象背後
[00:07:47.000 --> 00:07:49.000]  有一個原因
[00:07:49.000 --> 00:07:51.000]  日白記裏面講
[00:07:51.000 --> 00:07:53.000]  日白受到災難好慘
[00:07:53.000 --> 00:07:55.000]  之後有三個朋友探佢
[00:07:55.000 --> 00:07:57.000]  聖經講話
[00:07:57.000 --> 00:07:59.000]  三個朋友約好咗
[00:07:59.000 --> 00:08:01.000]  一齊去探日白安慰佢
[00:08:01.000 --> 00:08:03.000]  就係用番同樣嘅字眼
[00:08:03.000 --> 00:08:05.000]  三個人約好咗
[00:08:05.000 --> 00:08:07.000]  去探佢安慰佢
[00:08:07.000 --> 00:08:09.000]  當然大家都知佢哋嘅安慰
[00:08:09.000 --> 00:08:11.000]  變咗係嗌交
[00:08:11.000 --> 00:08:13.000]  呢個約好咗
[00:08:13.000 --> 00:08:15.000]  佢想講嘅就係有個現象
[00:08:15.000 --> 00:08:17.000]  其實背後係有原因嘅
[00:08:17.000 --> 00:08:19.000]  跟住講
[00:08:19.000 --> 00:08:21.000]  獅子若飛找食
[00:08:21.000 --> 00:08:23.000]  豈能在林中咆哮
[00:08:23.000 --> 00:08:25.000]  少壯獅子若無所得
[00:08:25.000 --> 00:08:27.000]  喺林中發聲
[00:08:27.000 --> 00:08:29.000]  獅子會咆叫
[00:08:29.000 --> 00:08:31.000]  咆哮
[00:08:31.000 --> 00:08:33.000]  大家都知
[00:08:33.000 --> 00:08:35.000]  大家知唔知獅子幾時會咆哮
[00:08:35.000 --> 00:08:37.000]  今日我哋作為現代城市人
[00:08:37.000 --> 00:08:39.000]  其實我哋唔係好認識
[00:08:39.000 --> 00:08:41.000]  佢哋了解嘅
[00:08:41.000 --> 00:08:43.000]  佢哋生活嘅裏面都碰過呢啲嘅情況
[00:08:43.000 --> 00:08:45.000]  而且你嘅地方係啲叢林嘅地方
[00:08:45.000 --> 00:08:47.000]  有獅子嘅出沒
[00:08:47.000 --> 00:08:49.000]  當獅子要捕獵食物嘅時候
[00:08:49.000 --> 00:08:51.000]  佢哋見到前面有隻兔仔
[00:08:51.000 --> 00:08:53.000]  有隻鹿有隻羊
[00:08:53.000 --> 00:08:55.000]  通常佢哋會唔會出聲
[00:08:55.000 --> 00:08:57.000]  梗係唔出聲
[00:08:57.000 --> 00:08:59.000]  匿埋好靜
[00:08:59.000 --> 00:09:01.000]  喺度預備衝出去
[00:09:01.000 --> 00:09:03.000]  一衝出去捉到隻獵物之後
[00:09:03.000 --> 00:09:05.000]  佢就會嗌
[00:09:05.000 --> 00:09:07.000]  佢就會嗌 唔知係咪好興奮
[00:09:07.000 --> 00:09:09.000]  搞掂啦 捉到你啦 你仲唔死
[00:09:09.000 --> 00:09:11.000]  即係話佢哋係有
[00:09:11.000 --> 00:09:13.000]  一種嘅情況
[00:09:13.000 --> 00:09:15.000]  佢哋聽到獅子喺度嗌
[00:09:15.000 --> 00:09:17.000]  係意思即係話
[00:09:17.000 --> 00:09:19.000]  我明啦 佢一定捉到野食
[00:09:19.000 --> 00:09:21.000]  獵食到
[00:09:21.000 --> 00:09:23.000]  現象背後
[00:09:23.000 --> 00:09:25.000]  有一個原因
[00:09:25.000 --> 00:09:27.000]  少壯獅子
[00:09:27.000 --> 00:09:29.000]  若無所得 豈能從洞中發聲
[00:09:29.000 --> 00:09:31.000]  你發覺寫法一樣
[00:09:31.000 --> 00:09:33.000]  嗰啲少壯獅子
[00:09:33.000 --> 00:09:35.000]  即係講緊嗰啲獅子嗰啲幼年幼嘅獅子
[00:09:35.000 --> 00:09:37.000]  嗰啲未能夠
[00:09:37.000 --> 00:09:39.000]  自己出去搵食嗰啲
[00:09:39.000 --> 00:09:41.000]  匿埋喺個山洞入面
[00:09:41.000 --> 00:09:43.000]  即係要等嗰啲父母
[00:09:43.000 --> 00:09:45.000]  耽地食返嚟畀佢食嗰啲獅子
[00:09:45.000 --> 00:09:47.000]  佢哋話一樣嘅啫
[00:09:47.000 --> 00:09:49.000]  佢哋幾時會聽到佢哋發聲呢
[00:09:49.000 --> 00:09:51.000]  佢哋嘅爸爸媽媽嗰啲嘅
[00:09:51.000 --> 00:09:53.000]  母獅 或者佢哋嘅公獅
[00:09:53.000 --> 00:09:55.000]  帶住嗰啲嘅獵物
[00:09:55.000 --> 00:09:57.000]  返到個山洞入面
[00:09:57.000 --> 00:09:59.000]  餵佢哋食嘢 佢哋見到返嚟
[00:09:59.000 --> 00:10:01.000]  佢哋就好興奮 好開心
[00:10:01.000 --> 00:10:03.000]  有餐開喇
[00:10:03.000 --> 00:10:05.000]  喺度嗌 所以如果你聽到
[00:10:05.000 --> 00:10:07.000]  喺山洞入面有嗰啲嘅年幼嘅獅子
[00:10:07.000 --> 00:10:09.000]  嗰啲kids 獅子嘅
[00:10:09.000 --> 00:10:11.000]  喺度叫嘅話呢
[00:10:11.000 --> 00:10:13.000]  你就知道 哦 佢哋有餐開喇
[00:10:13.000 --> 00:10:15.000]  就咁嘅意思 即係話
[00:10:15.000 --> 00:10:17.000]  有個現象 背後我知你個原因
[00:10:17.000 --> 00:10:19.000]  如果用今日嘅語言
[00:10:19.000 --> 00:10:21.000]  嚟講呢 即係話
[00:10:21.000 --> 00:10:23.000]  我成日舉一個例子
[00:10:23.000 --> 00:10:25.000]  就係講釣魚呢 即係阿巨星
[00:10:25.000 --> 00:10:27.000]  好鍾意釣魚啦 我中間有條頂節目都鍾意釣魚
