
[00:00:00.000 --> 00:00:07.000]  各位平安,我想在說到之前問大家一個問題,
[00:00:07.000 --> 00:00:10.000]  有沒有人很喜歡游泳?
[00:00:10.000 --> 00:00:12.000]  有沒有?
[00:00:12.000 --> 00:00:15.000]  很喜歡泡水的呢?
[00:00:15.000 --> 00:00:17.000]  很喜歡玩水的呢?
[00:00:17.000 --> 00:00:18.000]  都有一點點,
[00:00:18.000 --> 00:00:19.000]  上面呢?
[00:00:19.000 --> 00:00:22.000]  上面有沒有人喜歡水?
[00:00:22.000 --> 00:00:28.000]  其實很多小朋友都很喜歡水,
[00:00:28.000 --> 00:00:33.000]  今天跟大家看關於水的事蹟,
[00:00:33.000 --> 00:00:37.000]  我想跟大家分享一段短片,
[00:00:37.000 --> 00:00:41.000]  我們正心去欣賞,很短的。
[00:00:58.000 --> 00:01:03.000]  大家喜不喜歡海底世界?
[00:01:03.000 --> 00:01:07.000]  海底似乎是深不可測的,
[00:01:07.000 --> 00:01:09.000]  亦都如果我們在茫茫大海之中,
[00:01:09.000 --> 00:01:14.000]  甚至乎會有一份不安或者恐懼感,
[00:01:14.000 --> 00:01:18.000]  但原來在海底世界裏面是另一個世界,
[00:01:18.000 --> 00:01:21.000]  當我預備今天的講章的時候,
[00:01:21.000 --> 00:01:23.000]  都想起一個片段,
[00:01:23.000 --> 00:01:29.000]  就是很多年前,我和一個小朋友去旅行,
[00:01:29.000 --> 00:01:31.000]  去了一個關島的地方,
[00:01:31.000 --> 00:01:34.000]  原來這個關島的地方很多日本人去的,
[00:01:34.000 --> 00:01:40.000]  那裏第一次揹瓶去潛水的體驗,
[00:01:40.000 --> 00:01:43.000]  話說我的小朋友不懂游泳,
[00:01:43.000 --> 00:01:47.000]  但我很想去試這個潛水經驗,
[00:01:47.000 --> 00:01:49.000]  他就和我一起去,
[00:01:49.000 --> 00:01:53.000]  我們參加了半個小時的旅程,
[00:01:53.000 --> 00:01:58.000]  由一個美麗的導遊小姐帶我們去海底,
[00:01:58.000 --> 00:02:00.000]  有足夠的沿的重量,
[00:02:00.000 --> 00:02:05.000]  讓我們不懂潛水都能夠沉入水裏。
[00:02:05.000 --> 00:02:07.000]  我的經驗是很開心的,
[00:02:07.000 --> 00:02:10.000]  因為第一次在海底世界,
[00:02:10.000 --> 00:02:13.000]  見到很多魚在身邊游泳,
[00:02:13.000 --> 00:02:15.000]  那半個小時很快過,
[00:02:15.000 --> 00:02:19.000]  我玩完這半個小時之後,
[00:02:19.000 --> 00:02:21.000]  我說要再玩半個小時。
[00:02:21.000 --> 00:02:25.000]  但我的小朋友和我是兩個不同的反應,
[00:02:25.000 --> 00:02:27.000]  因為他不懂游泳,
[00:02:27.000 --> 00:02:31.000]  他就記住了導遊小姐教他,
[00:02:31.000 --> 00:02:34.000]  如何處理他的尾鏡,
[00:02:34.000 --> 00:02:35.000]  如果游泳的時候,
[00:02:35.000 --> 00:02:37.000]  怎樣按上去,
[00:02:37.000 --> 00:02:39.000]  到頭滲出來就可以了,
[00:02:39.000 --> 00:02:41.000]  怎樣反壓動作,
[00:02:41.000 --> 00:02:42.000]  這些他都記住了,
[00:02:42.000 --> 00:02:45.000]  但他又夠膽去游泳,
[00:02:45.000 --> 00:02:46.000]  游到水底,
[00:02:46.000 --> 00:02:48.000]  他的眼睛非常大,
[00:02:48.000 --> 00:02:50.000]  瞳孔放大,
[00:02:50.000 --> 00:02:52.000]  因為他很害怕,
[00:02:52.000 --> 00:02:55.000]  他整個旅程一點都不享受,
[00:02:55.000 --> 00:02:58.000]  所以我再玩半個小時的時候,
[00:02:58.000 --> 00:03:00.000]  他就在岸邊等我,
[00:03:00.000 --> 00:03:02.000]  我就再玩半個小時,
[00:03:02.000 --> 00:03:06.000]  非常享受盡興而歸。
[00:03:06.000 --> 00:03:07.000]  我想跟大家說,
[00:03:07.000 --> 00:03:09.000]  原來同一樣東西,
[00:03:09.000 --> 00:03:12.000]  不同人去面對的時候,
[00:03:12.000 --> 00:03:14.000]  真是有不同的反應。
[00:03:14.000 --> 00:03:17.000]  在一個你不知道的世界裏面,
[00:03:17.000 --> 00:03:20.000]  在一個未可預測的環境裏面,
[00:03:20.000 --> 00:03:23.000]  每個人面對的時候,
[00:03:23.000 --> 00:03:24.000]  不是一模一樣。
[00:03:24.000 --> 00:03:27.000]  有人能夠去欣然地面對,
[00:03:27.000 --> 00:03:32.000]  可以發現到其中的美好和美麗,
[00:03:32.000 --> 00:03:34.000]  亦都有人在處境裏面,
[00:03:34.000 --> 00:03:39.000]  發現只有惶恐不安,
[00:03:39.000 --> 00:03:41.000]  心裏面是沒有把握。
[00:03:41.000 --> 00:03:44.000]  今天我們看《以西傑書》,
[00:03:44.000 --> 00:03:48.000]  是很精彩的一卷書卷,
[00:03:48.000 --> 00:03:52.000]  在《以西傑》這卷書裏面,
[00:03:52.000 --> 00:03:55.000]  有少許背景跟大家分享,
[00:03:55.000 --> 00:03:59.000]  讓大家一會兒進入經文的時候,
[00:03:59.000 --> 00:04:00.000]  更加去知道,
[00:04:00.000 --> 00:04:04.000]  究竟《以西傑》在今天的經文裏面,
[00:04:04.000 --> 00:04:06.000]  想帶出甚麼訊息。
[00:04:06.000 --> 00:04:08.000]  我今天跟大家說一個講題,
[00:04:08.000 --> 00:04:09.000]  剛才說過,
[00:04:09.000 --> 00:04:16.000]  去進入水深處,
[00:04:16.000 --> 00:04:17.000]  就不是淺水,
[00:04:17.000 --> 00:04:19.000]  是深水之處。
[00:04:19.000 --> 00:04:23.000]  在《以西傑書》第四十七章一至十二節,
[00:04:23.000 --> 00:04:25.000]  剛才大家讀過了,
[00:04:25.000 --> 00:04:28.000]  亦都是《以西傑書》的尾聲。
[00:04:28.000 --> 00:04:30.000]  跟大家倒帶,
[00:04:30.000 --> 00:04:33.000]  說回《以西傑書》的開始,
[00:04:33.000 --> 00:04:35.000]  讓大家知道。
[00:04:35.000 --> 00:04:37.000]  在當時,
[00:04:37.000 --> 00:04:40.000]  猶大以色列人被擄,
[00:04:40.000 --> 00:04:45.000]  猶大人試過三次被擄去巴比倫,
[00:04:45.000 --> 00:04:47.000]  第一次有達爾利參與,
[00:04:47.000 --> 00:04:50.000]  被擄了,
[00:04:50.000 --> 00:04:53.000]  第二次是《以西傑》,
[00:04:53.000 --> 00:04:55.000]  《以西傑》在其中,
[00:04:55.000 --> 00:04:57.000]  第三次有耶利米也在其中。
[00:04:57.000 --> 00:05:00.000]  我們今天看的是第二次被擄,
[00:05:00.000 --> 00:05:02.000]  是關於《以西傑》,
[00:05:02.000 --> 00:05:05.000]  大概在公元前的五八九十七年,
[00:05:05.000 --> 00:05:10.000]  猶大王的皇帝叫做約瓦根,
[00:05:10.000 --> 00:05:12.000]  經文我們打出來,
[00:05:12.000 --> 00:05:14.000]  一章一至三節,
[00:05:14.000 --> 00:05:17.000]  大概在《以西傑書》第一開始的時候,
[00:05:17.000 --> 00:05:19.000]  他就說了年份,
[00:05:19.000 --> 00:05:20.000]  就是被擄第幾年?
[00:05:20.000 --> 00:05:22.000]  第五年。
