
[00:00:00.000 --> 00:00:02.520]  在今天這個閱題的海報
[00:00:02.520 --> 00:00:04.600]  其實都是精心安排的
[00:00:04.600 --> 00:00:06.400]  是我們第一節會設計的
[00:00:06.400 --> 00:00:07.840]  那你會看到甚麼呢
[00:00:07.840 --> 00:00:11.000]  很明顯就是看到一幅很漂亮的山水畫
[00:00:11.000 --> 00:00:12.520]  就是有條河邊
[00:00:12.520 --> 00:00:14.720]  有隻鹿在喝水
[00:00:14.720 --> 00:00:15.440]  沒錯
[00:00:15.440 --> 00:00:16.800]  我們的金句就是說
[00:00:16.800 --> 00:00:18.800]  神啊 我的心切勿離
[00:00:18.800 --> 00:00:20.800]  魚鹿切勿棄水
[00:00:20.800 --> 00:00:22.640]  你們是不是好像鹿那樣
[00:00:22.640 --> 00:00:24.880]  很渴慕去喝水
[00:00:24.880 --> 00:00:27.720]  這個渴慕喝水的心
[00:00:27.720 --> 00:00:31.240]  就好像很渴慕親近上帝的心
[00:00:31.240 --> 00:00:33.480]  但如果你就這樣看
[00:00:33.480 --> 00:00:35.200]  這個海報是不夠的
[00:00:35.200 --> 00:00:36.920]  你要再走近一點
[00:00:36.920 --> 00:00:38.120]  或者你今天不能走近一點
[00:00:38.120 --> 00:00:38.960]  你看看那邊
[00:00:38.960 --> 00:00:41.720]  我的右手邊你的左手邊
[00:00:41.720 --> 00:00:43.560]  不知道你有沒有看到那些水的倒影
[00:00:43.560 --> 00:00:44.840]  或者那些水的波紋
[00:00:44.840 --> 00:00:46.400]  有些特別的
[00:00:46.400 --> 00:00:47.800]  看到是甚麼
[00:00:47.800 --> 00:00:49.920]  那些波紋有沒有甚麼在上面
[00:00:49.920 --> 00:00:52.080]  有些希臘文在那裏
[00:00:52.080 --> 00:00:53.720]  不知道大家有沒有留意
[00:00:53.720 --> 00:00:54.840]  希臘文是甚麼意思
[00:00:54.840 --> 00:00:57.720]  不是那些符號 不是那些神符那些
[00:00:57.720 --> 00:01:00.680]  是我們象徵著
[00:01:00.680 --> 00:01:03.360]  神的話語的語文是希臘文
[00:01:03.360 --> 00:01:05.160]  希伯來文當然也有的
[00:01:05.160 --> 00:01:08.680]  象徵著這些水就是神的話語
[00:01:08.680 --> 00:01:11.200]  所以我們魚鹿切勿棄水
[00:01:11.200 --> 00:01:14.800]  你有沒有一個渴慕上帝話語的心呢
[00:01:14.800 --> 00:01:17.560]  在這一刻你預備好你的心靈
[00:01:17.560 --> 00:01:20.080]  去讓上帝的話語觸動你的心靈呢
[00:01:20.080 --> 00:01:22.160]  你有沒有渴慕神的話語
[00:01:22.160 --> 00:01:24.440]  去聆聽上帝話語的時候呢
[00:01:24.440 --> 00:01:25.600]  讓我們再度祈禱
[00:01:25.600 --> 00:01:28.880]  求神帶領我們今天的訊息
[00:01:28.880 --> 00:01:31.800]  慈悲的天父我求你幫助我們
[00:01:31.800 --> 00:01:33.600]  預備我們個人的心
[00:01:33.600 --> 00:01:35.040]  預備大家的心靈
[00:01:35.040 --> 00:01:37.080]  去聆聽上帝的話語
[00:01:37.080 --> 00:01:39.040]  魚鹿切勿棄水
[00:01:39.040 --> 00:01:40.960]  讓我們能夠渴慕上帝的話語
[00:01:40.960 --> 00:01:44.840]  在這一刻淋在我們每個人的身上
[00:01:44.840 --> 00:01:48.000]  又願我成為上帝流通的管子
[00:01:48.000 --> 00:01:49.840]  好像那些河流棄水一樣
[00:01:49.840 --> 00:01:51.800]  能夠將上帝的活水江河
[00:01:51.800 --> 00:01:57.200]  你的話語分享去慰養主啊
[00:01:57.200 --> 00:01:58.440]  我們的弟兄姊妹
[00:01:58.440 --> 00:01:59.920]  上帝你的子民
[00:01:59.920 --> 00:02:02.920]  土瓜人浸信會的每一個朋友
[00:02:02.920 --> 00:02:05.600]  願我們都能夠去聆聽上帝的話語
[00:02:05.600 --> 00:02:07.360]  被上帝的話語所觸動
[00:02:07.360 --> 00:02:09.800]  以致我們整個生命有改變
[00:02:09.800 --> 00:02:12.440]  我們能夠活出上帝的氣息
[00:02:12.440 --> 00:02:14.200]  求上帝的靈繼續帶領我們
[00:02:14.200 --> 00:02:15.680]  多謝你聽我們的禱告
[00:02:15.680 --> 00:02:17.120]  奉耶穌基督的名求
[00:02:17.120 --> 00:02:18.800]  阿們
[00:02:18.800 --> 00:02:21.320]  當然我們就用我們的金句
[00:02:21.320 --> 00:02:24.360]  但當我發覺如果要分享42篇的時候
[00:02:24.360 --> 00:02:26.320]  不能夠不分享43篇
[00:02:26.320 --> 00:02:29.600]  所以我們今天會連續讀完兩段詩篇
[00:02:29.600 --> 00:02:30.760]  詩篇42和43
[00:02:30.760 --> 00:02:31.680]  你讀完之後
[00:02:31.680 --> 00:02:34.560]  你就會明白為什麼要一齊的了
[00:02:34.560 --> 00:02:37.360]  或者我們按照段內去讀
[00:02:37.360 --> 00:02:39.720]  我先請姊妹幫我讀一至四字
[00:02:39.720 --> 00:02:40.000]  好不好?
[00:02:40.000 --> 00:02:41.520]  一二三
[00:02:41.520 --> 00:02:42.200]  神啊
[00:02:42.200 --> 00:02:43.960]  我們心似父母的
[00:02:43.960 --> 00:02:45.960]  如母子父母的齊屬
[00:02:45.960 --> 00:02:47.800]  我們多麼渴望上帝
[00:02:47.800 --> 00:02:49.400]  尤其我們心疼
[00:02:49.400 --> 00:02:54.520]  我周夜以眼淚當食物
[00:02:54.520 --> 00:02:56.600]  人不住地對我說
[00:02:56.600 --> 00:02:58.720]  我的神在哪裡呢?
[00:02:58.720 --> 00:03:01.160]  我從前與眾人同往
[00:03:01.160 --> 00:03:03.760]  領他們到神的殿裡
[00:03:03.760 --> 00:03:07.280]  大家用歡呼稱頌的聲音守節
[00:03:07.280 --> 00:03:09.120]  我追想這些事
[00:03:09.120 --> 00:03:11.240]  我的心極其悲傷
[00:03:11.240 --> 00:03:12.960]  一起讀第五節和第六節
[00:03:12.960 --> 00:03:13.680]  讀我的神那裡
[00:03:13.680 --> 00:03:14.680]  一二三
[00:03:14.680 --> 00:03:15.880]  我的神啊
[00:03:15.880 --> 00:03:17.480]  你為何幽門
[00:03:17.480 --> 00:03:20.080]  為何在我裡面煩躁
[00:03:20.080 --> 00:03:21.680]  應當仰望神
[00:03:21.680 --> 00:03:23.640]  我還要稱謝他
[00:03:23.640 --> 00:03:25.360]  我當面的請救
[00:03:25.360 --> 00:03:26.120]  我的神
[00:03:26.120 --> 00:03:27.800]  請弟兄讀下去
[00:03:27.800 --> 00:03:29.200]  讀第十節
[00:03:29.200 --> 00:03:31.960]  我的心在我裡面幽門
[00:03:31.960 --> 00:03:34.200]  所以我從約旦地
[00:03:34.200 --> 00:03:35.400]  從黑門領
[00:03:35.400 --> 00:03:37.680]  從米紮山紀念你
[00:03:37.680 --> 00:03:39.400]  你的瀑布發聲
[00:03:39.400 --> 00:03:41.800]  深淵就與深淵響應
[00:03:41.800 --> 00:03:44.720]  你的波浪鴻圖漫過我身
[00:03:44.720 --> 00:03:47.440]  白晝耶和華必思慈愛
[00:03:47.440 --> 00:03:49.720]  黑夜我要歌頌祈禱
[00:03:49.720 --> 00:03:51.960]  賜我生命的神
[00:03:51.960 --> 00:03:53.080]  我要對神
[00:03:53.080 --> 00:03:54.600]  我的盤石說
[00:03:54.600 --> 00:03:56.640]  你為何忘記我呢
[00:03:56.640 --> 00:03:58.720]  我為何因仇敵的欺壓
[00:03:58.720 --> 00:04:00.600]  時常哀痛呢
[00:04:00.600 --> 00:04:02.480]  我的敵人辱罵我
[00:04:02.480 --> 00:04:04.680]  好像敲碎我的骨頭
[00:04:04.680 --> 00:04:06.680]  他們不住地對我說
[00:04:06.680 --> 00:04:08.200]  你的神在哪裡呢
[00:04:08.200 --> 00:04:09.560]  一起讀粗體的字
[00:04:09.560 --> 00:04:10.680]  我的心啊
[00:04:10.680 --> 00:04:12.280]  你為何幽門
[00:04:12.280 --> 00:04:14.680]  為何在我裡面煩躁
[00:04:14.680 --> 00:04:16.360]  應當仰望神
[00:04:16.360 --> 00:04:18.240]  我還要稱謝他
[00:04:18.240 --> 00:04:19.960]  我當面的拯救
[00:04:19.960 --> 00:04:20.880]  我的神
[00:04:20.880 --> 00:04:24.160]  不如一字四字請司巴幫我讀
[00:04:24.160 --> 00:04:25.720]  1 2 3
[00:04:25.720 --> 00:04:26.520]  神啊
[00:04:26.520 --> 00:04:28.360]  求祢為我伸冤
[00:04:28.360 --> 00:04:30.000]  想不見誠使我
[00:04:30.000 --> 00:04:31.520]  不為我辯護
[00:04:31.520 --> 00:04:33.080]  求祢救我脫離
[00:04:33.080 --> 00:04:34.920]  毀詐不義的人
[00:04:34.920 --> 00:04:37.320]  祢只救我腦中的神
[00:04:37.320 --> 00:04:39.320]  我為何挑起我呢
[00:04:39.320 --> 00:04:41.720]  我為何因仇敵的欺壓
[00:04:41.720 --> 00:04:43.480]  時常哀痛呢
[00:04:43.480 --> 00:04:46.680]  求祢發出祢的亮光和信神
[00:04:46.680 --> 00:04:48.040]  好引導我
[00:04:48.040 --> 00:04:50.040]  帶我到祢的聖山
[00:04:50.040 --> 00:04:51.640]  到祢的居所
[00:04:51.640 --> 00:04:54.040]  我又走到神的祭壇
[00:04:54.040 --> 00:04:56.680]  到自我起落的神雅裡
[00:04:56.680 --> 00:04:57.280]  神啊
[00:04:57.280 --> 00:04:58.480]  我的神啊
[00:04:58.480 --> 00:05:00.600]  我要向神稱謝祢
[00:05:00.600 --> 00:05:01.440]  一起讀
[00:05:01.440 --> 00:05:02.600]  我的心啊
[00:05:02.600 --> 00:05:04.280]  你為何幽門
[00:05:04.280 --> 00:05:06.680]  為何在我裡面煩躁
[00:05:06.680 --> 00:05:08.280]  應當仰望神
[00:05:08.280 --> 00:05:10.200]  我還要稱謝他
[00:05:10.200 --> 00:05:12.000]  我當面的拯救
[00:05:12.000 --> 00:05:13.280]  我的神
[00:05:13.280 --> 00:05:15.280]  最理想的就是
[00:05:15.280 --> 00:05:17.480]  我看到我們的秉雄執事
[00:05:17.480 --> 00:05:19.240]  已經打開了聖經
[00:05:19.240 --> 00:05:21.240]  我們PowerPoint不能夠
[00:05:21.240 --> 00:05:22.680]  長期顯示經文
[00:05:22.680 --> 00:05:25.480]  所以如果你想清楚結構
[00:05:25.480 --> 00:05:27.600]  可能你打開聖經看著詩篇42和43
[00:05:27.600 --> 00:05:28.880]  你就會留意到
[00:05:28.880 --> 00:05:32.080]  原來在42篇的第五節
[00:05:32.080 --> 00:05:33.680]  42篇的第十一節
[00:05:33.680 --> 00:05:35.680]  和43篇的第五節
[00:05:35.680 --> 00:05:37.880]  都是一模一樣的
[00:05:37.880 --> 00:05:41.000]  你發覺你手頭上那本和合本
