
[00:00:00.000 --> 00:00:01.840]  剛才看過這幾章的時候
[00:00:01.840 --> 00:00:04.440]  希望大家明白我們不是講政治
[00:00:04.440 --> 00:00:07.040]  我們只是講作為一個時代的青少年
[00:00:07.040 --> 00:00:09.080]  我們要敢於走出來
[00:00:09.080 --> 00:00:11.400]  作為有知識份子 有風骨
[00:00:11.400 --> 00:00:14.200]  要為這個時代有憂患意識
[00:00:14.200 --> 00:00:16.000]  作為基督徒更加要這樣
[00:00:16.000 --> 00:00:19.960]  好 我們看看今天藉著這個時代的青年
[00:00:19.960 --> 00:00:21.400]  在各個中國裏面
[00:00:21.400 --> 00:00:23.400]  我們看看但義理當時的狀況如何
[00:00:23.400 --> 00:00:24.600]  好 有幾段經文
[00:00:24.600 --> 00:00:27.880]  由但義理書一章第三節
[00:00:27.880 --> 00:00:29.880]  差不多到第十六節了
[00:00:29.880 --> 00:00:32.600]  大家聽了這個故事了
[00:00:32.600 --> 00:00:36.600]  大致上就是當但義理亡國的時候
[00:00:36.600 --> 00:00:38.880]  就被拉到當時的巴比倫
[00:00:38.880 --> 00:00:40.400]  去到今天的波斯的地方
[00:00:40.400 --> 00:00:42.120]  王就訓練他們
[00:00:42.120 --> 00:00:44.600]  就分享聖經說什麼
[00:00:44.600 --> 00:00:47.440]  王吃的東西和王喝的酒
[00:00:47.440 --> 00:00:50.480]  即是皇帝吃什麼就照給他們
[00:00:50.480 --> 00:00:53.080]  但義理就和太監長
[00:00:53.080 --> 00:00:54.080]  即是最大的
[00:00:54.080 --> 00:00:56.120]  喂 你可不可以不給我們
[00:00:56.120 --> 00:00:57.080]  太監長說
[00:00:57.080 --> 00:00:58.880]  不行 這樣我會死的
[00:00:58.880 --> 00:00:59.880]  大家要知道
[00:00:59.880 --> 00:01:00.880]  不過他很聰明
[00:01:00.880 --> 00:01:02.400]  他找個委辦
[00:01:02.400 --> 00:01:03.880]  即是細一點的太監
[00:01:03.880 --> 00:01:04.880]  叫他這樣做
[00:01:04.880 --> 00:01:06.880]  其實在這裏其實在做一樣東西
[00:01:06.880 --> 00:01:08.880]  剛才和我們那個時代青年
[00:01:08.880 --> 00:01:10.880]  無論香港 中國
[00:01:10.880 --> 00:01:11.880]  或者滿清的時候
[00:01:11.880 --> 00:01:13.880]  都其實在反政府
[00:01:13.880 --> 00:01:15.880]  不是叫大家反政府
[00:01:15.880 --> 00:01:18.880]  是說當時是合理的地方
[00:01:18.880 --> 00:01:20.880]  按著他當時的理念
[00:01:20.880 --> 00:01:24.880]  他不做一些道德上 宗教上
[00:01:24.880 --> 00:01:27.880]  或者信仰上違背他心的東西
[00:01:27.880 --> 00:01:29.880]  那我就看了當時
[00:01:29.880 --> 00:01:30.880]  為什麼他有這個行動呢
[00:01:30.880 --> 00:01:32.880]  所以下一張powerpoint告訴我
[00:01:32.880 --> 00:01:33.880]  我想看回來
[00:01:33.880 --> 00:01:35.880]  當我慢慢研究的時候
[00:01:35.880 --> 00:01:37.880]  其實這個但義理書
[00:01:37.880 --> 00:01:39.880]  最近的廣教培靈經大會都有講的
[00:01:39.880 --> 00:01:40.880]  不過我就覺得
[00:01:40.880 --> 00:01:41.880]  我有少少和他不同
[00:01:41.880 --> 00:01:43.880]  好 下一張powerpoint
[00:01:43.880 --> 00:01:44.880]  這一張powerpoint就是講到
[00:01:44.880 --> 00:01:46.880]  就少少背景給大家看
[00:01:46.880 --> 00:01:47.880]  就但義理書裏面
[00:01:47.880 --> 00:01:49.880]  我們先看看
[00:01:49.880 --> 00:01:50.880]  它分為兩部分
[00:01:50.880 --> 00:01:51.880]  是解夢的但義理
[00:01:51.880 --> 00:01:53.880]  和發夢的但義理
[00:01:53.880 --> 00:01:55.880]  解夢就將一些東西
[00:01:55.880 --> 00:01:56.880]  講出來容易些
[00:01:56.880 --> 00:01:58.880]  發夢就好像現在啟示錄那些
[00:01:58.880 --> 00:01:59.880]  未清楚的
[00:01:59.880 --> 00:02:02.880]  重點在這裏
[00:02:02.880 --> 00:02:03.880]  我不詳細講了
[00:02:03.880 --> 00:02:04.880]  對象是什麼
[00:02:04.880 --> 00:02:06.880]  對外邦人和以色列人的計劃
[00:02:06.880 --> 00:02:09.880]  神對外邦人和以色列人的計劃
[00:02:09.880 --> 00:02:11.880]  如果大家想知道但義理
[00:02:11.880 --> 00:02:12.880]  對你有什麼計劃呢
[00:02:12.880 --> 00:02:14.880]  或者對以色列人有什麼計劃呢
[00:02:14.880 --> 00:02:15.880]  在這裏看到了
[00:02:15.880 --> 00:02:17.880]  大概什麼時候寫的呢
[00:02:17.880 --> 00:02:20.880]  是主前605到536年
[00:02:20.880 --> 00:02:24.880]  第一章和8至12章
[00:02:24.880 --> 00:02:25.880]  是用希伯來寫
[00:02:25.880 --> 00:02:27.880]  接著有7章是用迦勒底
[00:02:27.880 --> 00:02:28.880]  即是亞南人
[00:02:28.880 --> 00:02:30.880]  我想給大家一些背景
[00:02:30.880 --> 00:02:32.880]  因為有些人可能不知道
[00:02:32.880 --> 00:02:33.880]  可以沒什麼用
[00:02:33.880 --> 00:02:34.880]  拍就拍
[00:02:34.880 --> 00:02:35.880]  不拍無所謂
[00:02:35.880 --> 00:02:36.880]  下一章最重要
[00:02:36.880 --> 00:02:41.880]  但義理能夠去到做一個亡國奴
[00:02:41.880 --> 00:02:44.880]  都能夠和幾位朋友
[00:02:44.880 --> 00:02:49.880]  去不接受王那種的膳食
[00:02:49.880 --> 00:02:50.880]  是什麼呢
[00:02:50.880 --> 00:02:52.880]  其實在這裏有三樣東西
[00:02:52.880 --> 00:02:53.880]  其實當時但義理
[00:02:53.880 --> 00:02:56.880]  和他三個朋友都在做
[00:02:56.880 --> 00:02:58.880]  接受王的訓練
[00:02:58.880 --> 00:02:59.880]  沒有辦法
[00:02:59.880 --> 00:03:00.880]  就要去訓練
[00:03:00.880 --> 00:03:03.880]  但是沒有接受國王的飲食
[00:03:03.880 --> 00:03:05.880]  今天在我們香港裏面
[00:03:05.880 --> 00:03:06.880]  如果能夠接受的
[00:03:06.880 --> 00:03:08.880]  一定要接受就要接受
[00:03:08.880 --> 00:03:10.880]  可以不接受的就不接受
[00:03:10.880 --> 00:03:12.880]  這個你很有智慧了
[00:03:12.880 --> 00:03:14.880]  你自己看看你在生命當中
[00:03:14.880 --> 00:03:15.880]  面對些什麼
[00:03:15.880 --> 00:03:16.880]  然後第二
[00:03:16.880 --> 00:03:18.880]  忠誠的服侍國王
[00:03:18.880 --> 00:03:19.880]  要服侍幾代的國王
[00:03:19.880 --> 00:03:21.880]  但是有什麼呢
[00:03:21.880 --> 00:03:23.880]  沒有認同國王自稱為神
[00:03:23.880 --> 00:03:24.880]  所以巴比倫王也好
[00:03:24.880 --> 00:03:26.880]  他跟著的子侄也好
[00:03:26.880 --> 00:03:27.880]  都要人去拜他們
[00:03:27.880 --> 00:03:28.880]  但是但義理
[00:03:28.880 --> 00:03:29.880]  雖然服侍他們
[00:03:29.880 --> 00:03:31.880]  但是沒有拜他們的王
[00:03:31.880 --> 00:03:32.880]  就是因為沒有拜
[00:03:32.880 --> 00:03:34.880]  所以被餵獅子坑
[00:03:34.880 --> 00:03:35.880]  因為沒有拜
[00:03:35.880 --> 00:03:37.880]  可能就被關火窯
[00:03:37.880 --> 00:03:38.880]  再學習新的言語
[00:03:38.880 --> 00:03:39.880]  剛才說的迦勒底言語
[00:03:39.880 --> 00:03:41.880]  巴比倫的言語
[00:03:41.880 --> 00:03:43.880]  但是他沒有忘記
[00:03:43.880 --> 00:03:46.880]  自己用他們的希伯來話
[00:03:46.880 --> 00:03:48.880]  那種禱告的習慣
[00:03:48.880 --> 00:03:51.880]  這裡想給我們看到一個情況
[00:03:51.880 --> 00:03:52.880]  為什麼這樣呢
[00:03:52.880 --> 00:03:54.880]  原來是家庭教育的重要
[00:03:54.880 --> 00:03:56.880]  大家有沒有發覺
[00:03:56.880 --> 00:03:57.880]  在第三節裡面
[00:03:57.880 --> 00:03:59.880]  但義理是什麼人
[00:03:59.880 --> 00:04:03.880]  有沒有研究過呢
[00:04:03.880 --> 00:04:04.880]  最後知道他是英雄
[00:04:04.880 --> 00:04:06.880]  不過聖經告訴我們一點
[00:04:06.880 --> 00:04:08.880]  王吩咐太監長阿斯比拉
[00:04:08.880 --> 00:04:10.880]  從以色列人的宗室
[00:04:10.880 --> 00:04:12.880]  和貴就宗
[00:04:12.880 --> 00:04:14.880]  就是宗室有頭有
[00:04:14.880 --> 00:04:16.880]  就是他有個根基下來
[00:04:16.880 --> 00:04:18.880]  叫宗室
[00:04:18.880 --> 00:04:20.880]  就是我有個族譜
[00:04:20.880 --> 00:04:22.880]  不是無端端的
[00:04:22.880 --> 00:04:24.880]  是一個大的世家
[00:04:24.880 --> 00:04:25.880]  還有什麼呢
[00:04:25.880 --> 00:04:26.880]  貴就
[00:04:26.880 --> 00:04:28.880]  即是在他的家裡
[00:04:28.880 --> 00:04:30.880]  是師禮全家的
[00:04:30.880 --> 00:04:31.880]  阿爸阿爺阿太公
[00:04:31.880 --> 00:04:33.880]  一直在教下來
[00:04:33.880 --> 00:04:34.880]  而且是貴就
[00:04:34.880 --> 00:04:36.880]  所以當他國家還沒亡的時候
[00:04:36.880 --> 00:04:38.880]  他是一個年輕人
[00:04:38.880 --> 00:04:40.880]  是一個sharp的人
[00:04:40.880 --> 00:04:42.880]  這類人在座當中
[00:04:42.880 --> 00:04:44.880]  如果有未娶的
[00:04:44.880 --> 00:04:46.880]  這些人很正
[00:04:46.880 --> 00:04:47.880]  你看
[00:04:47.880 --> 00:04:49.880]  未娶的
[00:04:49.880 --> 00:04:51.880]  因為但義理是一個很適合
[00:04:51.880 --> 00:04:53.880]  嫁給你們的
[00:04:53.880 --> 00:04:54.880]  嫁還是娶
[00:04:54.880 --> 00:04:56.880]  現在流行嫁還是娶
[00:04:56.880 --> 00:04:58.880]  不過但義理他們的特性
[00:04:58.880 --> 00:05:00.880]  沒有殘疾
[00:05:00.880 --> 00:05:02.880]  相貌俊美
[00:05:02.880 --> 00:05:04.880]  通達各樣的學問
[00:05:04.880 --> 00:05:06.880]  知識聰明俱備
[00:05:06.880 --> 00:05:08.880]  足能事立在皇宮裡
[00:05:08.880 --> 00:05:09.880]  要教他一切文字
[00:05:09.880 --> 00:05:10.880]  如果這樣說
[00:05:10.880 --> 00:05:13.880]  今天是一個帥哥的AO
[00:05:13.880 --> 00:05:15.880]  大家知道什麼AO嗎
[00:05:15.880 --> 00:05:17.880]  政府的高官
[00:05:17.880 --> 00:05:19.880]  我想在這裡說的時候
[00:05:19.880 --> 00:05:21.880]  藉著第三第四節提醒我們
[00:05:21.880 --> 00:05:22.880]  一個
[00:05:22.880 --> 00:05:24.880]  雖然他們是一個
[00:05:24.880 --> 00:05:26.880]  秘魯的地方
[00:05:26.880 --> 00:05:29.880]  因為他從小就受很好的教育的時候
[00:05:29.880 --> 00:05:31.880]  所以面對到當時
[00:05:31.880 --> 00:05:33.880]  那個皇帝的
[00:05:33.880 --> 00:05:34.880]  給這些食物
[00:05:34.880 --> 00:05:35.880]  他仍然堅立
[00:05:35.880 --> 00:05:37.880]  因為他阿爸
[00:05:37.880 --> 00:05:39.880]  他阿爺是這樣教的
[00:05:39.880 --> 00:05:41.880]  其實
[00:05:41.880 --> 00:05:43.880]  在以色列人的家庭教育裡面
[00:05:43.880 --> 00:05:45.880]  真的值得我們學習
[00:05:45.880 --> 00:05:46.880]  我剛才所說
[00:05:46.880 --> 00:05:48.880]  下個星期就10月1日
[00:05:48.880 --> 00:05:49.880]  就是9月1日
[00:05:49.880 --> 00:05:50.880]  是開學的禮
