
[00:00:00.000 --> 00:00:01.800]  那麼今天跟大家講的經文
[00:00:01.800 --> 00:00:03.960]  相信大家剛才讀過一次
[00:00:03.960 --> 00:00:05.400]  還有一些印象
[00:00:05.400 --> 00:00:08.020]  這段經文講到耶穌受試探
[00:00:08.020 --> 00:00:12.080]  在《馬太·馬可·路加三卷福音書》
[00:00:12.080 --> 00:00:13.520]  都有記載的
[00:00:13.520 --> 00:00:14.760]  那麼
[00:00:14.760 --> 00:00:16.200]  為什麼講這段經文呢?
[00:00:16.200 --> 00:00:17.320]  因為上一次
[00:00:17.320 --> 00:00:19.100]  因為這個月是講真理的
[00:00:19.100 --> 00:00:20.640]  如果大家記得的話
[00:00:20.640 --> 00:00:22.640]  上一次我講亞當·夏娃
[00:00:22.640 --> 00:00:24.560]  都是不聽神的話
[00:00:24.560 --> 00:00:27.020]  面對著試探失敗了
[00:00:27.020 --> 00:00:29.520]  而耶穌作為一個新人類
[00:00:29.520 --> 00:00:31.600]  一個新的以色列的代表
[00:00:31.600 --> 00:00:33.400]  他也是面對試探
[00:00:33.400 --> 00:00:36.840]  我想從中給我們很多可以學習的地方
[00:00:36.840 --> 00:00:39.640]  那麼
[00:00:39.640 --> 00:00:42.680]  這個人是一個叫做以撒牧師
[00:00:42.680 --> 00:00:43.880]  Isaac Hunter
[00:00:43.880 --> 00:00:45.600]  他是一個什麼人呢?
[00:00:45.600 --> 00:00:48.480]  他在美國佛羅里達州
[00:00:48.480 --> 00:00:51.520]  中部一個奧蘭多教會裡面
[00:00:51.520 --> 00:00:54.320]  是做牧師的
[00:00:54.320 --> 00:00:56.800]  2002年的時候
[00:00:56.800 --> 00:00:59.520]  剛剛開始有三百人左右聚會
[00:00:59.520 --> 00:01:02.800]  就用了一個電影院做聚會的地方
[00:01:02.800 --> 00:01:04.440]  不到十年之後
[00:01:04.440 --> 00:01:06.600]  會眾增加到五千多人
[00:01:06.600 --> 00:01:08.000]  就是有三百多人
[00:01:08.000 --> 00:01:10.480]  十年之後變成了五千多人
[00:01:10.480 --> 00:01:12.400]  分開幾個地方聚會
[00:01:12.400 --> 00:01:14.240]  他就很有幹勁
[00:01:14.240 --> 00:01:15.440]  很多的服侍
[00:01:15.440 --> 00:01:18.040]  他另一個很出名的原因
[00:01:18.040 --> 00:01:20.800]  因為他爸爸也是一個牧師
[00:01:20.800 --> 00:01:25.360]  這個爸爸的牧教會是一萬五千人
[00:01:25.360 --> 00:01:27.600]  他是主任牧師
[00:01:27.600 --> 00:01:28.600]  那麼
[00:01:28.600 --> 00:01:31.200]  而這個牧師
[00:01:31.200 --> 00:01:32.160]  就是他爸爸
[00:01:32.160 --> 00:01:36.560]  曾經是奧巴馬總統的信仰顧問之一
[00:01:36.560 --> 00:01:37.400]  其中一個牧者
[00:01:37.400 --> 00:01:39.480]  所以這對父子很出名
[00:01:39.480 --> 00:01:41.080]  就是大家都很有成就
[00:01:41.080 --> 00:01:44.040]  但是呢
[00:01:44.040 --> 00:01:48.560]  這個以撒牧師在2012年的時候
[00:01:48.560 --> 00:01:51.040]  11月跟教會長執請辭
[00:01:51.040 --> 00:01:53.840]  因為承認自己發生了婚外情
[00:01:53.840 --> 00:01:56.120]  辭去了主任牧師的職位
[00:01:56.120 --> 00:01:57.320]  在另一年
[00:01:57.320 --> 00:01:58.720]  2013年4月
[00:01:58.720 --> 00:02:01.400]  結束了十三年的婚姻
[00:02:01.400 --> 00:02:02.360]  離開家裡
[00:02:02.360 --> 00:02:04.480]  三個兒子被他太太管教
[00:02:04.480 --> 00:02:05.280]  管養
[00:02:05.280 --> 00:02:07.400]  他自己陷入了憂鬱症
[00:02:07.400 --> 00:02:09.800]  用藥上癮的掙扎
[00:02:09.800 --> 00:02:11.480]  2013年12月
[00:02:11.480 --> 00:02:12.960]  他用槍自盡
[00:02:12.960 --> 00:02:14.720]  年僅三十六歲
[00:02:14.720 --> 00:02:21.560]  我們今天講的試探
[00:02:21.560 --> 00:02:25.680]  並不是一件可有可無的事情
[00:02:25.680 --> 00:02:27.640]  我們在講的是一個牧者
[00:02:27.640 --> 00:02:30.160]  是一個很有福音果孝
[00:02:30.160 --> 00:02:31.440]  在十年裡面
[00:02:31.440 --> 00:02:32.920]  由幾百人到幾千人
[00:02:32.920 --> 00:02:34.160]  一個牧師
[00:02:34.160 --> 00:02:35.640]  他爸爸也是很出名的
[00:02:35.640 --> 00:02:35.920]  是不是?
[00:02:35.920 --> 00:02:38.440]  就是跟總統扯得上關係
[00:02:38.440 --> 00:02:40.200]  但是究竟是什麼原因
[00:02:40.200 --> 00:02:42.720]  讓一個牧師去到這樣的崗位呢?
[00:02:42.720 --> 00:02:43.960]  一個這樣的位置呢?
[00:02:43.960 --> 00:02:45.360]  我們不知道
[00:02:45.360 --> 00:02:46.840]  也很難去評論
[00:02:46.840 --> 00:02:48.840]  我只想講
[00:02:49.040 --> 00:02:53.400]  耶穌的試探在聖經其他的地方記載
[00:02:53.400 --> 00:02:55.880]  當時候耶穌是被聖靈充滿的
[00:02:55.880 --> 00:02:57.680]  路加福音四章一節
[00:02:57.680 --> 00:02:59.800]  耶穌被聖靈充滿
[00:02:59.800 --> 00:03:01.760]  從約旦河回來
[00:03:01.760 --> 00:03:06.480]  大家知道耶穌曾經是接受施贈約翰的贈禮
[00:03:06.480 --> 00:03:07.600]  是聖靈充滿
[00:03:07.600 --> 00:03:09.840]  天上有個聲音說
[00:03:09.840 --> 00:03:11.120]  你是我的愛子
[00:03:11.120 --> 00:03:12.440]  是我所喜悅的
[00:03:12.440 --> 00:03:16.000]  聖經也形容耶穌當時被聖靈充滿
[00:03:16.000 --> 00:03:18.400]  但是這個時候是同時出現
[00:03:18.400 --> 00:03:19.920]  耶穌被聖靈充滿
[00:03:19.920 --> 00:03:21.640]  但是也是面對著試探
[00:03:21.640 --> 00:03:23.600]  就像我剛才舉的例子
[00:03:23.600 --> 00:03:26.440]  這個牧者是我們的弟兄
[00:03:26.440 --> 00:03:27.280]  是童工
[00:03:27.280 --> 00:03:28.800]  但是在他的生命裡面
[00:03:28.800 --> 00:03:30.400]  可以被聖靈充滿
[00:03:30.400 --> 00:03:31.640]  因為做過侍工
[00:03:31.640 --> 00:03:34.200]  是結出很多果子
[00:03:34.200 --> 00:03:35.360]  但是另一方面
[00:03:35.360 --> 00:03:38.000]  生命有一些很幽暗的地方
[00:03:38.000 --> 00:03:40.400]  最後只是三十幾歲
[00:03:40.400 --> 00:03:41.760]  就自殺身亡
[00:03:41.760 --> 00:03:45.240]  今天講這段經文
[00:03:45.240 --> 00:03:50.040]  可以是一個很深刻
[00:03:50.040 --> 00:03:53.120]  很深入我們生命一些層面的經文
[00:03:53.120 --> 00:03:55.120]  究竟人為什麼會面對試探
[00:03:55.120 --> 00:03:57.200]  或者為什麼在試探裡面失敗呢?
[00:03:57.200 --> 00:04:00.480]  聖經裡面有一節經文是這麼說的
[00:04:00.480 --> 00:04:01.520]  它說
[00:04:01.520 --> 00:04:04.440]  偷來的水是甜的
[00:04:04.440 --> 00:04:06.720]  暗吃的餅是好的
[00:04:06.720 --> 00:04:09.240]  有時候做一些不應該做的事情
[00:04:09.240 --> 00:04:10.520]  覺得很舒服的
[00:04:10.520 --> 00:04:13.360]  我們廣東話是會很過癮的
[00:04:13.360 --> 00:04:15.440]  我不知道你有沒有做過一些不應該做的事情
