
[00:00:00.000 --> 00:00:04.160]  福音遍傳其實是神自己親自計劃
[00:00:04.160 --> 00:00:07.040]  親自帶領 亦親自成就
[00:00:07.040 --> 00:00:10.280]  有位牧者曾經跟我們說過
[00:00:10.280 --> 00:00:17.080]  教導我們傳福音有四種不同的機制
[00:00:17.080 --> 00:00:20.080]  都可以將福音擴展
[00:00:20.080 --> 00:00:22.080]  將神的國度擴展
[00:00:22.080 --> 00:00:24.520]  這四個機制叫做
[00:00:24.520 --> 00:00:27.640]  自願前往 自願前來
[00:00:27.640 --> 00:00:29.880]  有自願就有非自願
[00:00:29.880 --> 00:00:34.000]  非自願的前往 非自願的前來
[00:00:34.000 --> 00:00:35.800]  自願前往 自願前來
[00:00:35.800 --> 00:00:37.440]  大家比較容易明白
[00:00:37.440 --> 00:00:40.640]  我們很願意傳福音給別人
[00:00:40.640 --> 00:00:43.760]  有些人很想聽神的話
[00:00:43.760 --> 00:00:48.040]  會來到教會 報道會 福音聚會
[00:00:48.040 --> 00:00:50.920]  去聽福音 很自願的
[00:00:50.920 --> 00:00:54.080]  甚麼是非自願的前來呢
[00:00:54.080 --> 00:00:57.480]  在兩星期前我們回到祈禱會
[00:00:57.480 --> 00:01:04.200]  當中有一位服侍印尼姐姐的牧師
[00:01:04.200 --> 00:01:07.880]  他們每星期借了我們白樂的禮堂
[00:01:07.880 --> 00:01:09.880]  去開印尼崇拜
[00:01:09.880 --> 00:01:13.160]  讓我認識了甚麼叫非自願前來
[00:01:13.160 --> 00:01:16.160]  原來印尼的傭工姐姐
[00:01:16.160 --> 00:01:19.040]  當日遠道重陽來到香港
[00:01:19.040 --> 00:01:21.240]  她不是打算來聽福音的
[00:01:21.240 --> 00:01:22.840]  她也不太知道
[00:01:22.840 --> 00:01:25.320]  她只是打算來工作賺錢
[00:01:25.320 --> 00:01:29.120]  但她們在星期日去維園休息
[00:01:29.120 --> 00:01:30.160]  沒有甚麼事做
[00:01:30.160 --> 00:01:32.000]  於是有人跟她傳福音
[00:01:32.000 --> 00:01:33.800]  把她帶到教會
[00:01:33.800 --> 00:01:36.360]  讓她們得著耶穌
[00:01:36.360 --> 00:01:38.200]  得著救恩
[00:01:38.200 --> 00:01:41.000]  她們原先離鄉別井
[00:01:41.000 --> 00:01:45.640]  沒有想到她們能得著這份禮物
[00:01:45.640 --> 00:01:48.040]  一個非自願前來
[00:01:48.040 --> 00:01:51.120]  亦在《使徒行傳八章》裡
[00:01:51.120 --> 00:01:55.440]  記載了一次非自願前往的宣教運動
[00:01:55.440 --> 00:01:57.680]  甚麼是非自願前往呢?
[00:01:57.680 --> 00:02:00.840]  就是當時耶路撒冷的教會被迫
[00:02:00.840 --> 00:02:04.480]  使徒被迫分散到各地
[00:02:04.480 --> 00:02:06.760]  可能他們最初是不願意的
[00:02:06.760 --> 00:02:09.000]  但沒有辦法,逃難
[00:02:09.000 --> 00:02:10.600]  於是在路上
[00:02:10.600 --> 00:02:12.680]  他們就隨處走
[00:02:12.680 --> 00:02:14.800]  隨處傳揚福音
[00:02:14.800 --> 00:02:15.960]  其中一個人物
[00:02:15.960 --> 00:02:19.880]  就是當時初期教會選出的七個執事之一
[00:02:19.880 --> 00:02:21.280]  叫做「肥力」
[00:02:21.280 --> 00:02:23.600]  剛巧我們教會有一個執事
[00:02:23.600 --> 00:02:24.880]  也是跟他同名的
[00:02:24.880 --> 00:02:25.920]  叫做「肥力」
[00:02:25.920 --> 00:02:28.480]  亦是我們的長老
[00:02:28.480 --> 00:02:31.600]  「肥力」當時不願離開耶路撒冷
[00:02:31.600 --> 00:02:32.920]  但沒有辦法
[00:02:32.920 --> 00:02:34.040]  他逃難
[00:02:34.040 --> 00:02:37.320]  在路上卻積極地傳福音
[00:02:37.320 --> 00:02:40.600]  我們在《使徒行傳八章》4至26節裡
[00:02:40.600 --> 00:02:45.000]  我們看看「肥力」到薩瑪利亞城裡
[00:02:45.000 --> 00:02:46.480]  他的福音工作
[00:02:46.480 --> 00:02:50.440]  讓我們看看神如何藉著我們的信徒
[00:02:50.440 --> 00:02:51.680]  彼此背負
[00:02:51.680 --> 00:02:53.560]  去建立教會
[00:02:53.560 --> 00:02:56.120]  而且不斷地興旺福音
[00:02:56.120 --> 00:02:59.160]  讓神的國大大地擴展
[00:02:59.160 --> 00:03:02.200]  「肥力」起初是教會的執事
[00:03:02.200 --> 00:03:04.560]  初期教會執事的工作
[00:03:04.560 --> 00:03:06.760]  主要是負責管理
[00:03:06.760 --> 00:03:08.280]  分派膳食
[00:03:08.280 --> 00:03:11.280]  因著很多孤兒寡婦
[00:03:11.280 --> 00:03:13.640]  很多有需要的人來到教會
[00:03:13.640 --> 00:03:16.720]  興起教會建立執事
[00:03:16.720 --> 00:03:20.040]  讓他們負責管理
[00:03:20.040 --> 00:03:22.560]  和分派膳食的工作
[00:03:22.560 --> 00:03:25.680]  以至於使徒可以專心祈禱
[00:03:25.680 --> 00:03:27.920]  傳道的事情
[00:03:27.920 --> 00:03:30.360]  在《使徒行傳六章》1至7節裡
[00:03:30.360 --> 00:03:32.560]  講述了這位執事「肥力」
[00:03:32.560 --> 00:03:36.520]  和其他選出來的執事的特點
[00:03:36.520 --> 00:03:38.880]  他們都是有好明星
[00:03:38.880 --> 00:03:40.520]  被聖靈充滿
[00:03:40.520 --> 00:03:41.720]  智慧充足
[00:03:41.720 --> 00:03:42.960]  大有信心
[00:03:42.960 --> 00:03:46.960]  而且被使徒禱告和按立
[00:03:46.960 --> 00:03:49.240]  我們相信今天同福堂
[00:03:49.240 --> 00:03:51.320]  都有執事團隊
[00:03:51.320 --> 00:03:55.280]  我們相信教會是跟著聖經的教導
[00:03:55.280 --> 00:03:57.920]  選出這些執事
[00:03:57.920 --> 00:03:59.920]  也讓執事團隊
[00:03:59.920 --> 00:04:03.680]  能夠和牧者互相配搭
[00:04:03.680 --> 00:04:06.960]  讓牧者可以專心禱告
[00:04:06.960 --> 00:04:09.600]  傳道的事情
[00:04:09.600 --> 00:04:10.960]  聖經也記載了
[00:04:10.960 --> 00:04:12.560]  《使徒行傳》裡記載
[00:04:12.560 --> 00:04:15.560]  執事還有另一件事發生
[00:04:15.560 --> 00:04:17.560]  就是執事會殉道
[00:04:17.560 --> 00:04:18.960]  有一位使徒
[00:04:18.960 --> 00:04:20.960]  使提反的執事
[00:04:20.960 --> 00:04:24.720]  就是當日在羅馬帝國
[00:04:24.720 --> 00:04:26.840]  迫北耶路撒冷的時候
[00:04:26.840 --> 00:04:31.120]  讓一些反對信徒
[00:04:31.120 --> 00:04:33.320]  傳揚基督教的人
[00:04:33.320 --> 00:04:38.560]  使提反被活活的被石頭扔死
[00:04:38.560 --> 00:04:40.120]  在那段時間之後
[00:04:40.120 --> 00:04:44.200]  《使徒行傳》八章一至四節
[00:04:44.200 --> 00:04:46.000]  還有四至五節說
[00:04:46.000 --> 00:04:47.200]  從這天起
[00:04:47.200 --> 00:04:50.040]  耶路撒冷的教會大遭逼北
[00:04:50.040 --> 00:04:51.320]  除了使徒之外
[00:04:51.320 --> 00:04:55.080]  門徒也分散在猶太和撒瑪利亞各處
[00:04:55.080 --> 00:04:58.320]  那些分散的人往各處傳道
[00:04:58.320 --> 00:05:00.880]  在肥利、夏、撒瑪利亞城
[00:05:00.880 --> 00:05:02.520]  宣講基督
[00:05:02.520 --> 00:05:05.320]  在這裡傳道和宣講基督
[00:05:05.320 --> 00:05:08.960]  比較容易明白的意思就是
[00:05:08.960 --> 00:05:10.960]  傳耶穌的福音
[00:05:10.960 --> 00:05:12.960]  傳耶穌的好消息
[00:05:12.960 --> 00:05:16.760]  我們說過門徒不是自願出去
[00:05:16.760 --> 00:05:18.760]  但是逃難的緣故
[00:05:18.760 --> 00:05:22.960]  他們在路上隨傳隨走
[00:05:22.960 --> 00:05:24.280]  一路在路上
[00:05:24.280 --> 00:05:26.680]  他們和身邊遇到的人
[00:05:26.680 --> 00:05:28.520]  在他們日常生活裡
[00:05:28.520 --> 00:05:31.040]  將他們的見證
[00:05:31.040 --> 00:05:33.160]  在他們生命裡的經歷
[00:05:33.160 --> 00:05:35.160]  如何遇到耶穌基督
[00:05:35.160 --> 00:05:37.400]  和身邊的人分享
[00:05:37.400 --> 00:05:40.400]  以至於當中感動到身邊的人
[00:05:40.400 --> 00:05:41.760]  去相信耶穌
[00:05:41.760 --> 00:05:43.760]  得著這個救恩
[00:05:43.760 --> 00:05:45.760]  我們見到信主的人
[00:05:45.760 --> 00:05:49.520]  有很多都是在大型的報道會
[00:05:49.520 --> 00:05:51.200]  或者福音的聚會
[00:05:51.200 --> 00:05:52.720]  牧師夫照
[00:05:52.720 --> 00:05:55.720]  然後舉手決志信主
[00:05:55.720 --> 00:05:57.840]  但當中也有不少
[00:05:57.840 --> 00:06:00.160]  是在我們信徒當中
[00:06:00.160 --> 00:06:02.160]  平時的生活見證
[00:06:02.160 --> 00:06:06.120]  我們去和身邊的朋友分享
[00:06:06.120 --> 00:06:09.120]  然後將耶穌基督的好消息
[00:06:09.120 --> 00:06:11.120]  傳給我們身邊的人
[00:06:11.120 --> 00:06:13.920]  所以我想鼓勵大家
[00:06:13.920 --> 00:06:16.320]  傳福音不單單只是牧師
[00:06:16.320 --> 00:06:19.720]  是傳道人或宣教士的責任
[00:06:19.720 --> 00:06:23.720]  是和你和我每一個人都有份
[00:06:23.720 --> 00:06:25.520]  你告訴你隔壁左右的人
[00:06:25.520 --> 00:06:27.520]  和你有份的 傳福音
[00:06:27.520 --> 00:06:32.320]  在這段經文裡
[00:06:32.320 --> 00:06:34.520]  我們學習了有三個地方
[00:06:34.520 --> 00:06:36.520]  我們去看看
[00:06:36.520 --> 00:06:40.520]  神如何藉著信徒彼此的配搭
[00:06:40.520 --> 00:06:42.520]  他們傳福音的心
[00:06:42.520 --> 00:06:45.520]  去建立一個神所喜悅的教會
[00:06:45.520 --> 00:06:48.520]  第一點是在《使徒行傳》
[00:06:48.520 --> 00:06:50.520]  八章的六至十四節
