
[00:00:00.000 --> 00:00:02.520]  剛才第一堂崇拜有一個神蹟騎士
[00:00:02.520 --> 00:00:04.120]  這個神蹟騎士真是很大神蹟
[00:00:04.120 --> 00:00:06.240]  我都覺得我從來未見過一個這樣的神蹟
[00:00:06.240 --> 00:00:09.520]  這個神蹟今早有兩個朋友信耶穌
[00:00:09.520 --> 00:00:11.000]  這個都可以的
[00:00:11.000 --> 00:00:13.400]  有時候信耶穌都不是很大很特別
[00:00:13.400 --> 00:00:16.480]  但最特別是其中一個信耶穌
[00:00:16.480 --> 00:00:19.080]  原來他都不知道我說什麼
[00:00:19.080 --> 00:00:20.320]  為什麼呢?
[00:00:20.320 --> 00:00:22.640]  因為他是說普通話的
[00:00:22.640 --> 00:00:25.320]  我們有耳機
[00:00:25.320 --> 00:00:28.080]  誰知這個耳機壞了
[00:00:28.080 --> 00:00:29.880]  但他沒有說話
[00:00:29.880 --> 00:00:30.560]  他完全沒有說話
[00:00:30.560 --> 00:00:31.800]  戴著耳機整堂
[00:00:31.800 --> 00:00:33.240]  然後出來信耶穌
[00:00:33.240 --> 00:00:34.880]  我問他他懂不懂聽普通話
[00:00:34.880 --> 00:00:36.000]  他說他不懂聽
[00:00:36.000 --> 00:00:36.760]  但他信耶穌
[00:00:36.760 --> 00:00:37.640]  所以主啊
[00:00:37.640 --> 00:00:40.000]  我覺得這個神蹟騎士我從來未見過
[00:00:40.000 --> 00:00:41.720]  一個沒有聽過我講道的人
[00:00:41.720 --> 00:00:43.040]  居然信耶穌
[00:00:43.040 --> 00:00:44.720]  所以這個真的不關我的事
[00:00:44.720 --> 00:00:45.840]  大家明不明白
[00:00:45.840 --> 00:00:47.600]  原來信耶穌真的不關我的事
[00:00:47.600 --> 00:00:48.680]  是關誰的事
[00:00:48.680 --> 00:00:49.800]  是神的時間
[00:00:49.800 --> 00:00:51.680]  所以今天如果大家聽不明白我講道
[00:00:51.680 --> 00:00:52.880]  你信耶穌都不要緊
[00:00:52.880 --> 00:00:53.920]  都是神蹟來的
[00:00:53.920 --> 00:00:55.240]  所以求主幫助我們
[00:00:55.240 --> 00:00:58.560]  幫助我們能夠在新的一年裡
[00:00:58.560 --> 00:01:00.440]  上帝讓我們有新的意象
[00:01:00.440 --> 00:01:01.880]  讓我們有新的方向
[00:01:01.880 --> 00:01:03.640]  讓我們教會有新的意象
[00:01:03.640 --> 00:01:05.040]  有新的方向
[00:01:05.040 --> 00:01:07.280]  我不知道上帝會怎樣帶我們走
[00:01:07.280 --> 00:01:12.200]  不過我們只願意繼續信服在神的治癒
[00:01:12.200 --> 00:01:15.880]  今年是我們同福踏進去二十五週年的時間
[00:01:15.880 --> 00:01:18.840]  二十五年前上帝讓我們建立一間教會
[00:01:18.840 --> 00:01:19.960]  一間同福堂
[00:01:19.960 --> 00:01:22.480]  當時我們只有二十幾三十人的教會
[00:01:22.480 --> 00:01:24.080]  我們願意信服
[00:01:24.080 --> 00:01:26.080]  離開中環去到銅鑼灣
[00:01:26.080 --> 00:01:28.480]  建立多一個堂點
[00:01:28.480 --> 00:01:30.160]  上帝給我們一個意象
[00:01:30.160 --> 00:01:31.840]  祂說我們要去到銅鑼灣
[00:01:31.840 --> 00:01:33.560]  對我們來說過去二十五年
[00:01:33.560 --> 00:01:36.920]  的確是很大很大的恩典
[00:01:36.920 --> 00:01:38.520]  是神自己的作為
[00:01:38.520 --> 00:01:40.760]  由一個堂點只有二十幾人開始
[00:01:40.760 --> 00:01:43.240]  到今天我們有六個堂點
[00:01:43.240 --> 00:01:46.240]  人數接近六千人的教會
[00:01:46.240 --> 00:01:49.200]  我講這個堂點的數字
[00:01:49.200 --> 00:01:50.600]  並不是我們聰明
[00:01:50.600 --> 00:01:54.880]  而是我們願意信服在神的帶領下
[00:01:54.880 --> 00:01:55.920]  祂要我們做
[00:01:55.920 --> 00:01:56.720]  我們就做
[00:01:56.720 --> 00:01:59.000]  祂要我們停 我們就停
[00:01:59.000 --> 00:02:00.840]  但願未來的同工
[00:02:00.840 --> 00:02:02.200]  未來同福堂的同工
[00:02:02.200 --> 00:02:05.240]  仍然持守上帝給我們的這個意象
[00:02:05.240 --> 00:02:06.480]  我相信同福堂
[00:02:06.480 --> 00:02:09.200]  一定要成為一間願意信服
[00:02:09.200 --> 00:02:13.560]  緊緊地跟隨神腳中行的一間教會
[00:02:13.560 --> 00:02:16.440]  無論將來哪個牧者站在這個地方
[00:02:16.440 --> 00:02:17.440]  帶領大家
[00:02:17.440 --> 00:02:19.400]  我都是為這個牧者的祈禱
[00:02:19.400 --> 00:02:22.160]  讓他們能夠繼續去信服神
[00:02:22.160 --> 00:02:23.720]  跟著神的腳中
[00:02:23.720 --> 00:02:24.960]  正因為過去六年
[00:02:24.960 --> 00:02:28.200]  我們很快地建立多五個堂點
[00:02:28.200 --> 00:02:30.560]  我相信在香港教會的歷史當中
[00:02:30.560 --> 00:02:35.560]  其實是極少在五年裏去開五間教會
[00:02:35.560 --> 00:02:36.360]  對我們來說
[00:02:36.360 --> 00:02:38.600]  我要強調真的不是我們聰明
[00:02:38.600 --> 00:02:40.920]  而是我們只是上帝說要我們開
[00:02:40.920 --> 00:02:41.680]  我們就開
[00:02:41.680 --> 00:02:43.040]  我從來沒有想過
[00:02:43.040 --> 00:02:44.920]  開了多五個堂點之後
[00:02:44.920 --> 00:02:48.280]  所帶來很多不同的一些需要
[00:02:48.280 --> 00:02:49.480]  去跟進的事
[00:02:49.480 --> 00:02:50.520]  我們只是信服
[00:02:50.520 --> 00:02:52.200]  上帝要我們做就做
[00:02:52.200 --> 00:02:56.000]  正因為我們很快地開多了五個堂點
[00:02:56.000 --> 00:02:56.840]  換言之
[00:02:56.840 --> 00:02:58.720]  我們同福的銅鑼灣堂
[00:02:58.720 --> 00:03:00.840]  這個最早的一個堂點
[00:03:00.840 --> 00:03:04.720]  我們一定加入了很多新的童工
[00:03:04.720 --> 00:03:07.360]  以致到很多較為舊的童工
[00:03:07.360 --> 00:03:08.880]  較為資深的童工
[00:03:08.880 --> 00:03:10.880]  他們就被拆派了出去
[00:03:10.880 --> 00:03:11.640]  去到屯門
[00:03:11.640 --> 00:03:12.840]  去到柴灣
[00:03:12.840 --> 00:03:15.240]  去到九龍東
[00:03:15.240 --> 00:03:16.000]  去到九龍西
[00:03:16.000 --> 00:03:17.000]  去到東涌
[00:03:17.000 --> 00:03:19.640]  他們是資深的一班童工
[00:03:19.640 --> 00:03:21.240]  進入我們當中的童工
[00:03:21.240 --> 00:03:23.360]  很多都是剛剛上學院畢業
[00:03:23.360 --> 00:03:25.760]  或者未必是我們同福堂的
[00:03:25.760 --> 00:03:27.600]  一班弟兄姊妹成長的
[00:03:27.600 --> 00:03:29.480]  他們加入我們這個大家庭
[00:03:29.480 --> 00:03:30.880]  所以過去五年
[00:03:30.880 --> 00:03:32.960]  偶爾會聽到弟兄姊妹
[00:03:32.960 --> 00:03:35.800]  對於我們這個港台上面
[00:03:35.800 --> 00:03:38.160]  好像沒有以前的童工
[00:03:38.160 --> 00:03:39.680]  那麼熟悉我們
[00:03:39.680 --> 00:03:40.840]  好像所說的道
[00:03:40.840 --> 00:03:43.920]  未必很即時地適合我們用
[00:03:43.920 --> 00:03:45.680]  有時候我都聽到這些意見
[00:03:45.680 --> 00:03:46.440]  弟兄姊妹
[00:03:46.440 --> 00:03:47.440]  這些意見
[00:03:47.440 --> 00:03:48.560]  這些評價
[00:03:48.560 --> 00:03:50.440]  是絕對是好事來的
[00:03:50.440 --> 00:03:51.640]  因為我覺得是好事
[00:03:51.640 --> 00:03:54.760]  就是因為大家很看重這個港台
[00:03:54.760 --> 00:03:57.960]  以致到大家會將一些意見來表達
[00:03:57.960 --> 00:03:59.880]  以致到當我自己去思考
[00:03:59.880 --> 00:04:02.200]  去思考大家的意見的時候
[00:04:02.200 --> 00:04:05.520]  再回到今年新的一年的時候
[00:04:05.520 --> 00:04:07.920]  我們怎樣去用這個港台
[00:04:07.920 --> 00:04:10.400]  來去牧養我們的弟兄姊妹
[00:04:10.400 --> 00:04:11.280]  但是弟兄姊妹
[00:04:11.280 --> 00:04:12.920]  當然牧養弟兄姊妹
[00:04:12.920 --> 00:04:14.360]  不只是單單港台
[00:04:14.360 --> 00:04:15.360]  我們有小組
[00:04:15.360 --> 00:04:16.960]  我們有教會學校
[00:04:16.960 --> 00:04:18.320]  我們有很多的渠道
[00:04:18.320 --> 00:04:20.320]  可以去學神的說話
[00:04:20.320 --> 00:04:22.120]  但是整體來說
[00:04:22.120 --> 00:04:24.840]  一個真正整體的牧養
[00:04:24.840 --> 00:04:26.200]  就是這個港台
[00:04:26.200 --> 00:04:27.200]  而我們一個週末
[00:04:27.200 --> 00:04:29.120]  除了這裡成人的崇拜
[00:04:29.120 --> 00:04:30.760]  我們還有向日葵的崇拜
[00:04:30.760 --> 00:04:32.520]  還有青年少年崇拜
[00:04:32.520 --> 00:04:33.800]  還有兒童崇拜
[00:04:33.800 --> 00:04:35.440]  還有寶石事工崇拜
[00:04:35.440 --> 00:04:36.840]  我們一個週末那邊
[00:04:36.840 --> 00:04:39.280]  說了十幾堂的崇拜
[00:04:39.280 --> 00:04:42.640]  當中牽涉五至六位的港元
[00:04:42.640 --> 00:04:44.240]  在當中來講道
[00:04:44.240 --> 00:04:45.040]  換言之
[00:04:45.040 --> 00:04:46.280]  我們每一個週末
[00:04:46.280 --> 00:04:47.880]  是很多的童工
[00:04:47.880 --> 00:04:51.760]  在不同的場合來分享神的說話
[00:04:51.760 --> 00:04:52.480]  所以弟兄姊妹
[00:04:52.480 --> 00:04:54.160]  你們對我教會的意見
[00:04:54.160 --> 00:04:56.200]  我絕對覺得是欣賞的
[00:04:56.200 --> 00:04:57.520]  是要多謝大家
[00:04:57.520 --> 00:05:00.240]  這麼執著這個港台上的訊息
[00:05:00.240 --> 00:05:02.280]  以致到當我自己再去思考
[00:05:02.280 --> 00:05:03.720]  新的一年那邊
[00:05:03.720 --> 00:05:06.000]  我就思考到有三樣東西
[00:05:06.000 --> 00:05:10.080]  我們要發出三個鼓勵的訊息
[00:05:10.080 --> 00:05:11.640]  先去到港島
[00:05:11.640 --> 00:05:12.800]  第一個鼓勵就是
[00:05:12.800 --> 00:05:16.280]  我們先去鼓勵我們站港台的童工
[00:05:16.280 --> 00:05:18.920]  我很希望我們每一個童工站港台的
[00:05:18.920 --> 00:05:20.600]  無論哪一堂崇拜
[00:05:20.600 --> 00:05:22.840]  無論哪個群體的崇拜
[00:05:22.840 --> 00:05:25.680]  我們都要好好地去祈禱
[00:05:25.680 --> 00:05:28.440]  去預備每一篇訊息
[00:05:28.440 --> 00:05:31.040]  我們自己要好好地祈禱
[00:05:31.040 --> 00:05:32.080]  好好地預備
[00:05:32.080 --> 00:05:33.720]  還有我們童工之間
[00:05:33.720 --> 00:05:37.080]  我們一定要彼此代禱
[00:05:37.080 --> 00:05:39.080]  我們不只是為自己祈禱
[00:05:39.080 --> 00:05:41.400]  我們要為另一個港姐
[00:05:41.400 --> 00:05:44.200]  在這裡港島的童工來祈禱
[00:05:44.200 --> 00:05:46.320]  求神使用他的講章
[00:05:46.320 --> 00:05:48.080]  來祝福弟兄姊妹
[00:05:48.080 --> 00:05:49.200]  第二個鼓勵就是
[00:05:49.200 --> 00:05:50.360]  關乎大家的
[00:05:50.360 --> 00:05:52.120]  我都希望每一個信徒
[00:05:52.120 --> 00:05:54.520]  無論我們參加哪一個堂崇拜都好
[00:05:54.520 --> 00:05:58.880]  我們都為著每一個站港台的童工來祈禱
[00:05:58.880 --> 00:06:02.160]  你們的禱告對我們是很重要
[00:06:02.160 --> 00:06:04.040]  我們看著的程序表
[00:06:04.040 --> 00:06:05.120]  看著的名字
[00:06:05.120 --> 00:06:07.240]  港島的講員的名字
[00:06:07.240 --> 00:06:08.440]  我們未必認識他
[00:06:08.440 --> 00:06:10.880]  但是我們都要為他祈禱
[00:06:10.880 --> 00:06:16.920]  為每一個周末站港台的五至六位的港姐來祈禱
[00:06:16.920 --> 00:06:18.600]  這個是你們的責任
[00:06:18.600 --> 00:06:20.960]  亦都是我們童工自己的責任
[00:06:20.960 --> 00:06:22.000]  當然第三
[00:06:22.000 --> 00:06:23.160]  我都鼓勵大家
[00:06:23.160 --> 00:06:26.600]  每一天每一個周末回到神的家
[00:06:26.600 --> 00:06:28.160]  我們要鼓勵大家就是
[00:06:28.160 --> 00:06:30.160]  我們都能夠渴望
[00:06:30.160 --> 00:06:31.480]  遇見誰呢?
[00:06:31.480 --> 00:06:32.720]  遇見神
[00:06:32.720 --> 00:06:33.400]  沒錯
[00:06:33.400 --> 00:06:35.880]  我們遇見我們很久沒見的朋友
[00:06:35.880 --> 00:06:36.840]  我們很開心
[00:06:36.840 --> 00:06:38.640]  我們遇見一些的親戚
[00:06:38.640 --> 00:06:39.400]  很開心
[00:06:39.400 --> 00:06:42.080]  但我們最開心的是能夠回到神的家
[00:06:42.080 --> 00:06:44.000]  我們可以遇見神
[00:06:44.000 --> 00:06:47.280]  我們很希望我們真的能夠經歷到神
[00:06:47.280 --> 00:06:48.000]  對我來說
[00:06:48.000 --> 00:06:49.880]  今天這個周末這個崇拜
[00:06:49.880 --> 00:06:51.440]  第一次崇拜我真的遇見神
