
[00:00:00.000 --> 00:00:03.000]  讓我們先一起祈禱
[00:00:03.000 --> 00:00:07.000]  真是天父我們感謝祢的恩典
[00:00:07.000 --> 00:00:09.000]  外面雖然是大風大雨
[00:00:09.000 --> 00:00:12.000]  祢給我們一個平靜安穩的心
[00:00:12.000 --> 00:00:14.000]  這次我們會從
[00:00:14.000 --> 00:00:17.000]  醫生的聲明帶領我們與我們同在
[00:00:17.000 --> 00:00:19.000]  幫助我們明白祢的說話
[00:00:19.000 --> 00:00:21.000]  樂意遵行祢的說話
[00:00:21.000 --> 00:00:23.000]  得到天國的福氣
[00:00:23.000 --> 00:00:25.000]  奉耶穌基督的名祈禱
[00:00:25.000 --> 00:00:32.000]  今天開始我們會看馬太福音
[00:00:32.000 --> 00:00:35.000]  新約裡面有四本福音書
[00:00:35.000 --> 00:00:40.000]  主任牧師決定我們每年都要花第一季的時間
[00:00:40.000 --> 00:00:42.000]  看福音書
[00:00:42.000 --> 00:00:45.000]  而且這次講馬太福音不是第一次
[00:00:45.000 --> 00:00:49.000]  這次我們會從意想不到的角度
[00:00:49.000 --> 00:00:51.000]  來帶出馬太的訊息
[00:00:51.000 --> 00:00:55.000]  主耶穌的出生真的很奇怪
[00:00:55.000 --> 00:00:57.000]  很令人意想不到
[00:00:57.000 --> 00:00:59.000]  甚至祂祖先的背景
[00:00:59.000 --> 00:01:04.000]  都有很多令人意想不到的事跡
[00:01:04.000 --> 00:01:08.000]  而主耶穌的成人更加令人意想不到
[00:01:08.000 --> 00:01:12.000]  是前無古人後無來者
[00:01:12.000 --> 00:01:15.000]  在看今天的經文之前
[00:01:15.000 --> 00:01:18.000]  我想講講整本馬太福音的結構
[00:01:18.000 --> 00:01:21.000]  希望大家明白四本福音書
[00:01:21.000 --> 00:01:25.000]  為什麼會有不同的記載呢?
[00:01:25.000 --> 00:01:28.000]  最主要的原因是
[00:01:28.000 --> 00:01:33.000]  四本福音書都有四個不同的作者
[00:01:33.000 --> 00:01:35.000]  並且在這些作者的心目中
[00:01:35.000 --> 00:01:38.000]  其實他們有不同的對象
[00:01:38.000 --> 00:01:42.000]  因此四本福音書選取的資料
[00:01:42.000 --> 00:01:44.000]  不是完全一樣的
[00:01:44.000 --> 00:01:47.000]  更加有不同的結構和特色
[00:01:47.000 --> 00:01:50.000]  假如我們能夠嘗試了解
[00:01:50.000 --> 00:01:54.000]  作者的意圖或目的
[00:01:54.000 --> 00:01:58.000]  對我們明白福音書或聖經中的任何一本書
[00:01:58.000 --> 00:02:01.000]  其實都會很有幫助
[00:02:01.000 --> 00:02:06.000]  我舉一個例子給大家講解一下
[00:02:06.000 --> 00:02:10.000]  為什麼明白作者的意圖或目的這麼重要
[00:02:10.000 --> 00:02:13.000]  話說在明朝的時間
[00:02:13.000 --> 00:02:15.000]  大約1490年左右
[00:02:15.000 --> 00:02:18.000]  距離我們現在五百多年前
[00:02:18.000 --> 00:02:21.000]  廣東佛山就出了一名才子
[00:02:21.000 --> 00:02:23.000]  叫做倫文在
[00:02:23.000 --> 00:02:26.000]  他後來其實是中了狀元
[00:02:26.000 --> 00:02:28.000]  不過由於他爸爸早死
[00:02:28.000 --> 00:02:30.000]  以致家貧
[00:02:30.000 --> 00:02:33.000]  他就靠賣菜為生
[00:02:33.000 --> 00:02:35.000]  又要照顧母親
[00:02:35.000 --> 00:02:40.000]  有一次他就帶菜到當地一位富豪
[00:02:40.000 --> 00:02:42.000]  胡元愛的家
[00:02:42.000 --> 00:02:48.000]  胡元愛聽聞倫文在是奇才
[00:02:48.000 --> 00:02:51.000]  七歲就被人稱為神童
[00:02:51.000 --> 00:02:53.000]  他就問倫文在
[00:02:53.000 --> 00:02:57.000]  我有一幅家傳的名畫
[00:02:57.000 --> 00:02:59.000]  可不可以為我提一首詩
[00:02:59.000 --> 00:03:02.000]  那幅名畫是蘇東坡寫的
[00:03:02.000 --> 00:03:05.000]  畫的百鳥歸巢圖
[00:03:05.000 --> 00:03:07.000]  不過欠缺一首詩
[00:03:07.000 --> 00:03:12.000]  中國人的畫要留空寫一首詩
[00:03:12.000 --> 00:03:15.000]  倫文在一口答應
[00:03:15.000 --> 00:03:17.000]  胡元愛當然很高興
[00:03:17.000 --> 00:03:19.000]  立即叫人拿出那幅畫
[00:03:19.000 --> 00:03:21.000]  拿出文房四寶
[00:03:21.000 --> 00:03:26.000]  預備讓倫文在提詩
[00:03:26.000 --> 00:03:30.000]  其實當時還有些秀才在場看
[00:03:30.000 --> 00:03:32.000]  倫文在開始寫詩
[00:03:32.000 --> 00:03:37.000]  第一句就說天生一隻又一隻
[00:03:37.000 --> 00:03:40.000]  第二句就說三四五六七八隻
[00:03:40.000 --> 00:03:44.000]  那些人就誇獎
[00:03:44.000 --> 00:03:46.000]  這樣的句子都寫得出來
[00:03:46.000 --> 00:03:50.000]  小孩子數數字數數字
[00:03:50.000 --> 00:03:52.000]  他就寫多兩句
[00:03:52.000 --> 00:03:53.000]  不理他們
[00:03:53.000 --> 00:03:55.000]  想一想再寫多兩句
[00:03:55.000 --> 00:03:59.000]  鳳凰何小鳥何多
[00:03:59.000 --> 00:04:02.000]  得盡人間千萬隻
[00:04:02.000 --> 00:04:04.000]  那些秀才就拍手
[00:04:04.000 --> 00:04:09.000]  好句好句
[00:04:09.000 --> 00:04:10.000]  如果我們不明白
[00:04:10.000 --> 00:04:13.000]  這個作者的意圖和當時的背景
[00:04:13.000 --> 00:04:16.000]  我們會怎樣去解釋這首詩呢
[00:04:16.000 --> 00:04:18.000]  天生一隻又一隻
[00:04:18.000 --> 00:04:21.000]  即是那些麻雀仔很粗生
[00:04:21.000 --> 00:04:23.000]  數三四五六七八隻
[00:04:23.000 --> 00:04:25.000]  那麼多
[00:04:25.000 --> 00:04:26.000]  然後那兩句
[00:04:26.000 --> 00:04:28.000]  那些麻雀仔那麼多
[00:04:28.000 --> 00:04:31.000]  得盡人間千萬隻
[00:04:31.000 --> 00:04:32.000]  吃了很多穀物
[00:04:32.000 --> 00:04:35.000]  那就很浪費
[00:04:35.000 --> 00:04:37.000]  如果我們這樣理解
[00:04:37.000 --> 00:04:38.000]  想應用這篇詩
[00:04:38.000 --> 00:04:40.000]  我們怎樣應用呢
[00:04:40.000 --> 00:04:42.000]  最好就捉了那些麻雀
[00:04:42.000 --> 00:04:44.000]  不要浪費那些穀物
[00:04:44.000 --> 00:04:48.000]  捉了它來消和化了多好呢
[00:04:48.000 --> 00:04:51.000]  如果我們不明白作者的意圖
