
[00:00:00.000 --> 00:00:02.320]  大英主義平安
[00:00:02.320 --> 00:00:03.560]  我們一起祈禱
[00:00:03.560 --> 00:00:05.000]  父神我們來到您的面前
[00:00:05.000 --> 00:00:07.000]  我們謙卑來到您的面前
[00:00:07.000 --> 00:00:11.360]  因為我們實在無可誇
[00:00:11.360 --> 00:00:15.240]  我們不單止在我們自己得救的事情上無可誇
[00:00:15.240 --> 00:00:17.240]  就連我們的好行為
[00:00:17.240 --> 00:00:20.440]  我們都要依靠聖靈來幫助我們
[00:00:20.440 --> 00:00:23.720]  依靠耶穌基督為我們祈禱
[00:00:23.720 --> 00:00:27.520]  願主祢今天賜給我們教會有一個回應的心
[00:00:27.520 --> 00:00:33.800]  使我們能夠回應這個偉大的福音
[00:00:33.800 --> 00:00:38.600]  一個無法用言語單單去描述有多麼驚奇
[00:00:38.600 --> 00:00:40.600]  令我們有多麼驚奇的福音
[00:00:40.600 --> 00:00:45.200]  幫助我們也用《使路行傳》這段經文去詛咒你的教會
[00:00:45.200 --> 00:00:47.960]  使你的教會能夠傳揚
[00:00:47.960 --> 00:00:49.120]  忠實地傳揚
[00:00:49.120 --> 00:00:53.640]  忠實地活出一個神百姓的養性
[00:00:53.640 --> 00:00:54.320]  幫助我們
[00:00:54.320 --> 00:00:57.480]  也幫助我今天能夠清晰傳講你的話語
[00:00:57.480 --> 00:00:59.360]  以致你的教會受到詛咒
[00:00:59.360 --> 00:01:00.320]  你這樣的祈禱
[00:01:00.320 --> 00:01:05.960]  能夠教主耶穌基督的聖靈
[00:01:05.960 --> 00:01:06.920]  我們一直在說
[00:01:06.920 --> 00:01:10.920]  初期教會是一個內憂外患的教會
[00:01:10.920 --> 00:01:16.240]  不只是因為初期的教會受到猶太人外在的逼迫
[00:01:16.240 --> 00:01:20.560]  就連教會的內部都因為撒旦的攻擊
[00:01:20.560 --> 00:01:23.800]  以致人心敗壞
[00:01:23.800 --> 00:01:27.280]  出現了作假見證的罪
[00:01:27.280 --> 00:01:27.960]  我們這樣說
[00:01:27.960 --> 00:01:31.840]  早期教會的確是處於風雨飄搖的期間
[00:01:31.840 --> 00:01:39.240]  但是他們沒有因為這樣的緣故妥協他們的信仰
[00:01:39.240 --> 00:01:39.760]  老實說
[00:01:39.760 --> 00:01:41.960]  今天在香港的教會
[00:01:41.960 --> 00:01:43.560]  無論資源
[00:01:43.560 --> 00:01:44.480]  無論環境
[00:01:44.480 --> 00:01:47.240]  都比初期教會優越
[00:01:47.240 --> 00:01:50.560]  我們沒有任何的藉口不堅定
[00:01:50.560 --> 00:01:55.520]  但是我們卻沒有表現出應有的堅定
[00:01:55.520 --> 00:01:58.280]  所以我們需要在早期教會身上取經
[00:01:58.280 --> 00:02:03.280]  不是模仿他們的神職歧視
[00:02:03.280 --> 00:02:09.280]  而是觀看上帝在這班門徒身上的作為
[00:02:09.280 --> 00:02:12.400]  模仿仿效他們回應的心智
[00:02:12.400 --> 00:02:16.440]  對上帝的忠心
[00:02:16.440 --> 00:02:18.320]  在上一次使徒行傳第五章裡面
[00:02:18.320 --> 00:02:21.280]  我們在講道從經文當中歸納出
[00:02:21.280 --> 00:02:23.320]  新約教會有三個形態
[00:02:23.320 --> 00:02:26.920]  分別是注重聖潔的教會
[00:02:26.920 --> 00:02:28.040]  憎戰的教會
[00:02:28.040 --> 00:02:31.120]  和天天同心的教會
[00:02:31.120 --> 00:02:33.400]  接著我們又從這三個教會的形態
[00:02:33.400 --> 00:02:37.720]  歸納出真教會的三個特質
[00:02:37.720 --> 00:02:40.920]  忠心傳揚純正福音的教義
[00:02:40.920 --> 00:02:42.800]  忠心施行聖禮
[00:02:42.800 --> 00:02:44.680]  忠心執行教會紀律
[00:02:44.680 --> 00:02:46.280]  可以說這三種特質
[00:02:46.280 --> 00:02:52.120]  就是講明了教會他們應該要做的事
[00:02:52.120 --> 00:02:54.720]  教會的身份為何
[00:02:54.720 --> 00:02:56.440]  就憑這三件事
[00:02:56.440 --> 00:03:02.560]  歷代的教會要為他們付上代價
[00:03:02.560 --> 00:03:05.960]  成為忠心的好僕人
[00:03:05.960 --> 00:03:09.400]  因此今天十教基督教會都不例外
[00:03:09.400 --> 00:03:12.120]  我們要仿效歷代的教會
[00:03:12.120 --> 00:03:13.200]  真教會
[00:03:13.200 --> 00:03:14.760]  初期的教會
[00:03:14.760 --> 00:03:21.360]  為這三件事付上代價
[00:03:21.360 --> 00:03:23.520]  除了為這些特質受苦
[00:03:23.520 --> 00:03:25.400]  這三種特質
[00:03:25.400 --> 00:03:28.360]  也都顯示了教會這個群體
[00:03:28.360 --> 00:03:31.400]  這班人和他們所做的事情
[00:03:31.400 --> 00:03:34.280]  和當時的世界
[00:03:34.280 --> 00:03:36.520]  簡直是杯到疑似
[00:03:36.520 --> 00:03:38.360]  格格不入
[00:03:38.360 --> 00:03:46.840]  格格不入到世人無法忍受
[00:03:46.840 --> 00:03:49.640]  我們正在傳揚人性本善
[00:03:49.640 --> 00:03:52.400]  我們正在傳揚自我實現
[00:03:52.400 --> 00:03:55.120]  Come on
[00:03:55.120 --> 00:03:56.960]  怎樣對自己好些
[00:03:56.960 --> 00:03:58.480]  人生教練在教
[00:03:58.480 --> 00:04:01.200]  怎樣去活一個更加成功的人生
[00:04:01.200 --> 00:04:04.800]  How to live a better life
[00:04:04.800 --> 00:04:09.920]  傳揚純正福音的教義
[00:04:09.920 --> 00:04:10.880]  不不不
[00:04:10.880 --> 00:04:13.760]  我們怎可以讓一班這樣的人
[00:04:13.760 --> 00:04:16.560]  這樣不合群的人在我們當中
[00:04:16.560 --> 00:04:18.760]  忠心執行教會聖禮
[00:04:18.760 --> 00:04:19.640]  例如洗禮
[00:04:19.640 --> 00:04:20.960]  就是說我
[00:04:20.960 --> 00:04:21.920]  救我
[00:04:21.920 --> 00:04:23.640]  追求世界的我
[00:04:23.640 --> 00:04:26.840]  已經和基督同釘十字架
[00:04:26.840 --> 00:04:28.720]  同復活
[00:04:28.720 --> 00:04:30.800]  基督在我裡面活著
[00:04:30.800 --> 00:04:32.080]  那就是我的人生
[00:04:32.080 --> 00:04:35.520]  失去我自己的控制
[00:04:35.520 --> 00:04:36.880]  活著的不再是我
[00:04:36.880 --> 00:04:38.840]  而是基督
[00:04:38.840 --> 00:04:40.960]  生活按照上帝的話語規範
[00:04:40.960 --> 00:04:44.400]  就是說我無法喜歡怎樣信就怎樣信
[00:04:44.400 --> 00:04:49.160]  喜歡怎樣行就怎樣行
[00:04:49.160 --> 00:04:50.720]  這三種的特質
[00:04:50.720 --> 00:04:56.680]  簡直令到教會和世界區分開來
[00:04:56.680 --> 00:04:58.360]  一群這麼不合群的人
[00:04:58.360 --> 00:05:00.680]  世界視為眼中釘
[00:05:00.680 --> 00:05:03.560]  當時的猶太人視他們為眼中釘
[00:05:03.560 --> 00:05:08.680]  誓要除掉這一班的人
[00:05:08.680 --> 00:05:10.600]  在一個這樣的背景底下
[00:05:10.600 --> 00:05:12.640]  我們來到我們今天
[00:05:12.640 --> 00:05:14.600]  要全講經文
[00:05:14.600 --> 00:05:15.840]  可能你會說
[00:05:15.840 --> 00:05:19.680]  等等為什麼你會重複上一次的講到
[00:05:19.680 --> 00:05:21.360]  有什麼這麼重要
[00:05:21.360 --> 00:05:22.600]  你可以問一下你自己
[00:05:22.600 --> 00:05:24.760]  如果初期教會
[00:05:24.760 --> 00:05:28.920]  是被這些聖經原則所規範
[00:05:28.920 --> 00:05:31.920]  那弟兄姊妹就代表了我們今生
[00:05:31.920 --> 00:05:35.400]  都需要被這些原則去規範
[00:05:35.400 --> 00:05:36.880]  他們有一套
[00:05:36.880 --> 00:05:40.200]  不屬於這個世界的價值觀和規範
[00:05:40.200 --> 00:05:43.200]  和今生的價值觀和規範
[00:05:43.200 --> 00:05:46.960]  兩套的原則完全不一樣
[00:05:46.960 --> 00:05:48.080]  所以我們可以說
[00:05:48.080 --> 00:05:51.080]  教會的價值觀是怎樣
[00:05:51.080 --> 00:05:55.040]  他們就會按這個價值觀去服侍
[00:05:55.040 --> 00:05:57.880]  那就表明教會
