
[00:00:00.000 --> 00:00:05.940]  我相信 以你的掌聲是要給上帝 是嗎
[00:00:05.940 --> 00:00:11.200]  以你的掌聲給上帝 再一次來
[00:00:11.200 --> 00:00:15.620]  真是很開心 好幾年了 我在和大家分享
[00:00:15.620 --> 00:00:17.900]  今日是母親節
[00:00:17.900 --> 00:00:21.300]  所以我是特別和大家預備分享一個
[00:00:21.300 --> 00:00:24.720]  和做父母有關的題目
[00:00:24.720 --> 00:00:30.000]  怎樣能夠和我們的子女一起成長
[00:00:30.000 --> 00:00:32.920]  我不知道大家有沒有這樣的同感
[00:00:32.920 --> 00:00:36.040]  在21世紀 特別是在美國
[00:00:36.040 --> 00:00:40.920]  做父母其實是越來越艱難的
[00:00:40.920 --> 00:00:43.680]  我們所面對的挑戰
[00:00:43.680 --> 00:00:47.880]  怎樣讓下一代 真是一點都不容易
[00:00:47.880 --> 00:00:49.840]  所以我不知道這裡有沒有
[00:00:49.840 --> 00:00:53.960]  但我聽到很多大兄姊妹要不要結一婚
[00:00:53.960 --> 00:00:58.280]  但都不想生子 因為太頭痛了
[00:00:58.280 --> 00:01:00.720]  因為養育小孩 教育下一代
[00:01:00.720 --> 00:01:03.120]  錢那個也是其次 當然是很重要的
[00:01:03.120 --> 00:01:05.240]  不過真是要教下一代
[00:01:05.240 --> 00:01:07.440]  不如我們兩個自己enjoy life
[00:01:07.440 --> 00:01:11.600]  好過浪費時間去照顧我們的子女
[00:01:11.600 --> 00:01:14.280]  為甚麼呢 因為小孩小的時候
[00:01:14.280 --> 00:01:17.640]  當然又要接送上學放學
[00:01:17.640 --> 00:01:20.840]  早午晚三餐你都要去預備
[00:01:20.840 --> 00:01:24.040]  現在的小孩很容易有情緒
[00:01:24.040 --> 00:01:26.560]  你要照顧小孩的心情
[00:01:26.560 --> 00:01:28.920]  當他們不開心的時候要怎樣安慰他們
[00:01:28.920 --> 00:01:30.920]  怎樣去哄他們
[00:01:30.920 --> 00:01:33.600]  又擔心現在的公立學校
[00:01:33.600 --> 00:01:35.920]  現在有很多人來home schooling
[00:01:35.920 --> 00:01:39.200]  因為不知道公立學校裡的老師是甚麼背景
[00:01:39.200 --> 00:01:41.920]  在學校學到甚麼 古靈精怪的東西
[00:01:41.920 --> 00:01:44.040]  或者價值觀跟我們很不同的
[00:01:44.040 --> 00:01:45.440]  怎麼辦呢
[00:01:45.440 --> 00:01:48.000]  做父母的小孩一世的時候
[00:01:48.000 --> 00:01:49.920]  真是有這樣的憂慮
[00:01:49.920 --> 00:01:53.280]  到了中學 中學更加麻煩
[00:01:53.280 --> 00:01:55.640]  當然希望他們將來有好成績
[00:01:55.640 --> 00:01:57.480]  可以進一間好大學
[00:01:57.480 --> 00:01:59.280]  但是與此同時
[00:01:59.280 --> 00:02:01.640]  又很怕他們做了讀書蟲
[00:02:01.640 --> 00:02:03.480]  真是一本書什麼都不做
[00:02:03.480 --> 00:02:05.440]  這樣又不是很行的
[00:02:05.440 --> 00:02:07.400]  在學校現在來說
[00:02:07.400 --> 00:02:09.760]  很多時候都聽聞很多
[00:02:09.760 --> 00:02:12.520]  當然希望有好的校區
[00:02:12.520 --> 00:02:14.560]  但是都會想
[00:02:14.560 --> 00:02:15.520]  學校的小孩
[00:02:15.520 --> 00:02:17.280]  我們中國人比較貼近
[00:02:17.280 --> 00:02:19.720]  比較靜一點
[00:02:19.720 --> 00:02:21.760]  會不會被人欺負呢
[00:02:21.760 --> 00:02:24.360]  會不會認識到壞朋友
[00:02:24.360 --> 00:02:29.400]  又或者分到家的時候
[00:02:29.400 --> 00:02:30.600]  當然我們希望他們好
[00:02:30.600 --> 00:02:32.080]  所以管教
[00:02:32.080 --> 00:02:33.720]  管得太嚴
[00:02:33.720 --> 00:02:35.160]  他們又不開心
[00:02:35.160 --> 00:02:36.600]  你問少兩句
[00:02:36.600 --> 00:02:38.240]  他們就說父母不疼愛他們
[00:02:38.240 --> 00:02:40.000]  你說多頭痛
[00:02:40.000 --> 00:02:43.000]  中學生不知道大家是否讀中學的父母
[00:02:43.000 --> 00:02:46.200]  有沒有類似這樣的經驗
[00:02:46.200 --> 00:02:47.640]  還有剛才我講過
[00:02:47.640 --> 00:02:50.440]  在美國養大個小孩
[00:02:50.440 --> 00:02:52.360]  其實真是很難的
[00:02:52.360 --> 00:02:55.080]  這是我兩年多前做過研究出來的
[00:02:55.080 --> 00:02:58.400]  由一個小孩出生到十八歲
[00:02:58.400 --> 00:02:59.800]  大家知道我花了多少錢嗎
[00:02:59.800 --> 00:03:02.400]  有沒有計算過
[00:03:02.400 --> 00:03:03.720]  可能你沒有時間去想
[00:03:03.720 --> 00:03:06.400]  已經是賺錢也很辛苦
[00:03:06.400 --> 00:03:08.240]  由出生到十八歲
[00:03:08.240 --> 00:03:09.800]  平均來說
[00:03:09.800 --> 00:03:12.680]  開支是要二十六萬
[00:03:12.680 --> 00:03:14.320]  如果要吃得好一點
[00:03:14.320 --> 00:03:15.800]  穿得好一點
[00:03:15.800 --> 00:03:17.960]  大概要三十四萬
[00:03:17.960 --> 00:03:19.000]  這些不是我編出來的
[00:03:19.000 --> 00:03:20.960]  我是在網上找的
[00:03:20.960 --> 00:03:22.680]  如果你還想要什麼名牌
[00:03:22.680 --> 00:03:23.840]  穿得好一點
[00:03:23.840 --> 00:03:24.680]  吃得好一點
[00:03:24.680 --> 00:03:26.520]  住得好一點
[00:03:26.520 --> 00:03:30.440]  大概有了七十四萬五千元
[00:03:30.440 --> 00:03:31.720]  我剛才講過
[00:03:31.720 --> 00:03:35.640]  這是我兩年多前找的
[00:03:35.640 --> 00:03:37.840]  結束之後還沒結束
[00:03:37.840 --> 00:03:40.240]  因為還要讀大學
[00:03:40.240 --> 00:03:42.520]  讀大學要多少錢
[00:03:42.520 --> 00:03:44.160]  我現在不知道
[00:03:44.160 --> 00:03:46.680]  我覺得最少也要一年一萬二十萬元
[00:03:46.680 --> 00:03:47.920]  應該是吧
[00:03:47.920 --> 00:03:50.480]  讀書不止嗎
[00:03:50.480 --> 00:03:50.960]  可以嗎
[00:03:50.960 --> 00:03:51.680]  我不知道
[00:03:51.680 --> 00:03:52.840]  公共學校
[00:03:52.840 --> 00:03:54.280]  或者我不知道
[00:03:54.280 --> 00:03:55.640]  只讀大學一年
[00:03:55.640 --> 00:03:56.600]  也要一萬二十萬元
[00:03:56.600 --> 00:03:58.240]  算是最少的
[00:03:58.240 --> 00:04:01.600]  如果你要去好一點的學校
[00:04:01.600 --> 00:04:03.560]  或者要去名校
[00:04:03.560 --> 00:04:04.640]  更加不用說
[00:04:04.640 --> 00:04:05.920]  除非有獎學金
[00:04:05.920 --> 00:04:07.320]  或者可以借到錢
[00:04:07.320 --> 00:04:09.320]  政府有貸款
[00:04:09.320 --> 00:04:10.000]  如果不是
[00:04:10.000 --> 00:04:12.800]  其實我們做父母的擔子
[00:04:12.800 --> 00:04:16.200]  真是挺重的
[00:04:16.200 --> 00:04:17.960]  好了
[00:04:17.960 --> 00:04:19.680]  捱到他們出生了
[00:04:19.680 --> 00:04:20.480]  就是什麼
[00:04:20.480 --> 00:04:23.000]  讀完書出來工作
[00:04:23.000 --> 00:04:25.200]  是不是可以鬆口氣
[00:04:25.200 --> 00:04:28.040]  好像可以鬆口氣一點
[00:04:28.040 --> 00:04:28.880]  但是大家有沒有聽過
[00:04:28.880 --> 00:04:31.200]  中國人有一句話
[00:04:31.200 --> 00:04:32.400]  是說什麼
[00:04:32.400 --> 00:04:35.080]  養兒一百歲
[00:04:35.080 --> 00:04:37.600]  下一句知道是什麼嗎
[00:04:37.600 --> 00:04:39.680]  先問問我們老人家
[00:04:39.680 --> 00:04:40.920]  養兒一百歲
[00:04:40.920 --> 00:04:42.840]  長憂九十九
[00:04:42.840 --> 00:04:44.680]  有沒有聽過
[00:04:44.680 --> 00:04:45.840]  如果你的兒子一百歲
[00:04:45.840 --> 00:04:47.600]  你憂心憂到九十九歲
[00:04:47.600 --> 00:04:49.040]  可能沒時間憂到那麼久
[00:04:49.040 --> 00:04:51.960]  可能我們回天家也不一定
[00:04:51.960 --> 00:04:55.000]  換句話說
[00:04:55.000 --> 00:04:56.960]  無論你的兒子多大
[00:04:56.960 --> 00:04:58.960]  在哪個人生階段
[00:04:58.960 --> 00:05:00.240]  我們做父母的
[00:05:00.240 --> 00:05:01.120]  很多時候
[00:05:01.120 --> 00:05:03.160]  真的說孩子很憂心
[00:05:03.160 --> 00:05:04.720]  經常掛念他們
[00:05:04.720 --> 00:05:06.360]  當然說自己的骨肉
[00:05:06.360 --> 00:05:07.720]  怎麼可以不關心他們
[00:05:07.720 --> 00:05:09.600]  是對的
[00:05:09.600 --> 00:05:12.280]  但是原來有一天
[00:05:12.280 --> 00:05:14.080]  你的孩子仍然在的時候
[00:05:14.080 --> 00:05:15.400]  我們做父母
[00:05:15.400 --> 00:05:18.200]  都經常說他們擔心憂慮
[00:05:18.200 --> 00:05:19.520]  說他們想很多事情
[00:05:19.520 --> 00:05:22.520]  怎麼能夠幫助到他們
[00:05:22.520 --> 00:05:23.920]  當然
[00:05:23.920 --> 00:05:25.720]  我們做父母親的
[00:05:25.720 --> 00:05:28.240]  痛惜自己的子女
[00:05:28.240 --> 00:05:29.720]  關心他們的生活
[00:05:29.720 --> 00:05:31.040]  這個是很自然的
[00:05:31.040 --> 00:05:34.240]  也是很正常的
[00:05:34.240 --> 00:05:36.040]  問題是
[00:05:36.040 --> 00:05:38.360]  當我們孩子越來越大
[00:05:38.360 --> 00:05:40.680]  如果我們做父母
[00:05:40.680 --> 00:05:44.560]  過分介入他們的生活
[00:05:44.560 --> 00:05:45.840]  但是
[00:05:45.840 --> 00:05:47.400]  他們可以教的時候
[00:05:47.400 --> 00:05:48.720]  又沒有教好他們
[00:05:48.720 --> 00:05:49.760]  沒有教他們
[00:05:49.760 --> 00:05:52.640]  怎樣去面對人生的挑戰和難題
[00:05:52.640 --> 00:05:53.640]  就是要去疼愛他們
[00:05:53.640 --> 00:05:54.520]  關心他們
[00:05:54.520 --> 00:05:57.160]  要什麼給他們
[00:05:57.160 --> 00:05:58.840]  很多時候我們發覺
[00:05:58.840 --> 00:06:00.440]  到了一個地步
[00:06:00.440 --> 00:06:02.360]  我們的心很疼愛孩子
[00:06:02.360 --> 00:06:04.360]  但是和孩子之間的關係
[00:06:04.360 --> 00:06:08.120]  距離就越來越遠
[00:06:08.120 --> 00:06:10.920]  因為我們在他們受教的時間
[00:06:10.920 --> 00:06:14.240]  沒有做好我們做父母親的責任
[00:06:14.240 --> 00:06:16.880]  我們是不是稱職的父母呢
[00:06:16.880 --> 00:06:18.440]  那麼牧師你現在才說
[00:06:18.440 --> 00:06:21.320]  太遲了
[00:06:21.320 --> 00:06:21.920]  不是的
[00:06:21.920 --> 00:06:23.400]  Never too late
[00:06:23.400 --> 00:06:24.520]  今天
[00:06:24.520 --> 00:06:26.640]  我和大家分享的題目是什麼
[00:06:26.640 --> 00:06:31.320]  和你的子女一起成長
[00:06:31.320 --> 00:06:34.240]  我認識的那些父母
[00:06:34.240 --> 00:06:35.280]  寬恕我這麼說
[00:06:35.280 --> 00:06:36.680]  因為我真的見過
[00:06:36.680 --> 00:06:38.600]  特別那些做母親的
[00:06:38.600 --> 00:06:39.920]  他們有一個觀念
[00:06:39.920 --> 00:06:41.520]  中國人古老的觀念是什麼
[00:06:41.520 --> 00:06:44.200]  養兒防老
[00:06:44.200 --> 00:06:45.680]  不知道我們做的父母
[00:06:45.680 --> 00:06:47.200]  有沒有這樣想的呢
[00:06:47.200 --> 00:06:49.760]  希望你不要再這樣想了
[00:06:49.760 --> 00:06:51.160]  但是我真的見過
[00:06:51.160 --> 00:06:52.200]  有些父母
[00:06:52.200 --> 00:06:53.400]  特別是母親
[00:06:53.400 --> 00:06:55.680]  小時候就把這個觀念
[00:06:55.680 --> 00:06:58.200]  塞給他們的孩子
[00:06:58.200 --> 00:06:59.640]  為什麼呢
[00:06:59.640 --> 00:07:02.040]  自己退休之後有保障
[00:07:02.040 --> 00:07:04.120]  特別在以前的世代裡
[00:07:04.120 --> 00:07:05.120]  退休就是退休
[00:07:05.120 --> 00:07:06.200]  什麼都沒有
[00:07:06.200 --> 00:07:07.800]  退休金那些
[00:07:07.800 --> 00:07:09.760]  很多時候當時都沒有
[00:07:09.760 --> 00:07:11.240]  想著小時候
[00:07:11.240 --> 00:07:12.480]  父母一定是老的
[00:07:12.480 --> 00:07:13.080]  做不到工作
[00:07:13.080 --> 00:07:13.880]  你要養我
[00:07:13.880 --> 00:07:15.160]  你要照顧我
[00:07:15.160 --> 00:07:19.600]  這個是養兒防老的思想
[00:07:19.600 --> 00:07:21.640]  那麼問題是什麼呢
[00:07:21.640 --> 00:07:24.960]  在不知不覺當中
[00:07:24.960 --> 00:07:27.520]  我們對我們的子女
[00:07:27.520 --> 00:07:30.320]  有一種莫名的佔有慾
[00:07:30.320 --> 00:07:32.160]  大家聽我講這句話
[00:07:32.160 --> 00:07:33.280]  因為是我的子女
[00:07:33.280 --> 00:07:34.360]  我生出來的
[00:07:34.360 --> 00:07:36.040]  他養我應該的
[00:07:36.040 --> 00:07:39.080]  他應該什麼都先放在我身上
[00:07:39.080 --> 00:07:40.960]  有時候我們做父母
[00:07:40.960 --> 00:07:44.640]  是會有這樣的感覺的
[00:07:44.640 --> 00:07:46.720]  所以牧師其中一個工作
[00:07:46.720 --> 00:07:47.560]  有時候會遇到
[00:07:47.560 --> 00:07:49.440]  幸好不是很多
[00:07:49.440 --> 00:07:51.280]  就是那些做父母的
[00:07:51.280 --> 00:07:55.080]  和女婿和媳婦在爭寵
[00:07:55.080 --> 00:07:57.960]  其實在那個情況下
[00:07:57.960 --> 00:08:00.760]  就會直接或者間接
[00:08:00.760 --> 00:08:04.720]  破壞了自己和子女的關係
[00:08:04.720 --> 00:08:07.040]  亦都是直接或間接
[00:08:07.040 --> 00:08:08.920]  甚至是破壞了
[00:08:08.920 --> 00:08:12.040]  我們子女的婚姻關係
[00:08:12.040 --> 00:08:17.640]  所以今天我希望和大家透過保羅
[00:08:17.640 --> 00:08:18.680]  保羅好像沒有教我們
[00:08:18.680 --> 00:08:20.600]  怎樣做父母親的
