
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹,父親節快樂
[00:00:02.000 --> 00:00:08.000]  在父親節的講道裏面
[00:00:08.000 --> 00:00:10.000]  小弟都廝殺良久
[00:00:10.000 --> 00:00:14.000]  是教弟兄姊妹做個爸爸
[00:00:14.000 --> 00:00:21.000]  又好像在座當中已經有很多弟兄姊妹給我的經驗
[00:00:21.000 --> 00:00:23.000]  或者她的經歷是更加多
[00:00:23.000 --> 00:00:25.000]  所以我都在想
[00:00:25.000 --> 00:00:29.000]  究竟聖經裏面怎樣教導我們
[00:00:29.000 --> 00:00:31.000]  來做一個男人
[00:00:31.000 --> 00:00:33.000]  在家裏面作為父親
[00:00:33.000 --> 00:00:35.000]  或者作為一個丈夫
[00:00:35.000 --> 00:00:38.000]  我們能夠按著聖經的本意
[00:00:38.000 --> 00:00:40.000]  來找回我們的定位
[00:00:40.000 --> 00:00:42.000]  和我們的使命
[00:00:42.000 --> 00:00:43.000]  我們的身份
[00:00:43.000 --> 00:00:46.000]  以致我們能夠由我們自己
[00:00:46.000 --> 00:00:48.000]  去到家庭
[00:00:48.000 --> 00:00:50.000]  再去到社會裏面
[00:00:50.000 --> 00:00:54.000]  都能夠去做一個合神心意的男人
[00:00:54.000 --> 00:00:57.000]  今天是父親節
[00:00:57.000 --> 00:01:01.000]  當中不知道大家會想起甚麼
[00:01:01.000 --> 00:01:04.000]  當中令我想起
[00:01:04.000 --> 00:01:07.000]  我想如果大家是父親的話
[00:01:07.000 --> 00:01:13.000]  你都一定會必然經歷一個這樣的經歷
[00:01:13.000 --> 00:01:17.000]  大概如果你的孩子出世的時候
[00:01:17.000 --> 00:01:22.000]  你一定要做一個非常重大的決定
[00:01:22.000 --> 00:01:25.000]  弟兄姊妹,你猜是一個甚麼決定
[00:01:28.000 --> 00:01:30.000]  剪瓷帶?
[00:01:30.000 --> 00:01:34.000]  不是,我都沒有幫我兒子剪瓷帶
[00:01:34.000 --> 00:01:38.000]  是幫孩子改名
[00:01:38.000 --> 00:01:42.000]  可能有人會去找長輩
[00:01:42.000 --> 00:01:44.000]  有人可能如果未信主
[00:01:44.000 --> 00:01:46.000]  可能會去找一些算命佬
[00:01:46.000 --> 00:01:50.000]  幫孩子去命名
[00:01:50.000 --> 00:01:53.000]  我覺得這個責任應該由我來做
[00:01:53.000 --> 00:01:56.000]  起碼由我和太太一起去談出來
[00:01:56.000 --> 00:01:58.000]  當初我都想
[00:01:58.000 --> 00:02:01.000]  由知道有了小朋友的時候
[00:02:01.000 --> 00:02:03.000]  未出世
[00:02:03.000 --> 00:02:06.000]  和太太去談改甚麼名字
[00:02:06.000 --> 00:02:10.000]  繁足差不多十個月
[00:02:10.000 --> 00:02:12.000]  想著想著
[00:02:12.000 --> 00:02:14.000]  其實當時我未有小朋友
[00:02:14.000 --> 00:02:18.000]  還是兩個輕鬆的時候
[00:02:18.000 --> 00:02:20.000]  在自己幻想
[00:02:20.000 --> 00:02:22.000]  如果有小朋友的時候改甚麼名字
[00:02:22.000 --> 00:02:24.000]  其實當時說著說著
[00:02:24.000 --> 00:02:26.000]  我真的想這樣改
[00:02:26.000 --> 00:02:28.000]  我想幫自己的兒子改
[00:02:28.000 --> 00:02:30.000]  叫做林源三
[00:02:30.000 --> 00:02:33.000]  這人識少知咩了
[00:02:33.000 --> 00:02:39.000]  我老婆大概都知道林源三是一個甚麼人物
[00:02:39.000 --> 00:02:41.000]  不是真的吧
[00:02:41.000 --> 00:02:43.000]  不是,應該去到她那個年代
[00:02:43.000 --> 00:02:45.000]  沒有人認識林源三是甚麼名字
[00:02:45.000 --> 00:02:47.000]  林源三不是
[00:02:47.000 --> 00:02:49.000]  他是一個超勁的
[00:02:49.000 --> 00:02:52.000]  足球手龍的人
[00:02:52.000 --> 00:02:53.000]  超勁
[00:02:53.000 --> 00:02:55.000]  我說不是
[00:02:55.000 --> 00:02:57.000]  名字是取其而係
[00:02:57.000 --> 00:02:59.000]  他是源自三一的上帝
[00:02:59.000 --> 00:03:01.000]  因為我生仔都很短故
[00:03:01.000 --> 00:03:03.000]  我們兩個都不是那麼容易有小朋友
[00:03:03.000 --> 00:03:06.000]  在一個沒有預計的底下
[00:03:06.000 --> 00:03:09.000]  突然間有了小朋友
[00:03:09.000 --> 00:03:11.000]  都想著去領養
[00:03:11.000 --> 00:03:14.000]  因為當時太太都在保護兒童會工作
[00:03:14.000 --> 00:03:17.000]  看到小朋友都幾可憐
[00:03:17.000 --> 00:03:19.000]  而且我們有資源
[00:03:19.000 --> 00:03:23.000]  塞下油墟不如去領養
[00:03:23.000 --> 00:03:25.000]  負起一些責任
[00:03:25.000 --> 00:03:28.000]  在這個時候突然間有了小朋友
[00:03:28.000 --> 00:03:32.000]  由林源三
[00:03:32.000 --> 00:03:35.000]  當然這是有一個神學的意義
[00:03:35.000 --> 00:03:37.000]  而在當時的處境
[00:03:37.000 --> 00:03:41.000]  我覺得未來的社會是很艱難
[00:03:41.000 --> 00:03:44.000]  不如改另一個名字
[00:03:44.000 --> 00:03:45.000]  叫林靖
[00:03:45.000 --> 00:03:47.000]  因為林靖圖
[00:03:47.000 --> 00:03:50.000]  剛好有個小朋友的女生叫林靖圖
[00:03:50.000 --> 00:03:51.000]  不要撞
[00:03:51.000 --> 00:03:53.000]  就叫林靖
[00:03:53.000 --> 00:03:56.000]  希望上帝給他將來有能力
[00:03:56.000 --> 00:04:01.000]  去面對他那個時代的處境和困難
[00:04:01.000 --> 00:04:08.000]  但未到他長大已經面對成長的一些經歷
[00:04:08.000 --> 00:04:10.000]  從聖經的啟示
[00:04:10.000 --> 00:04:11.000]  我們回到聖經
[00:04:11.000 --> 00:04:13.000]  從聖經的啟示知道
[00:04:13.000 --> 00:04:17.000]  上帝非常重視人的命名
[00:04:17.000 --> 00:04:23.000]  上帝親自去幫他所創造的人命名
[00:04:23.000 --> 00:04:25.000]  那個人就叫阿當
[00:04:25.000 --> 00:04:28.000]  他創造那個人
[00:04:28.000 --> 00:04:31.000]  本身那個人的原名就叫阿當
[00:04:31.000 --> 00:04:34.000]  所以取其音譯就叫阿當
[00:04:34.000 --> 00:04:36.000]  所以一開始創造的時候
[00:04:36.000 --> 00:04:38.000]  其實已經幫他改了名
[00:04:38.000 --> 00:04:40.000]  從命名的原則我們可以明白
[00:04:40.000 --> 00:04:42.000]  上帝照著自己的形象做阿當
[00:04:42.000 --> 00:04:46.000]  然後上帝幫阿當去命名
[00:04:46.000 --> 00:04:52.000]  是要表明阿當要服在上帝的權柄和管理
[00:04:52.000 --> 00:04:56.000]  或者是愛護眷顧之下
[00:04:56.000 --> 00:05:00.000]  所以阿當是歸屬於耶和華上帝
[00:05:00.000 --> 00:05:03.000]  他是上帝的人
[00:05:03.000 --> 00:05:06.000]  在聖經二賽亞書四十三章七節
[00:05:06.000 --> 00:05:07.000]  亦都這樣去說
[00:05:07.000 --> 00:05:19.000]  「就是凡稱為我名下的人,是我為自己的榮耀創造的,是我作成所造作的。」
[00:05:19.000 --> 00:05:23.000]  在舊約亦都告訴我們
[00:05:23.000 --> 00:05:28.000]  阿當是上帝一個很光榮的創造
[00:05:28.000 --> 00:05:30.000]  阿當被造之後
