
[00:00:00.000 --> 00:00:02.000]  各位弟兄姐妹早安
[00:00:02.000 --> 00:00:10.000]  在純恩堂裡面聚會呢
[00:00:10.000 --> 00:00:12.000]  就是很快樂的
[00:00:12.000 --> 00:00:18.000]  人之間就是沒有什麼衝突啦
[00:00:18.000 --> 00:00:23.000]  大家都是笑容很美的
[00:00:23.000 --> 00:00:27.000]  但是有一些的教會呢
[00:00:28.000 --> 00:00:31.000]  這個氣氛就不太一樣
[00:00:31.000 --> 00:00:35.000]  人與人之間就是怪怪的
[00:00:35.000 --> 00:00:40.000]  就是在裡面的一些暗湧
[00:00:40.000 --> 00:00:44.000]  你說不出來 但是你感受得到
[00:00:44.000 --> 00:00:48.000]  有人說 基督教好了
[00:00:48.000 --> 00:00:51.000]  基督教是很好的了
[00:00:51.000 --> 00:00:53.000]  是基督徒討厭啊
[00:00:57.000 --> 00:00:59.000]  我們都是罪人
[00:00:59.000 --> 00:01:01.000]  我們都是有瑕疵的
[00:01:01.000 --> 00:01:03.000]  我們都是有一些時候
[00:01:03.000 --> 00:01:05.000]  就是過了
[00:01:05.000 --> 00:01:07.000]  就過了
[00:01:07.000 --> 00:01:09.000]  過了也不曉得
[00:01:09.000 --> 00:01:12.000]  所以人就是這樣啦
[00:01:12.000 --> 00:01:17.000]  加拿大書保羅寫這封信的時候呢
[00:01:17.000 --> 00:01:19.000]  就是教會裡面
[00:01:19.000 --> 00:01:23.000]  解納了一些別的教導
[00:01:23.000 --> 00:01:25.000]  是另外一個福音
[00:01:25.000 --> 00:01:30.000]  所以保羅就很痛心的
[00:01:30.000 --> 00:01:35.000]  也很耐心的
[00:01:35.000 --> 00:01:38.000]  去重新的表達這個福音是什麼
[00:01:38.000 --> 00:01:40.000]  這個福音是什麼呢
[00:01:40.000 --> 00:01:45.000]  這個福音就是承認自己的罪
[00:01:45.000 --> 00:01:50.000]  然後靠著聖靈 基督的靈
[00:01:50.000 --> 00:01:57.000]  去治好裡面那些不好的東西
[00:01:57.000 --> 00:02:00.000]  人做不了的
[00:02:00.000 --> 00:02:04.000]  人靠著自己的能力是做不了的
[00:02:04.000 --> 00:02:07.000]  到了第五章
[00:02:07.000 --> 00:02:09.000]  保羅就說
[00:02:09.000 --> 00:02:13.000]  一切肉體發出來的
[00:02:13.000 --> 00:02:15.000]  都是顯而易見的
[00:02:15.000 --> 00:02:17.000]  什麼是肉體
[00:02:17.000 --> 00:02:19.000]  人本性裡面發出來的呢
[00:02:19.000 --> 00:02:29.000]  嫉妒 貪心 要爭鬥 憤怒 不原諒人
[00:02:29.000 --> 00:02:32.000]  這些都是肉體裡面
[00:02:32.000 --> 00:02:36.000]  本來因為我們不要順服上帝
[00:02:36.000 --> 00:02:39.000]  出來的一些本性
[00:02:39.000 --> 00:02:43.000]  這個肉體發出來的
[00:02:43.000 --> 00:02:47.000]  結果就是痛苦 死亡
[00:02:47.000 --> 00:02:50.000]  生命是從哪裡來的呢
[00:02:50.000 --> 00:02:52.000]  生命是聖靈來的
[00:02:52.000 --> 00:02:57.000]  聖靈將基督的跟天父的愛
[00:02:57.000 --> 00:02:59.000]  傳到了我們裡面
[00:02:59.000 --> 00:03:01.000]  我們曉得怎麼樣去愛天父
[00:03:01.000 --> 00:03:04.000]  怎麼樣去接受天父的愛
[00:03:04.000 --> 00:03:07.000]  如果我們跟隨著聖靈
[00:03:07.000 --> 00:03:09.000]  就是進入生命
[00:03:09.000 --> 00:03:11.000]  如果我們隨從肉體
[00:03:11.000 --> 00:03:14.000]  我們就進入死亡痛苦
[00:03:14.000 --> 00:03:18.000]  好了 到了第六章
[00:03:18.000 --> 00:03:20.000]  保羅就討論
[00:03:20.000 --> 00:03:26.000]  個人與群體之間的一個道理
[00:03:26.000 --> 00:03:29.000]  第六章的第一句就是這樣說
[00:03:29.000 --> 00:03:31.000]  弟兄們啊
[00:03:31.000 --> 00:03:35.000]  如果有人陷在一些過犯裡
[00:03:35.000 --> 00:03:38.000]  你們屬靈的人要用溫柔的心
[00:03:38.000 --> 00:03:41.000]  使他迴轉過來
[00:03:41.000 --> 00:03:46.000]  自己卻要小心免得也被引誘
[00:03:46.000 --> 00:03:52.000]  如果有人陷在過犯裡
[00:03:52.000 --> 00:03:55.000]  就是說如果你是人
[00:03:55.000 --> 00:04:00.000]  你就有機會陷在過犯裡
[00:04:00.000 --> 00:04:05.000]  好 我要問大家
[00:04:05.000 --> 00:04:13.000]  你是人嗎
[00:04:13.000 --> 00:04:16.000]  如果你是人 你是活著的人
[00:04:16.000 --> 00:04:20.000]  你就有機會陷在過犯裡
[00:04:20.000 --> 00:04:23.000]  這個問題很重要
[00:04:23.000 --> 00:04:25.000]  什麼是過犯呢
[00:04:25.000 --> 00:04:29.000]  過犯就是過了
[00:04:29.000 --> 00:04:36.000]  過了然後你就稱害了別人
[00:04:36.000 --> 00:04:39.000]  你令到別人受傷害
[00:04:39.000 --> 00:04:42.000]  也令自己受傷害
[00:04:42.000 --> 00:04:45.000]  不但令人受傷害 自己受傷害
[00:04:45.000 --> 00:04:47.000]  你也稱犯了上帝了
[00:04:47.000 --> 00:04:50.000]  就是過了
[00:04:50.000 --> 00:04:52.000]  今天早上姜姑娘很好
[00:04:52.000 --> 00:04:53.000]  提醒我
[00:04:53.000 --> 00:04:57.000]  唐穆斯講到的時間是三十分鐘
[00:04:57.000 --> 00:05:00.000]  提醒起來 前幾次
[00:05:00.000 --> 00:05:04.000]  我就是 過了
[00:05:04.000 --> 00:05:06.000]  過了有什麼影響呢
[00:05:06.000 --> 00:05:08.000]  不是很嚴重的影響
[00:05:08.000 --> 00:05:12.000]  但是影響了其他的弟兄姐妹要做的事情
[00:05:12.000 --> 00:05:15.000]  過了就是過了
[00:05:15.000 --> 00:05:19.000]  有些時候我們不曉得我們過了
[00:05:19.000 --> 00:05:24.000]  我們很自然地就這樣做了
[00:05:24.000 --> 00:05:27.000]  今天坐地鐵來的時候
[00:05:27.000 --> 00:05:29.000]  啊 不曉得在哪一個站
[00:05:29.000 --> 00:05:32.000]  有尖沙咀還是哪一個站
[00:05:32.000 --> 00:05:40.000]  哎呀 這些人用盡車廂
[00:05:40.000 --> 00:05:43.000]  裡面要出來的人都出不來
[00:05:43.000 --> 00:05:48.000]  他們就說你寄什麼 讓我們出來了
[00:05:48.000 --> 00:05:50.000]  這個道理很簡單嗎
[00:05:50.000 --> 00:05:53.000]  就是人不出來 裡面沒有空間
[00:05:53.000 --> 00:05:56.000]  你跑進去幹什麼呢
[00:05:56.000 --> 00:05:58.000]  人就是這樣
[00:05:58.000 --> 00:06:00.000]  我們過了不曉得
[00:06:00.000 --> 00:06:03.000]  我們以為這是當然的
[00:06:03.000 --> 00:06:07.000]  這是理所當然的
[00:06:07.000 --> 00:06:12.000]  我們中國人有一句話是很奇怪的
[00:06:12.000 --> 00:06:14.000]  是怎麼樣呢
[00:06:14.000 --> 00:06:17.000]  無冤不成夫婦
[00:06:17.000 --> 00:06:19.000]  無仇不成父子
[00:06:19.000 --> 00:06:22.000]  聽過這句話嗎
[00:06:22.000 --> 00:06:26.000]  這句話是有根據的
[00:06:26.000 --> 00:06:28.000]  什麼根據呢
[00:06:28.000 --> 00:06:32.000]  就是很多的父子都是不和的
[00:06:32.000 --> 00:06:34.000]  為什麼不和呢
[00:06:34.000 --> 00:06:39.000]  因為這個做父親的過了
[00:06:39.000 --> 00:06:44.000]  過了這個兒子受了很多的氣
[00:06:44.000 --> 00:06:45.000]  很多的氣
[00:06:45.000 --> 00:06:48.000]  這個父親就是覺得我是父親
[00:06:48.000 --> 00:06:54.000]  兒子沒有感受到這個父親給他這個好處
[00:06:54.000 --> 00:06:56.000]  給他的愛
[00:06:56.000 --> 00:06:59.000]  只是感受了父親怎麼去用他
[00:06:59.000 --> 00:07:00.000]  怎麼去摸索他
[00:07:00.000 --> 00:07:03.000]  怎麼樣去害他
[00:07:03.000 --> 00:07:04.000]  這個結果是什麼呢
[00:07:04.000 --> 00:07:07.000]  仇恨呢
[00:07:07.000 --> 00:07:10.000]  無冤不成夫婦怎麼樣
[00:07:10.000 --> 00:07:15.000]  冤
[00:07:15.000 --> 00:07:16.000]  本來是對他好的
[00:07:16.000 --> 00:07:21.000]  但是好像沒有相應的動作
[00:07:21.000 --> 00:07:25.000]  就是大家都不理解對方是怎麼樣的
[00:07:25.000 --> 00:07:30.000]  這個冤仇就是怎樣來的
[00:07:30.000 --> 00:07:33.000]  夫妻是自己選的
[00:07:33.000 --> 00:07:36.000]  父子沒有得選
[00:07:36.000 --> 00:07:37.000]  無論是怎麼樣呢
[00:07:37.000 --> 00:07:43.000]  人與人之間就是過了
[00:07:43.000 --> 00:07:47.000]  保羅說如果有人現在過犯你
[00:07:47.000 --> 00:07:49.000]  現在過犯你是什麼意思呢
[00:07:49.000 --> 00:07:52.000]  就是他過了他不曉得
[00:07:52.000 --> 00:07:54.000]  他就不斷地過
[00:07:54.000 --> 00:07:56.000]  不斷地過的結果是什麼呢
[00:07:56.000 --> 00:08:02.000]  這個傷害就越來越深了
[00:08:02.000 --> 00:08:06.000]  如果我們就是在這個人群中間
[00:08:06.000 --> 00:08:09.000]  就是不斷地彼此的傷害
[00:08:09.000 --> 00:08:11.000]  這結果是怎麼樣呢
[00:08:11.000 --> 00:08:17.000]  結果就是我們越離越遠
[00:08:17.000 --> 00:08:21.000]  活著 活得好 活得快樂
[00:08:21.000 --> 00:08:23.000]  這個道路越來越遠了
[00:08:23.000 --> 00:08:26.000]  我們跟隨耶穌這個道路是怎樣的
[00:08:26.000 --> 00:08:29.000]  但是我們只過了越來越遠了
[00:08:29.000 --> 00:08:33.000]  保羅說我們需要群體
[00:08:33.000 --> 00:08:38.000]  群體 屬靈的群體來幫助我們
[00:08:38.000 --> 00:08:42.000]  我們從過了這個生活的態度
[00:08:42.000 --> 00:08:45.000]  回轉過來
[00:08:45.000 --> 00:08:48.000]  為什麼我們需要群體呢
[00:08:48.000 --> 00:08:52.000]  就是我們不知道自己的情況
[00:08:52.000 --> 00:08:56.000]  過了也不知道
[00:08:56.000 --> 00:09:00.000]  這個禮拜我收到了一個powerpoint
[00:09:00.000 --> 00:09:04.000]  一個以前的同學給我的powerpoint
[00:09:04.000 --> 00:09:07.000]  這個題目是什麼
[00:09:07.000 --> 00:09:14.000]  靜態創傷
[00:09:14.000 --> 00:09:19.000]  原來我們這個體態不對
[00:09:19.000 --> 00:09:22.000]  令我們受傷
[00:09:22.000 --> 00:09:28.000]  這個敲腳是傷害自己的
[00:09:28.000 --> 00:09:31.000]  但是我們就習慣了
[00:09:31.000 --> 00:09:37.000]  還有這個頭
[00:09:37.000 --> 00:09:43.000]  如果不是剛剛好地在頸椎上面
[00:09:43.000 --> 00:09:47.000]  而是垂下來
[00:09:47.000 --> 00:09:50.000]  每過一度
[00:09:50.000 --> 00:09:54.000]  這個受的壓力就增加很多分了
[00:09:54.000 --> 00:09:59.000]  這個靜態的傷害影響很大
[00:09:59.000 --> 00:10:01.000]  但是我們習慣了
[00:10:01.000 --> 00:10:04.000]  我們是怎樣讀書
[00:10:04.000 --> 00:10:07.000]  我們是怎樣做事情
[00:10:07.000 --> 00:10:09.000]  我們習慣了
[00:10:09.000 --> 00:10:11.000]  我們做在哪裡做得不好
[00:10:11.000 --> 00:10:15.000]  那個腰椎受壓
[00:10:15.000 --> 00:10:18.000]  長長的壓
[00:10:18.000 --> 00:10:21.000]  壓呀 壓呀 結果什麼呢
[00:10:21.000 --> 00:10:24.000]  過了
[00:10:24.000 --> 00:10:29.000]  我們曉得自己的體態錯了嗎
[00:10:29.000 --> 00:10:32.000]  如果別人不告訴我
[00:10:32.000 --> 00:10:35.000]  我不曉得
[00:10:35.000 --> 00:10:38.000]  我們需要群體
[00:10:38.000 --> 00:10:43.000]  用溫柔的心來提醒我們
[00:10:43.000 --> 00:10:45.000]  我們過了
[00:10:45.000 --> 00:10:46.000]  我們傷害自己
[00:10:46.000 --> 00:10:48.000]  我們傷害別人
[00:10:48.000 --> 00:10:59.000]  最重要的是我們傷害上帝
[00:10:59.000 --> 00:11:01.000]  我們有一個想法
[00:11:01.000 --> 00:11:04.000]  人好麻煩呀
[00:11:04.000 --> 00:11:06.000]  媽媽很麻煩呀
[00:11:06.000 --> 00:11:08.000]  特別媽媽麻煩
[00:11:08.000 --> 00:11:09.000]  因為什麼呢
[00:11:09.000 --> 00:11:11.000]  媽媽很多嘴呀
[00:11:11.000 --> 00:11:13.000]  嘴碎碎的
[00:11:13.000 --> 00:11:14.000]  穿這個呀
[00:11:14.000 --> 00:11:16.000]  不要吃這個呀
[00:11:16.000 --> 00:11:19.000]  就是很多時候
[00:11:19.000 --> 00:11:21.000]  媽媽的心是好的
[00:11:21.000 --> 00:11:24.000]  但那個嘴過了
[00:11:24.000 --> 00:11:27.000]  講多了
[00:11:27.000 --> 00:11:28.000]  但是你跟媽媽說
[00:11:28.000 --> 00:11:30.000]  哎呀媽媽不要講了
[00:11:30.000 --> 00:11:31.000]  我明白了
[00:11:31.000 --> 00:11:32.000]  你不要講了
[00:11:32.000 --> 00:11:34.000]  你告訴媽媽
[00:11:34.000 --> 00:11:36.000]  雖然是很溫和地告訴她
[00:11:36.000 --> 00:11:39.000]  但是媽媽也不高興了
[00:11:39.000 --> 00:11:40.000]  不高興
[00:11:40.000 --> 00:11:41.000]  我做媽媽
[00:11:41.000 --> 00:11:42.000]  我說你幾句
[00:11:42.000 --> 00:11:44.000]  你就講講
[00:11:44.000 --> 00:11:47.000]  這個是什麼現象呢
