
[00:00:00.000 --> 00:00:01.700]  我們回到《創世紀》
[00:00:01.700 --> 00:00:03.700]  今天看看另一個人物
[00:00:03.700 --> 00:00:04.880]  他也是與神同行
[00:00:04.880 --> 00:00:08.880]  不過有少許字眼上的不同
[00:00:08.880 --> 00:00:10.260]  今天和大家看的是
[00:00:10.260 --> 00:00:13.060]  行在神面前的亞伯拉罕
[00:00:13.060 --> 00:00:15.800]  這是我們很熟悉的一個人物
[00:00:15.800 --> 00:00:18.800]  很熟悉《創世紀》的人物
[00:00:18.800 --> 00:00:22.360]  我們看看聖經裏面的記載
[00:00:22.360 --> 00:00:26.420]  今天沒辦法完全講述亞伯拉罕的生平
[00:00:26.420 --> 00:00:28.560]  但是我們很能夠集中幾點
[00:00:28.560 --> 00:00:31.320]  看看他如何行在神的面前
[00:00:31.320 --> 00:00:36.680]  我們一同學習與上帝同行
[00:00:36.680 --> 00:00:40.180]  特別在這個期間
[00:00:40.180 --> 00:00:42.180]  我們更需要未必能夠出門
[00:00:42.180 --> 00:00:43.480]  但是每一天的日子
[00:00:43.480 --> 00:00:47.360]  我們的生活能夠與上帝同行
[00:00:47.360 --> 00:00:49.360]  我們看看《創世紀》十一章
[00:00:49.360 --> 00:00:51.720]  這是最後那兩節
[00:00:51.720 --> 00:00:54.440]  然後就轉入十二章
[00:00:54.440 --> 00:00:55.560]  在聖經裏面
[00:00:55.560 --> 00:00:58.160]  亞伯拉罕後來神改名
[00:00:58.160 --> 00:01:00.080]  叫他做亞伯拉罕
[00:01:00.080 --> 00:01:03.360]  因為他開始叫做多國之父
[00:01:03.360 --> 00:01:05.360]  第十七章這裏
[00:01:05.360 --> 00:01:06.880]  神與他納約
[00:01:06.880 --> 00:01:09.040]  使他的後裔極其繁多
[00:01:09.040 --> 00:01:11.120]  事實上後來真的成就了
[00:01:11.120 --> 00:01:13.360]  他不單止是猶太人
[00:01:13.360 --> 00:01:16.120]  希伯來人的先父
[00:01:16.120 --> 00:01:20.800]  他也是阿拉伯人的先祖
[00:01:20.800 --> 00:01:23.360]  所以他的後裔真的很多
[00:01:23.360 --> 00:01:24.320]  來到今天
[00:01:24.320 --> 00:01:26.520]  我們知道在中東的地方
[00:01:26.520 --> 00:01:28.880]  數不勝數全世界遍滿
[00:01:28.880 --> 00:01:30.720]  都有這些希伯來人
[00:01:30.720 --> 00:01:33.520]  或者以色列猶太人
[00:01:33.520 --> 00:01:35.560]  神應許他的後裔非常多
[00:01:35.560 --> 00:01:36.760]  但是必須履行
[00:01:36.760 --> 00:01:38.960]  就是剛才十七節這裏看見的
[00:01:38.960 --> 00:01:41.240]  他說我是全能的上帝
[00:01:41.240 --> 00:01:44.800]  你當在我面前作完全人
[00:01:44.800 --> 00:01:46.920]  所以在這裏讓我們看見
[00:01:46.920 --> 00:01:48.000]  作完全人
[00:01:48.000 --> 00:01:49.680]  如果大家還記得
[00:01:49.680 --> 00:01:52.320]  我們回到前幾章
[00:01:52.320 --> 00:01:55.040]  講羅亞的時候
[00:01:55.040 --> 00:01:56.720]  羅亞是一個異人
[00:01:56.720 --> 00:02:01.640]  在當時的世代是一個完全的人
[00:02:01.640 --> 00:02:04.360]  羅亞與神同行
[00:02:04.360 --> 00:02:10.400]  這裏很相似的句子的結構
[00:02:10.400 --> 00:02:14.200]  神說你必須在我的面前
[00:02:14.200 --> 00:02:16.400]  作完全的人
[00:02:16.400 --> 00:02:18.520]  這個「在我面前」
[00:02:18.520 --> 00:02:20.560]  其實與「與神同行」
[00:02:20.560 --> 00:02:23.680]  這個希伯來字是相同的
[00:02:23.680 --> 00:02:27.120]  即是說在神的面前跟我一起走
[00:02:27.120 --> 00:02:29.520]  「在我面前」的意思是
[00:02:29.520 --> 00:02:31.440]  與我同行的意思
[00:02:31.440 --> 00:02:33.960]  與我同行作完全的人
[00:02:33.960 --> 00:02:37.000]  所以與羅亞當時的情況很相似
[00:02:37.000 --> 00:02:41.560]  他在神面前信靠神
[00:02:41.560 --> 00:02:43.080]  成為一個異人
[00:02:43.080 --> 00:02:46.280]  而且追求在當時這個世代裏面
[00:02:46.280 --> 00:02:48.240]  他做一個分別出來的
[00:02:48.240 --> 00:02:50.520]  在神面前做完全的人
[00:02:50.520 --> 00:02:52.840]  然後最重要的關鍵就是
[00:02:52.840 --> 00:02:54.960]  他行在神的面前
[00:02:54.960 --> 00:02:57.160]  即是說與神同行
[00:02:57.160 --> 00:02:59.920]  當阿伯拉罕經過了一段日子
[00:02:59.920 --> 00:03:01.880]  他信靠神的確是
[00:03:01.880 --> 00:03:04.360]  但到了他隔了
[00:03:04.360 --> 00:03:08.640]  從出吾爾或者哈蘭的時候
[00:03:08.640 --> 00:03:11.000]  他已經隔了二十四年
[00:03:11.000 --> 00:03:13.080]  神再一次向他顯現
[00:03:13.080 --> 00:03:16.640]  在期間他有靈性的進步
[00:03:16.640 --> 00:03:18.800]  但亦都有靈性的軟弱
[00:03:18.800 --> 00:03:20.000]  如果我們看過
[00:03:20.000 --> 00:03:23.520]  阿伯拉罕生平在《記章》裏有些時間
[00:03:23.520 --> 00:03:27.960]  他有些時候有靈性的軟弱
[00:03:27.960 --> 00:03:29.640]  但來到這裡面前
[00:03:29.640 --> 00:03:30.680]  神再一次提醒
[00:03:30.680 --> 00:03:33.400]  祂說你的人生究竟是怎樣過呢?
[00:03:33.400 --> 00:03:36.400]  你就是要來到在我的面前
[00:03:36.400 --> 00:03:38.480]  追求與我同行
[00:03:38.480 --> 00:03:40.360]  做一個分別出來
[00:03:40.360 --> 00:03:41.600]  完全的人
[00:03:41.600 --> 00:03:44.320]  因為我是全能的上帝
[00:03:44.320 --> 00:03:47.720]  能夠成就在你身上奇妙的雞白
[00:03:47.720 --> 00:03:49.800]  和賜給你的英雄
[00:03:49.800 --> 00:03:53.320]  所以今天我們簡單看看
[00:03:53.320 --> 00:03:55.880]  究竟阿伯拉罕
[00:03:55.880 --> 00:03:57.680]  他在神的面前
[00:03:57.680 --> 00:04:01.280]  怎樣來過他的人生呢?
[00:04:01.280 --> 00:04:07.360]  我們知道阿伯拉罕是一個遊牧民族的始祖
[00:04:07.360 --> 00:04:08.400]  在當時
[00:04:08.400 --> 00:04:10.000]  剛才幾節經文你已經發覺
[00:04:10.000 --> 00:04:12.000]  他從吾爾到哈蘭
[00:04:12.000 --> 00:04:14.200]  接著去到迦南地事件
[00:04:14.200 --> 00:04:15.360]  亦都去到伯特利
[00:04:15.360 --> 00:04:16.520]  後來去到埃及
[00:04:16.520 --> 00:04:18.800]  又回到迦南等等
[00:04:18.800 --> 00:04:21.480]  很多的遷移
[00:04:21.480 --> 00:04:25.360]  在他人生當中有很多未知的因素
[00:04:25.360 --> 00:04:26.200]  我們知道
