
[00:00:00.000 --> 00:00:03.000]  繼續和大家講哥羅西書
[00:00:03.000 --> 00:00:08.000]  有一本書叫做Disappointment with God
[00:00:08.000 --> 00:00:11.000]  是Philip Yancey寫的
[00:00:11.000 --> 00:00:13.000]  翻譯了中文
[00:00:13.000 --> 00:00:17.000]  中文的書名叫做《無語問上帝》
[00:00:17.000 --> 00:00:24.000]  Philip Yancey在這本書裏寫了一段關於他對現代教會的看法
[00:00:24.000 --> 00:00:26.000]  特別是在福音方面
[00:00:26.000 --> 00:00:28.000]  意思大概是這樣
[00:00:28.000 --> 00:00:32.000]  當然加了一點我自己的演繹在裏面
[00:00:32.000 --> 00:00:37.000]  他說你們怎樣看教會呢
[00:00:37.000 --> 00:00:41.000]  耶穌基督當然可以令人很佩服
[00:00:41.000 --> 00:00:43.000]  但是你看看教會
[00:00:43.000 --> 00:00:49.000]  他們這樣的教會可以令人佩服嗎
[00:00:49.000 --> 00:00:52.000]  可以彰顯神的榮耀嗎
[00:00:54.000 --> 00:01:00.000]  現代的教會已經脫離理想離得很遠
[00:01:00.000 --> 00:01:10.000]  但是世人偏偏去看這些帶著神名份的基督徒來批判神
[00:01:10.000 --> 00:01:12.000]  結果怎樣呢
[00:01:12.000 --> 00:01:16.000]  絕大部份的人類對神都很失望
[00:01:16.000 --> 00:01:20.000]  是因為他對基督徒很失望
[00:01:22.000 --> 00:01:24.000]  神為了拯救世人
[00:01:24.000 --> 00:01:26.000]  祂遭受三大屈辱
[00:01:26.000 --> 00:01:29.000]  第一是「道成肉身」
[00:01:29.000 --> 00:01:36.000]  即是祂要活在一個有限制的人生軀體裏
[00:01:36.000 --> 00:01:43.000]  第二祂要忍受十字架的苦刑和羞辱
[00:01:43.000 --> 00:01:49.000]  第三就是祂要將自己的聲望、名譽、前途
[00:01:49.000 --> 00:01:56.000]  救世工程的成敗寄望在一群平庸的人的教會上
[00:01:56.000 --> 00:02:01.000]  神付出了很大的代價
[00:02:01.000 --> 00:02:05.000]  就是祂要容忍教會信徒
[00:02:05.000 --> 00:02:10.000]  要容忍信徒各樣的缺陷
[00:02:10.000 --> 00:02:18.000]  祂又將自己的靈去毀身給無病百出的世人
[00:02:20.000 --> 00:02:24.000]  究竟神想成就甚麼呢
[00:02:24.000 --> 00:02:27.000]  答案就是
[00:02:27.000 --> 00:02:31.000]  神寧願揀選我們人
[00:02:31.000 --> 00:02:36.000]  在地上來做復原人和受造物的工作
[00:02:36.000 --> 00:02:41.000]  神揀選了我們人類成為復原任務的工具
[00:02:41.000 --> 00:02:48.000]  這個正正就好像保羅常常去做一個比喻
[00:02:48.000 --> 00:02:51.000]  基督就是一個身體的頭
[00:02:51.000 --> 00:02:55.000]  由這個頭指揮身上各肢體
[00:02:55.000 --> 00:02:57.000]  就是我們信徒
[00:02:57.000 --> 00:02:59.000]  去達成祂的旨意
[00:02:59.000 --> 00:03:02.000]  我們信徒作為肢體
[00:03:02.000 --> 00:03:07.000]  我們應該或者必須要聽從和信任這個頭的帶領
[00:03:07.000 --> 00:03:12.000]  我們要信任和服從基督的帶領
[00:03:12.000 --> 00:03:16.000]  這樣才能成就神的旨意
[00:03:16.000 --> 00:03:23.000]  能夠成就神託付給我們幫忙拯救世界的福音使命
[00:03:23.000 --> 00:03:27.000]  這個引述就講完畢
[00:03:27.000 --> 00:03:31.000]  這一段文字
[00:03:31.000 --> 00:03:36.000]  我相信我們聽起來都覺得很諷刺或者很刺骨
[00:03:36.000 --> 00:03:37.000]  很不舒服
[00:03:37.000 --> 00:03:39.000]  但是
[00:03:40.000 --> 00:03:49.000]  這些文字最後講了一句話就是我們要參與拯救世界的福音使命
[00:03:49.000 --> 00:03:53.000]  這個正正就是今天這一段經文
[00:03:53.000 --> 00:03:56.000]  哥羅西書四章裡面所講的重點
[00:03:56.000 --> 00:04:00.000]  哥羅西書四章
[00:04:00.000 --> 00:04:02.000]  特別是前半部分
[00:04:02.000 --> 00:04:05.000]  重點就是說我們信徒
[00:04:05.000 --> 00:04:06.000]  得救了的信徒
[00:04:06.000 --> 00:04:09.000]  我們要積極去傳福音
[00:04:09.000 --> 00:04:11.000]  去履行這個大使命
[00:04:11.000 --> 00:04:17.000]  這一段經文前半段
[00:04:17.000 --> 00:04:20.000]  就是第二節到第六節
[00:04:20.000 --> 00:04:23.000]  是講我們在教會裡面
[00:04:23.000 --> 00:04:25.000]  我們有些什麼可以做呢
[00:04:25.000 --> 00:04:27.000]  特別在福音方面
[00:04:27.000 --> 00:04:31.000]  我們應該怎樣做去支持這個福音行動呢
[00:04:31.000 --> 00:04:35.000]  後半段是第七到十八節
[00:04:35.000 --> 00:04:41.000]  這裡是講教會裡面是有一班來自不同背景的人
[00:04:41.000 --> 00:04:47.000]  由不同背景的人組成的
[00:04:47.000 --> 00:04:51.000]  我們必須要很小心留意
[00:04:51.000 --> 00:04:54.000]  這麼多的人和事工
[00:04:54.000 --> 00:04:57.000]  這麼多的人和事工是什麼呢
[00:04:57.000 --> 00:04:58.000]  所謂多樣化
[00:04:58.000 --> 00:05:01.000]  很多不同背景很多樣式
[00:05:01.000 --> 00:05:03.000]  diversity我們叫
[00:05:05.000 --> 00:05:08.000]  而能夠在傳福音方面
[00:05:08.000 --> 00:05:10.000]  我們叫合一unity
[00:05:10.000 --> 00:05:15.000]  我們首先看看前半段的經文
[00:05:15.000 --> 00:05:21.000]  看看我們應該怎樣做去支持這個大使命
[00:05:21.000 --> 00:05:24.000]  我們先看哥羅西書四章第二節
[00:05:24.000 --> 00:05:28.000]  你們要行切禱告
[00:05:28.000 --> 00:05:31.000]  在此警醒感恩
[00:05:34.000 --> 00:05:37.000]  在上一章即是第三章開始的時候
[00:05:37.000 --> 00:05:43.000]  保羅已經是叫信了耶穌的人要脫去舊人
[00:05:43.000 --> 00:05:45.000]  穿上新人
[00:05:45.000 --> 00:05:47.000]  即是說要做好自己
[00:05:47.000 --> 00:05:52.000]  然後就要從自己的家裡面做好
[00:05:52.000 --> 00:05:57.000]  再而就要在工作的地方做好自己
[00:05:57.000 --> 00:06:01.000]  最後今天即是去到今天這一段經文
[00:06:01.000 --> 00:06:07.000]  是說要在教會裡面做好我們應該要做的工作
[00:06:07.000 --> 00:06:10.000]  就是要積極去傳福音
[00:06:10.000 --> 00:06:13.000]  講到教會的時候
[00:06:13.000 --> 00:06:15.000]  你或者會奇怪
[00:06:15.000 --> 00:06:18.000]  保羅為什麼講到教會的時候
[00:06:18.000 --> 00:06:22.000]  他不去講那些熱門的教訓話題
[00:06:22.000 --> 00:06:26.000]  就是彼此相愛等等那些熱門的話題呢
[00:06:27.000 --> 00:06:33.000]  為什麼他只提到傳福音和提到這麼多的人名在裡面呢
[00:06:33.000 --> 00:06:38.000]  如果你看回第三章的時候你知道
[00:06:38.000 --> 00:06:46.000]  在第三章裡面他已經講過信徒之間應有的相交之道
[00:06:46.000 --> 00:06:51.000]  跟大家去讀幾節聖經溫習一下
[00:06:51.000 --> 00:06:54.000]  我們看看三章第十二節
[00:06:56.000 --> 00:06:57.000]  那裡說
[00:06:57.000 --> 00:06:59.000]  所以你們既是神的選民
[00:06:59.000 --> 00:07:01.000]  聖潔無礙的人
[00:07:01.000 --> 00:07:05.000]  就要傳憐憫恩慈謙卑溫柔忍耐的心
[00:07:05.000 --> 00:07:06.000]  十三節
[00:07:06.000 --> 00:07:09.000]  倘若這人與那人有嫌隙
[00:07:09.000 --> 00:07:11.000]  總要彼此包容彼此饒恕
[00:07:11.000 --> 00:07:13.000]  主怎樣饒恕了你們
[00:07:13.000 --> 00:07:15.000]  你們也要怎樣饒恕人
[00:07:15.000 --> 00:07:16.000]  十四節
[00:07:16.000 --> 00:07:18.000]  在這一切之外
[00:07:18.000 --> 00:07:20.000]  要傳著愛心
[00:07:20.000 --> 00:07:22.000]  愛心就是聯絡傳得的
[00:07:22.000 --> 00:07:25.000]  這裡講得很清楚很詳細
[00:07:25.000 --> 00:07:33.000]  我們在教會弟兄姊妹相處的態度應該是怎樣
[00:07:33.000 --> 00:07:37.000]  所以現在去到第四章
[00:07:37.000 --> 00:07:39.000]  雖然講到教會的時候
[00:07:39.000 --> 00:07:44.000]  他本來就不再重複講那些相交之道的態度
[00:07:44.000 --> 00:07:46.000]  就集中講回
[00:07:46.000 --> 00:07:51.000]  教會裡面應該要做的一個重要工作
[00:07:51.000 --> 00:07:52.000]  就是傳福音
[00:07:52.000 --> 00:07:54.000]  履行大使命
[00:07:55.000 --> 00:07:59.000]  當然教會是信徒的家
[00:07:59.000 --> 00:08:07.000]  我們當然可以去享受
[00:08:07.000 --> 00:08:10.000]  一起敬拜那種敬拜之樂
[00:08:10.000 --> 00:08:13.000]  也可以享受一起團契那種溫馨
[00:08:13.000 --> 00:08:17.000]  享受各種教會裡面的活動
[00:08:17.000 --> 00:08:25.000]  但是他千萬不要忘記教會的使命是傳福音
[00:08:25.000 --> 00:08:29.000]  我們看回哥羅西書四章二節
[00:08:29.000 --> 00:08:34.000]  保羅在這裡提醒哥羅西教會的信徒
[00:08:34.000 --> 00:08:36.000]  要不斷禱告
[00:08:36.000 --> 00:08:40.000]  而且要投入禱告裡面
[00:08:40.000 --> 00:08:47.000]  行徹那個字的心意就是要投入禱告裡面
[00:08:47.000 --> 00:08:51.000]  怎樣才算投入禱告裡面呢?
[00:08:51.000 --> 00:08:55.000]  然後聖經解釋給我們聽
[00:08:55.000 --> 00:08:58.000]  就是要警醒和感恩
[00:08:58.000 --> 00:09:01.000]  警醒即是要留心
[00:09:01.000 --> 00:09:04.000]  留心你所祈禱的事項
[00:09:04.000 --> 00:09:07.000]  和周圍你身邊發生的事
[00:09:07.000 --> 00:09:09.000]  看看有沒有關聯
[00:09:09.000 --> 00:09:15.000]  這個很可能就是神應運你禱告的現象
[00:09:15.000 --> 00:09:17.000]  所以我們要留心
[00:09:17.000 --> 00:09:18.000]  而且還要感恩
[00:09:18.000 --> 00:09:21.000]  為你所祈禱的事感恩
[00:09:21.000 --> 00:09:23.000]  即是為了要祈禱傳福音
[00:09:23.000 --> 00:09:25.000]  或者支持宣教的工作
[00:09:25.000 --> 00:09:27.000]  為那件事感恩
[00:09:27.000 --> 00:09:30.000]  而也為所發生的事去感恩
[00:09:30.000 --> 00:09:32.000]  當你這樣去祈禱的時候
[00:09:32.000 --> 00:09:35.000]  留心加上感恩的時候
[00:09:35.000 --> 00:09:39.000]  你就是投入那個祈禱裡面
[00:09:39.000 --> 00:09:42.000]  我們很少這樣去祈禱
[00:09:42.000 --> 00:09:44.000]  我們現在要學一下這樣去祈禱
[00:09:44.000 --> 00:09:46.000]  要行徹禱告
[00:09:46.000 --> 00:09:50.000]  不是因為祈禱祈得多神才聽
[00:09:50.000 --> 00:09:53.000]  很多時候我們有錯覺
[00:09:53.000 --> 00:09:54.000]  你不斷祈禱
[00:09:54.000 --> 00:09:56.000]  祈禱多了神就聽
[00:09:56.000 --> 00:09:58.000]  就好像以為祈禱少了神就不聽
[00:09:58.000 --> 00:09:59.000]  不是
[00:09:59.000 --> 00:10:01.000]  不是這個意思
[00:10:01.000 --> 00:10:03.000]  雖然聖經有另外一些地方
[00:10:03.000 --> 00:10:05.000]  會告訴我們要不住禱告
[00:10:05.000 --> 00:10:08.000]  但是那個意思不是說
[00:10:08.000 --> 00:10:10.000]  祈禱多了就聽
[00:10:10.000 --> 00:10:11.000]  意思是什麼呢
[00:10:11.000 --> 00:10:14.000]  是因為我們祈禱祈得多的時候
[00:10:14.000 --> 00:10:16.000]  我們的心自然就會去留意
[00:10:16.000 --> 00:10:19.000]  就會去留心周圍發生的事
