
[00:00:00.000 --> 00:00:02.000]  各位弟子朋友安安
[00:00:02.000 --> 00:00:06.220]  請大家再一次低頭祈禱
[00:00:06.220 --> 00:00:08.560]  慈愛的天父我們感謝祢
[00:00:08.560 --> 00:00:12.220]  因為祢揀選我們成為祢的孩子
[00:00:12.220 --> 00:00:14.980]  我們知道祢很深愛我們
[00:00:14.980 --> 00:00:18.360]  想引誘聖靈去打開我們的心
[00:00:18.360 --> 00:00:22.020]  讓我們能夠明白祢對我們的說話
[00:00:22.020 --> 00:00:23.820]  祢知道我們的光景
[00:00:23.820 --> 00:00:25.560]  祢知道我們的需要
[00:00:25.560 --> 00:00:29.000]  求天父祢就將祢的話去深植我們的心
[00:00:29.000 --> 00:00:32.840]  也願我們能夠去進行
[00:00:32.840 --> 00:00:35.800]  因為這是我們生命要走的路
[00:00:35.800 --> 00:00:37.480]  多謝你聽我們的祈禱
[00:00:37.480 --> 00:00:39.440]  藉著耶穌基督的命求
[00:00:39.440 --> 00:00:41.700]  阿們
[00:00:41.700 --> 00:00:43.440]  今天我想跟大家分享一個
[00:00:43.440 --> 00:00:47.880]  我們每一天都會面對的實況
[00:00:47.880 --> 00:00:50.280]  不論你是學生哥
[00:00:50.280 --> 00:00:53.560]  還是剛剛進入職場的年輕人
[00:00:53.560 --> 00:00:56.960]  還是只是三四五十歲
[00:00:56.960 --> 00:00:59.840]  正是面對家庭、事業
[00:00:59.840 --> 00:01:03.240]  兩邊都要背重的成年人
[00:01:03.240 --> 00:01:05.280]  甚至你好像我這樣
[00:01:05.280 --> 00:01:11.280]  已經進入身體的功能漸漸衰退
[00:01:11.280 --> 00:01:14.860]  面對晚年生活的長者
[00:01:14.860 --> 00:01:16.900]  我們都活在一個
[00:01:16.900 --> 00:01:23.120]  一起活在一個很巨大的社會遊戲規則裏面
[00:01:23.120 --> 00:01:25.440]  這個規則告訴我們
[00:01:25.440 --> 00:01:29.080]  你的價值有沒有用
[00:01:29.080 --> 00:01:34.840]  取決於你擁有多少東西
[00:01:34.840 --> 00:01:35.960]  年積的時候
[00:01:35.960 --> 00:01:36.960]  我們的學歷
[00:01:36.960 --> 00:01:39.160]  我們在哪間公司裏面上班
[00:01:39.160 --> 00:01:41.760]  我們的薪金有多少
[00:01:41.760 --> 00:01:44.360]  成為我們自己和其他人
[00:01:44.360 --> 00:01:47.440]  認為我們有沒有價值的指標
[00:01:47.440 --> 00:01:49.680]  好了 到了中年
[00:01:49.680 --> 00:01:51.240]  我們的職位
[00:01:51.240 --> 00:01:53.160]  我們的月薪有多少
[00:01:53.160 --> 00:01:54.920]  我們擁有多少的資產
[00:01:54.920 --> 00:01:56.480]  駕駛著什麼車
[00:01:56.480 --> 00:01:57.680]  住在哪一區
[00:01:57.680 --> 00:01:59.360]  家裡有多大
[00:01:59.360 --> 00:02:02.960]  甚至是我們兒女的成就
[00:02:02.960 --> 00:02:05.080]  都會成為我們怎樣看待自己
[00:02:05.080 --> 00:02:07.440]  別人覺得我們是否成功
[00:02:07.440 --> 00:02:10.400]  有沒有價值的指標
[00:02:10.400 --> 00:02:12.520]  好了 到了年紀大了
[00:02:12.520 --> 00:02:14.120]  雖然退休了
[00:02:14.120 --> 00:02:16.400]  我們依然在比較
[00:02:16.400 --> 00:02:19.640]  誰的退休金夠豐厚
[00:02:19.640 --> 00:02:23.000]  誰的身體保養得更加好
[00:02:23.000 --> 00:02:26.480]  誰的生活更加有體面
[00:02:26.480 --> 00:02:28.960]  我們會用這些來衡量自己
[00:02:28.960 --> 00:02:30.840]  衡量其他人
[00:02:30.840 --> 00:02:33.960]  他有沒有價值
[00:02:33.960 --> 00:02:35.680]  我們太習慣這套
[00:02:35.680 --> 00:02:39.360]  市場經濟的評分標準
[00:02:39.360 --> 00:02:41.360]  我們確實經歷過
[00:02:41.360 --> 00:02:43.560]  當你擁有這些東西的時候
[00:02:43.560 --> 00:02:47.240]  身邊的人不單止會羨慕你
[00:02:47.240 --> 00:02:48.840]  會稱讚你
[00:02:48.840 --> 00:02:51.520]  會尊重你
[00:02:51.520 --> 00:02:54.960]  不過我也想誠實地問大家一個問題
[00:02:54.960 --> 00:02:57.040]  這種尊重
[00:02:57.040 --> 00:02:59.040]  這種讚美
[00:02:59.040 --> 00:03:02.760]  到底是尊重你這個人
[00:03:02.760 --> 00:03:05.840]  抑或是尊重、讚美
[00:03:05.840 --> 00:03:10.680]  你背後所擁有的資源呢?
[00:03:10.680 --> 00:03:14.160]  現代人最深層的焦慮就在這裡
[00:03:14.160 --> 00:03:16.440]  因為我們知道這個愛
[00:03:16.440 --> 00:03:21.040]  這個社會的愛是有條件的
[00:03:21.040 --> 00:03:23.280]  我們每一個人都活在
[00:03:23.280 --> 00:03:26.560]  都生活在一個很大的壓力底下
[00:03:26.560 --> 00:03:29.360]  我們要好像一隻倉鼠一樣
[00:03:29.360 --> 00:03:31.520]  在這個輪子裏面
[00:03:31.520 --> 00:03:32.680]  不斷地走
[00:03:32.680 --> 00:03:34.360]  拼命地走
[00:03:34.360 --> 00:03:35.840]  拼命地證明自己
[00:03:35.840 --> 00:03:37.200]  我很好
[00:03:37.200 --> 00:03:38.200]  我有用
[00:03:38.200 --> 00:03:40.120]  我有價值
[00:03:40.120 --> 00:03:43.680]  於是我們職場裏面表現得很專業
[00:03:43.680 --> 00:03:46.640]  在家裏面表現得很堅強
[00:03:46.640 --> 00:03:51.400]  在社交媒體裏面表現得很幸福
[00:03:51.400 --> 00:03:55.920]  我們極度地渴望被愛
[00:03:55.920 --> 00:03:57.800]  被別人肯定
[00:03:57.800 --> 00:04:01.640]  不過我們又極度地不相信
[00:04:01.640 --> 00:04:05.040]  這個世界有真愛
[00:04:05.040 --> 00:04:07.000]  因為我們都很害怕
[00:04:07.000 --> 00:04:08.360]  只要有一天
[00:04:08.360 --> 00:04:10.480]  我們停下來
[00:04:10.480 --> 00:04:12.320]  又或者我失敗了
[00:04:12.320 --> 00:04:14.040]  我搞禍了
[00:04:14.040 --> 00:04:17.440]  那些讚美、那些肯定、那些接納
[00:04:17.440 --> 00:04:22.080]  就會一下子清零
[00:04:22.080 --> 00:04:23.200]  這就是兩千年之前
[00:04:23.200 --> 00:04:26.800]  保羅寫信給羅馬教會的時候
[00:04:26.800 --> 00:04:33.280]  當時一班信徒所面對的真實境況
[00:04:33.280 --> 00:04:35.880]  當時羅馬教會的信徒在社會上
[00:04:35.880 --> 00:04:39.440]  被主流文化排擠
[00:04:39.440 --> 00:04:42.480]  他們被貼上一個標籤
[00:04:42.480 --> 00:04:44.520]  就是他們不愛國
[00:04:44.520 --> 00:04:48.000]  他們面臨經濟和政治的重壓
[00:04:48.000 --> 00:04:50.720]  在教會裏面有兩班信徒
[00:04:50.720 --> 00:04:52.320]  一班是外邦信徒
[00:04:52.320 --> 00:04:55.320]  一班是猶太信徒
[00:04:55.320 --> 00:04:57.880]  他們因為彼此之間的文化、血統
[00:04:57.880 --> 00:04:59.680]  飲食條例不同
[00:04:59.680 --> 00:05:02.160]  他們彼此歧視
[00:05:02.160 --> 00:05:04.240]  他們爭做大佬
[00:05:04.240 --> 00:05:06.320]  每一個人都想證明自己
[00:05:06.320 --> 00:05:09.880]  才是上帝面前那個正統
[00:05:09.880 --> 00:05:13.080]  那個更加純正的子民
[00:05:13.080 --> 00:05:14.640]  在這種內憂外患
[00:05:14.640 --> 00:05:18.920]  每一個人都被壓得透不過氣來的時候
[00:05:18.920 --> 00:05:20.600]  保羅在《羅馬書》第五章
[00:05:20.600 --> 00:05:23.880]  寫下了這一段宣告
[00:05:23.880 --> 00:05:27.720]  這一段是驚天動地的宣告
[00:05:27.720 --> 00:05:31.520]  他要為那群活在重壓下的靈魂
[00:05:31.520 --> 00:05:36.240]  送上一份永遠不落空的定心丸
[00:05:36.240 --> 00:05:38.920]  我們一起來看看經文的第一節
[00:05:38.920 --> 00:05:41.120]  去到第二節
[00:05:41.120 --> 00:05:42.800]  我們一起讀出這兩節經文
[00:05:42.800 --> 00:05:44.240]  預備起
