
[00:00:00.000 --> 00:00:03.720]  歡迎大家來到我們會點教會,我們主一的崇拜
[00:00:03.720 --> 00:00:06.520]  我叫容毓輝,我叫Sam
[00:00:06.520 --> 00:00:09.680]  我希望今天可以和你分享神的話語
[00:00:09.680 --> 00:00:13.200]  但是我今天不單止想分享我自己一個的信息
[00:00:13.200 --> 00:00:18.000]  就是我還想介紹我們這個月的新的講題
[00:00:18.000 --> 00:00:21.040]  我們上個月是繼續在討論
[00:00:21.040 --> 00:00:25.000]  上個月有一些時間是討論一個喜樂的殺手
[00:00:25.000 --> 00:00:29.840]  是有什麼是可以令到我們生命中的喜樂是不存在
[00:00:29.840 --> 00:00:34.320]  這個月我們是討論一件事是知足常樂
[00:00:34.320 --> 00:00:40.360]  所以我希望在兩個話題之間做一些連接的工作
[00:00:40.360 --> 00:00:44.600]  當保羅寫信給菲拉比教會的時候
[00:00:44.600 --> 00:00:49.560]  教會不是沒事,教會是受到很大的襲擊
[00:00:49.560 --> 00:00:51.600]  而且教會上面還是受到
[00:00:51.600 --> 00:01:00.440]  換言之因為那時候菲拉比的地方他們是很屬於羅馬,是很關心的
[00:01:00.440 --> 00:01:06.320]  就是說你今天會在北京旁邊開一個香港的教會
[00:01:06.320 --> 00:01:08.920]  其實是一個很多的難處
[00:01:08.920 --> 00:01:16.280]  還有保羅在書上還寫到就是有很多教師為了自己的緣故
[00:01:16.280 --> 00:01:18.480]  為了自己土福的緣故
[00:01:18.480 --> 00:01:23.240]  來到教會裡面教了很多東西是令到保羅心痛
[00:01:23.240 --> 00:01:26.440]  第三,還在教會裡面有紛爭
[00:01:26.440 --> 00:01:30.920]  是有兩位姐妹執事是非常之不和
[00:01:30.920 --> 00:01:35.120]  但是保羅就在這個時候就向菲拉比教會裡面叫你們
[00:01:35.120 --> 00:01:40.120]  你們要上上喜樂,我再說你們要喜樂
[00:01:40.120 --> 00:01:43.040]  要使大家看出來謙和的心
[00:01:43.040 --> 00:01:45.720]  主意盡了應當毫無憂慮
[00:01:45.720 --> 00:01:53.680]  只要凡事借著祈求把感恩的心,把你們所有的高訴神
[00:01:53.680 --> 00:01:58.920]  其實我覺得保羅是沒有輕看到這個喜樂的功力
[00:01:58.920 --> 00:02:02.040]  我也上次分享過一樣東西就是憂慮的殺手
[00:02:02.040 --> 00:02:04.160]  喜樂的殺手是憂慮
[00:02:04.160 --> 00:02:08.240]  那憂慮的殺手就是喜樂
[00:02:08.240 --> 00:02:10.400]  我們要開始思想
[00:02:10.400 --> 00:02:14.000]  為什麼保羅他開始在菲拉比書的時候
[00:02:14.000 --> 00:02:17.960]  前兩章的時間他不停叫他們喜樂
[00:02:17.960 --> 00:02:21.240]  喜樂的字是在《新約》中他出的最多
[00:02:21.240 --> 00:02:23.840]  rejoice
[00:02:23.840 --> 00:02:27.280]  他憑什麼叫你rejoice
[00:02:27.280 --> 00:02:30.400]  我自己用過一個自己的思想
[00:02:30.400 --> 00:02:34.120]  去怎樣去形容這個rejoice,這個喜樂的事情
[00:02:34.120 --> 00:02:39.360]  就是當你願意相信與接受神的恩典的時候
[00:02:39.360 --> 00:02:41.920]  你就一個喜樂的開始
[00:02:41.920 --> 00:02:44.640]  生命中有很多東西令到你煩擾
[00:02:44.640 --> 00:02:47.520]  從你未信的時候你追求這個世界
[00:02:47.520 --> 00:02:50.920]  當你信了主之後,撒旦給你的襲擊
[00:02:50.920 --> 00:02:56.840]  它往往的目的就是將你的喜樂和將你的信心偷掉
[00:02:56.840 --> 00:02:59.440]  如果我想講到為什麼知足
[00:02:59.440 --> 00:03:05.040]  我會形容是當你是用信心去接受神的恩典的時候
[00:03:05.040 --> 00:03:07.440]  這個是一個過程
[00:03:07.440 --> 00:03:13.640]  我會形容這個信心是一個信徒屬靈成長的過程
[00:03:13.640 --> 00:03:17.000]  當我們在這裡認識或未認識主之前
[00:03:17.000 --> 00:03:23.040]  生命中在這個世界裡面是未認識主未有永生的盼望
[00:03:23.040 --> 00:03:26.400]  但是當神聖靈的感動,祂的話語
[00:03:26.400 --> 00:03:29.720]  給你有一個新的希望,有一個真的應許的時候
[00:03:29.720 --> 00:03:31.920]  這個就是你喜樂
[00:03:31.920 --> 00:03:34.680]  所以保羅講要靠主喜樂
[00:03:34.680 --> 00:03:37.520]  你要靠著主才有這個真的喜樂
[00:03:37.520 --> 00:03:40.800]  但是為什麼要去到一個知足
[00:03:40.800 --> 00:03:44.000]  知足在這裡也是一個contentment
[00:03:44.000 --> 00:03:47.200]  知足不是你飽足,不是你買到你的法拉利
[00:03:47.200 --> 00:03:50.840]  你的股票portfolio全部爆點
[00:03:50.840 --> 00:03:53.360]  最近我跟我親戚講他很優秀
[00:03:53.360 --> 00:03:56.840]  Netflix跌得很厲害
[00:03:56.840 --> 00:03:59.320]  不是這樣東西
[00:03:59.320 --> 00:04:02.920]  所以我們今天會討論一個知足的問題
[00:04:02.920 --> 00:04:06.000]  雖然我今天的話題未能夠全部能夠
[00:04:06.000 --> 00:04:09.520]  可以遮蓋到或者解釋到所有足夠
[00:04:09.520 --> 00:04:11.120]  這個知足的問題
[00:04:11.120 --> 00:04:14.920]  但是我希望在你腦海之中在這裡開始一個話題
[00:04:14.920 --> 00:04:17.560]  就是我們思想人生之中的知足
[00:04:17.560 --> 00:04:20.840]  和神裡面怎麼給我們的知足
[00:04:20.840 --> 00:04:22.400]  我們看到一樣東西
[00:04:22.400 --> 00:04:26.600]  如果用一個發芽的例子來講
[00:04:26.600 --> 00:04:29.520]  喜樂的時候就是神將一個福音
[00:04:29.520 --> 00:04:32.840]  一個種子放在你的心田裡面
[00:04:32.840 --> 00:04:34.840]  當你感受到這個知足
[00:04:34.840 --> 00:04:36.360]  你感受到這個喜樂的時候
[00:04:36.360 --> 00:04:38.760]  這個芽可能會發出來
[00:04:38.760 --> 00:04:41.880]  但是我們要在一個生長的情況裡面
[00:04:41.880 --> 00:04:46.440]  我們要更加深入更加可以結果
[00:04:46.440 --> 00:04:49.440]  當這個情形這個process的時候
[00:04:49.440 --> 00:04:50.960]  我覺得這個process
[00:04:50.960 --> 00:04:53.520]  就是一個叫知足的時間
[00:04:53.520 --> 00:04:55.480]  當你對十字架的信仰
[00:04:55.480 --> 00:04:57.280]  你當耶穌基督的工作
[00:04:57.280 --> 00:05:00.040]  你發覺到在聖經裡面他怎麼講到
[00:05:00.040 --> 00:05:02.800]  耶穌就是從開始到直載
[00:05:02.800 --> 00:05:05.040]  到現在都沒有離開到我的時候
[00:05:05.040 --> 00:05:07.720]  你知道這個救恩的工作
[00:05:07.720 --> 00:05:12.080]  你就開始會看到世界的事情不是那麼重要
[00:05:12.080 --> 00:05:17.560]  你更看到就是神的恩賜是更加的豐滿
[00:05:17.560 --> 00:05:19.400]  我自己經常想到
[00:05:19.400 --> 00:05:21.440]  為什麼聖經裡面經常都會講到
[00:05:21.440 --> 00:05:24.720]  牧羊人與羊的比喻
[00:05:24.720 --> 00:05:27.280]  你們有沒有養過羊
[00:05:27.280 --> 00:05:28.480]  我也沒有養過羊
[00:05:28.480 --> 00:05:32.240]  其實是因為為了去明白羊和牧羊人
[00:05:32.240 --> 00:05:34.240]  有一些時間在羊身邊
[00:05:34.240 --> 00:05:37.760]  我發覺那些羊真的是很stupid(愚蠢)
[00:05:37.760 --> 00:05:40.240]  你叫牠站在這裡牠就站在那邊
[00:05:40.240 --> 00:05:41.880]  有時候牠自己塌在地上
[00:05:41.880 --> 00:05:43.040]  牠自己根本不會起身
[00:05:43.040 --> 00:05:46.640]  因為牠的羊毛很重的
[00:05:46.640 --> 00:05:49.320]  而且那些羊毛有時候還搞到很污糟
[00:05:49.320 --> 00:05:51.800]  你現在穿如果穿Casimir
[00:05:51.800 --> 00:05:53.560]  穿那些好的羊毛衣服
[00:05:53.560 --> 00:05:54.920]  已經洗得很乾淨
[00:05:54.920 --> 00:05:56.160]  羊毛是很污糟
[00:05:56.160 --> 00:06:00.360]  你摸完羊之後覺得很污糟
[00:06:00.360 --> 00:06:03.800]  但是羊怎麼可以安歇在水邊
[00:06:03.800 --> 00:06:07.200]  就是因為羊知道牧羊人在哪裡
[00:06:07.200 --> 00:06:09.360]  而牠不單止知道牧羊人在哪裡
[00:06:09.360 --> 00:06:11.120]  牠知道牧羊人的髒
[00:06:11.120 --> 00:06:14.480]  牧羊人的肝是不會離開牠的
[00:06:14.480 --> 00:06:15.640]  所以牧羊人在哪裡
[00:06:15.640 --> 00:06:18.680]  羊就可以安歇在那裡
[00:06:18.680 --> 00:06:20.200]  當我們一樣
[00:06:20.200 --> 00:06:22.120]  我們受到神的喜樂的時候
[00:06:22.120 --> 00:06:25.880]  我們就是一個信心開始的功課
[00:06:25.880 --> 00:06:28.280]  在生命中要對自己的信心說
[00:06:28.280 --> 00:06:30.440]  我今天信的是什麼
[00:06:30.440 --> 00:06:32.120]  我信我眼前的
[00:06:32.120 --> 00:06:35.400]  還是可以信永生的
[00:06:35.400 --> 00:06:37.680]  所以我們看到這裡的時候
[00:06:37.680 --> 00:06:40.680]  保羅就會提醒他弟兄姊妹
[00:06:40.680 --> 00:06:42.360]  他提醒菲勒比的弟兄姊妹
[00:06:42.360 --> 00:06:46.360]  你要做一件事就是怎麼樣
[00:06:46.360 --> 00:06:48.920]  你要保護你的信心
[00:06:48.920 --> 00:06:50.040]  他自己的話就是說
[00:06:50.040 --> 00:06:52.240]  這樣看來我所親愛的
[00:06:52.240 --> 00:06:54.560]  你們素來是信服的
[00:06:54.560 --> 00:06:57.760]  不但我在你們那裡的時候是這樣
[00:06:57.760 --> 00:06:58.920]  現今我不在
[00:06:58.920 --> 00:07:00.600]  你們更要信服
[00:07:00.600 --> 00:07:02.880]  後面這句才是最重要
[00:07:02.880 --> 00:07:05.200]  就要應當恐懼
[00:07:05.200 --> 00:07:09.080]  戰經地作自己的救恩
[00:07:09.080 --> 00:07:11.880]  這不是神學上有個錯誤
[00:07:11.880 --> 00:07:13.640]  說你要自己做一個好人神
[00:07:13.640 --> 00:07:14.920]  才可以救你
[00:07:14.920 --> 00:07:16.040]  他是告訴你
[00:07:16.040 --> 00:07:19.560]  你今天有了這個寶貴的救恩
[00:07:19.560 --> 00:07:22.240]  你要好好去保護
[00:07:22.240 --> 00:07:25.040]  上個禮拜我們看到鷹孩奉獻的時候
[00:07:25.040 --> 00:07:27.080]  看到這些媽咪最厲害的
[00:07:27.080 --> 00:07:28.520]  所有媽咪生了寶寶之後
[00:07:28.520 --> 00:07:30.000]  就突然間會識輕功
[00:07:30.000 --> 00:07:30.960]  因為走過去的時候
[00:07:30.960 --> 00:07:32.360]  你看到她的腳步
[00:07:32.360 --> 00:07:35.520]  是又有避震又可以保護
[00:07:35.520 --> 00:07:36.440]  而且更厲害的就是
[00:07:36.440 --> 00:07:40.040]  你發覺你走去新出生的寶寶的媽媽旁邊
[00:07:40.040 --> 00:07:41.640]  她全部有超能力的
[00:07:41.640 --> 00:07:45.160]  你走到旁邊她已經看著你了
[00:07:45.160 --> 00:07:47.000]  還有一樣東西
[00:07:47.000 --> 00:07:49.920]  當我自己思想去怎麼樣去解釋這個問題
[00:07:49.920 --> 00:07:56.240]  如何去應當恐懼戰驚地作自己救恩的時候
[00:07:56.240 --> 00:07:57.600]  就是因為神
[00:07:57.600 --> 00:08:00.480]  耶穌基督的工作不是你做了什麼
[00:08:00.480 --> 00:08:01.880]  是祂做了什麼
[00:08:01.880 --> 00:08:05.400]  當祂給了這個救恩的寶貝你的時候
[00:08:05.400 --> 00:08:08.200]  就是祂給了一個新的名字給你
[00:08:08.200 --> 00:08:11.760]  當我自己記得我女兒出生的時候
[00:08:11.760 --> 00:08:13.840]  剛剛出生我爸爸媽媽一早來到
[00:08:13.840 --> 00:08:15.920]  七點鐘已經來到
[00:08:15.920 --> 00:08:17.760]  我媽媽跟我說
[00:08:17.760 --> 00:08:20.560]  我說兒子 她說兒子
[00:08:20.560 --> 00:08:23.760]  今天你再不是你自己
[00:08:23.760 --> 00:08:25.880]  你是爸爸
[00:08:25.880 --> 00:08:28.960]  你今天所做的決策
[00:08:28.960 --> 00:08:32.760]  你今天以後所為家庭裡面做的選擇
[00:08:32.760 --> 00:08:35.760]  是影響三個人的生命
[00:08:35.760 --> 00:08:38.760]  而且女兒會看著你
[00:08:38.760 --> 00:08:39.840]  但是我換言之來說
[00:08:39.840 --> 00:08:40.680]  我可以伴屁
[00:08:40.680 --> 00:08:42.240]  我可以回去每天打機
[00:08:42.240 --> 00:08:43.040]  我可以看漫畫
[00:08:43.040 --> 00:08:44.120]  她喜歡做我自己的事
[00:08:44.120 --> 00:08:46.480]  我喜歡放工之後我不理她都可以
[00:08:46.480 --> 00:08:47.800]  是不是說我不是爸爸
[00:08:47.800 --> 00:08:49.960]  但是當時你做了這樣的時候
[00:08:49.960 --> 00:08:53.960]  你就扶不起你一個爸爸的名分
[00:08:53.960 --> 00:08:55.080]  我希望可以解釋到
[00:08:55.080 --> 00:08:57.400]  因為在我的腦子裡面有意義
[00:08:57.400 --> 00:09:00.200]  當然就是今天神叫你做輕為兒子的時候
[00:09:00.200 --> 00:09:01.520]  你要好好保護
[00:09:01.520 --> 00:09:04.760]  因為唯一一個人可以破壞你自己的救恩
[00:09:04.760 --> 00:09:06.600]  就是你自己
[00:09:06.600 --> 00:09:08.360]  耶穌給你幾多英許
[00:09:08.360 --> 00:09:11.320]  是拿不走是祂給你的
[00:09:11.320 --> 00:09:13.400]  但是當你自己面對著耶穌
[00:09:13.400 --> 00:09:15.840]  說我不需要你的時候
[00:09:15.840 --> 00:09:17.160]  耶穌會跟你說
[00:09:17.160 --> 00:09:18.600]  "Thy will be done"
[00:09:18.600 --> 00:09:20.720]  也是這個是撒旦
[00:09:20.720 --> 00:09:25.600]  在祂生命之中撒旦的工作的目的中心
[00:09:25.600 --> 00:09:29.680]  所以我們要看這一件事
[00:09:29.680 --> 00:09:36.200]  這一件事就是神要給我們來到祂的清水
[00:09:36.200 --> 00:09:39.240]  就算是死任的幽谷裡面
[00:09:39.240 --> 00:09:42.480]  你都不必怕遭害
[00:09:42.480 --> 00:09:43.360]  不是一時的事
[00:09:43.360 --> 00:09:44.280]  不是快樂
[00:09:44.280 --> 00:09:45.160]  不是你出糧
[00:09:45.160 --> 00:09:46.000]  不是你升職
[00:09:46.000 --> 00:09:48.200]  不是你有加分的時候你快樂
[00:09:48.200 --> 00:09:51.480]  是你看到神會與你同在
[00:09:51.480 --> 00:09:54.680]  你的生命是會受到試探
