
[00:00:00.000 --> 00:00:04.500]  我們很感恩上主給我們能夠一同去敬拜祂
[00:00:04.500 --> 00:00:07.500]  有我們先同心的禱告
[00:00:07.500 --> 00:00:10.000]  謙卑來到上主祢的跟前
[00:00:10.000 --> 00:00:12.600]  主感謝祢不離不棄
[00:00:12.600 --> 00:00:15.400]  願以一班我們蒙祢的恩典
[00:00:15.400 --> 00:00:17.900]  赦罪屬祢的子民
[00:00:17.900 --> 00:00:22.600]  我們帶著一份謙卑敬畏的心去仰望上主
[00:00:22.600 --> 00:00:26.800]  願使祢在我們當中親自運行親自的教導
[00:00:26.800 --> 00:00:29.700]  以致無論講的聽的一同去蒙福
[00:00:29.700 --> 00:00:31.100]  聽我們的禱告
[00:00:31.100 --> 00:00:32.200]  奉教國教主
[00:00:32.200 --> 00:00:33.100]  耶穌基督
[00:00:33.100 --> 00:00:34.800]  寶貴聖名去求
[00:00:34.800 --> 00:00:36.700]  阿們
[00:00:36.700 --> 00:00:40.100]  大家還記不記得讀幼稚園的時候
[00:00:40.100 --> 00:00:45.600]  老師怎樣教我們做一個乖的好孩子
[00:00:45.600 --> 00:00:47.500]  要清潔不要髒
[00:00:47.500 --> 00:00:50.200]  否則手殘可能會扔一隻黑豬仔
[00:00:50.200 --> 00:00:52.400]  沒有小白兔
[00:00:52.400 --> 00:00:54.500]  要守時不要遲到
[00:00:54.500 --> 00:00:57.500]  否則可能要罰旗
[00:00:57.500 --> 00:01:00.600]  要誠實不要說謊
[00:01:00.600 --> 00:01:03.200]  要勤力不要懶惰
[00:01:03.200 --> 00:01:06.400]  要和人分享不要爭玩具
[00:01:06.400 --> 00:01:08.000]  要和平共處
[00:01:08.000 --> 00:01:10.500]  不要打架傷害人
[00:01:10.500 --> 00:01:13.700]  收到禮物的時候要說謝謝
[00:01:13.700 --> 00:01:18.600]  做了不應該做的事要說對不起
[00:01:18.600 --> 00:01:20.300]  問問大家
[00:01:20.300 --> 00:01:23.500]  自從幼稚園就學的功課
[00:01:23.500 --> 00:01:27.300]  看下去大部分人都學了幾十年了
[00:01:27.300 --> 00:01:31.500]  做得好不好
[00:01:31.500 --> 00:01:33.300]  苦心自問
[00:01:33.300 --> 00:01:36.700]  我們對人類與生俱來的本性
[00:01:36.700 --> 00:01:39.500]  其實不敢太樂觀
[00:01:39.500 --> 00:01:42.300]  我們全球走過新冠疫情
[00:01:42.300 --> 00:01:44.500]  一段很艱難的日子
[00:01:44.500 --> 00:01:48.700]  人是不是團結長進了很多
[00:01:48.700 --> 00:01:50.900]  世界經歷了二次大戰
[00:01:50.900 --> 00:01:52.900]  沉重的教訓
[00:01:52.900 --> 00:01:55.100]  今日國與國的戰亂
[00:01:55.100 --> 00:01:56.500]  貿易戰
[00:01:56.500 --> 00:01:58.300]  沒源沒料
[00:01:58.300 --> 00:02:00.700]  出路在哪裡
[00:02:00.700 --> 00:02:04.500]  引用早前同工在港島的一個比喻
[00:02:04.500 --> 00:02:07.700]  如果電腦中毒出現亂子
[00:02:07.700 --> 00:02:09.100]  不能正常運作
[00:02:09.100 --> 00:02:10.700]  我們會剷除軟件
[00:02:10.700 --> 00:02:12.500]  恢復原廠的設定
[00:02:12.500 --> 00:02:14.300]  重新安裝
[00:02:14.300 --> 00:02:17.300]  期待有新的開始
[00:02:17.300 --> 00:02:20.700]  創世基松第六章開始了洪水的敘事
[00:02:20.700 --> 00:02:23.900]  也說看見人在地上罪大惡極
[00:02:23.900 --> 00:02:26.100]  就降洪水滅世
[00:02:26.100 --> 00:02:28.700]  命令異人羅亞做方舟
[00:02:28.700 --> 00:02:31.500]  但同家人和每種動物一對
[00:02:31.500 --> 00:02:34.300]  由方舟去避過這些災難
[00:02:34.300 --> 00:02:36.500]  洪水淹沒大地150天後
[00:02:36.500 --> 00:02:39.300]  退去羅亞出方舟了
[00:02:39.300 --> 00:02:42.100]  在上一講第九章的上半部
[00:02:42.100 --> 00:02:43.900]  看到洪水之後
[00:02:43.900 --> 00:02:46.500]  上帝繼續他的護友工作
[00:02:46.500 --> 00:02:49.100]  地面再次去移居
[00:02:49.100 --> 00:02:51.500]  上帝賜福給羅亞一家
[00:02:51.500 --> 00:02:53.900]  命令他們生養眾多
[00:02:53.900 --> 00:02:56.900]  再次讓權柄他們治理大地
[00:02:56.900 --> 00:02:58.900]  更以彩虹為記號
[00:02:58.900 --> 00:03:00.900]  與一切活物納約
[00:03:00.900 --> 00:03:04.100]  不再用洪水毀滅世界
[00:03:04.100 --> 00:03:08.500]  看來是一個很有盼望的新開始
[00:03:08.500 --> 00:03:11.100]  我們繼續看第九章下半部
[00:03:11.100 --> 00:03:15.700]  有關洪水的敘事最後的一個部分
[00:03:15.700 --> 00:03:17.200]  先問問大家
[00:03:17.200 --> 00:03:21.600]  羅亞給你們的印象是怎樣的?
[00:03:21.600 --> 00:03:24.900]  要評分1-10給幾分?
[00:03:24.900 --> 00:03:27.100]  一代偉人是嗎?
[00:03:27.100 --> 00:03:29.900]  先經描述羅亞是一個異人
[00:03:29.900 --> 00:03:32.400]  在他的世代裡是一個完全人
[00:03:32.400 --> 00:03:34.900]  與神同行
[00:03:34.900 --> 00:03:36.100]  更加可以想像
[00:03:36.100 --> 00:03:38.900]  在一個當時最惡滿形的世代
[00:03:38.900 --> 00:03:41.900]  羅亞要做好家庭靈命培育
[00:03:41.900 --> 00:03:43.000]  保住一家
[00:03:43.000 --> 00:03:45.200]  不要被敗壞同化
[00:03:45.200 --> 00:03:47.200]  更加要獨排眾議
[00:03:47.200 --> 00:03:49.500]  在世人眼中看似荒謬
[00:03:49.500 --> 00:03:54.100]  起疾荒舟其實真的很難能可貴
[00:03:54.100 --> 00:03:58.500]  羅亞一家經歷了神用權能去審判大地
[00:03:58.500 --> 00:04:01.600]  洪水過後成為倖存者
[00:04:01.600 --> 00:04:05.700]  理應更加忠心耿耿敬畏神
[00:04:05.700 --> 00:04:07.500]  新世代的人類
[00:04:07.500 --> 00:04:11.300]  是否比洪水之前的變得好很多?
[00:04:11.300 --> 00:04:14.200]  從此過著以神為中心的生活
[00:04:14.200 --> 00:04:18.100]  幸福發落地一代一代地延續下去?
[00:04:18.100 --> 00:04:21.400]  今天我們看《創世記》第九章
[00:04:21.400 --> 00:04:24.800]  十八至二十九節
[00:04:24.800 --> 00:04:28.100]  洪水之後上帝會有的工作、展現
[00:04:28.100 --> 00:04:30.800]  我們先看十八至十九節
[00:04:30.800 --> 00:04:33.600]  羅亞的兒子從方舟出來的
[00:04:33.600 --> 00:04:35.900]  有閃含與雅忽
[00:04:35.900 --> 00:04:38.200]  含是迦南的父親
[00:04:38.200 --> 00:04:40.200]  這是羅亞的三個兒子
[00:04:40.200 --> 00:04:44.000]  他們的後裔散佈全地
[00:04:44.000 --> 00:04:46.300]  敘事的焦點由羅亞
[00:04:46.300 --> 00:04:49.000]  轉移到他們三個兒子身上
[00:04:49.000 --> 00:04:51.800]  洪水過後展現了蒙福
[00:04:51.800 --> 00:04:53.700]  一個新的生活
[00:04:53.700 --> 00:04:56.000]  羅亞的兒子生養眾多
[00:04:56.000 --> 00:04:58.700]  遍面在地上
[00:04:58.700 --> 00:05:00.400]  如果按這裡的記載
[00:05:00.400 --> 00:05:02.600]  羅亞成為了祖父
[00:05:02.600 --> 00:05:05.500]  應該離開了方舟之後
[00:05:05.500 --> 00:05:07.800]  有一段的日子
[00:05:07.800 --> 00:05:08.900]  有點奇怪
[00:05:08.900 --> 00:05:10.000]  為甚麼十八節
[00:05:10.000 --> 00:05:13.500]  是要故意說含的兒子迦南呢?
[00:05:13.500 --> 00:05:14.500]  是不是?
[00:05:14.500 --> 00:05:17.000]  作者在為夏文的記載
[00:05:17.000 --> 00:05:20.400]  留下了一個伏筆
[00:05:20.400 --> 00:05:23.300]  二十節說羅亞是做農夫的
[00:05:23.300 --> 00:05:27.400]  是他開始栽葡萄園
[00:05:27.400 --> 00:05:30.600]  羅亞出方舟之後以慕農為生
[00:05:30.600 --> 00:05:33.900]  開墾了人類歷史第一個葡萄園
[00:05:33.900 --> 00:05:38.100]  履行了治理大地的吩咐
[00:05:38.100 --> 00:05:39.000]  到這裡為止
[00:05:39.000 --> 00:05:43.700]  我們看到洪水之後人活得不錯
[00:05:43.700 --> 00:05:46.300]  不過繼續看下去
[00:05:46.300 --> 00:05:50.600]  新時代的人類出現了亂子
[00:05:50.600 --> 00:05:55.100]  有一節說羅亞喝了酒就醉了
[00:05:55.100 --> 00:05:59.200]  在他的帳篷裡赤著身子
[00:05:59.200 --> 00:06:03.200]  這位葡萄的園主學會了釀酒
[00:06:03.200 --> 00:06:06.100]  喝下酒去享受滷滷的成果
[00:06:06.100 --> 00:06:07.600]  其實是可以的
[00:06:07.600 --> 00:06:09.700]  不過喝多了就醉了
[00:06:09.700 --> 00:06:11.500]  我們不知道羅亞是否因為
[00:06:11.500 --> 00:06:15.700]  沉醉在美酒失控喝多了
[00:06:15.700 --> 00:06:19.000]  還是畢竟是第一位學釀酒的人
[00:06:19.000 --> 00:06:24.000]  還未掌握到酒的本性也不一定
[00:06:24.000 --> 00:06:26.400]  假如羅亞只是醉酒
[00:06:26.400 --> 00:06:27.700]  不算很大問題
[00:06:27.700 --> 00:06:30.600]  畢竟他在自己的帳篷裡
[00:06:30.600 --> 00:06:32.300]  問題是他糊裡糊塗
[00:06:32.300 --> 00:06:33.700]  情不自控
[00:06:33.700 --> 00:06:38.300]  赤身露體失去尊嚴
[00:06:38.300 --> 00:06:40.200]  不過看回文本的記載
[00:06:40.200 --> 00:06:41.800]  羅亞醉酒的事
[00:06:41.800 --> 00:06:43.400]  經文沒有交代原因
[00:06:43.400 --> 00:06:45.000]  也沒有說當中的細節
[00:06:45.000 --> 00:06:46.400]  也沒有譴責他
[00:06:46.400 --> 00:06:47.600]  是嗎?
[00:06:47.600 --> 00:06:49.600]  不是說羅亞沒有做錯
[00:06:49.600 --> 00:06:51.300]  或者醉酒沒有問題
