
[00:00:00.000 --> 00:00:02.560]  今天的題目大家看到是「心中自有你」
[00:00:02.560 --> 00:00:06.240]  我會用啟示錄第二十二章二十節
[00:00:06.240 --> 00:00:10.320]  不過我會留待最後結束時才讀這節的聖經
[00:00:10.320 --> 00:00:13.440]  所以其實今天都會有一些經文跟大家看
[00:00:13.440 --> 00:00:14.480]  不單止是啟示錄
[00:00:14.480 --> 00:00:15.520]  但無可否認
[00:00:15.520 --> 00:00:18.080]  的確當我看到啟示錄的時候
[00:00:18.080 --> 00:00:22.480]  看到司徒若翰的確在啟示錄裡觸動了我的心
[00:00:22.480 --> 00:00:24.800]  所以我就繼續用他的生平
[00:00:24.800 --> 00:00:27.840]  跟從耶穌的經歷跟我們一起分享
[00:00:27.840 --> 00:00:30.240]  啟示錄在傳統來說
[00:00:30.240 --> 00:00:32.720]  是司徒若翰所寫的
[00:00:32.720 --> 00:00:34.640]  當然現在有些新的不同的看法
[00:00:34.640 --> 00:00:36.320]  就說未必是司徒若翰所寫的
[00:00:36.320 --> 00:00:38.480]  我們就跟著這個傳統的看法
[00:00:38.480 --> 00:00:40.480]  就是是司徒若翰所寫
[00:00:40.480 --> 00:00:43.040]  當司徒若翰寫啟示錄的時候
[00:00:43.040 --> 00:00:47.280]  背景就是當時羅馬皇帝多米田
[00:00:47.280 --> 00:00:49.600]  Domitian這個翻譯
[00:00:49.600 --> 00:00:53.760]  他當時就將這麼大的羅馬統治了
[00:00:53.760 --> 00:00:56.640]  差不多歐洲有部分在亞洲、非洲
[00:00:56.640 --> 00:00:58.960]  一個很大的版圖的國家
[00:00:58.960 --> 00:01:01.840]  要這麼大的國家能夠歸一
[00:01:01.840 --> 00:01:03.040]  其實是不容易的
[00:01:03.040 --> 00:01:04.640]  因為本來不是自己的地方
[00:01:04.640 --> 00:01:05.840]  打完回來而已
[00:01:05.840 --> 00:01:08.960]  所以其他人都要歸向你
[00:01:08.960 --> 00:01:10.320]  其實要做很多功夫的
[00:01:10.320 --> 00:01:11.360]  我們明白
[00:01:11.360 --> 00:01:15.040]  所以當時羅馬皇帝就想了一招
[00:01:15.040 --> 00:01:19.520]  這一招就希望可以讓所有的人民
[00:01:19.520 --> 00:01:22.160]  是一個共同的焦點
[00:01:22.160 --> 00:01:24.080]  盡忠羅馬帝國
[00:01:24.080 --> 00:01:25.920]  這個大家可以理解
[00:01:25.920 --> 00:01:27.680]  他這一招是什麼呢?
[00:01:27.680 --> 00:01:29.840]  就是要所有全國的人
[00:01:29.840 --> 00:01:32.000]  無論什麼宗教、什麼種族
[00:01:32.000 --> 00:01:33.520]  因為不是全部羅馬人
[00:01:33.520 --> 00:01:34.480]  打了很多地方
[00:01:34.480 --> 00:01:36.240]  無論什麼背景也好
[00:01:36.240 --> 00:01:38.480]  你可以信你的神沒問題
[00:01:38.480 --> 00:01:40.800]  但是在信你的神之前
[00:01:40.800 --> 00:01:42.560]  一定要做一件事
[00:01:42.560 --> 00:01:46.080]  就是要向羅馬皇帝的像敬拜
[00:01:46.080 --> 00:01:47.360]  燒香獻祭給他
[00:01:47.360 --> 00:01:48.320]  大家都明白的
[00:01:48.320 --> 00:01:49.840]  未必是很屬靈的事
[00:01:49.840 --> 00:01:51.520]  不一定是
[00:01:51.520 --> 00:01:52.560]  很正直的
[00:01:52.560 --> 00:01:55.520]  很希望其他人民向他效忠
[00:01:55.520 --> 00:01:56.560]  你接著做你的事
[00:01:56.560 --> 00:01:57.120]  沒問題
[00:01:57.120 --> 00:01:58.560]  OK的
[00:01:58.560 --> 00:02:00.000]  但是一旦這麼做的時候
[00:02:00.000 --> 00:02:01.600]  有兩批人一定不行
[00:02:01.600 --> 00:02:03.440]  第一批人就是猶太人
[00:02:03.440 --> 00:02:06.720]  猶太人是打死都不可以向偶像敬拜的
[00:02:06.720 --> 00:02:08.320]  所以猶太人都會受逼迫的
[00:02:08.320 --> 00:02:11.120]  除了猶太人之外就是基督徒
[00:02:11.120 --> 00:02:15.360]  基督徒是不會向君王的像來跪拜
[00:02:15.360 --> 00:02:17.680]  跟猶太人的理由一樣
[00:02:17.680 --> 00:02:19.360]  就在背景裡面
[00:02:19.360 --> 00:02:22.720]  凡是不向皇帝像敬拜的人
[00:02:22.720 --> 00:02:24.320]  會被處決的
[00:02:24.320 --> 00:02:26.800]  當時還沒有全國性的 policy(政策)
[00:02:26.800 --> 00:02:28.080]  可能是很間別
[00:02:28.080 --> 00:02:30.880]  哪個皇帝上場就有一個做法
[00:02:30.880 --> 00:02:32.560]  在局部地區會這麼做
[00:02:32.560 --> 00:02:35.600]  不過在以弗所這個地方
[00:02:35.600 --> 00:02:39.760]  司徒約翰就受到逼迫
[00:02:39.760 --> 00:02:41.040]  他本來要處決的
[00:02:41.040 --> 00:02:42.880]  不過念在他年紀老邁
[00:02:42.880 --> 00:02:43.760]  求情
[00:02:43.760 --> 00:02:48.400]  所以就將他放逐在一個拔摩海島做勞工
[00:02:48.400 --> 00:02:50.560]  背景是這樣的
[00:02:50.560 --> 00:02:53.360]  約翰就在這個拔摩海島上
[00:02:53.360 --> 00:02:54.720]  透過做勞工
[00:02:54.720 --> 00:02:56.160]  然後在期間
[00:02:56.160 --> 00:03:00.160]  神的靈就讓他看見關於啟示錄的異象
[00:03:00.160 --> 00:03:02.160]  有些聖經學者就說
[00:03:02.160 --> 00:03:05.680]  可能約翰一邊在拔摩海島上
[00:03:05.680 --> 00:03:07.760]  看到然後就將它寫下來
[00:03:07.760 --> 00:03:09.200]  就成為啟示錄
[00:03:09.200 --> 00:03:11.760]  我覺得是這樣看的
[00:03:11.760 --> 00:03:15.200]  因為在拔摩海島是做苦工
[00:03:15.200 --> 00:03:16.880]  他不是度假
[00:03:16.880 --> 00:03:19.840]  他不是有空想著看書
[00:03:19.840 --> 00:03:21.360]  所以其實他做完勞工
[00:03:21.360 --> 00:03:23.360]  我看他只剩下半條人命
[00:03:23.360 --> 00:03:24.800]  90歲的人
[00:03:24.800 --> 00:03:26.640]  做完勞工你還有這麼好的精神
[00:03:26.640 --> 00:03:28.640]  我估計
[00:03:28.640 --> 00:03:31.920]  極有可能是他放出來的時候
[00:03:31.920 --> 00:03:34.000]  回到以弗所的地方
[00:03:34.000 --> 00:03:35.360]  安頓下來
[00:03:35.360 --> 00:03:37.520]  就將他所見的東西寫出來
[00:03:37.520 --> 00:03:38.320]  不過不要緊
[00:03:38.320 --> 00:03:39.600]  誰先後都不要緊
[00:03:39.600 --> 00:03:42.480]  總之都是司徒約翰
[00:03:42.480 --> 00:03:45.520]  將神的啟示寫下來
[00:03:45.520 --> 00:03:47.520]  去年我去過土耳其
[00:03:47.520 --> 00:03:53.440]  去看過司徒約翰安葬的地方
[00:03:53.440 --> 00:03:55.440]  和他居住的地方
[00:03:55.440 --> 00:04:00.880]  極有可能他在那裡將聖經寫下來的地方
[00:04:00.880 --> 00:04:03.520]  我們先看看地圖
[00:04:03.520 --> 00:04:05.280]  在左邊那裡
[00:04:05.280 --> 00:04:08.960]  應該就是司徒約翰安葬的地方
[00:04:08.960 --> 00:04:10.960]  現在你看到當然沒有了
[00:04:10.960 --> 00:04:12.640]  只剩下柱椅
[00:04:12.640 --> 00:04:19.840]  地下的位置應該就是司徒約翰的骸骨安葬的地方
[00:04:19.840 --> 00:04:21.360]  現在當然沒有了
[00:04:21.360 --> 00:04:22.240]  導遊告訴我
[00:04:22.240 --> 00:04:24.480]  骸骨一早就被人拿了出來
[00:04:24.480 --> 00:04:26.880]  要麼就是大英博物館
[00:04:26.880 --> 00:04:31.440]  要麼就是埃及的開羅博物館
[00:04:31.440 --> 00:04:33.920]  究竟在哪裡也沒什麼人知道
[00:04:33.920 --> 00:04:36.160]  可能知道不過不說出來
[00:04:36.160 --> 00:04:40.320]  另外山頂的小屋子
[00:04:40.320 --> 00:04:46.080]  據聞是司徒約翰在那裡居住、生活和寫下聖經的地方
[00:04:46.080 --> 00:04:47.600]  你看看山頂小屋子
[00:04:47.600 --> 00:04:49.520]  對於我們來說是豪宅
[00:04:49.520 --> 00:04:50.560]  山頂豪宅
[00:04:50.560 --> 00:04:55.280]  對當時來說只是一間簡陋的小屋子
[00:04:55.280 --> 00:04:56.880]  大家就知道
[00:04:56.880 --> 00:05:00.480]  原來在歷史上真的發生過這樣的事
[00:05:00.480 --> 00:05:02.000]  當然我們知道
[00:05:02.000 --> 00:05:07.040]  司徒約翰是耶穌呼召的第一批門徒
[00:05:07.040 --> 00:05:09.760]  按照我們讀聖經
[00:05:09.760 --> 00:05:13.840]  耶穌沒有記載呼召了十二個門徒
[00:05:13.840 --> 00:05:17.680]  所以我們經常說耶穌呼召了十二個門徒是有一點錯誤的
[00:05:17.680 --> 00:05:19.760]  耶穌呼召了七個門徒
[00:05:19.760 --> 00:05:20.960]  很清楚記下
[00:05:20.960 --> 00:05:22.080]  你來跟從我
[00:05:22.080 --> 00:05:22.880]  來跟從我
[00:05:22.880 --> 00:05:25.840]  很清楚說了七個門徒是這麼說的
[00:05:25.840 --> 00:05:28.560]  其他的沒有叫他來跟從我
[00:05:28.560 --> 00:05:30.560]  不過也有提到
[00:05:30.560 --> 00:05:32.640]  當一群人上山頂的時候
[00:05:32.640 --> 00:05:35.840]  耶穌就在山頂設立了十二個門徒
[00:05:35.840 --> 00:05:37.440]  設立了十二個門徒
[00:05:37.440 --> 00:05:39.040]  不是呼召了十二個門徒
[00:05:39.040 --> 00:05:39.840]  不過也不要緊
[00:05:39.840 --> 00:05:41.840]  到現在我們也無所謂
[00:05:41.840 --> 00:05:45.200]  在耶穌呼召的第一批門徒裡面
[00:05:45.200 --> 00:05:46.480]  就有這六個人
[00:05:46.480 --> 00:05:48.000]  比較熟悉的
[00:05:48.000 --> 00:05:50.000]  第七個就是馬太
[00:05:50.000 --> 00:05:52.000]  跟這群人沒有這麼熟悉
[00:05:52.000 --> 00:05:55.440]  安德烈和西門彼得是兩兄弟
[00:05:55.440 --> 00:05:56.480]  雅各和約翰
[00:05:56.480 --> 00:05:58.000]  今天我說司徒約翰
[00:05:58.000 --> 00:06:00.640]  和他的哥哥雅各都是兄弟
[00:06:00.640 --> 00:06:02.960]  費力和拿達葉不是兄弟
[00:06:02.960 --> 00:06:04.400]  不過是沙煲兄弟
[00:06:04.400 --> 00:06:06.400]  不是親兄弟
[00:06:06.400 --> 00:06:07.360]  是很熟悉的
[00:06:07.360 --> 00:06:08.960]  從小玩到大的
[00:06:08.960 --> 00:06:12.800]  這六個人其實都住在白菜大這個地方
[00:06:12.800 --> 00:06:15.120]  白菜大對我們來說也是很陌生的
[00:06:15.120 --> 00:06:16.240]  究竟在哪裡呢?
[00:06:16.240 --> 00:06:17.760]  給大家一點點知道
[00:06:17.760 --> 00:06:18.720]  地圖
[00:06:18.720 --> 00:06:20.720]  這次出得真的很快
[00:06:20.720 --> 00:06:23.440]  加利利海上面那個就是白菜大
[00:06:23.440 --> 00:06:24.000]  看到嗎?
[00:06:24.000 --> 00:06:25.680]  頂頭那裡就是白菜大
[00:06:25.680 --> 00:06:28.240]  白菜大旁邊一點就是加伯隆
[00:06:28.240 --> 00:06:30.240]  這兩個城市名字
[00:06:30.240 --> 00:06:31.200]  你讀正經
[00:06:31.200 --> 00:06:32.800]  科林書經常會看到
[00:06:32.800 --> 00:06:34.960]  因為耶穌在早期加利利傳道的時候
[00:06:34.960 --> 00:06:37.040]  經常游離在這些地方
[00:06:37.040 --> 00:06:38.800]  很難很容易理解
[00:06:38.800 --> 00:06:40.480]  因為六個門徒都住在那裡
[00:06:40.480 --> 00:06:42.000]  怎麼會不在那裡下腳呢?
[00:06:42.000 --> 00:06:42.880]  一定在那裡
[00:06:42.880 --> 00:06:44.880]  所以一點也不難理解
[00:06:44.880 --> 00:06:47.280]  白菜大你看到的位置就知道
[00:06:47.280 --> 00:06:50.400]  那裡最大的行業就是打魚
[00:06:50.400 --> 00:06:52.880]  所以那裡是漁婦之鄉
[00:06:52.880 --> 00:06:56.080]  約翰本身和他哥哥雅各
[00:06:56.080 --> 00:06:59.680]  都和他爸爸西比泰打魚
[00:06:59.680 --> 00:07:01.680]  聖經告訴我們
[00:07:01.680 --> 00:07:02.880]  打魚之餘
[00:07:02.880 --> 00:07:06.880]  我估計他也是挺好的環境
[00:07:06.880 --> 00:07:09.760]  一般那時代打魚就是自己打魚
