
[00:00:00.000 --> 00:00:02.000]  英姊妹,早安!
[00:00:02.000 --> 00:00:04.000]  我最近看了一部電影
[00:00:04.000 --> 00:00:08.000]  叫做《Perfect Days》
[00:00:08.000 --> 00:00:13.000]  中文翻譯為《新活日常》
[00:00:13.000 --> 00:00:15.000]  新就是新舊的新
[00:00:15.000 --> 00:00:17.000]  《新活日常》
[00:00:17.000 --> 00:00:20.000]  英文翻譯為《Perfect Days》
[00:00:20.000 --> 00:00:23.000]  一部日本電影
[00:00:23.000 --> 00:00:27.000]  拍攝的導演是德國導演
[00:00:27.000 --> 00:00:29.000]  加上日本導演
[00:00:29.000 --> 00:00:33.000]  這個演員應該挺有名吧
[00:00:33.000 --> 00:00:35.000]  雖然我也不認識他
[00:00:35.000 --> 00:00:37.000]  這部電影講述什麼呢?
[00:00:37.000 --> 00:00:41.000]  就是講述他一出鏡
[00:00:41.000 --> 00:00:43.000]  他早上起床
[00:00:43.000 --> 00:00:45.000]  穿上一件制服
[00:00:45.000 --> 00:00:48.000]  制服後面寫著
[00:00:48.000 --> 00:00:52.000]  Tokyo Toilet
[00:00:52.000 --> 00:00:56.000]  他是洗廁所的工人
[00:00:56.000 --> 00:01:00.000]  整套電影兩小時
[00:01:00.000 --> 00:01:02.000]  都講述他每天的生活
[00:01:02.000 --> 00:01:04.000]  每天生活是幾點起床
[00:01:04.000 --> 00:01:06.000]  然後刷牙洗臉
[00:01:06.000 --> 00:01:08.000]  去澆花
[00:01:08.000 --> 00:01:10.000]  他一定要澆花的
[00:01:10.000 --> 00:01:12.000]  看著看著就知道
[00:01:12.000 --> 00:01:14.000]  原來他的花是他平時吃午餐
[00:01:14.000 --> 00:01:15.000]  看到別人生出來
[00:01:15.000 --> 00:01:16.000]  他就拿出來
[00:01:16.000 --> 00:01:17.000]  然後拿回家種
[00:01:17.000 --> 00:01:19.000]  每天他一定要做這些
[00:01:19.000 --> 00:01:20.000]  然後出門
[00:01:20.000 --> 00:01:22.000]  出門就在家門口
[00:01:22.000 --> 00:01:26.000]  在飲水機買咖啡
[00:01:26.000 --> 00:01:28.000]  上車開車
[00:01:28.000 --> 00:01:31.000]  就開始他一天的生活
[00:01:31.000 --> 00:01:33.000]  時時都只有自己一個人
[00:01:33.000 --> 00:01:35.000]  很認真做工的
[00:01:35.000 --> 00:01:37.000]  跪下來刷廁所
[00:01:37.000 --> 00:01:38.000]  刷得很漂亮
[00:01:38.000 --> 00:01:41.000]  很有責任感
[00:01:41.000 --> 00:01:43.000]  一天的生活裡
[00:01:43.000 --> 00:01:44.000]  從來都不需要
[00:01:44.000 --> 00:01:46.000]  跟任何一個人說話
[00:01:46.000 --> 00:01:49.000]  可以這樣過一天
[00:01:49.000 --> 00:01:53.000]  當然劇情裡還有很多細節
[00:01:53.000 --> 00:01:55.000]  你有興趣都可以去看看
[00:01:55.000 --> 00:01:59.000]  不知道是否下畫了
[00:01:59.000 --> 00:02:01.000]  我也挺喜歡看電影的
[00:02:01.000 --> 00:02:02.000]  不過我又不看打戲
[00:02:02.000 --> 00:02:04.000]  又不看殺戲
[00:02:04.000 --> 00:02:05.000]  又不看仇的戲
[00:02:05.000 --> 00:02:09.000]  所以基本上沒什麼戲看
[00:02:09.000 --> 00:02:11.000]  又不看鬼戲
[00:02:11.000 --> 00:02:14.000]  這套電影讓我想起
[00:02:14.000 --> 00:02:16.000]  他的人生就是這樣
[00:02:16.000 --> 00:02:19.000]  其實他身邊有些親戚
[00:02:19.000 --> 00:02:21.000]  又有些同事
[00:02:21.000 --> 00:02:23.000]  但是大家沒有什麼
[00:02:23.000 --> 00:02:24.000]  很有限公司
[00:02:24.000 --> 00:02:26.000]  甚至他的家
[00:02:26.000 --> 00:02:28.000]  其實都不會接觸的
[00:02:28.000 --> 00:02:30.000]  他有個女兒
[00:02:30.000 --> 00:02:34.000]  這套電影讓我想起
[00:02:34.000 --> 00:02:36.000]  躺平的人生
[00:02:36.000 --> 00:02:38.000]  就是躺平
[00:02:38.000 --> 00:02:41.000]  他賺到錢就夠自己吃
[00:02:41.000 --> 00:02:42.000]  一個星期
[00:02:42.000 --> 00:02:46.000]  他連每一個星期去澡堂洗澡
[00:02:46.000 --> 00:02:48.000]  都是自己一個人
[00:02:48.000 --> 00:02:50.000]  那個導演很明顯
[00:02:50.000 --> 00:02:52.000]  做那些人去澡堂洗澡
[00:02:52.000 --> 00:02:54.000]  都是兩個伯伯一起去澡堂
[00:02:54.000 --> 00:02:56.000]  你知道他們去澡堂
[00:02:56.000 --> 00:02:57.000]  剝光豬
[00:02:57.000 --> 00:03:01.000]  但是他連一個星期一次洗澡
[00:03:01.000 --> 00:03:03.000]  都是自己一個人
[00:03:03.000 --> 00:03:05.000]  完了之後
[00:03:05.000 --> 00:03:08.000]  就去酒吧喝杯酒
[00:03:08.000 --> 00:03:10.000]  完了一個星期
[00:03:10.000 --> 00:03:12.000]  然後下一個星期
[00:03:12.000 --> 00:03:16.000]  下個星期又一模一樣
[00:03:16.000 --> 00:03:19.000]  我稱之為躺平的人生
[00:03:19.000 --> 00:03:21.000]  當我想起的時候
[00:03:21.000 --> 00:03:24.000]  我就想起聖經也有一個躺平的人
[00:03:24.000 --> 00:03:25.000]  你看到這幅圖
[00:03:25.000 --> 00:03:29.000]  你知道是誰嗎?
[00:03:29.000 --> 00:03:31.000]  很難看嗎?
[00:03:31.000 --> 00:03:34.000]  這是撒瑪尼亞婦人
[00:03:34.000 --> 00:03:36.000]  在井旁那裡見到耶穌
[00:03:36.000 --> 00:03:39.000]  我稱她為一個躺平的
[00:03:39.000 --> 00:03:42.000]  我今天沒有讀完
[00:03:42.000 --> 00:03:44.000]  整個約翰福音第四章
[00:03:44.000 --> 00:03:47.000]  因為大家都很熟悉
[00:03:47.000 --> 00:03:48.000]  我猜大家很熟悉
[00:03:48.000 --> 00:03:49.000]  如果不熟悉不要緊
[00:03:49.000 --> 00:03:50.000]  你今晚回家
[00:03:50.000 --> 00:03:54.000]  拿約翰福音出來看就行了
[00:03:54.000 --> 00:03:56.000]  這裡告訴我們
[00:03:56.000 --> 00:03:58.000]  那時若有五正
[00:03:58.000 --> 00:04:02.000]  有一個撒瑪尼亞婦人來打水
[00:04:02.000 --> 00:04:04.000]  開始那段聖經
[00:04:04.000 --> 00:04:06.000]  就是我們剛才讀的聖經
[00:04:06.000 --> 00:04:08.000]  那個地點
[00:04:08.000 --> 00:04:10.000]  那時曬到燶
[00:04:10.000 --> 00:04:12.000]  即是五正
[00:04:12.000 --> 00:04:13.000]  很熱的時候
[00:04:13.000 --> 00:04:16.000]  竟然有一個撒瑪尼亞婦人來打水
[00:04:16.000 --> 00:04:19.000]  打水是女人的工作
[00:04:19.000 --> 00:04:21.000]  不過不是那個時間
[00:04:21.000 --> 00:04:23.000]  通常女人都是早上
[00:04:23.000 --> 00:04:26.000]  天還沒剛開始乾
[00:04:26.000 --> 00:04:28.000]  還沒很熱的時候就去打
[00:04:28.000 --> 00:04:30.000]  曬到燶的時候
[00:04:30.000 --> 00:04:31.000]  你打著水
[00:04:31.000 --> 00:04:33.000]  你不就是曬懶嗎?
[00:04:33.000 --> 00:04:35.000]  沒有人在那個時間打
[00:04:35.000 --> 00:04:37.000]  正正因為沒有人在那個時間打
[00:04:37.000 --> 00:04:39.000]  所以她才來打水
[00:04:39.000 --> 00:04:42.000]  如果你看過聖經就知道了
[00:04:42.000 --> 00:04:44.000]  在智慧行間裡
[00:04:44.000 --> 00:04:45.000]  我們就知道
[00:04:45.000 --> 00:04:47.000]  她之所以隱蔽
[00:04:47.000 --> 00:04:50.000]  隱蔽的原因是什麼呢?
[00:04:50.000 --> 00:04:52.000]  在她和耶穌對話裡
[00:04:52.000 --> 00:04:54.000]  耶穌撩了她出來
[00:04:54.000 --> 00:04:56.000]  那個女人說
[00:04:56.000 --> 00:04:58.000]  我沒有丈夫
[00:04:58.000 --> 00:04:59.000]  耶穌說
[00:04:59.000 --> 00:05:02.000]  你說你沒有丈夫是不錯的
[00:05:02.000 --> 00:05:04.000]  耶穌說話很給人面子
[00:05:04.000 --> 00:05:06.000]  祂不會打死你的
[00:05:06.000 --> 00:05:08.000]  這樣你也說得出你沒有丈夫
[00:05:08.000 --> 00:05:10.000]  你有沒有搞錯?
[00:05:10.000 --> 00:05:12.000]  耶穌不是這樣說話的
[00:05:12.000 --> 00:05:14.000]  那一刻你真的沒說錯
[00:05:14.000 --> 00:05:16.000]  你已經有五個了
[00:05:16.000 --> 00:05:18.000]  不過你現在那個不是
[00:05:18.000 --> 00:05:20.000]  你死了沒有?
[00:05:20.000 --> 00:05:21.000]  真的嚇死你了
[00:05:21.000 --> 00:05:22.000]  所以我們要學一下
[00:05:22.000 --> 00:05:24.000]  耶穌說話的技巧
[00:05:24.000 --> 00:05:26.000]  真的挺聰明的
[00:05:26.000 --> 00:05:28.000]  你現在有的那個都不是
[00:05:28.000 --> 00:05:30.000]  不是你的丈夫
[00:05:30.000 --> 00:05:32.000]  於是大家都開始明白
[00:05:32.000 --> 00:05:35.000]  為什麼祂要中午來打水
[00:05:35.000 --> 00:05:38.000]  怎麼見人?
[00:05:38.000 --> 00:05:40.000]  我們現在香港生活
[00:05:40.000 --> 00:05:41.000]  很疏離的
[00:05:41.000 --> 00:05:42.000]  你旁邊那個人
[00:05:42.000 --> 00:05:43.000]  是不是有五個丈夫
[00:05:43.000 --> 00:05:45.000]  你怎麼知道呢?
[00:05:45.000 --> 00:05:46.000]  你不知道的
[00:05:46.000 --> 00:05:48.000]  但是他們那時候
[00:05:48.000 --> 00:05:49.000]  生活在一條村那裡
[00:05:49.000 --> 00:05:51.000]  真的人人都知道的
[00:05:51.000 --> 00:05:53.000]  究竟是什麼一回事
[00:05:53.000 --> 00:05:55.000]  所以祂要避開那些人
[00:05:55.000 --> 00:05:57.000]  於是乎這個又是祂
[00:05:57.000 --> 00:06:01.000]  不去接觸人的地方
[00:06:01.000 --> 00:06:05.000]  我們稍為認識這個婦人
[00:06:05.000 --> 00:06:07.000]  這個婦人竟然是一個這樣的人
[00:06:07.000 --> 00:06:09.000]  不過問題就是說
[00:06:09.000 --> 00:06:11.000]  可能這個女人
[00:06:11.000 --> 00:06:13.000]  她從來都沒有想過
[00:06:13.000 --> 00:06:16.000]  自己為什麼會有五個丈夫
[00:06:16.000 --> 00:06:19.000]  現在那個都不是丈夫
[00:06:19.000 --> 00:06:22.000]  其實她反映她內心
[00:06:22.000 --> 00:06:24.000]  究竟她需要什麼呢?
[00:06:24.000 --> 00:06:26.000]  就是需要什麼?
[00:06:26.000 --> 00:06:29.000]  有一個男人結了婚
[00:06:29.000 --> 00:06:31.000]  不行,不合心意
[00:06:31.000 --> 00:06:32.000]  或者是別人不適合她
[00:06:32.000 --> 00:06:34.000]  她又分開了
[00:06:34.000 --> 00:06:36.000]  分開,分開,分開
[00:06:36.000 --> 00:06:38.000]  其實某個程度來說
[00:06:38.000 --> 00:06:40.000]  是不斷受傷的
[00:06:40.000 --> 00:06:41.000]  你以為跟別人分開
[00:06:41.000 --> 00:06:43.000]  是那麼容易的嗎?
[00:06:43.000 --> 00:06:46.000]  哎呀都叫做有段情
[00:06:46.000 --> 00:06:49.000]  這個婦人其實某個程度來說
[00:06:49.000 --> 00:06:51.000]  真的很淒涼
[00:06:51.000 --> 00:06:54.000]  到現在還要做隱蔽一族
[00:06:54.000 --> 00:06:55.000]  自己搞定自己
[00:06:55.000 --> 00:06:58.000]  自己來打水
[00:06:58.000 --> 00:07:00.000]  所以要問的心靈
[00:07:00.000 --> 00:07:02.000]  究竟真正的需要是什麼呢?
[00:07:02.000 --> 00:07:03.000]  同樣這個問題
[00:07:03.000 --> 00:07:05.000]  我們時時都要問自己
[00:07:05.000 --> 00:07:07.000]  在我的心靈裡面
[00:07:07.000 --> 00:07:09.000]  需要什麼?
[00:07:09.000 --> 00:07:12.000]  在你自己的言語行為上面
[00:07:12.000 --> 00:07:15.000]  如果我們多一點點去想
[00:07:15.000 --> 00:07:16.000]  看回自己
[00:07:16.000 --> 00:07:17.000]  尤其是你對於
[00:07:17.000 --> 00:07:19.000]  可能有些人不滿意,不喜歡
[00:07:19.000 --> 00:07:21.000]  有些人很怕過年
[00:07:21.000 --> 00:07:22.000]  你知道的
[00:07:22.000 --> 00:07:23.000]  一過年
[00:07:23.000 --> 00:07:26.000]  見一些不想見的人
[00:07:26.000 --> 00:07:28.000]  現在可能長大一點就好了
[00:07:28.000 --> 00:07:29.000]  現在你有地位
[00:07:29.000 --> 00:07:30.000]  你頭髮白
[00:07:30.000 --> 00:07:32.000]  你不見他就不見他
[00:07:32.000 --> 00:07:34.000]  你拖男帶女
[00:07:34.000 --> 00:07:36.000]  你就一定要做這些事
[00:07:36.000 --> 00:07:37.000]  不過
[00:07:37.000 --> 00:07:39.000]  應該要再問問自己的心靈
[00:07:39.000 --> 00:07:41.000]  究竟需要什麼?
[00:07:41.000 --> 00:07:42.000]  你看回那個經文
[00:07:42.000 --> 00:07:44.000]  是耶穌撩別人的
[00:07:44.000 --> 00:07:45.000]  撩別人
[00:07:45.000 --> 00:07:46.000]  那個女人問他拿水
[00:07:46.000 --> 00:07:47.000]  他說OK
[00:07:47.000 --> 00:07:48.000]  你叫你老公來
[00:07:48.000 --> 00:07:49.000]  喂
[00:07:49.000 --> 00:07:50.000]  我沒有老公
[00:07:50.000 --> 00:07:51.000]  沒有水喝嗎?
[00:07:51.000 --> 00:07:52.000]  對不對?
[00:07:52.000 --> 00:07:54.000]  但是耶穌知道他的問題
[00:07:54.000 --> 00:07:56.000]  所以特意去撩他出來
[00:07:56.000 --> 00:07:57.000]  撩他出來
[00:07:57.000 --> 00:07:59.000]  但是又不是很難委他
[00:07:59.000 --> 00:08:01.000]  而是主耶穌要幫他
[00:08:01.000 --> 00:08:03.000]  接著我們就看
[00:08:03.000 --> 00:08:04.000]  你要知道
[00:08:04.000 --> 00:08:07.000]  我不是跟著聖經整段直落
[00:08:07.000 --> 00:08:08.000]  所以你要回去
[00:08:08.000 --> 00:08:10.000]  你聽不明白我說的
[00:08:10.000 --> 00:08:12.000]  你一定要回去讀聖經
[00:08:12.000 --> 00:08:14.000]  這一次
[00:08:14.000 --> 00:08:17.000]  他在井旁遇到耶穌的時候
[00:08:17.000 --> 00:08:20.000]  他真的一個翻身
[00:08:20.000 --> 00:08:22.000]  我稱之為翻身
[00:08:22.000 --> 00:08:24.000]  然後喚言一生
[00:08:24.000 --> 00:08:25.000]  是什麼意思呢?
[00:08:25.000 --> 00:08:27.000]  當他跟耶穌相遇的時候
[00:08:27.000 --> 00:08:30.000]  他是一反常態
[00:08:30.000 --> 00:08:31.000]  剛才說了
[00:08:31.000 --> 00:08:32.000]  他是離開那些人
[00:08:32.000 --> 00:08:33.000]  丟在一起
[00:08:33.000 --> 00:08:36.000]  不要被人看到
[00:08:36.000 --> 00:08:37.000]  因為那些人
[00:08:37.000 --> 00:08:38.000]  見不到他
[00:08:38.000 --> 00:08:39.000]  都在他背後說他的閒話
[00:08:39.000 --> 00:08:41.000]  你想想才行
[00:08:41.000 --> 00:08:42.000]  如果在你的親戚裡面
[00:08:42.000 --> 00:08:43.000]  有個結了五年
[00:08:43.000 --> 00:08:45.000]  五次婚的女人
[00:08:45.000 --> 00:08:47.000]  那些親戚你不說嗎?
[00:08:47.000 --> 00:08:49.000]  即是隔離左右
[00:08:49.000 --> 00:08:51.000]  那邊出的又是另外一個男人
[00:08:51.000 --> 00:08:53.000]  那你也會說吧
[00:08:53.000 --> 00:08:56.000]  你想想他以前是怎麼樣
[00:08:56.000 --> 00:08:59.000]  但是今時他跟耶穌相遇之後
[00:08:59.000 --> 00:09:01.000]  我們來讀一讀
[00:09:01.000 --> 00:09:02.000]  一起讀
[00:09:02.000 --> 00:09:05.000]  那婦人就留下水管子
[00:09:05.000 --> 00:09:07.000]  往城裡去
[00:09:07.000 --> 00:09:08.000]  對眾人說
[00:09:08.000 --> 00:09:10.000]  你們來看
[00:09:10.000 --> 00:09:11.000]  有一個人
[00:09:11.000 --> 00:09:14.000]  將我素來所行的一切事
[00:09:14.000 --> 00:09:16.000]  都給我說出來了
[00:09:16.000 --> 00:09:19.000]  莫非這就是基督嗎?
[00:09:19.000 --> 00:09:21.000]  眾人就出城
[00:09:21.000 --> 00:09:24.000]  往耶穌那裡去
[00:09:24.000 --> 00:09:25.000]  那麼
[00:09:25.000 --> 00:09:27.000]  這道聖經告訴我們
[00:09:27.000 --> 00:09:28.000]  當耶穌跟他講完
[00:09:28.000 --> 00:09:30.000]  那番對話之後
[00:09:30.000 --> 00:09:32.000]  即是他就立刻
[00:09:32.000 --> 00:09:35.000]  踢下了那個水管子
[00:09:35.000 --> 00:09:37.000]  他在井旁遇到耶穌
[00:09:37.000 --> 00:09:38.000]  他就要來打水
[00:09:38.000 --> 00:09:40.000]  耶穌問他拿水喝
[00:09:40.000 --> 00:09:41.000]  他都不肯給
[00:09:41.000 --> 00:09:42.000]  我們稍後可以再看到
[00:09:42.000 --> 00:09:43.000]  但是今時今日
[00:09:43.000 --> 00:09:46.000]  他一遇到耶穌就瘋了
[00:09:46.000 --> 00:09:50.000]  連水管子打水的罐都扔下
[00:09:50.000 --> 00:09:52.000]  然後「乒乒乓乓」這樣
[00:09:52.000 --> 00:09:53.000]  不是耶穌叫他
[00:09:53.000 --> 00:09:54.000]  而是他自己
[00:09:54.000 --> 00:09:56.000]  立刻走回城裡
[00:09:56.000 --> 00:09:58.000]  走回城裡
[00:09:58.000 --> 00:10:00.000]  然後跟人說
[00:10:00.000 --> 00:10:02.000]  是否一反常態?
[00:10:02.000 --> 00:10:03.000]  剛才我們才讀到
[00:10:03.000 --> 00:10:06.000]  每一天他都要遠離群眾
[00:10:06.000 --> 00:10:08.000]  靜悄悄去打水
[00:10:08.000 --> 00:10:09.000]  但是今時今日
