
[00:00:00.000 --> 00:00:03.000]  正如剛才在聖餐的時候說過
[00:00:03.000 --> 00:00:10.000]  前一個禮拜就跟大家分享《文素記》二十一章
[00:00:10.000 --> 00:00:15.000]  講到這班異色蝶民在河以山起行
[00:00:15.000 --> 00:00:20.000]  繞過以東地 返越燕 結果被火蛇咬
[00:00:20.000 --> 00:00:24.000]  今天就來到《文素記》二十二章
[00:00:24.000 --> 00:00:28.000]  我仍然要繼續講蛇
[00:00:28.000 --> 00:00:32.000]  不過就是兩頭蛇
[00:00:32.000 --> 00:00:36.000]  真正的兩頭蛇是怎樣的呢
[00:00:36.000 --> 00:00:38.000]  老實說我都沒見過
[00:00:38.000 --> 00:00:42.000]  所以這幅照片是在網上找到的
[00:00:42.000 --> 00:00:48.000]  不過我相信在現實當中的比喻
[00:00:48.000 --> 00:00:50.000]  兩頭蛇即是甚麼呢
[00:00:50.000 --> 00:00:56.000]  即是那些見風駛鯉 一腳踏兩船的兩面人
[00:00:56.000 --> 00:01:00.000]  我相信大家會見得多 是不是
[00:01:00.000 --> 00:01:05.000]  其實這種人我想說不分年紀
[00:01:05.000 --> 00:01:09.000]  亦都不分教育程度 背景
[00:01:09.000 --> 00:01:18.000]  有錢 沒錢 甚至是信仰的資深程度
[00:01:18.000 --> 00:01:22.000]  就算信了主很多年
[00:01:22.000 --> 00:01:26.000]  在服事裏面走得很前
[00:01:26.000 --> 00:01:30.000]  全部目者 我都想說
[00:01:30.000 --> 00:01:33.000]  沒有免死金牌的
[00:01:33.000 --> 00:01:40.000]  都仍然可以在這個向道上去失腳的
[00:01:40.000 --> 00:01:44.000]  今天跟大家講到《文素記》二十二章
[00:01:44.000 --> 00:01:50.000]  但其實這個關於巴蘭這個人物的技術
[00:01:50.000 --> 00:01:53.000]  只是上集而已
[00:01:53.000 --> 00:01:55.000]  如果大家讀過《文素記》
[00:01:55.000 --> 00:02:02.000]  其實關於他的技術一直去到二十四章尾尾那處
[00:02:02.000 --> 00:02:08.000]  到下個星期鄭姑娘就會跟我們講下集
[00:02:08.000 --> 00:02:16.000]  這件事的背景其實二十二章頭六節就交代了
[00:02:16.000 --> 00:02:20.000]  由於摩押王巴勒
[00:02:20.000 --> 00:02:24.000]  當時他就眼見亞摩利人
[00:02:24.000 --> 00:02:28.000]  怎樣慘敗在以色列人的手下
[00:02:28.000 --> 00:02:31.000]  《文素記》二十一章講的
[00:02:31.000 --> 00:02:36.000]  所以去到二十二章第二節到第四節
[00:02:36.000 --> 00:02:39.000]  就說他害怕得不得了
[00:02:39.000 --> 00:02:41.000]  那麼害怕怎麼辦
[00:02:41.000 --> 00:02:49.000]  他覺得這一幫的以色列人遲早就會侵佔他們的土地
[00:02:49.000 --> 00:02:53.000]  到時就什麼都沒有了
[00:02:53.000 --> 00:02:54.000]  怎麼辦
[00:02:54.000 --> 00:03:00.000]  當時的加南人這些不同的族群
[00:03:00.000 --> 00:03:04.000]  基本上他們就沒有一個一神官
[00:03:04.000 --> 00:03:06.000]  只是敬拜耶和華的
[00:03:06.000 --> 00:03:11.000]  所以有很多不同的地區的神子
[00:03:11.000 --> 00:03:14.000]  你有你的神我有我的神他有他的神
[00:03:14.000 --> 00:03:21.000]  正正因為不同的民族有他各自的神子
[00:03:21.000 --> 00:03:24.000]  於是就會有比較
[00:03:24.000 --> 00:03:27.000]  你那個勁一點我那個就沒有那麼勁
[00:03:27.000 --> 00:03:28.000]  諸如此類
[00:03:28.000 --> 00:03:32.000]  經文在第五至到第六節就說
[00:03:32.000 --> 00:03:39.000]  巴勒聽聞有一個非常之出名的人叫做巴蘭
[00:03:39.000 --> 00:03:40.000]  他很厲害的
[00:03:40.000 --> 00:03:41.000]  怎麼厲害呢
[00:03:41.000 --> 00:03:44.000]  你為誰祝福誰就得福
[00:03:44.000 --> 00:03:48.000]  你奏作誰誰就受奏作
[00:03:48.000 --> 00:03:49.000]  很厲害是不是
[00:03:49.000 --> 00:03:57.000]  所以他希望可以藉著巴蘭去奏作這一幫的以色列人
[00:03:57.000 --> 00:03:58.000]  削弱他們的力量
[00:03:58.000 --> 00:04:02.000]  可以幫他扭轉頹勢
[00:04:02.000 --> 00:04:03.000]  趕走他們
[00:04:03.000 --> 00:04:05.000]  那我們就要問
[00:04:05.000 --> 00:04:09.000]  巴蘭究竟是什麼人來的
[00:04:09.000 --> 00:04:11.000]  經文告訴我們
[00:04:11.000 --> 00:04:15.000]  他是在大河邊的皮奪
[00:04:15.000 --> 00:04:21.000]  即是米索波大米的有法拉里河的東北邊
[00:04:21.000 --> 00:04:23.000]  即是伊拉克
[00:04:23.000 --> 00:04:24.000]  伊拉克大家熟一點
[00:04:24.000 --> 00:04:26.000]  伊拉克附近的地方
[00:04:26.000 --> 00:04:29.000]  當我這樣說的時候
[00:04:29.000 --> 00:04:30.000]  你就會明白
[00:04:30.000 --> 00:04:33.000]  基本上他不是以色列人來的
[00:04:33.000 --> 00:04:35.000]  但我一路讀下去
[00:04:35.000 --> 00:04:39.000]  我又會覺得這個人很奇怪
[00:04:39.000 --> 00:04:41.000]  好像很敬虔那樣
[00:04:41.000 --> 00:04:47.000]  如果他是一個敬虔敬畏誘惑的人
[00:04:47.000 --> 00:04:53.000]  為什麼巴勒又找他來奏作以色列人呢
[00:04:53.000 --> 00:04:56.000]  即是怎樣呢
[00:04:56.000 --> 00:04:58.000]  我們繼續看下去
[00:04:58.000 --> 00:05:03.000]  經文在第七至第十三節是這樣說的
[00:05:03.000 --> 00:05:05.000]  請聽我讀出
[00:05:05.000 --> 00:05:08.000]  摩亞的長老和米顛的長老
[00:05:08.000 --> 00:05:10.000]  手裡拿著掛金
[00:05:10.000 --> 00:05:12.000]  到了巴蘭那裡
[00:05:12.000 --> 00:05:15.000]  將巴勒的話都告訴了他
[00:05:15.000 --> 00:05:16.000]  巴蘭說
[00:05:16.000 --> 00:05:18.000]  你們今夜在這裡住宿
[00:05:18.000 --> 00:05:23.000]  我必照耀華所曉予我的回報你們
[00:05:23.000 --> 00:05:27.000]  摩亞的使臣就在巴蘭那裡住下了
[00:05:27.000 --> 00:05:30.000]  臣臨到巴蘭那裡說
[00:05:30.000 --> 00:05:33.000]  在你這裡的人都是誰
[00:05:33.000 --> 00:05:35.000]  巴蘭回答說
[00:05:35.000 --> 00:05:38.000]  是摩亞王西伯的兒子巴勒
[00:05:38.000 --> 00:05:41.000]  打發人到我這裡來
[00:05:41.000 --> 00:05:42.000]  說
[00:05:42.000 --> 00:05:46.000]  從埃及出來的民遮滿地面
[00:05:46.000 --> 00:05:49.000]  你來為我奏作他們
[00:05:49.000 --> 00:05:51.000]  或者我能與他們爭戰
[00:05:51.000 --> 00:05:53.000]  把他們趕出去
[00:05:53.000 --> 00:05:55.000]  臣對巴蘭說
[00:05:55.000 --> 00:05:57.000]  你不可同他們去
[00:05:57.000 --> 00:05:59.000]  也不可奏作那民
[00:05:59.000 --> 00:06:02.000]  因為那民是蒙福的
[00:06:02.000 --> 00:06:04.000]  巴蘭早晨起來
[00:06:04.000 --> 00:06:06.000]  對巴勒的使臣說
[00:06:06.000 --> 00:06:09.000]  你們回本地去吧
[00:06:09.000 --> 00:06:10.000]  因為也說
[00:06:10.000 --> 00:06:14.000]  不用我和你們同去
[00:06:14.000 --> 00:06:17.000]  既然有求於神
[00:06:17.000 --> 00:06:18.000]  有求於人
[00:06:18.000 --> 00:06:22.000]  摩亞和米甸的長老
[00:06:22.000 --> 00:06:26.000]  他們就帶著禮物去找巴蘭
[00:06:26.000 --> 00:06:29.000]  說出他的要求
[00:06:29.000 --> 00:06:33.000]  巴蘭從這裡開始就出場了
[00:06:33.000 --> 00:06:34.000]  接下來
[00:06:34.000 --> 00:06:36.000]  巴蘭就有一連串
[00:06:36.000 --> 00:06:41.000]  和神和巴勒所差遣的使者
[00:06:41.000 --> 00:06:43.000]  有一連串對話
[00:06:43.000 --> 00:06:46.000]  在這裡我要提醒大家
[00:06:46.000 --> 00:06:51.000]  當我們看這些對話的時候
[00:06:51.000 --> 00:06:53.000]  我們不但要留心
[00:06:53.000 --> 00:06:55.000]  究竟巴蘭說什麼
[00:06:55.000 --> 00:07:00.000]  我們還要聽那些政治人物說話
[00:07:00.000 --> 00:07:02.000]  留心那些
[00:07:02.000 --> 00:07:07.000]  特意巴蘭避開不說的話
[00:07:07.000 --> 00:07:09.000]  不只是留意他說的
[00:07:09.000 --> 00:07:11.000]  他不說的話
[00:07:11.000 --> 00:07:15.000]  其實也有意思在其中
[00:07:15.000 --> 00:07:17.000]  我們要這樣聽
[00:07:17.000 --> 00:07:18.000]  這樣看
[00:07:18.000 --> 00:07:20.000]  我們才能夠清楚明白
[00:07:20.000 --> 00:07:23.000]  究竟神有什麼
[00:07:23.000 --> 00:07:26.000]  屬靈教訓給過我們
[00:07:26.000 --> 00:07:28.000]  巴蘭聽完使者
[00:07:28.000 --> 00:07:31.000]  在第七節的要求
[00:07:31.000 --> 00:07:32.000]  就給了一個
[00:07:32.000 --> 00:07:35.000]  非常標準的答案給他
[00:07:35.000 --> 00:07:39.000]  英文在第八節上半節就這樣說
[00:07:39.000 --> 00:07:40.000]  巴蘭說
[00:07:40.000 --> 00:07:42.000]  你們今夜在這裡住宿
[00:07:42.000 --> 00:07:45.000]  我必照耶和華所曉諭我的
[00:07:45.000 --> 00:07:48.000]  回報你們
[00:07:48.000 --> 00:07:50.000]  你可能會問
[00:07:50.000 --> 00:07:53.000]  既然巴蘭是外邦人
[00:07:53.000 --> 00:07:55.000]  剛才說的對不對
[00:07:55.000 --> 00:07:58.000]  為什麼他會求問耶和華
[00:07:58.000 --> 00:08:00.000]  也很容易理解
[00:08:00.000 --> 00:08:02.000]  原因就是因為
[00:08:02.000 --> 00:08:06.000]  神帶了以色列人出埃及四十年
[00:08:06.000 --> 00:08:09.000]  中間其實行過很多神跡歧視
[00:08:09.000 --> 00:08:11.000]  所以周圍的人
[00:08:11.000 --> 00:08:13.000]  基本上
[00:08:13.000 --> 00:08:16.000]  其實也應該聽過
[00:08:16.000 --> 00:08:19.000]  知道耶和華是誰
[00:08:19.000 --> 00:08:22.000]  所以巴蘭認識神
[00:08:22.000 --> 00:08:25.000]  其實是不奇怪的
[00:08:25.000 --> 00:08:27.000]  特別的地方就是
[00:08:27.000 --> 00:08:29.000]  當他這樣做的時候
[00:08:29.000 --> 00:08:32.000]  神竟然認他
[00:08:32.000 --> 00:08:35.000]  不過神認他的方式
[00:08:35.000 --> 00:08:37.000]  是有點特別的
[00:08:37.000 --> 00:08:39.000]  是問他問題的
[00:08:39.000 --> 00:08:40.000]  第九節
[00:08:40.000 --> 00:08:42.000]  神臨到巴蘭哪裡說
[00:08:42.000 --> 00:08:46.000]  在你這裡的人都是誰
[00:08:46.000 --> 00:08:48.000]  這個問題真的有點奇怪
[00:08:48.000 --> 00:08:52.000]  神是一個全知的神
[00:08:52.000 --> 00:08:57.000]  他怎會不知道什麼人來找巴蘭
[00:08:57.000 --> 00:09:02.000]  這個問題問起來有點多餘
[00:09:02.000 --> 00:09:03.000]  不過
[00:09:03.000 --> 00:09:07.000]  在聖書裡面神是會問問題的
[00:09:07.000 --> 00:09:11.000]  不過神問問題是有原因的
[00:09:11.000 --> 00:09:13.000]  給你兩個例子
[00:09:13.000 --> 00:09:18.000]  最主要是因為他想人去想一想
[00:09:18.000 --> 00:09:21.000]  究竟事情是怎樣的
[00:09:21.000 --> 00:09:24.000]  第一個例子在創世紀三章十一節
[00:09:24.000 --> 00:09:27.000]  當時他問阿當
[00:09:27.000 --> 00:09:30.000]  阿當失敗了
[00:09:30.000 --> 00:09:35.000]  他就說誰告訴你赤身露體呢
[00:09:35.000 --> 00:09:37.000]  當神這樣問的時候
[00:09:37.000 --> 00:09:41.000]  其實是要給機會給阿當認錯
[00:09:41.000 --> 00:09:42.000]  第二個例子
[00:09:42.000 --> 00:09:44.000]  二塞亞書六章八節
[00:09:44.000 --> 00:09:45.000]  又很熟悉的了
[00:09:45.000 --> 00:09:46.000]  他問二塞亞
[00:09:46.000 --> 00:09:48.000]  我可以猜拳誰呢
[00:09:48.000 --> 00:09:51.000]  誰肯為我們去呢
[00:09:51.000 --> 00:09:52.000]  當他這樣問
[00:09:52.000 --> 00:09:53.000]  很簡單的
[00:09:53.000 --> 00:09:58.000]  就是要二塞亞親口來表達
[00:09:58.000 --> 00:10:03.000]  自己甘心樂意去回應神的呼召
[00:10:03.000 --> 00:10:06.000]  在文素記二十二章
[00:10:06.000 --> 00:10:10.000]  當神這樣問巴蘭的時候
