
[00:00:00.000 --> 00:00:02.000]  趁我同工
[00:00:02.000 --> 00:00:08.400]  各位在網絡中參與崇拜的弟兄姊妹平安
[00:00:08.400 --> 00:00:14.600]  我們繼續詩篇十六篇
[00:00:14.600 --> 00:00:18.000]  上一次我們說到
[00:00:18.000 --> 00:00:22.600]  記不記得題目是甚麼
[00:00:22.600 --> 00:00:27.200]  流傳好像回答得到
[00:00:27.200 --> 00:00:30.400]  上一次我們說第五第六節
[00:00:30.400 --> 00:00:37.200]  是以你為我持守做這個題目
[00:00:37.200 --> 00:00:41.200]  提醒我們其實我們生命裡所得的一切
[00:00:41.200 --> 00:00:46.200]  其實都是上帝為我們持守
[00:00:46.200 --> 00:00:49.800]  上帝所賜的是實在美好
[00:00:49.800 --> 00:00:52.200]  這是詩人的凝訊
[00:00:52.200 --> 00:00:57.000]  也是他對主的一個選擇、一個回應
[00:00:57.000 --> 00:01:00.600]  今天我們繼續第七第八節
[00:01:00.600 --> 00:01:07.400]  我們先一起祈禱
[00:01:07.400 --> 00:01:09.800]  親愛的天父
[00:01:09.800 --> 00:01:17.000]  雖然我們仍然能夠面對面有實體的崇拜
[00:01:17.000 --> 00:01:18.600]  但是通過科技
[00:01:18.600 --> 00:01:23.800]  我們仍然能夠可以一起來參與
[00:01:23.800 --> 00:01:26.000]  實在是一份的恩典
[00:01:26.000 --> 00:01:27.600]  聖經提醒我們
[00:01:27.600 --> 00:01:29.400]  上帝是個靈
[00:01:29.400 --> 00:01:31.000]  所以拜祂的
[00:01:31.000 --> 00:01:35.200]  要用心靈和誠實來拜祂
[00:01:35.200 --> 00:01:38.600]  所以雖然我們在不同的地方
[00:01:38.600 --> 00:01:41.200]  弟兄姊妹在不同的家中
[00:01:41.200 --> 00:01:43.000]  但是求主幫助我們
[00:01:43.000 --> 00:01:46.400]  因著聖靈的扶持和保守
[00:01:46.400 --> 00:01:49.200]  能夠同歸於人
[00:01:49.200 --> 00:01:52.600]  現在當我們要聆聽你的聖言的時候
[00:01:52.600 --> 00:01:54.400]  求主幫助我們
[00:01:54.400 --> 00:01:57.000]  不是單單聽道
[00:01:57.000 --> 00:01:59.000]  而是要行道
[00:01:59.000 --> 00:02:01.000]  求你撫聽我們的懇求
[00:02:01.000 --> 00:02:04.600]  靠賴耶穌基督的成名
[00:02:04.600 --> 00:02:06.200]  阿們
[00:02:25.400 --> 00:02:31.000]  其實第七節是在回應十六篇的第四節
[00:02:31.000 --> 00:02:34.800]  第四節找到我們一起讀
[00:02:34.800 --> 00:02:38.000]  詩篇十六篇第四節
[00:02:38.000 --> 00:02:42.400]  「以別神代替耶和華的
[00:02:42.400 --> 00:02:45.400]  他們的仇苦必加增
[00:02:45.400 --> 00:02:47.600]  他們所囂墮的血
[00:02:47.600 --> 00:02:49.400]  我不獻上
[00:02:49.400 --> 00:02:53.000]  我嘴唇也不提別神的名號」
[00:02:53.000 --> 00:02:55.600]  詩人曾經在這裡表明
[00:02:55.600 --> 00:02:59.000]  他不會參與敬拜假的神
[00:02:59.000 --> 00:03:00.000]  那些偶像
[00:03:00.000 --> 00:03:01.000]  他說
[00:03:01.000 --> 00:03:03.000]  在第七節
[00:03:03.000 --> 00:03:04.000]  詩人再說
[00:03:04.000 --> 00:03:08.000]  「我必稱頌那指教我的耶和華」
[00:03:08.000 --> 00:03:12.000]  他說我只要敬拜這位獨一的上主
[00:03:12.000 --> 00:03:15.000]  因為這位主賜給他美好的產業
[00:03:15.000 --> 00:03:18.000]  他感謝讚美主
[00:03:18.000 --> 00:03:22.000]  稱頌的意思是什麼呢?
[00:03:22.000 --> 00:03:27.000]  就是全感恩的心
[00:03:27.000 --> 00:03:33.000]  公開地回應上帝所賜下的祝福
[00:03:33.000 --> 00:03:35.000]  稱頌就是
[00:03:35.000 --> 00:03:38.000]  不單單是唱詩
[00:03:38.000 --> 00:03:40.000]  當然是其中一個向導
[00:03:40.000 --> 00:03:43.000]  而是公開去見證
[00:03:43.000 --> 00:03:46.000]  上帝在我們生命的作為
[00:03:46.000 --> 00:03:48.000]  我時時覺得
[00:03:48.000 --> 00:03:52.000]  我們不應該單單只是在報道會
[00:03:52.000 --> 00:03:56.000]  甚或在感恩見證祈禱會裡面
[00:03:56.000 --> 00:03:58.000]  分享見證
[00:03:58.000 --> 00:04:01.000]  會不會考慮將來我們在崇拜之中
[00:04:01.000 --> 00:04:04.000]  都會有見證的分享
[00:04:04.000 --> 00:04:10.000]  因為崇拜其實都有一個公共性的向導
[00:04:10.000 --> 00:04:13.000]  讓這個群體都能夠蒙恩
[00:04:13.000 --> 00:04:15.000]  讓這個群體都聽到
[00:04:15.000 --> 00:04:20.000]  上帝在弟兄姊妹生命裡面的見證
[00:04:20.000 --> 00:04:22.000]  所以他很想在其中
[00:04:22.000 --> 00:04:26.000]  來稱頌這位指教他的耶和華
[00:04:26.000 --> 00:04:29.000]  今天我有兩點和弟兄姊妹分享
[00:04:29.000 --> 00:04:31.000]  第一點
[00:04:31.000 --> 00:04:34.000]  日間引導
[00:04:34.000 --> 00:04:37.000]  夜間警戒
[00:04:37.000 --> 00:04:40.000]  其實第七節
[00:04:40.000 --> 00:04:43.000]  可以分為兩段來看
[00:04:43.000 --> 00:04:45.000]  上半節
