
[00:00:00.000 --> 00:00:03.460]  怎樣信耶穌才算是信得好呢?
[00:00:03.460 --> 00:00:09.040]  問問那些人好嗎?
[00:00:09.040 --> 00:00:12.100]  剛才有舉手的
[00:00:12.100 --> 00:00:14.700]  Ruby
[00:00:14.700 --> 00:00:17.640]  旁邊那兩個
[00:00:17.640 --> 00:00:19.640]  哈哈哈
[00:00:19.640 --> 00:00:20.920]  是呀,是你呀
[00:00:20.920 --> 00:00:23.560]  怎樣叫信耶穌信得好呢?
[00:00:23.560 --> 00:00:28.540]  是不是旨呈?
[00:00:28.540 --> 00:00:30.540]  是呀
[00:00:30.540 --> 00:00:32.540]  大聲一點講
[00:00:32.540 --> 00:00:36.540]  怎樣叫信耶穌信得好呢?
[00:00:36.540 --> 00:00:41.540]  回教會
[00:00:41.540 --> 00:00:43.540]  回教會
[00:00:43.540 --> 00:00:44.540]  祈禱
[00:00:44.540 --> 00:00:46.540]  讀經
[00:00:46.540 --> 00:00:48.540]  服侍
[00:00:48.540 --> 00:00:50.540]  做見證
[00:00:50.540 --> 00:00:56.540]  其他人還有意見是嗎?
[00:00:56.540 --> 00:00:58.540]  我想補充一下
[00:00:58.540 --> 00:01:04.540]  信耶穌信得好就是穩定回教會
[00:01:04.540 --> 00:01:06.540]  有服侍
[00:01:06.540 --> 00:01:08.540]  生命的見證好
[00:01:08.540 --> 00:01:10.540]  這就叫信耶穌信得好
[00:01:10.540 --> 00:01:14.540]  今天想透過《使徒行傳》十七章這段
[00:01:14.540 --> 00:01:16.540]  跟大家分享一下
[00:01:16.540 --> 00:01:18.540]  其實怎樣信耶穌
[00:01:18.540 --> 00:01:20.540]  叫做信得好
[00:01:20.540 --> 00:01:24.540]  如果大家剛才一直讀這段經文的時候
[00:01:24.540 --> 00:01:26.540]  你留意
[00:01:26.540 --> 00:01:29.540]  第一至第九節是在說一個地方
[00:01:29.540 --> 00:01:31.540]  那個地方是什麼呢?
[00:01:31.540 --> 00:01:32.540]  那個地方叫做
[00:01:32.540 --> 00:01:34.540]  帖撒羅尼加
[00:01:34.540 --> 00:01:35.540]  是不是?
[00:01:35.540 --> 00:01:39.540]  然後在第十至十五節又在說另一個地方
[00:01:39.540 --> 00:01:41.540]  那個地方叫做什麼地方呢?
[00:01:41.540 --> 00:01:45.540]  是呀,大聲一點
[00:01:45.540 --> 00:01:46.540]  比利亞
[00:01:46.540 --> 00:01:48.540]  非常好的觀察
[00:01:48.540 --> 00:01:49.540]  在十一節裡面
[00:01:49.540 --> 00:01:51.540]  大家留意一下第十一節
[00:01:51.540 --> 00:01:55.540]  這地方的人言於帖撒羅尼加
[00:01:55.540 --> 00:01:57.540]  我聽到有人說話
[00:01:57.540 --> 00:01:59.540]  因為我一邊說話
[00:01:59.540 --> 00:02:01.540]  一邊聽到有人說話的時候
[00:02:01.540 --> 00:02:02.540]  我就有兩個反應
[00:02:02.540 --> 00:02:04.540]  第一,不是很專心
[00:02:04.540 --> 00:02:06.540]  第二,我很想聽聽他說什麼
[00:02:06.540 --> 00:02:08.540]  我多數問問題的時候
[00:02:08.540 --> 00:02:10.540]  就會問這些人
[00:02:10.540 --> 00:02:12.540]  好不好?
[00:02:12.540 --> 00:02:14.540]  這是我的習慣
[00:02:14.540 --> 00:02:16.540]  上課有這個習慣
[00:02:16.540 --> 00:02:18.540]  在十一節裡面就說
[00:02:18.540 --> 00:02:21.540]  這地方的人言於帖撒羅尼加的人
[00:02:21.540 --> 00:02:24.540]  甘心領受這道
[00:02:24.540 --> 00:02:26.540]  天天考察聖經
[00:02:26.540 --> 00:02:28.540]  要曉得這道是與不是
[00:02:28.540 --> 00:02:30.540]  這地方的人是指什麼人呢?
[00:02:30.540 --> 00:02:34.540]  知道嗎?
[00:02:34.540 --> 00:02:36.540]  當然是上文那個
[00:02:36.540 --> 00:02:39.540]  當然是上文那個
[00:02:39.540 --> 00:02:41.540]  比利亞人
[00:02:41.540 --> 00:02:43.540]  這地方的人是指比利亞人
[00:02:43.540 --> 00:02:45.540]  什麼叫言於呢?
[00:02:47.540 --> 00:02:49.540]  什麼叫言於呢?
[00:02:49.540 --> 00:02:54.540]  言於是一個比較性的詞句
[00:02:54.540 --> 00:02:59.540]  大於、高於、矮於
[00:02:59.540 --> 00:03:02.540]  是兩個地方的一個比較
[00:03:02.540 --> 00:03:05.540]  言於其實是指什麼呢?
[00:03:05.540 --> 00:03:11.540]  是指一些人有一種很高尚的品格
[00:03:11.540 --> 00:03:13.540]  言於的意思就是說
[00:03:13.540 --> 00:03:16.540]  一群人有一種高尚的品格
[00:03:16.540 --> 00:03:19.540]  聖經稱讚比利亞的人
[00:03:19.540 --> 00:03:22.540]  他們有高尚的品格
[00:03:22.540 --> 00:03:24.540]  有什麼高尚的品格呢?
[00:03:24.540 --> 00:03:27.540]  如果我們留意十七章那裡
[00:03:27.540 --> 00:03:28.540]  他在說什麼呢?
[00:03:28.540 --> 00:03:30.540]  在說帖撒羅尼加的人
[00:03:30.540 --> 00:03:31.540]  聖經那裡說
[00:03:31.540 --> 00:03:33.540]  保羅和西拉他們有一個習慣
[00:03:33.540 --> 00:03:37.540]  他們經過了一個地方叫做暗幾波尼
[00:03:37.540 --> 00:03:39.540]  經過了阿波羅尼亞
[00:03:39.540 --> 00:03:41.540]  來到帖撒羅尼加這個地方
[00:03:41.540 --> 00:03:43.540]  保羅和西拉在那裡做什麼呢?
[00:03:43.540 --> 00:03:45.540]  在那裡有猶太人的會堂
[00:03:45.540 --> 00:03:49.540]  他們就照他們習慣的做法
[00:03:49.540 --> 00:03:50.540]  或者照常他們的規矩
[00:03:50.540 --> 00:03:52.540]  一連三個安息日
[00:03:52.540 --> 00:03:54.540]  本著聖經
[00:03:54.540 --> 00:03:56.540]  跟他們做什麼呢?
[00:03:56.540 --> 00:03:57.540]  辯論啊
[00:03:57.540 --> 00:03:58.540]  跟他們辯論
[00:03:58.540 --> 00:04:01.540]  講解陳明基督必須受苦
[00:04:01.540 --> 00:04:03.540]  從死裡復活
[00:04:03.540 --> 00:04:07.540]  又說我們所傳與你們的這位耶穌就是基督
[00:04:07.540 --> 00:04:10.540]  就是說保羅和西拉在說什麼呢?
[00:04:10.540 --> 00:04:12.540]  在傳福音啊
[00:04:12.540 --> 00:04:15.540]  當他們去到一個地方的時候
[00:04:15.540 --> 00:04:17.540]  他們就在那個地方裡面做什麼呢?
[00:04:17.540 --> 00:04:18.540]  傳福音啊
[00:04:18.540 --> 00:04:20.540]  本著聖經跟他們辯論
[00:04:20.540 --> 00:04:24.540]  結果在帖撒羅尼加的結果是怎麼樣呢?
[00:04:24.540 --> 00:04:27.540]  第四節他說
[00:04:27.540 --> 00:04:31.540]  他們中間有些人聽了勸就服從了保羅和西拉
[00:04:31.540 --> 00:04:34.540]  並且有許多虔敬的希臘人
[00:04:34.540 --> 00:04:37.540]  什麼叫做虔敬的希臘人呢?
[00:04:37.540 --> 00:04:39.540]  虔敬的意思是說
[00:04:39.540 --> 00:04:44.540]  原本那群希臘人不是...
[00:04:44.540 --> 00:04:46.540]  虔敬的意思是說
[00:04:46.540 --> 00:04:48.540]  一群非猶太人
[00:04:48.540 --> 00:04:50.540]  不過他歸順了猶太教的人
[00:04:50.540 --> 00:04:52.540]  那些就叫做什麼呢?
[00:04:52.540 --> 00:04:54.540]  虔敬的人
[00:04:54.540 --> 00:04:55.540]  敬虔人
[00:04:55.540 --> 00:04:56.540]  或者虔敬的人
[00:04:56.540 --> 00:04:58.540]  這群希臘人就是這樣
[00:04:58.540 --> 00:05:01.540]  然後他說尊貴的婦女也有不少
[00:05:01.540 --> 00:05:05.540]  就是說保羅和西拉去到帖撒羅尼加這個地方裡面
[00:05:05.540 --> 00:05:06.540]  傳福音的時候
[00:05:06.540 --> 00:05:08.540]  反應也挺好的
[00:05:08.540 --> 00:05:10.540]  很多人信耶穌
[00:05:10.540 --> 00:05:14.540]  那為什麼信耶穌聖經沒有稱讚他們呢?
[00:05:14.540 --> 00:05:17.540]  來到十七章的十一節
[00:05:17.540 --> 00:05:19.540]  聖經就稱讚這群比利亞人
[00:05:19.540 --> 00:05:20.540]  他說
[00:05:20.540 --> 00:05:23.540]  這地方的人言於帖撒羅尼加的人
[00:05:23.540 --> 00:05:24.540]  甘心領受這道
[00:05:24.540 --> 00:05:26.540]  天天考察聖經
[00:05:26.540 --> 00:05:29.540]  要曉得這道是與不是
[00:05:29.540 --> 00:05:30.540]  然後他說什麼呢?
[00:05:30.540 --> 00:05:33.540]  所以他們中間多有相信的
[00:05:33.540 --> 00:05:36.540]  又有希臘尊貴的婦女
[00:05:36.540 --> 00:05:38.540]  男子也不少
[00:05:38.540 --> 00:05:42.540]  保羅去到帖撒羅尼加
[00:05:42.540 --> 00:05:43.540]  保羅去到比利亞
[00:05:43.540 --> 00:05:46.540]  去猶太人的會堂裡面傳福音
[00:05:46.540 --> 00:05:48.540]  兩群人都信了
[00:05:48.540 --> 00:05:51.540]  為什麼在這裡的聖經
[00:05:51.540 --> 00:05:53.540]  只是稱讚比利亞的人
[00:05:53.540 --> 00:05:55.540]  稱讚他們
[00:05:55.540 --> 00:05:57.540]  說他們言於帖撒羅尼加的人
[00:05:57.540 --> 00:06:00.540]  沒有稱讚帖撒羅尼加教會的人呢?
[00:06:00.540 --> 00:06:04.540]  是不是?
[00:06:04.540 --> 00:06:08.540]  怎樣稱為信耶穌信得好呢?
[00:06:08.540 --> 00:06:11.540]  可能我們中間有一些人
[00:06:11.540 --> 00:06:14.540]  你從小時候就已經回教會了
[00:06:14.540 --> 00:06:18.540]  你從小時候就已經說信耶穌了
[00:06:18.540 --> 00:06:21.540]  你覺得你信耶穌信得好
[00:06:21.540 --> 00:06:23.540]  還是信耶穌信得不好呢?
[00:06:23.540 --> 00:06:27.540]  從什麼觀點去判斷
[00:06:27.540 --> 00:06:30.540]  你信得好還是信得不好呢?
[00:06:30.540 --> 00:06:33.540]  今天想透過這段經文和大家分享
