
[00:00:00.000 --> 00:00:02.000]  丁姐妹,早上好
[00:00:02.000 --> 00:00:03.500]  丁兄姐妹,早安
[00:00:03.500 --> 00:00:06.900]  記得我每次旅行之後
[00:00:06.900 --> 00:00:09.000]  記得我每次旅行之後
[00:00:09.000 --> 00:00:11.000]  有位姐妹就說
[00:00:11.000 --> 00:00:13.200]  你肯定是有些事的
[00:00:13.200 --> 00:00:15.700]  有位姐妹說你肯定是有些事情
[00:00:15.700 --> 00:00:17.300]  要麼就跌傷了
[00:00:17.300 --> 00:00:19.000]  要麼你就跌倒了
[00:00:19.000 --> 00:00:21.900]  要麼就說
[00:00:21.900 --> 00:00:23.900]  幾乎回不來了
[00:00:23.900 --> 00:00:27.100]  要麼你就幾乎回不了香港
[00:00:27.100 --> 00:00:29.900]  我感謝主神一直保守我
[00:00:29.900 --> 00:00:32.300]  我感謝主一路的保守著我們
[00:00:32.300 --> 00:00:36.000]  十幾天之前我和何師母
[00:00:36.000 --> 00:00:40.400]  就趁著她中風之後的康期
[00:00:40.400 --> 00:00:42.500]  十多天前我就趁著何師母
[00:00:42.500 --> 00:00:45.200]  在她中風之後的康復期
[00:00:45.200 --> 00:00:48.100]  就去臺灣旅行散散心
[00:00:48.100 --> 00:00:52.100]  就去臺灣旅行散散心
[00:00:52.100 --> 00:00:53.600]  上個主日
[00:00:53.600 --> 00:00:55.800]  上個主日,剛剛過去的主日
[00:00:55.800 --> 00:01:01.100]  我在台南參加了孫保齡牧師教會的崇拜
[00:01:01.100 --> 00:01:05.500]  上個主日我就在台南參加了孫保齡牧師的主日
[00:01:05.500 --> 00:01:07.200]  有些人認識孫牧師
[00:01:07.200 --> 00:01:08.600]  有些人不認識
[00:01:08.600 --> 00:01:10.400]  有些人認識孫牧師
[00:01:10.400 --> 00:01:12.900]  我認識孫牧師已經好多年了
[00:01:12.900 --> 00:01:15.100]  我認識孫牧師已經好多年了
[00:01:15.100 --> 00:01:16.700]  因為他是我的老師
[00:01:16.700 --> 00:01:18.200]  因為他是我的老師
[00:01:18.200 --> 00:01:26.400]  我也有機會和唐會的傳導人見面和拍照
[00:01:26.400 --> 00:01:33.500]  我也有機會跟唐會的傳導人拍照和
[00:01:33.500 --> 00:01:35.500]  何師母
[00:01:35.500 --> 00:01:38.300]  你見不到她,在相片裡見到她
[00:01:38.300 --> 00:01:39.900]  何師母,今天你們見不到她
[00:01:39.900 --> 00:01:40.900]  但是你在相片裡面見到她
[00:01:40.900 --> 00:01:43.700]  因為她中風之後
[00:01:43.700 --> 00:01:46.500]  她左手左腳是沒什麼力的
[00:01:46.500 --> 00:01:47.900]  因為她中風了之後
[00:01:47.900 --> 00:01:51.000]  她的左手跟左腳是沒有什麼力的
[00:01:51.000 --> 00:01:54.600]  所以我帶了我的工人去推輪椅
[00:01:54.600 --> 00:01:56.300]  所以我把我的工人也帶上
[00:01:56.300 --> 00:01:57.600]  負責推輪椅
[00:01:57.600 --> 00:02:03.000]  我由台中一直開車到台南
[00:02:03.000 --> 00:02:05.400]  我從台中駕車一直到台南
[00:02:05.400 --> 00:02:07.100]  是比以前困難的
[00:02:07.100 --> 00:02:08.600]  是比以前困難的
[00:02:08.600 --> 00:02:10.300]  不知道是不是體力差了
[00:02:10.300 --> 00:02:12.500]  不知道是不是我的體力也差了一點
[00:02:12.500 --> 00:02:15.600]  也需要照顧師母
[00:02:15.600 --> 00:02:18.800]  我還要照顧師母
[00:02:18.800 --> 00:02:22.300]  七天的旅程也很順利
[00:02:22.300 --> 00:02:24.500]  七天的旅程也非常順利
[00:02:24.500 --> 00:02:25.700]  但是到了第八天
[00:02:25.700 --> 00:02:29.400]  我租到的車發生了一個小意外
[00:02:29.400 --> 00:02:30.700]  但是到了第八天
[00:02:30.700 --> 00:02:33.300]  我租的那輛車子就發生了一個小意外
[00:02:33.300 --> 00:02:34.400]  就是最後一天
[00:02:34.400 --> 00:02:35.600]  就是最後一天了
[00:02:35.600 --> 00:02:37.400]  到了中午的時分
[00:02:37.400 --> 00:02:43.100]  我駕車去到台中某一間酒店
[00:02:43.100 --> 00:02:47.400]  到了中午的時候我就把車駕到台中某一個酒店
[00:02:47.400 --> 00:02:49.300]  就停在酒店的門口
[00:02:49.300 --> 00:02:51.300]  就停在酒店的門口
[00:02:51.300 --> 00:02:55.800]  打算在酒店把行李拿回來
[00:02:55.800 --> 00:02:57.600]  然後放到車廂
[00:02:57.600 --> 00:02:59.500]  然後離開機場
[00:02:59.500 --> 00:03:02.400]  就打算把酒店裡頭的行李拿起來
[00:03:02.400 --> 00:03:03.900]  放到車廂裡頭
[00:03:03.900 --> 00:03:06.100]  然後我就離開酒店了
[00:03:06.100 --> 00:03:13.200]  由於那裡的道路是頗狹窄的
[00:03:13.200 --> 00:03:16.100]  由於那些道路是比較狹窄的
[00:03:16.100 --> 00:03:18.500]  大家不知道有沒有去過台灣
[00:03:18.500 --> 00:03:22.000]  你駕車你會發覺很大問題的
[00:03:22.000 --> 00:03:23.400]  大家不知道有沒有去過台灣
[00:03:23.400 --> 00:03:24.700]  如果你駕車的話
[00:03:24.700 --> 00:03:25.900]  會有一些問題
[00:03:25.900 --> 00:03:26.900]  很大問題的
[00:03:26.900 --> 00:03:31.600]  突然之間有很多電單車在右邊出現的
[00:03:31.600 --> 00:03:34.400]  突然間會有很多摩托車在你的右邊出現的
[00:03:34.400 --> 00:03:37.000]  一轉彎就很驚嚇
[00:03:37.000 --> 00:03:38.900]  會撞車的
[00:03:38.900 --> 00:03:41.000]  一轉彎你就很害怕
[00:03:41.000 --> 00:03:42.800]  好像快要撞車這樣
[00:03:42.800 --> 00:03:46.900]  所以我就盡量停泊在車上
[00:03:46.900 --> 00:03:50.400]  所以我駕車的時候就盡量停泊在旁邊一點
[00:03:50.400 --> 00:03:51.300]  是的
[00:03:51.300 --> 00:03:52.800]  誰知道因為這樣
[00:03:52.800 --> 00:03:58.600]  右方的前輪突然間碰到行人路的石壆
[00:03:58.600 --> 00:04:00.200]  誰知道就是因為這樣
[00:04:00.200 --> 00:04:05.600]  我的右方前面的輪子就碰到旁邊的石壆
[00:04:05.600 --> 00:04:12.800]  那個石壆就刮花了輪胎的一部分
[00:04:12.800 --> 00:04:19.400]  那個石壆就弄花了車胎中間金屬的部分
[00:04:19.400 --> 00:04:25.100]  為了汽車保險的索償的需要呢
[00:04:25.100 --> 00:04:29.200]  為了汽車保險的賠償的需要呢
[00:04:30.200 --> 00:04:32.500]  我一定要報警
[00:04:32.500 --> 00:04:38.600]  就托酒店的服務員去打電話11110
[00:04:38.600 --> 00:04:43.800]  就托酒店的服務員幫我打電話報警110
[00:04:43.800 --> 00:04:47.200]  沒多久就很有效率
[00:04:47.200 --> 00:04:52.000]  一輛警察車來到現場
[00:04:52.000 --> 00:04:55.800]  查問事件發生的經過
[00:04:55.800 --> 00:05:01.100]  不久就有一輛警車來到現場查問事件發生的經過
