
[00:00:00.000 --> 00:00:02.060]  那讓我們首先一同來禱告
[00:00:02.060 --> 00:00:05.240]  讚的天父
[00:00:05.240 --> 00:00:08.720]  感謝你賜下寶貴的話語
[00:00:08.720 --> 00:00:14.000]  求主用聖靈帶領我們
[00:00:14.000 --> 00:00:18.680]  進入你的真理同德造就
[00:00:18.680 --> 00:00:23.960]  我們將禱告奉主耶穌的名
[00:00:23.960 --> 00:00:27.480]  阿門
[00:00:28.640 --> 00:00:32.600]  今天要和大家分享的主題是福音的大能
[00:00:32.600 --> 00:00:36.800]  今天和大家分享的主題是福音的大能
[00:00:36.800 --> 00:00:40.920]  創建諾貝爾獎的諾貝爾
[00:00:40.920 --> 00:00:44.960]  創建了諾貝爾獎的諾貝爾
[00:00:44.960 --> 00:00:48.080]  他是一位來自瑞典的科學家
[00:00:48.080 --> 00:00:51.320]  是一位瑞典的著名的科學家
[00:00:51.320 --> 00:00:54.080]  他也是炸藥的發明者
[00:00:54.080 --> 00:00:56.520]  他也是炸藥的發明者
[00:00:56.520 --> 00:01:01.720]  當年當他需要爲他發明的這個炸藥來命名的時候
[00:01:01.720 --> 00:01:07.040]  當年當他以爲他發明的炸藥來命名的時候
[00:01:07.040 --> 00:01:09.000]  他就請教他的朋友
[00:01:09.000 --> 00:01:13.640]  這個希臘文裏面是怎麼樣形容爆炸性的
[00:01:13.640 --> 00:01:17.760]  他就請教他朋友希臘文
[00:01:17.760 --> 00:01:21.560]  那個爆炸是怎麼說的呢
[00:01:21.560 --> 00:01:22.920]  他的朋友就告訴他
[00:01:22.920 --> 00:01:25.880]  用這個希臘單詞Dunamis
[00:01:25.880 --> 00:01:27.920]  他的朋友就告訴他
[00:01:27.920 --> 00:01:31.920]  可以用希臘的單詞Dunamis
[00:01:31.920 --> 00:01:36.080]  於是諾貝爾就用這個英文單詞Dynamite
[00:01:36.080 --> 00:01:38.680]  來爲這個炸藥來命名
[00:01:38.680 --> 00:01:43.920]  所以諾貝爾就用了英文的單詞Dynamite
[00:01:43.920 --> 00:01:45.680]  來命名炸藥了
[00:01:45.680 --> 00:01:51.440]  這也正是使徒保羅在《羅馬書》裏面所說的
[00:01:51.440 --> 00:01:55.520]  這個也都是保羅在《羅馬書》裏面所說的
[00:01:55.520 --> 00:02:00.840]  "我不以福音爲恥,這福音本是神的大能"
[00:02:00.840 --> 00:02:06.200]  "我不以福音爲恥,這福音本是神的大能"
[00:02:06.200 --> 00:02:09.160]  那大能這個詞在希臘語裏面
[00:02:09.160 --> 00:02:12.640]  它其實就是Dynamite
[00:02:12.640 --> 00:02:18.800]  福音這個詞在希臘文裏面其實就是Dynamite
[00:02:18.800 --> 00:02:22.080]  只要我們想象一下這個爆炸的場景
[00:02:22.080 --> 00:02:26.200]  我們就可以想象得到福音的能力有多麼的大
[00:02:26.200 --> 00:02:30.720]  只要我們想象一下爆炸所產生的場景
[00:02:30.720 --> 00:02:36.160]  就可以明白福音的大能是有多少驚人的力量
[00:02:36.160 --> 00:02:39.400]  那麼今天我們就透過《使徒行傳》的這段經文
[00:02:39.400 --> 00:02:43.480]  從初期的教會身上來看一看
[00:02:43.480 --> 00:02:48.520]  今天我們就通過了《使徒行傳》這一段的經文
[00:02:48.520 --> 00:02:51.200]  從教會初期的身上來看一看
[00:02:51.200 --> 00:02:56.280]  這個福音大能是如何具體地彰顯出來的
[00:02:56.280 --> 00:03:00.760]  這個福音的大能是如何具體地彰顯出來的
[00:03:00.760 --> 00:03:04.640]  那我們首先來看福音的能力不被壓制
[00:03:04.640 --> 00:03:09.880]  我們首先來看福音的能力是不能夠被壓制的
[00:03:09.880 --> 00:03:13.760]  在經文的一開始就說從這日起
[00:03:13.760 --> 00:03:17.520]  從經文的一開始就說從這日起
[00:03:17.520 --> 00:03:21.920]  這一日就是指着司體反殉道的那一天
[00:03:21.920 --> 00:03:26.440]  這一日就是指司體反殉道的那一天
[00:03:26.440 --> 00:03:30.680]  在前一章第七章當中就記載了司體反
[00:03:30.680 --> 00:03:34.440]  他因爲勇敢地捍衛主的道
[00:03:34.440 --> 00:03:39.240]  在第七章當中就記載了司徒反
[00:03:39.240 --> 00:03:43.560]  是因爲勇敢地捍衛主的道
[00:03:43.560 --> 00:03:48.920]  被那些反對神道的人用石頭打死而殉道
[00:03:48.920 --> 00:03:53.240]  被那些反對的人用石頭打死而殉道
[00:03:53.240 --> 00:03:58.640]  從那天起耶路撒冷的教會就大遭逼迫
[00:03:58.640 --> 00:04:03.920]  從那天開始耶路撒冷的教會就大遭逼迫
[00:04:03.920 --> 00:04:11.240]  司體反的死不但沒有平息這些反對神道的人的憤怒
[00:04:11.240 --> 00:04:18.040]  司體反的死不但沒有平息這些人對神道的人的憤怒
[00:04:18.040 --> 00:04:23.800]  反而更加地激起了他們對教會對基督徒的逼迫
[00:04:23.800 --> 00:04:29.920]  反而更加激起了他們對教會對基督徒的逼迫
[00:04:29.920 --> 00:04:35.480]  這場逼迫就像突如其來的風暴一樣來勢洶洶
[00:04:35.480 --> 00:04:43.000]  這場逼迫就像突如其來的風暴一樣來勢洶洶
[00:04:43.000 --> 00:04:48.680]  他們開始變本加厲地來逼迫教會來逼迫基督徒
[00:04:48.680 --> 00:04:54.160]  他們開始變本加厲地來逼迫教會來逼迫基督徒
[00:04:54.160 --> 00:05:01.880]  在這樣的情況下仍然有虔誠的人把司體反埋葬了並且爲他垂胸大哭
[00:05:01.880 --> 00:05:12.400]  在這樣的情況下仍然有虔誠的人把司體反埋葬了並且爲他垂胸大哭
[00:05:12.400 --> 00:05:21.360]  他們在這個風口浪尖之上還表示對司體反的認同也是冒了相當大的風險
[00:05:21.360 --> 00:05:21.360]  他們在這個風口浪尖之上還表示對司體反的認同也是冒了相當大的風險
[00:05:21.360 --> 00:05:21.360]  他們在這個風口浪尖之上還表示對司體反的認同也是冒了相當大的風險
[00:05:21.360 --> 00:05:21.360]  他們在這個風口浪尖之上還表示對司體反的認同也是冒了相當大的風險
[00:05:21.360 --> 00:05:21.360]  他們在這個風口浪尖之上還表示對司體反的認同也是冒了相當大的風險
[00:05:21.360 --> 00:05:32.920]  他們在這個風口浪尖之上還表示對司體反的認同也是冒了相當大的風險
[00:05:32.920 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:39.000]  但是相反的,有一個人很喜悅司體反被打死
[00:05:39.000 --> 00:05:53.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:53.400 --> 00:05:53.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:53.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:05:57.400 --> 00:05:57.400]  但是相反的,有一個人很喜悅司體反被打死
[00:06:09.000 --> 00:06:14.000]  蒙浙之前保羅是如何殘害教會的?
[00:06:14.000 --> 00:06:21.000]  教會在剛剛建立的初期就面臨著前所未有的逼迫
[00:06:21.000 --> 00:06:28.000]  教會才剛剛建立就面臨了前所未有的逼迫和壓制
[00:06:28.000 --> 00:06:36.000]  但是我們卻能看到在這樣大範圍的逼迫、迫害教會、殘害基督徒的情況出現的時候
[00:06:36.000 --> 00:06:46.000]  但是我們仍然看到在這樣的大範圍的逼迫教會、殘害基督徒的情況出現
[00:06:46.000 --> 00:06:50.000]  但是福音的能力仍然不被壓制
[00:06:50.000 --> 00:06:54.000]  但是福音的能力仍然不被壓制
[00:06:54.000 --> 00:06:57.000]  在耶路撒冷教會大遭逼迫的時候
[00:06:57.000 --> 00:07:01.000]  在耶路撒冷教會大遭逼迫的時候
[00:07:01.000 --> 00:07:06.000]  門徒都四散在猶太和撒瑪利亞各處
[00:07:06.000 --> 00:07:11.000]  門徒都四散在猶太和撒瑪利亞各處
[00:07:11.000 --> 00:07:13.000]  逼迫就導致了分散
[00:07:13.000 --> 00:07:16.000]  教會被他們給打散了
[00:07:16.000 --> 00:07:19.000]  逼迫導致了分散
[00:07:19.000 --> 00:07:21.000]  教會被他們打散了
[00:07:21.000 --> 00:07:25.000]  這些門徒們逃到別的地方去了
[00:07:25.000 --> 00:07:28.000]  他們是找一個安全的地方躲起來嗎?
[00:07:28.000 --> 00:07:32.000]  這些門徒們逃到別的地方去了
[00:07:32.000 --> 00:07:37.000]  他們是找一個安全的地方躲起來嗎?
[00:07:37.000 --> 00:07:41.000]  他們是保持沉默、小心翼翼地活下去嗎?
[00:07:41.000 --> 00:07:46.000]  他們是保持沉默、小心翼翼地活下去嗎?
[00:07:46.000 --> 00:07:47.000]  並不是
[00:07:47.000 --> 00:07:53.000]  第四節就說那些分散的人往各處傳揚福音
[00:07:53.000 --> 00:07:54.000]  並不是
[00:07:54.000 --> 00:08:01.000]  第四節就說那些分散的人往各處傳揚福音
[00:08:01.000 --> 00:08:05.000]  而且這些人還是一般剛剛出信
[00:08:05.000 --> 00:08:07.000]  沒有多久的基督徒
[00:08:07.000 --> 00:08:11.000]  而且這些人還是一般剛信主
[00:08:11.000 --> 00:08:15.000]  沒有多久的基督徒
[00:08:15.000 --> 00:08:18.000]  在這個福音大能的帶領之下
[00:08:18.000 --> 00:08:22.000]  他們分散在各處傳揚福音
[00:08:22.000 --> 00:08:25.000]  在這個福音大能的帶領之下
[00:08:25.000 --> 00:08:29.000]  他們分散在各處傳揚福音
[00:08:29.000 --> 00:08:33.000]  這些宣教士他們後來也去到了東南亞的許多國家
[00:08:33.000 --> 00:08:36.000]  去傳福音建立了很多的教會
[00:08:36.000 --> 00:08:42.000]  同時這些宣教士也去了很多東南亞的國家
[00:08:42.000 --> 00:08:45.000]  來傳揚福音建立了很多的教會
[00:08:45.000 --> 00:08:50.000]  所以無論是初期的教會還是歷史當中的教會
[00:08:50.000 --> 00:08:55.000]  所以無論是初期的教會還是歷史當中的教會
[00:08:55.000 --> 00:09:02.000]  都讓我們看到這個嚴酷的逼迫並沒有把教會打散打垮
[00:09:02.000 --> 00:09:09.000]  都讓我們看到嚴酷的逼迫並沒有把教會打散打垮
[00:09:09.000 --> 00:09:13.000]  反而促使了福音進一步的傳播
[00:09:13.000 --> 00:09:16.000]  反而促使了福音進一步的傳播
[00:09:16.000 --> 00:09:20.000]  福音的能力是不被壓制的
[00:09:20.000 --> 00:09:23.000]  福音的能力是不被壓制的
[00:09:23.000 --> 00:09:28.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:28.000 --> 00:09:29.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:29.000 --> 00:09:32.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:32.000 --> 00:09:36.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:36.000 --> 00:09:46.000]  福音的能力是不被侷限
[00:09:46.000 --> 00:09:48.000]  接下來福音的能力是不被侷限
[00:09:48.000 --> 00:09:49.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:49.000 --> 00:09:50.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:50.000 --> 00:09:51.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:51.000 --> 00:09:52.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:52.000 --> 00:09:53.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:53.000 --> 00:09:54.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:54.000 --> 00:09:55.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:55.000 --> 00:09:56.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:56.000 --> 00:09:57.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:09:57.000 --> 00:10:06.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:06.000 --> 00:10:07.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:07.000 --> 00:10:08.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:08.000 --> 00:10:09.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:09.000 --> 00:10:10.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:10.000 --> 00:10:11.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:11.000 --> 00:10:12.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:12.000 --> 00:10:13.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:13.000 --> 00:10:14.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:14.000 --> 00:10:15.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:15.000 --> 00:10:27.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:27.000 --> 00:10:28.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:28.000 --> 00:10:29.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:29.000 --> 00:10:30.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:30.000 --> 00:10:31.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:31.000 --> 00:10:32.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:32.000 --> 00:10:33.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:33.000 --> 00:10:34.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:34.000 --> 00:10:35.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:35.000 --> 00:10:36.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:36.000 --> 00:10:45.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:45.000 --> 00:10:46.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:46.000 --> 00:10:47.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:47.000 --> 00:10:48.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:48.000 --> 00:10:49.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:49.000 --> 00:10:50.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:50.000 --> 00:10:51.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:51.000 --> 00:10:52.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:52.000 --> 00:10:53.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:53.000 --> 00:10:54.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:10:54.000 --> 00:11:07.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:11:07.000 --> 00:11:08.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
[00:11:08.000 --> 00:11:09.000]  接下來發生的事情就讓我們看到福音的能力也不被侷限
