
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,
[00:00:06.000 --> 00:00:16.000]  我是幫助城鄉教會的機構。
[00:00:16.000 --> 00:00:24.000]  支持城鄉教會是一個猜拳的機構。
[00:00:24.000 --> 00:00:38.000]  很多的猜拳機構就猜演宣教士去其他國家宣教,
[00:00:38.000 --> 00:00:46.000]  但是我們猜演的宣教士就去澳洲的城鄉裡面工作。
[00:00:46.000 --> 00:01:02.000]  他們很多都是去那些教會做牧師,做宣教士,做一些青年的工作者。
[00:01:02.000 --> 00:01:11.000]  最重要的就是將耶穌基督的信息傳遞給當地的人。
[00:01:11.000 --> 00:01:19.000]  多謝大家經常為我們的機構祈禱,多謝大家歡迎我們來到這個教會。
[00:01:19.000 --> 00:01:30.000]  我們現在就看看從聖經裡面一起學習。
[00:01:30.000 --> 00:01:41.000]  很多時候我們會聽到一些人說,通常那些劇集,第一集都是最好的。
[00:01:41.000 --> 00:01:51.000]  但是其他的續集很多時候都令人失望。
[00:01:51.000 --> 00:02:05.000]  有些就好像編劇,導演用了他們一切的橋段來寫第一集。
[00:02:05.000 --> 00:02:14.000]  所以以後的續集就永遠都沒有那麼好。
[00:02:14.000 --> 00:02:22.000]  舊了出《埃及記》就有些類似的情況。
[00:02:22.000 --> 00:02:35.000]  這本書可以說分為上下兩集,或者你叫第一集第二集都可以。
[00:02:35.000 --> 00:02:43.000]  上集就是由第一章到第十九章。
[00:02:43.000 --> 00:02:50.000]  裡面充滿了很刺激的動作。
[00:02:50.000 --> 00:02:59.000]  埃及的法老王殺了以色列的小孩,就是嬰兒。
[00:02:59.000 --> 00:03:08.000]  他又要令所有的以色列人成為奴隸。
[00:03:08.000 --> 00:03:21.000]  摩西的媽媽生了摩西之後,就將他收藏了幾個月後,用葡萄箱放在尼羅河邊。
[00:03:21.000 --> 00:03:30.000]  但是就被埃及王的公主救了上來。
[00:03:30.000 --> 00:03:38.000]  他從此之後就在埃及的王宮裡面長大。
[00:03:38.000 --> 00:03:45.000]  有一次摩西長大之後就殺了埃及人。
[00:03:45.000 --> 00:03:51.000]  於是他就要逃亡去了沙漠生活。
[00:03:51.000 --> 00:04:05.000]  他又被蒙神呼召,上帝就要他回到埃及去拯救以色列人,使他們得到自由。
[00:04:05.000 --> 00:04:13.000]  接著就有很多的神蹟,災難臨到埃及的神蹟。
[00:04:13.000 --> 00:04:35.000]  有血,有青蛙的災,有蒼蠅的災,有蝗蟲的災,甚至有黑暗的災和死亡的災害。
[00:04:35.000 --> 00:04:46.000]  後來以色列人離開了埃及,又可以過紅海,走乾地過紅海。
[00:04:46.000 --> 00:05:00.000]  但是同樣的紅海,當埃及的官兵想過的時候,就回來淹死他們。
[00:05:00.000 --> 00:05:10.000]  到了第十九章,我們看到以色列人去到西來山那裡。
[00:05:10.000 --> 00:05:23.000]  而上帝就是透過雷光、火、閃電在那裡和以色列人講話。
[00:05:23.000 --> 00:05:34.000]  荷里活很喜歡這一段經文,他們就將它拍成電影。
[00:05:34.000 --> 00:05:41.000]  但是如果我們看清楚一點,那個故事不是在十九章結束的。
[00:05:41.000 --> 00:05:52.000]  因為還有下集,就是由第二十章到第四十章。
[00:05:52.000 --> 00:06:01.000]  在那二十章聖經裡面就沒有什麼動作。
[00:06:01.000 --> 00:06:08.000]  相反的,頭四章都是一些律例。
[00:06:08.000 --> 00:06:18.000]  那些律例是叫那些以色列人怎樣去建一座祭壇。
[00:06:18.000 --> 00:06:32.000]  有些法例是說,假如你借了一隻牛給你的鄰居用,那隻牛死了,那怎麼辦呢?
[00:06:32.000 --> 00:06:43.000]  然後還有七章聖經教導那些以色列人怎樣去建造一個聖墓。
[00:06:43.000 --> 00:06:50.000]  然後就用了六章聖經去描寫他們究竟怎樣去建造那個聖墓。
[00:06:50.000 --> 00:07:01.000]  荷里活都不知道怎樣去處理那些聖經了,或者我們都不知道。
[00:07:01.000 --> 00:07:16.000]  所有的動作很刺激,很令人興奮的,都是在第一集出現了。
[00:07:16.000 --> 00:07:25.000]  下集就好像令到我們很枯燥,很失望。
[00:07:25.000 --> 00:07:34.000]  但如果我們真的想了解整本《出埃及記》講什麼呢?
[00:07:34.000 --> 00:07:43.000]  還有認識上帝和祂的子民故事的發展是怎樣呢?
[00:07:43.000 --> 00:07:52.000]  我們一定要看上集,也要看下集。
[00:07:52.000 --> 00:08:04.000]  在第一集裡面,告訴我們究竟以色列人是從什麼情況下得到自由。
[00:08:04.000 --> 00:08:13.000]  他們是從服侍一位邪惡的王的情況下使他們得到自由。
[00:08:13.000 --> 00:08:20.000]  他們是從死亡中得到自由。
[00:08:20.000 --> 00:08:26.000]  他們是從上帝審判中得到自由。
[00:08:26.000 --> 00:08:32.000]  那當然是令人興奮的消息。
[00:08:32.000 --> 00:08:39.000]  但如果那個故事就在第一集結束的話,
[00:08:39.000 --> 00:08:48.000]  我們就可能想,他們得到自由就可以為所欲為了。
[00:08:48.000 --> 00:08:56.000]  有時基督徒也是這樣想的,以為我們得到自由就可以為所欲為了。
[00:08:56.000 --> 00:09:05.000]  上帝給了我們自由之後,我們就可以喜歡做什麼就做什麼。
[00:09:05.000 --> 00:09:10.000]  所以我們的生活是無所謂的,我們想怎樣做就怎樣做。
[00:09:10.000 --> 00:09:21.000]  甚至我們怎樣對待人也無所謂,我們怎樣用我們的身體也無所謂。
[00:09:21.000 --> 00:09:30.000]  我們對錢財的看法,對財富的看法,怎樣看也無所謂。
[00:09:30.000 --> 00:09:39.000]  因為上帝已經赦免了我們,我們是自由人。
[00:09:39.000 --> 00:09:45.000]  但其實這樣的看法是錯的,現在是錯,從前也是一樣錯。
[00:09:45.000 --> 00:09:53.000]  因為出埃及記的下集由20章到第40章,
[00:09:53.000 --> 00:10:04.000]  不但告訴我們究竟那些人民是從什麼情況下得到自由,
[00:10:04.000 --> 00:10:13.000]  他們也是得到自由之後是為了什麼目的。
[00:10:13.000 --> 00:10:22.000]  他們是從服侍一個邪惡的王裡面得到自由,
[00:10:22.000 --> 00:10:30.000]  目的是要他們服侍一位好的王。
[00:10:30.000 --> 00:10:43.000]  他們是從死亡中得到自由,目的是要他們活出有意義的生命。
[00:10:43.000 --> 00:10:58.000]  他們是從上帝的審判裡得到自由,目的是要使他們成為別人的祝福。
[00:10:58.000 --> 00:11:08.000]  使他們成為別人的祝福的生活究竟是怎樣的呢?
[00:11:08.000 --> 00:11:17.000]  今天我們的經文所讀的經文就讓我們知道是怎樣的。
[00:11:17.000 --> 00:11:34.000]  第一是我們要跟上帝有團計,在第24章的經文我們看到,
[00:11:34.000 --> 00:11:50.000]  在第24章我們看到幾位領袖摩西、阿倫、拿達、阿比胡和有七十多位的以色列長老,
[00:11:50.000 --> 00:12:02.000]  他們就上了西奈山,他們在上帝面前吃東西、喝東西。
[00:12:02.000 --> 00:12:15.000]  不單這樣,我們在第11節中也聽到他們看到上帝仍然活著。
[00:12:15.000 --> 00:12:29.000]  我想大家可不可以回想一下,你覺得最好的晚餐是跟哪些人一起享用的?
[00:12:29.000 --> 00:12:44.000]  又或者你想一下,如果你有選擇的機會,你想跟哪些人一起享用?
[00:12:44.000 --> 00:12:52.000]  會不會跟一個歷史上很有名的人一起吃飯呢?
[00:12:52.000 --> 00:12:59.000]  或者跟一個對你來說非常特別的人一起吃飯呢?
[00:12:59.000 --> 00:13:18.000]  無論我們想到什麼,一定比不上那七十多人在那天在山上的那一餐。
[00:13:18.000 --> 00:13:27.000]  創造宇宙的上帝,是釋放他們,使他們有自由的上帝。
[00:13:27.000 --> 00:13:34.000]  那天上帝向他們顯現,讓他們認識祂。
[00:13:34.000 --> 00:13:41.000]  這是一個很奇妙的真理。
[00:13:41.000 --> 00:13:50.000]  上帝是很喜歡,很開心,跟祂的子民一起有團聚。
[00:13:50.000 --> 00:13:58.000]  這就是為什麼上帝要叫那些子民做一個聖墓的原因。
[00:13:58.000 --> 00:14:07.000]  那個不是一塊紀念碑。
[00:14:07.000 --> 00:14:16.000]  那個是代表上帝住在祂子民中間的東西。
[00:14:16.000 --> 00:14:25.000]  當他們在沙漠前行的時候,聖墓陪他們一起,就是代表上帝跟他們一起。
[00:14:25.000 --> 00:14:33.000]  那個是上帝跟摩西會面的地方。
[00:14:33.000 --> 00:14:44.000]  那裡上帝會將祂的旨意告訴摩西,然後由摩西代表轉告人民。
[00:14:44.000 --> 00:14:55.000]  上帝釋放祂的子民,使他們有自由跟祂一起團聚。
[00:14:55.000 --> 00:15:05.000]  但上帝也同時釋放他們,使他們有自由,使他們的子民能夠馴服。
[00:15:05.000 --> 00:15:22.000]  在二十四章第三節這樣說。
[00:15:22.000 --> 00:15:31.000]  二十四章三節說,摩西下山向人民陳述上主一切的命令和規則,全體人民同聲回答。
[00:15:31.000 --> 00:15:39.000]  上主所吩咐一切的話,我們一定遵行。
[00:15:39.000 --> 00:15:51.000]  再次在第七節也是這樣說。
[00:15:52.000 --> 00:16:11.000]  然後向人民大聲宣讀約書裡所在上主的命令,人民都說上主所吩咐一切的命令,我們願意順從遵行。
[00:16:11.000 --> 00:16:32.000]  上帝跟他們的子民納約一些特別的規條,上帝已經私恩拯救了他們,而他們就應該信服上帝。
[00:16:32.000 --> 00:16:41.000]  上帝的子民應該聽和順從上帝的話。
[00:16:41.000 --> 00:17:02.000]  所以上帝就告訴他們,如何去建造一個聖墓,聖墓裡面那塊木簾的顏色都有指定的,有多闊有多長也是有規定的。
[00:17:02.000 --> 00:17:16.000]  在聖墓最中心的地方就是藥櫃,就是要提醒那些子民就是上帝跟他們之間所納的條約。
[00:17:16.000 --> 00:17:27.000]  上帝的子民是生活在一個跟上帝有團契的情況當中。
[00:17:27.000 --> 00:17:42.000]  上帝的子民是活在一個信服上帝的生活,我們不能選擇其中一樣的。
[00:17:42.000 --> 00:17:57.000]  有時有些人只是想跟上帝有團契,他們想上帝是他們的朋友,其他就不要了。
[00:17:57.000 --> 00:18:15.000]  我也有很多好朋友,我也很想跟那些好朋友時時在一起。他們在一起的時候,我就覺得我的生命很開心,很豐盛。
[00:18:15.000 --> 00:18:33.000]  但是我的朋友一般來說不會告訴我,你要做些什麼就做些什麼。即使他們叫我做,我都覺得我喜歡做就做,不喜歡就不做。
[00:18:33.000 --> 00:18:51.000]  有些人對上帝也是這樣,他們很想上帝跟他們一起,他們想上帝使他們的生活更加好,但是他們不想聽上帝的話。
[00:18:51.000 --> 00:19:04.000]  有些人只是想上帝做他們的主人,不想跟上帝有其他關係。
[00:19:04.000 --> 00:19:21.000]  我的生命當中也有不少的主人,澳洲總理也是我的主人,7月3日之後我又換了主人。
[00:19:21.000 --> 00:19:41.000]  柳省的省長也是我的主人,警察廳長也可能是我的主人。他們有時吩咐我做些事,我一定要做,最低限度有時都要聽。
[00:19:41.000 --> 00:19:54.000]  但是我不覺得我要花時間跟他們一起,我不需要跟他們有什麼關係。
[00:19:54.000 --> 00:20:21.000]  有時信了主的人都會將上帝這樣處理,他們想在我日常生活的時候,我信服上帝就可以了,但是他們不會花時間跟上帝在一起,來認識上帝更多。
[00:20:24.000 --> 00:20:28.000]  兩種態度都是錯的。
[00:20:28.000 --> 00:20:42.000]  上帝使他們的子民有自由,不是只是團結,或者只是要他們信服。
[00:20:42.000 --> 00:20:56.000]  上帝釋放他們的子民,使他們的子民有自由,是同時有團結,同時有信服的生活。
[00:20:56.000 --> 00:21:10.000]  在《出埃及記》裡面我們看到上帝這樣跟他們的子民生活,今天他對我們也有同樣的要求。
[00:21:10.000 --> 00:21:21.000]  這個主人是教會裡面的五旬節主人。
[00:21:21.000 --> 00:21:33.000]  其實對以色列人來說,五旬節是紀念上帝跟他們在西奈山納藥的。
[00:21:33.000 --> 00:21:46.000]  他們的領袖摩西上了山會見上帝,然後從山那裡將上帝的話語帶下來作為禮物給人民。
[00:21:46.000 --> 00:22:01.000]  兩千年之後,有另外一位偉大的領袖上了天去見上帝,他就是主耶穌。
[00:22:01.000 --> 00:22:19.000]  他帶了一個更重要更好的禮物給他的子民,不只是上帝的話語,而是上帝本身的靈。
[00:22:19.000 --> 00:22:44.000]  在五旬節那天,上主的靈是澆灌在上主的子民身上,男女老少,包括男女,有錢也好,貧窮也好。
[00:22:44.000 --> 00:23:00.000]  即使今天我們的復活主將他的靈澆灌出來,每一個信主的人都會得到上主的靈,只要我們有信心。
[00:23:00.000 --> 00:23:22.000]  是聖靈使我們得到自由,是從一個空虛的生命裡得到自由,是脫離假的宗教,是從一些捆綁我們的偶像裡使我們釋放得自由。
[00:23:22.000 --> 00:23:37.000]  聖靈使我們得到自由,是想我們在上帝裡面得到一個新的生命,那個是一個和上帝有團契的生命。
[00:23:37.000 --> 00:23:56.000]  我們的上帝不是藉著一個聖幕或建築物與我們同在的。如果我們是屬於耶穌的話,上帝就藉著他的聖靈與我們同在。
[00:23:56.000 --> 00:24:15.000]  我們就是上帝的聖殿,祂住在我們裡面,聖靈告訴我們我們不是上帝的奴僕,我們是上帝的兒女。
