
[00:00:00.000 --> 00:00:03.000]  願我們先一同低頭祈禱
[00:00:03.000 --> 00:00:05.000]  參加天會感謝贊美利子的恩典
[00:00:05.000 --> 00:00:10.000]  令我們在主日的精神仍然可以聚集敬拜主
[00:00:10.000 --> 00:00:14.000]  並且從聖經裏學習認識我們的主耶穌基督
[00:00:14.000 --> 00:00:17.000]  禮求聖靈在我們心裏幫助我們
[00:00:17.000 --> 00:00:21.000]  讓我們能夠明白聖經所教導的真理
[00:00:21.000 --> 00:00:23.000]  奉主耶穌基督的名祈禱
[00:00:23.000 --> 00:00:24.000]  阿們
[00:00:26.000 --> 00:00:30.000]  我們上個星期已經提過
[00:00:30.000 --> 00:00:33.000]  主耶穌在地上第二個階段的侍奉
[00:00:33.000 --> 00:00:36.000]  就是要做密集的門徒訓練
[00:00:36.000 --> 00:00:38.000]  而第二個階段何時結束呢?
[00:00:38.000 --> 00:00:42.000]  就是在考問使徒之後結束
[00:00:42.000 --> 00:00:46.000]  不過我希望大家還記得
[00:00:46.000 --> 00:00:48.000]  主耶穌考問使徒
[00:00:48.000 --> 00:00:51.000]  而彼得代表全體使徒回答
[00:00:51.000 --> 00:00:54.000]  你是基督之後
[00:00:54.000 --> 00:00:59.000]  主耶穌就開始將他們來到世上
[00:00:59.000 --> 00:01:03.000]  最重要的使命是教導他們
[00:01:03.000 --> 00:01:06.000]  主耶穌第一次來到這個世界
[00:01:06.000 --> 00:01:10.000]  就是必須遭受許多苦難
[00:01:10.000 --> 00:01:13.000]  被長老祭司長和經學教師棄絕
[00:01:13.000 --> 00:01:14.000]  被殺害
[00:01:14.000 --> 00:01:17.000]  三天後將復活
[00:01:17.000 --> 00:01:24.000]  但使徒們可能受了傳統法利賽人的教導
[00:01:24.000 --> 00:01:28.000]  他們一味盼望耶穌基督來到
[00:01:28.000 --> 00:01:33.000]  使以色列成為一等一的強國
[00:01:33.000 --> 00:01:37.000]  所以當彼得一聽見耶穌的講法
[00:01:37.000 --> 00:01:40.000]  竟然將耶穌拉到一旁
[00:01:40.000 --> 00:01:44.000]  來責備他
[00:01:44.000 --> 00:01:47.000]  從彼得的舉動我們可以看到
[00:01:47.000 --> 00:01:50.000]  主耶穌和他的使徒
[00:01:50.000 --> 00:01:54.000]  真的好像兄弟或朋友一樣
[00:01:54.000 --> 00:01:55.000]  如果是我們
[00:01:55.000 --> 00:01:58.000]  可能沒有人會將我拉到一旁責備我
[00:01:58.000 --> 00:02:02.000]  師母當然例外
[00:02:02.000 --> 00:02:06.000]  不過這些使徒真的有點像
[00:02:06.000 --> 00:02:13.000]  八章二十二節提到那位白菜大的盲人
[00:02:13.000 --> 00:02:15.000]  耶穌醫好他
[00:02:15.000 --> 00:02:18.000]  要和他做兩次手術
[00:02:18.000 --> 00:02:23.000]  而耶穌幫助使徒明白他的身份
[00:02:23.000 --> 00:02:27.000]  和他第一次來到這個世界的目的
[00:02:27.000 --> 00:02:31.000]  都要分開來教導
[00:02:31.000 --> 00:02:33.000]  在第二個階段的時候
[00:02:33.000 --> 00:02:36.000]  耶穌並沒有將他要受苦
[00:02:36.000 --> 00:02:40.000]  受死亡和復活的真理教導他們
[00:02:40.000 --> 00:02:43.000]  一直等到他們認識
[00:02:43.000 --> 00:02:45.000]  耶穌是基督之後
[00:02:45.000 --> 00:02:50.000]  才開始將他的使命教導他們
[00:02:50.000 --> 00:02:55.000]  在凱撒利亞菲勒比的考試和後續的談論
[00:02:55.000 --> 00:03:00.000]  是一直到今天的經文九章一節才結束的
[00:03:00.000 --> 00:03:02.000]  但是這一節經文
[00:03:02.000 --> 00:03:04.000]  也引入了今天的經文
[00:03:04.000 --> 00:03:07.000]  讓我們再看一次九章一節
[00:03:07.000 --> 00:03:10.000]  耶穌對他們說:我很鄭重地告訴你們
[00:03:10.000 --> 00:03:12.000]  站在這裡的人
[00:03:12.000 --> 00:03:16.000]  有的會在他死前看見上帝的主權
[00:03:16.000 --> 00:03:19.000]  帶著能力實現
[00:03:19.000 --> 00:03:21.000]  上帝的主權
[00:03:21.000 --> 00:03:24.000]  這句話根據希臘文的直譯
[00:03:24.000 --> 00:03:26.000]  應該是上帝的國
[00:03:26.000 --> 00:03:29.000]  今天的兩段經文
[00:03:29.000 --> 00:03:35.000]  都是和上帝的國和上帝的主權有關的
[00:03:35.000 --> 00:03:37.000]  我們一起思想今天的經文
[00:03:37.000 --> 00:03:39.000]  在九章第二節
[00:03:39.000 --> 00:03:40.000]  六天後
[00:03:40.000 --> 00:03:44.000]  耶穌帶著彼得、雅各和約翰悄悄地上了一座高山
[00:03:44.000 --> 00:03:45.000]  在他們面前
[00:03:45.000 --> 00:03:48.000]  耶穌的形象變了
[00:03:48.000 --> 00:03:51.000]  為什麼是六天後呢?
[00:03:51.000 --> 00:03:55.000]  九章一節開始,過了六天之後
[00:03:55.000 --> 00:03:58.000]  我相信很可能和創世的過程
[00:03:58.000 --> 00:04:00.000]  是六天有關的
[00:04:00.000 --> 00:04:03.000]  六天之後應該是安息日
[00:04:03.000 --> 00:04:07.000]  但是不是猶太人一般守的安息日
[00:04:07.000 --> 00:04:10.000]  而是天國裡面的安息日
[00:04:10.000 --> 00:04:14.000]  接著就說耶穌的形象變了
[00:04:14.000 --> 00:04:16.000]  變成怎樣呢?
[00:04:16.000 --> 00:04:18.000]  第三節告訴我們
[00:04:18.000 --> 00:04:20.000]  他的衣服變成潔白光亮
[00:04:20.000 --> 00:04:26.000]  世上沒有人能夠把布飄得那麼潔白
[00:04:26.000 --> 00:04:29.000]  雖然沒有提耶穌的樣貌有沒有變
[00:04:29.000 --> 00:04:31.000]  這裡說耶穌的衣服
[00:04:31.000 --> 00:04:35.000]  雖然這裡沒有提耶穌的面貌有沒有變
[00:04:35.000 --> 00:04:38.000]  但是如果我們記得舊約的摩西
[00:04:38.000 --> 00:04:41.000]  當他在上山見完上帝之後
[00:04:41.000 --> 00:04:45.000]  他的面貌就開始放光
[00:04:45.000 --> 00:04:49.000]  以致當他下山和其他人說話的時候
[00:04:49.000 --> 00:04:56.000]  他要找一塊手帕、一塊手巾來遮住面
[00:04:56.000 --> 00:05:00.000]  我相信這裡耶穌變了形象
[00:05:00.000 --> 00:05:04.000]  變得滿有上帝的榮光
[00:05:04.000 --> 00:05:06.000]  不僅是他的衣服變了
[00:05:06.000 --> 00:05:09.000]  其實是他整個人變得很光亮
[00:05:09.000 --> 00:05:12.000]  連衣服都遮不住光芒
[00:05:12.000 --> 00:05:19.000]  是耶穌的光芒使他的衣服變成潔白光亮
[00:05:19.000 --> 00:05:26.000]  此外那三個門徒還看到了摩西和以利亞
[00:05:26.000 --> 00:05:32.000]  這兩位在舊約中都是很有權力
[00:05:32.000 --> 00:05:38.000]  是被上帝大大使用的先知
[00:05:38.000 --> 00:05:44.000]  其實他們都已經安息在天國裡面
[00:05:44.000 --> 00:05:48.000]  但是上帝給他們特殊的恩典
[00:05:48.000 --> 00:05:51.000]  讓他們出來見耶穌
[00:05:51.000 --> 00:05:56.000]  這位上帝
[00:05:56.000 --> 00:06:01.000]  最後那三位門徒還聽到一個聲音告訴他們
[00:06:01.000 --> 00:06:08.000]  「這是我親愛的兒子,我喜愛他,你們要聽從他」
[00:06:08.000 --> 00:06:12.000]  這個聲音應該是上帝的聲音
[00:06:12.000 --> 00:06:16.000]  在詩篇第二章七至八節是這樣說的
[00:06:16.000 --> 00:06:19.000]  「你是我的兒子,我今天作了你的父親」
[00:06:19.000 --> 00:06:26.000]  「你求我就把你各自給你,全世界也都要歸屬你」
[00:06:26.000 --> 00:06:31.000]  因此我們可以說主耶穌是從上帝那裡領受了王權
[00:06:31.000 --> 00:06:34.000]  並且向門徒顯現
[00:06:34.000 --> 00:06:40.000]  教導門徒從此以後都應該聽從耶穌
[00:06:40.000 --> 00:06:45.000]  現在我們再來思想一下主耶穌登山變相的意義
[00:06:45.000 --> 00:06:52.000]  其實在舊約裡面上帝都時時向祂的子民顯現
[00:06:52.000 --> 00:06:55.000]  上帝曾經在曠野向摩西顯現
[00:06:55.000 --> 00:07:01.000]  後來就去到西來山向所有的以色列人民顯現
[00:07:01.000 --> 00:07:03.000]  當他們在曠野行走的時候
[00:07:03.000 --> 00:07:10.000]  上帝也都在曠野中用雲柱和火柱帶領人民
[00:07:10.000 --> 00:07:16.000]  此外上帝還時時在雲裡面向摩西講話
[00:07:16.000 --> 00:07:19.000]  在《出埃及記》三章十一節就說
[00:07:19.000 --> 00:07:23.000]  每次上主和摩西面對面說話
[00:07:23.000 --> 00:07:27.000]  都像人和朋友談話一樣
[00:07:27.000 --> 00:07:33.000]  而摩西還有一次要求要見上主的面
[00:07:33.000 --> 00:07:38.000]  我們看看《出埃及記》三十三章十八至二十三節的記載
[00:07:38.000 --> 00:07:42.000]  摩西說:求祢讓我看見祢的榮耀
[00:07:42.000 --> 00:07:46.000]  上主回答:我要使我所有的榮耀在祢面前經過
[00:07:46.000 --> 00:07:48.000]  並宣告我的聖名
[00:07:48.000 --> 00:07:50.000]  我是耶和華
[00:07:50.000 --> 00:07:54.000]  我向我所揀選的人顯示慈悲憐憫
[00:07:54.000 --> 00:07:57.000]  我不讓祢看見我的面容
[00:07:57.000 --> 00:08:01.000]  因為看見我的人都不能存活
[00:08:01.000 --> 00:08:03.000]  但在我旁邊有一個地方
[00:08:03.000 --> 00:08:06.000]  祢可以站在那裡的盆石上
[00:08:06.000 --> 00:08:08.000]  當我的榮耀經過的時候
[00:08:08.000 --> 00:08:12.000]  我會把祢放在岩洞中
[00:08:12.000 --> 00:08:15.000]  用我的手遮掩祢
[00:08:15.000 --> 00:08:16.000]  等我過去
[00:08:16.000 --> 00:08:18.000]  然後我要縮回我的手
[00:08:18.000 --> 00:08:21.000]  祢會看見我的背
[00:08:21.000 --> 00:08:24.000]  卻看不見我的面容
[00:08:24.000 --> 00:08:26.000]  從這段經文的記載
[00:08:26.000 --> 00:08:32.000]  我們可以看到上主只是將祂的光輝向摩西顯現
[00:08:32.000 --> 00:08:36.000]  沒有讓祂看見自己的面容
[00:08:36.000 --> 00:08:38.000]  不過在兩千年之後
[00:08:38.000 --> 00:08:42.000]  上主讓摩西看見耶穌的面容
[00:08:42.000 --> 00:08:46.000]  可以說是償還了摩西的心願
[00:08:46.000 --> 00:08:50.000]  其實摩西本來是領以色列人出埃及
[00:08:50.000 --> 00:08:52.000]  和帶他們入迦南
[00:08:52.000 --> 00:08:56.000]  但由於他曾經發怒
[00:08:56.000 --> 00:08:58.000]  他用仗擊打盆石
[00:08:58.000 --> 00:09:02.000]  而沒有按照上帝的吩咐
[00:09:02.000 --> 00:09:04.000]  而是吩咐盆石出水
[00:09:04.000 --> 00:09:07.000]  上主不讓他進入迦南
[00:09:07.000 --> 00:09:10.000]  摩西後來也曾經要求上帝
[00:09:10.000 --> 00:09:13.000]  讓我進入迦南地
[00:09:13.000 --> 00:09:15.000]  上主當年也沒有答應
[00:09:15.000 --> 00:09:18.000]  不過這次耶穌登山變相
[00:09:18.000 --> 00:09:21.000]  應該是在迦南地的境內
[00:09:21.000 --> 00:09:24.000]  因此可以說摩西在兩千年後
[00:09:24.000 --> 00:09:26.000]  除了看見上帝的面容
[00:09:26.000 --> 00:09:30.000]  也進入了迦南地
[00:09:30.000 --> 00:09:34.000]  此外這次變相
[00:09:34.000 --> 00:09:36.000]  可以說是主耶穌
[00:09:36.000 --> 00:09:40.000]  仗摩西的另一個證據
[00:09:40.000 --> 00:09:46.000]  在《新明紀》十八章十五節
[00:09:46.000 --> 00:09:50.000]  說:從你們同胞中興起一位
[00:09:50.000 --> 00:09:52.000]  像我一樣的先知
[00:09:52.000 --> 00:09:54.000]  你們要聽從他
[00:09:54.000 --> 00:09:56.000]  摩西當年曾經上山見上帝
[00:09:56.000 --> 00:09:58.000]  當他下山後
[00:09:58.000 --> 00:10:00.000]  他的臉發光
[00:10:00.000 --> 00:10:04.000]  以致他要用毛巾和手巾遮住
[00:10:04.000 --> 00:10:08.000]  在這裡主耶穌不單是臉上發光
[00:10:08.000 --> 00:10:12.000]  連衣服也變得超白有光
[00:10:12.000 --> 00:10:16.000]  耶穌其實不單是仗摩西
[00:10:16.000 --> 00:10:22.000]  其實他更加是仗上帝
[00:10:22.000 --> 00:10:26.000]  讓我們先一同低頭祈禱
[00:10:52.000 --> 00:10:54.000]  很多神學家和牧師都喜歡說
[00:10:54.000 --> 00:10:56.000]  摩西和以利亞
[00:10:56.000 --> 00:11:00.000]  在耶穌登山變相的時候出現
[00:11:00.000 --> 00:11:01.000]  因為他們兩位
[00:11:01.000 --> 00:11:02.000]  一位是代表律法
[00:11:02.000 --> 00:11:06.000]  另一位是代表先知
[00:11:06.000 --> 00:11:08.000]  我聽過這個說法
[00:11:08.000 --> 00:11:10.000]  我也思考這個說法
[00:11:10.000 --> 00:11:14.000]  以致我不同意這個說法
[00:11:14.000 --> 00:11:15.000]  首先我們要留意
[00:11:15.000 --> 00:11:17.000]  其實聖經沒有解釋
[00:11:17.000 --> 00:11:20.000]  為什麼摩西和以利亞會出現
[00:11:20.000 --> 00:11:23.000]  所以所有無論任何解釋
[00:11:23.000 --> 00:11:24.000]  包括我今天的解釋
[00:11:24.000 --> 00:11:28.000]  都是人的想法
[00:11:28.000 --> 00:11:29.000]  不過我覺得
[00:11:29.000 --> 00:11:34.000]  如果說摩西代表律法
[00:11:34.000 --> 00:11:37.000]  和以利亞代表先知
[00:11:37.000 --> 00:11:40.000]  是一個比較膚淺的看法
[00:11:40.000 --> 00:11:41.000]  為什麼呢?
[00:11:41.000 --> 00:11:43.000]  假如我們當中有一位醫生
[00:11:43.000 --> 00:11:46.000]  陳醫生
[00:11:46.000 --> 00:11:48.000]  他來到我們教會聚會
[00:11:48.000 --> 00:11:50.000]  可不可以說他代表
[00:11:50.000 --> 00:11:53.000]  悉尼所有的醫生來聽道理呢?
[00:11:53.000 --> 00:11:55.000]  假如我們當中有一位會計師
[00:11:55.000 --> 00:11:57.000]  來到這裡聽道理
[00:11:57.000 --> 00:11:59.000]  可不可以說他代表悉尼的會計師
[00:11:59.000 --> 00:12:03.000]  來聽基督教的道理呢?
[00:12:03.000 --> 00:12:06.000]  摩西曾經頒佈律法
[00:12:06.000 --> 00:12:09.000]  他是以色列人民的最高領袖
[00:12:09.000 --> 00:12:11.000]  也可以說是那個時代的
[00:12:11.000 --> 00:12:13.000]  以色列人的王
[00:12:13.000 --> 00:12:16.000]  他頒佈律法管治人民
[00:12:16.000 --> 00:12:20.000]  從一個預表的角度來看
[00:12:20.000 --> 00:12:24.000]  他可以預表耶穌是天國的王
[00:12:24.000 --> 00:12:26.000]  主耶穌也曾經上山
[00:12:26.000 --> 00:12:30.000]  頒佈一些指示管理信從的人
[00:12:30.000 --> 00:12:33.000]  在《馬太福音》第五至七章的登山部分
[00:12:33.000 --> 00:12:39.000]  可以說很像皇帝頒佈律法的意味
[00:12:39.000 --> 00:12:42.000]  並且在律法書中
[00:12:42.000 --> 00:12:46.000]  也有關於耶穌的預言
[00:12:46.000 --> 00:12:49.000]  所以如果我們說摩西代表律法
[00:12:49.000 --> 00:12:51.000]  就沒有什麼問題
[00:12:51.000 --> 00:12:58.000]  問題就是為什麼先知要由以利亞做代表呢?
[00:12:58.000 --> 00:13:02.000]  為什麼先知要由以利亞做代表呢?
[00:13:02.000 --> 00:13:06.000]  純粹因為以利亞是一位上主重用的先知
[00:13:06.000 --> 00:13:08.000]  他又剛剛在這裡出現
