
[00:00:00.000 --> 00:00:03.760]  我們過去的日子是查過舊約的祈禱的
[00:00:03.760 --> 00:00:05.380]  差不多用了半年的時間
[00:00:05.380 --> 00:00:07.880]  今次最後一次講關於禱告
[00:00:07.880 --> 00:00:10.060]  我們就會查新約的禱告
[00:00:10.060 --> 00:00:13.220]  很多時候我們被一些聖經的標題誤導了我們
[00:00:13.220 --> 00:00:15.660]  記不記得我們講過浪子的比喻
[00:00:15.660 --> 00:00:18.380]  其實真正的主角絕對不是浪子
[00:00:18.380 --> 00:00:20.200]  也不是爸爸
[00:00:20.200 --> 00:00:22.620]  真正的主角原來是大兒子
[00:00:22.620 --> 00:00:24.700]  只不過聖經的標題說浪子
[00:00:24.700 --> 00:00:26.880]  於是我們就被這裡誤導了
[00:00:26.880 --> 00:00:30.020]  我們經常都很熟悉的就是主土文
[00:00:30.020 --> 00:00:31.140]  Law Spare
[00:00:31.140 --> 00:00:33.360]  我們會查的
[00:00:33.360 --> 00:00:37.320]  但告訴大家這個並不是耶穌的祈禱
[00:00:37.320 --> 00:00:40.280]  所以不是耶穌的禱告
[00:00:40.280 --> 00:00:43.520]  這個真正的耶穌的禱告其實記載在哪裡呢?
[00:00:43.520 --> 00:00:44.660]  鼓勵大家回去看
[00:00:44.660 --> 00:00:47.080]  就是在約翰福音第十七章
[00:00:47.080 --> 00:00:49.980]  當主耶穌要面對祂離世的時候
[00:00:49.980 --> 00:00:52.960]  祂自己是很難過、很擔心
[00:00:52.960 --> 00:00:57.620]  也很憂慮門徒將來要面對的挑戰是怎樣
[00:00:57.620 --> 00:00:59.400]  所以祂為自己祈禱
[00:00:59.400 --> 00:01:01.300]  也為門徒來禱告
[00:01:01.300 --> 00:01:02.520]  這一章聖經
[00:01:02.520 --> 00:01:04.400]  我再講約翰福音第十七章
[00:01:04.400 --> 00:01:06.400]  是很值得我們去探討的
[00:01:06.400 --> 00:01:09.480]  那才是真真正正的主土文
[00:01:09.480 --> 00:01:14.300]  而我們經常背誦的並不是耶穌的祈禱
[00:01:14.300 --> 00:01:18.160]  是耶穌教我們如何去祈禱
[00:01:18.160 --> 00:01:20.680]  所以這篇應該叫做《我土文》
[00:01:20.680 --> 00:01:22.140]  就叫做主土文了
[00:01:22.140 --> 00:01:23.140]  當然
[00:01:23.140 --> 00:01:26.220]  我們不是不斷背誦就可以了
[00:01:26.220 --> 00:01:28.140]  我們是要在當中
[00:01:28.140 --> 00:01:31.040]  去吸取一些基本的原則
[00:01:31.040 --> 00:01:35.080]  以及熟悉的教導是什麼
[00:01:35.080 --> 00:01:39.180]  但是我自己作為一個講道的目者
[00:01:39.180 --> 00:01:40.360]  我經常都會想
[00:01:40.360 --> 00:01:43.180]  越熟悉那些經文是越難去解釋的
[00:01:43.180 --> 00:01:43.940]  為什麼呢?
[00:01:43.940 --> 00:01:45.260]  大家都已經熟悉了
[00:01:45.260 --> 00:01:47.080]  一聽到又講這些
[00:01:47.080 --> 00:01:49.000]  我們耳朵就會閉塞了
[00:01:49.000 --> 00:01:52.160]  求神幫助我們如何去聆聽
[00:01:52.160 --> 00:01:54.740]  以及幫助我如何跟大家分享
[00:01:54.740 --> 00:01:56.540]  人生有些時候
[00:01:56.540 --> 00:01:57.980]  你教導別人
[00:01:57.980 --> 00:01:59.980]  但不一定是你做得好的
[00:01:59.980 --> 00:02:04.020]  你有沒有看美國的NBA球賽
[00:02:04.020 --> 00:02:08.420]  教練很可能是不懂得怎麼打球的
[00:02:08.420 --> 00:02:09.860]  但是耶穌
[00:02:09.860 --> 00:02:11.760]  祂不只是教我們去祈禱
[00:02:11.760 --> 00:02:15.000]  耶穌是一個禱告的人
[00:02:15.000 --> 00:02:17.000]  祂是恆常去祈禱的
[00:02:17.000 --> 00:02:19.220]  如果你看《馬可福音》是很簡單的
[00:02:19.220 --> 00:02:23.020]  就是鼓勵初信的人去看《馬可福音》
[00:02:23.020 --> 00:02:24.300]  就是講耶穌的工作
[00:02:24.300 --> 00:02:26.540]  工作完之後就立刻去祈禱
[00:02:26.540 --> 00:02:28.420]  不斷都是這樣重複的
[00:02:28.420 --> 00:02:32.060]  那時候耶穌教導門徒的禱告
[00:02:32.060 --> 00:02:33.820]  可以說是家傳會曉
[00:02:33.820 --> 00:02:36.780]  祂把這個禱告的生活概念化了
[00:02:36.780 --> 00:02:41.600]  也透過祂自己本身禱告的生活
[00:02:41.600 --> 00:02:43.600]  在影響著我們
[00:02:43.600 --> 00:02:46.660]  所以我們如果要學習有效的祈禱
[00:02:46.660 --> 00:02:52.060]  我們也要注意耶穌祂的禱告的教導之餘
[00:02:52.060 --> 00:02:55.340]  也要看耶穌怎麼去祈禱
[00:02:55.340 --> 00:02:58.400]  禱告是需要操練的
[00:02:58.400 --> 00:03:01.040]  所以我們要明白禱告的原則
[00:03:01.040 --> 00:03:05.480]  如果我們知道禱告是需要操練的
[00:03:05.480 --> 00:03:08.820]  當然我們要明白禱告的原則
[00:03:08.820 --> 00:03:11.000]  只有禱告的操練
[00:03:11.000 --> 00:03:13.100]  而不明白怎麼去祈禱
[00:03:13.100 --> 00:03:14.820]  是浪費時間的
[00:03:14.820 --> 00:03:17.020]  如果只明白怎麼去祈禱
[00:03:17.020 --> 00:03:19.380]  但我們不去祈禱不去操練的時候
[00:03:19.380 --> 00:03:21.260]  那是沒有意思的
[00:03:21.260 --> 00:03:25.660]  我們看看這個禱文的結構是怎樣
[00:03:25.660 --> 00:03:27.240]  一開始的時候
[00:03:27.240 --> 00:03:29.940]  就是一個主軸
[00:03:29.940 --> 00:03:33.260]  接著就是有三個「願」
[00:03:33.260 --> 00:03:34.780]  願人尊你的名為聖
[00:03:34.780 --> 00:03:35.620]  願你的降臨
[00:03:35.620 --> 00:03:37.820]  願你志行在地上
[00:03:37.820 --> 00:03:40.740]  接著就是有三個「求」
[00:03:40.740 --> 00:03:43.700]  就是三個「求」的事
[00:03:43.700 --> 00:03:45.540]  就是飲食
[00:03:45.540 --> 00:03:46.880]  免我們的債
[00:03:46.880 --> 00:03:49.020]  以及叫我們不要遇見事貪
[00:03:49.020 --> 00:03:51.500]  最後就是「榮耀眾」
[00:03:51.500 --> 00:03:54.580]  就是角度、權柄、榮耀、全是你的
[00:03:54.580 --> 00:03:58.300]  每一部分是有三點的
[00:03:58.300 --> 00:04:00.360]  但其實最重要我們要留意
[00:04:00.360 --> 00:04:02.860]  一開始祈禱的時候說什麼呢?
[00:04:02.860 --> 00:04:04.220]  他就說到
[00:04:04.220 --> 00:04:08.380]  原來我們在天上的富很重要的
[00:04:08.380 --> 00:04:10.660]  記住有效的祈禱
[00:04:10.660 --> 00:04:14.820]  不是一種不斷背誦的格式
[00:04:14.820 --> 00:04:17.980]  或者好像唸咒一樣來祈禱
[00:04:17.980 --> 00:04:19.420]  是基於一個什麼呢?
[00:04:19.420 --> 00:04:22.420]  是很親密同神的關係
[00:04:22.420 --> 00:04:24.660]  我們在天上的富
[00:04:24.660 --> 00:04:25.740]  請你記住
[00:04:25.740 --> 00:04:28.260]  這不是一個禱告的格式
[00:04:28.260 --> 00:04:30.900]  也不是我們的開場白
[00:04:30.900 --> 00:04:33.620]  而是這一篇的禱文裡面
[00:04:33.620 --> 00:04:35.620]  很重要的中心點
[00:04:35.620 --> 00:04:37.220]  只有從天父的角度
[00:04:37.220 --> 00:04:39.900]  才能夠正確解釋這篇的主禱文
[00:04:39.900 --> 00:04:41.580]  就是耶穌教我們的祈禱
[00:04:41.580 --> 00:04:43.900]  主耶穌不是來帶我們
[00:04:43.900 --> 00:04:45.620]  是給我們一個新的命令
[00:04:45.620 --> 00:04:47.900]  祂是告訴我們
[00:04:47.900 --> 00:04:49.620]  我們的神是我們的父
[00:04:49.620 --> 00:04:52.820]  這篇的禱文是為神的兒女而設
[00:04:52.820 --> 00:04:54.580]  只有神的兒女
[00:04:54.580 --> 00:04:56.620]  才可以稱神為父
[00:04:56.620 --> 00:05:00.020]  原來我們是有禱告的特權
[00:05:00.020 --> 00:05:02.020]  有時候我們會不會很羨慕一些人
[00:05:02.020 --> 00:05:03.420]  有這些特權呢?
[00:05:03.420 --> 00:05:06.420]  但是既然禱告是我們的特權的時候
[00:05:06.420 --> 00:05:09.500]  我們有沒有珍惜這個機會呢?
[00:05:09.500 --> 00:05:10.540]  大家知道
